permit_type,name_of_facility,geoid,tract_latitude,tract_longitude,lat,lon
HLINHOMECARE,CAREPOINT HOME CARE SERVICES,"",,,35.090452,-80.84445
HLINHOMECARE,CARESOUTH HOMECARE SERVICES,45037970300,+33.7963576,-081.7706297,33.828155,-81.795805
HLINHOMECARE,CARING AT HEART,45091060501,+34.9325443,-081.0382008,34.92998713,-81.03371543
HLINHOMECARE,CARING FOR AGING BEAUTIES HOME CARE,45055970403,+34.2183873,-080.6619753,34.22236901,-80.68088123
HLINHOMECARE,CARING FOR YOU HOME CARE,45019002701,+32.7976991,-080.0287926,32.791305,-80.038759
HLINHOMECARE,CARING FOR YOU SERVICES LLC,45041001000,+34.1911403,-079.7695503,34.19767279,-79.76383739
HLINHOMECARE,CARING HANDS AND HEARTS,45063020505,+33.9923387,-081.0921352,33.998968,-81.092762
HLINHOMECARE,CARING HANDS HEALTH CARE LLC,45053950201,+32.3984799,-080.9415727,32.32069732,-80.93649488
HLINHOMECARE,CARING HANDS HOME CARE LLC USA,45051050900,+33.6942078,-078.9128736,33.692656,-78.90798
HLINHOMECARE,CARING HANDS HOME CARE OF THE UPSTATE INC,45007001100,+34.5418110,-082.6594195,34.54983819,-82.67142249
HLINHOMECARE,CARING HEALTHCARE INC,45063020510,+34.0357070,-081.1257529,34.04164949,-81.14413239
HLINHOMECARE,CARING HEARTS COMPANIONS LLC,45091061601,+34.9915480,-081.2629540,34.995904,-81.240908
HLINHOMECARE,CARING HEARTS HOME CARE SERVICES LLC,45079011418,+34.1299753,-080.8929715,34.133292,-80.879421
HLINHOMECARE,CARING HEARTS HOMECARE AGENCY LLC,45045002903,+34.7787267,-082.2934095,34.77958178,-82.30446765
HLINHOMECARE,CARING HEARTS IN HOME CARE,45045001700,+34.8964300,-082.3498565,34.88707,-82.359511
HLINHOMECARE,CARING HELPERS LLC,45045004400,+34.8479697,-082.3501653,34.857131,-82.353118
HLHOSPICEPROGRAM,CARIS HEALTHCARE-GREENVILLE,45063020510,+34.0357070,-081.1257529,34.034513,-81.121188
HLRESIDENTIALCARE,CARLISLE PLACE,45001950200,+34.3258512,-082.4084968,34.33025767,-82.39463264
HLNURSINGCARE,CARLYLE SENIOR CARE OF AIKEN,45003021400,+33.5732059,-081.7228476,33.57714688,-81.70952257
HLNURSINGCARE,CARLYLE SENIOR CARE OF FLORENCE,45041000400,+34.2553928,-079.6320181,34.25382967,-79.74175934
HLNURSINGCARE,CARLYLE SENIOR CARE OF FORK,45033970500,+34.3339068,-079.2077718,34.27010195,-79.24502342
HLNURSINGCARE,CARLYLE SENIOR CARE OF FOUNTAIN INN,45045003101,+34.7043385,-082.2045941,34.69612179,-82.19074713
HLNURSINGCARE,CARLYLE SENIOR CARE OF KINGSTREE,45089970502,+33.7051116,-079.7531332,33.66017781,-79.82245717
HLINHOMECARE,CAROL ANNE'S CAREGIVERS,45043920700,+33.3167605,-079.3360395,33.303603,-79.296019
HLAMBULATORYSURGERY,CAROLINA AMBULATORY SURGERY CENTER,45003021300,+33.5673561,-081.7526423,33.56450522,-81.76192191
HLAMBULATORYSURGERY,CAROLINA BONE AND JOINT SURGERY CENTER,45051060207,+33.7649493,-078.8912161,33.75733019,-78.91355791
HLINHOMECARE,CAROLINA CARE SOLUTIONS,"",,,35.087725,-80.655365
HLINHOMECARE,CAROLINA CAREGIVERS OF SUMTER,45085001902,+33.8074621,-080.3395798,33.835353,-80.362781
HLHOSPITAL,CAROLINA CENTER FOR BEHAVIORAL HEALTH,45045002808,+34.8429987,-082.2609847,34.86485065,-82.22904897
HLAMBULATORYSURGERY,CAROLINA COAST SURGERY CENTER,45043920501,+33.5608845,-079.0419987,33.57063858,-79.03015063
HLRESIDENTIALCARE,CAROLINA GARDENS AT CONWAY,45051070400,+33.8403088,-079.0952981,33.84352107,-79.09014295
HLRESIDENTIALCARE,CAROLINA GARDENS AT GARDEN CITY,45051051406,+33.5912971,-079.0183643,33.587267,-79.024916
HLRESIDENTIALCARE,CAROLINA GARDENS AT KATHWOOD,45079002400,+34.0016746,-080.9684233,34.008255,-80.968651
HLRESIDENTIALCARE,CAROLINA GARDENS AT LAURENS,45059920400,+34.4928213,-082.0269534,34.489572,-82.026632
HLRESIDENTIALCARE,CAROLINA GARDENS AT LEXINGTON,45063021030,+33.9818300,-081.2111492,33.976916,-81.218783
HLRESIDENTIALCARE,CAROLINA GARDENS AT ROCK HILL,45091060907,+34.9949457,-081.0157575,34.983962,-80.994784
HLRESIDENTIALCARE,CAROLINA GARDENS AT WEST COLUMBIA,45063020507,+33.9911980,-081.1355788,33.990506,-81.111214
HLRESIDENTIALCARE,CAROLINA GARDENS AT YORK,45091061602,+34.9921871,-081.2207561,35.00736061,-81.22452841
HLINHOMECARE,CAROLINA HEALTH CARE,45079003100,+34.0078902,-081.0307786,34.01327,-81.034975
HLINHOMECARE,CAROLINA HEALTH CARE CHARLESTON,45019004606,+32.8232078,-079.8820580,32.81458662,-79.86557705
HLINHOMECARE,CAROLINA HEALTH FORCE,45019005600,+32.8010357,-080.0830664,32.820602,-80.06635
HLINHOMECARE,CAROLINA HEARTS HOME CARE LLC,"",,,34.768324,-79.465872
HLINHOMECARE,CAROLINA HOME CARE SERVICES,"",,,34.978142,-80.814972
HLINHOMECARE,CAROLINA IN HOME CARE & ASSISTANCE,45079002602,+33.9798771,-081.0027441,33.98622239,-81.00825327
HLINHOMECARE,CAROLINA IN-HOME CARE,45085002000,+33.9296368,-080.3508768,33.929579,-80.348334
HLAMBULATORYSURGERY,CAROLINA INTERVENTIONAL PAIN INSTITUTE,45079001100,+34.0228440,-081.0031652,34.014537,-81.006483
HLINHOMECARE,CAROLINA MEDSTAFF & SERVICES,45033970400,+34.3943810,-079.3862993,34.41011599,-79.37967267
HLINHOMECARE,CAROLINA NURSING ASSOCIATES LLC,45045001400,+34.8159886,-082.3754469,34.81351692,-82.36852897
HLHOSPITAL,CAROLINA PINES REGIONAL MEDICAL CENTER,45031010400,+34.3642401,-080.2761274,34.34900747,-80.1051194
HLRESIDENTIALCARE,CAROLINA PLACE,45041002202,+33.8389294,-079.7194929,33.87417658,-79.74901319
HLAMBULATORYSURGERY,CAROLINA SPECIALTY EYE SURGERY,45083021802,+34.9970483,-081.9699542,35.010151,-81.95328
HLAMBULATORYSURGERY,CAROLINA SURGICAL CENTER,45091060905,+34.9584300,-081.0651330,34.95634475,-81.04946324
HLBIRTHINGCENTER,CAROLINA WATERBIRTH,45045003005,+34.7373354,-082.2632243,34.72313013,-82.25532916
HLINHOMECARE,CAROLINAS CAREGIVERS,45091060901,+34.9579150,-080.9758058,34.94874049,-80.99825359
HLHOMEHEALTH,CAROLINAS HOME HEALTH,45041001100,+34.1907523,-079.7961389,34.189347,-79.808332
HLRESIDENTIALCARE,CAROLINIAN,45041001000,+34.1911403,-079.7695503,34.18600778,-79.76337334
HLRESIDENTIALCARE,CARRIAGE HOUSE SENIOR LIVING OF FLORENCE,45041000202,+34.1653321,-079.8327347,34.1769165,-79.82700204
HLRESIDENTIALCARE,CARRIAGE HOUSE SENIOR LIVING OF HARTSVILLE,45031010600,+34.3700380,-080.0231357,34.3826454,-80.04588632
HLRESIDENTIALCARE,CARRIAGE HOUSE SENIOR LIVING OF SUMTER,45085002000,+33.9296368,-080.3508768,33.92884378,-80.34122512
HLRESIDENTIALCARE,CARRIAGE HOUSE SENIOR LIVING OF TAYLORS,45045002604,+34.9153567,-082.2848315,34.91927781,-82.31121919
HLINHOMECARE,CARRIES HEART HOMECARE,45045002001,+34.7877058,-082.3953293,34.777309,-82.389104
HLRESIDENTIALCARE,CARSON'S COMMUNITY CARE,45079010102,+34.1723843,-080.9792738,34.15368787,-80.95418868
HLHABITATIONR15,CARTER STREET GROUP HOME,45079011101,+34.0379947,-080.9878696,34.03857259,-80.9975789
HLRESIDENTIALCARE,CARTER-MAY HOME,45019002606,+32.8193670,-079.9780481,32.81420687,-79.99345575
HLINHOMECARE,CASANIA'S CARING HANDS,45079000700,+34.0177977,-081.0406649,34.016159,-81.041128
HLRESIDENTIALCARE,CASCADES VERDAE ASSISTED LIVING,45045001900,+34.8200676,-082.3474849,34.82490563,-82.31828984
HLHEARINGAIDSPEC,"CASH, JOSEPH P.","",,,33.528151,-82.066529
HLINHOMECARE,CAST YOUR CARE HEALTH CARE LLC,45079011411,+34.1087411,-080.9119775,34.090632,-80.926609
HLINHOMECARE,CASTLE POINTE HOME CARE,45085002000,+33.9296368,-080.3508768,33.92067908,-80.35317271
HLRESIDENTIALCARE,CASUAL COMMUNITY CARE HOME,45079011404,+34.1092531,-080.9554245,34.11785668,-80.93963866
HLRESIDENTIALCARE,CATHERINE'S MANOR II,45075011400,+33.5011636,-080.8687913,33.49411725,-80.86199583
HLHEARINGAIDSPEC,"CAUDILL, NANCY S.",45079011303,+34.0800258,-080.9404466,34.081148,-80.935183
HLHABITATIONR15,CEDARS,45041001800,+33.9396465,-079.5799293,33.99663575,-79.57251934
HLAMBULATORYSURGERY,CENTER FOR ADVANCED SURGERY,45019003107,+32.9600374,-080.1009931,32.98619306,-80.09753147
HLPSADOUTPATIENT,CENTER FOR BEHAVIORAL HEALTH SOUTH CAROLINA,45019004400,+32.8305580,-079.9619676,32.84668355,-79.97908357
HLPSADOUTPATIENT,CENTER FOR BEHAVIORAL HEALTH SPECIAL SERVICES,45019004400,+32.8305580,-079.9619676,32.846301,-79.97902342
HLAMBULATORYSURGERY,CENTER FOR COLON AND DIGESTIVE DISEASES,45003021300,+33.5673561,-081.7526423,33.56446352,-81.76054082
HLAMBULATORYSURGERY,CENTER FOR ORTHOPAEDIC SURGERY,45091060700,+34.9606397,-081.0380086,34.96060341,-81.0495096
HLPSADOUTPATIENT,CENTER OF HOPE OF MYRTLE BEACH,45051060204,+33.7068355,-078.9669823,33.71944715,-78.93170715
HLRENALDIALYSIS,CENTRAL BAMBERG DIALYSIS,45009960200,+33.2528574,-080.9598246,33.30831539,-81.02988865
HLRENALDIALYSIS,CENTRAL COLUMBIA KIDNEY CENTER,45079000500,+34.0325295,-081.0314226,34.03151737,-81.03692914
HLADULTDAYCARE,CENTRAL MIDLANDS ADULT DAY CENTER,45085000901,+33.9483910,-080.3732220,33.935057,-80.365647
HLRESIDENTIALCARE,CHANDLER PLACE ASSISTED LIVING & MEMORY CARE,45091060803,+34.9607591,-081.0222741,34.963062,-81.033073
HLAMBULATORYSURGERY,CHAPIN ORTHOPEDIC SURGERY CENTER,45063021204,+34.1597134,-081.3343000,34.16926879,-81.33731708
HLADULTDAYCARE,CHAPPELL ADULT CARE LLC,45039960500,+34.2860838,-081.1792971,34.32400285,-81.17515163
HLINHOMECARE,CHARITY HOME CARE SERVICE LLC,45017950200,+33.6883735,-080.8061167,33.66430611,-80.77794973
HLINHOMECARE,CHARLES LEA CENTER,45083021403,+34.9924944,-081.9122498,34.983049,-81.90487
HLRESIDENTIALCARE,CHARLES M INGRAM SR COMMUNITY RESIDENCE,45025950502,+34.7080062,-079.9249608,34.69989762,-79.92843518
HLRENALDIALYSIS,CHARLES TOWNE DIALYSIS,45019002612,+32.8174841,-080.0204648,32.8086616,-80.02338336
HLRENALDIALYSIS,CHARLES TOWNE HOME PROGRAM,45019002612,+32.8174841,-080.0204648,32.8086616,-80.02338336
HLBIRTHINGCENTER,CHARLESTON BIRTH PLACE,45019004606,+32.8232078,-079.8820580,32.815054,-79.854371
HLPSADOUTPATIENT,CHARLESTON CENTER,45019000600,+32.7850610,-079.9510689,32.78194509,-79.95226896
HLPSADINPATIENT,CHARLESTON CENTER NEW LIFE UNIT,45019000600,+32.7850610,-079.9510689,32.78204591,-79.95185184
HLPSADINPATIENT,CHARLESTON CENTER SUBACUTE DETOXIFICATION PROGRAM,45019000600,+32.7850610,-079.9510689,32.78189582,-79.95246612
HLPSADINPATIENT,CHARLESTON CENTER TRANSITIONAL CARE UNIT,45019000600,+32.7850610,-079.9510689,32.7820034,-79.95205783
HLAMBULATORYSURGERY,CHARLESTON ENDOSCOPY CENTER,45019002613,+32.8200495,-080.0433739,32.81579663,-80.04413621
HLAMBULATORYSURGERY,CHARLESTON SURGERY CENTER,45015020713,+33.0714364,-080.1305502,33.055925,-80.137871
HLTATTOOFAC,CHARLESTON TATTOO COMPANY INC,45019002002,+32.7340159,-079.9611767,32.74071,-79.967174
HLINHOMECARE,CHEERS HEALTHCARE SERVICES,45079010403,+34.0221797,-081.0849436,34.032774,-81.092643
HLNURSINGCARE,CHERAW HEALTHCARE,45025950502,+34.7080062,-079.9249608,34.68799499,-79.9112393
HLPSADOUTPATIENT,CHEROKEE COUNTY COMMISSION ON ALCOHOL AND DRUG ABUSE,45021970201,+35.0819573,-081.7015857,35.07138993,-81.65342963
HLHOSPITAL,CHEROKEE MEDICAL CENTER,45021970302,+35.0992561,-081.6011090,35.089872,-81.634967
HLTATTOOFAC,CHERRY BOMB TATTOO 3,45007010700,+34.6422416,-082.7791119,34.62077982,-82.77585746
HLRESIDENTIALCARE,CHESTERFIELD COMMUNITY RESIDENCE,45025950400,+34.7255811,-080.1008750,34.73607091,-80.100508
HLHOMEHEALTH,CHESTERFIELD VISITING NURSES SERVICE,45025950502,+34.7080062,-079.9249608,34.6980993,-79.92521422
HLHEARINGAIDSPEC,"CHIARELLO, THOMAS A.",45077010901,+34.7835273,-082.6116798,34.798638,-82.597953
HLHOSPITAL,CHILDREN'S HABILITATION CENTER,45083023801,+34.8496111,-081.9031052,34.90865388,-81.8754736
HLINHOMECARE,CHOSEN HANDS IN HOME CARE,45057011100,+34.7749209,-080.8068098,34.723947,-80.825131
HLINHOMECARE,CHRISTIAN COMFORTS LLC,45079011416,+34.1725673,-080.8831730,34.179672,-80.897405
HLINHOMECARE,CHRISTIANS SERVING SENIORS HOME CARE,45075010200,+33.3204311,-080.3922399,33.337622,-80.422277
HLPSADINPATIENT,CHRYSALIS CENTER,45041000202,+34.1653321,-079.8327347,34.16729621,-79.82396034
HLINHOMECARE,CIRCLE OF ANGELS HEALTH CARE,45083021303,+34.9613348,-081.8731163,34.97797584,-81.87388101
HLINHOMECARE,CIRCLE OF LOVE HOME CARE,45011970100,+33.3910823,-081.3942081,33.405704,-81.441406
HLPSADOUTPATIENT,CIRCLE PARK FAMILY COUNSELING & ADDICTION CENTER,45041001100,+34.1907523,-079.7961389,34.19499429,-79.77633319
HLHOSPITAL,CITADEL INFIRMARY,45019005200,+32.7984271,-079.9627055,32.79513116,-79.96188157
HLINHOMECARE,CITY CARE HOME CARE,45051060204,+33.7068355,-078.9669823,33.71925,-78.939344
HLHABITATIONR15,CIVITAN COMMUNITY RESIDENCE,45045002901,+34.7895220,-082.3456019,34.78814763,-82.33682531
HLPSADOUTPATIENT,CLARENDON BEHAVIORAL HEALTH SERVICES,45027960500,+33.7032431,-080.2749535,33.69594531,-80.2087574
HLRESIDENTIALCARE,CLARKE HOUSE,45081960100,+34.1172525,-081.7462622,34.09970285,-81.78010338
HLPSADOUTPATIENT,CLEAR SKYE TREATMENT CENTER,45059920700,+34.4682270,-081.9191816,34.482931,-81.938785
HLNURSINGCARE,CLEMSON AREA RETIREMENT CENTER-HEALTH CARE CENTER,45077011203,+34.6792351,-082.8023449,34.67622773,-82.79504168
HLRESIDENTIALCARE,CLEMSON DOWNS ASSISTED LIVING,45077011203,+34.6792351,-082.8023449,34.67611739,-82.79528066
HLAMBULATORYSURGERY,CLEMSON ENDOSCOPY CENTER,45077011203,+34.6792351,-082.8023449,34.685025,-82.813698
HLRESIDENTIALCARE,CLEMSON HERITAGE LLC,45077011102,+34.7109098,-082.7563613,34.69632,-82.792248
HLINHOMECARE,CLEMSON IN HOME CARE,45077011203,+34.6792351,-082.8023449,34.67899102,-82.79945976
HLHEARINGAIDSPEC,"CLINE, JOSEPH F.",45051051000,+33.6667569,-078.9501527,33.659076,-78.938039
HLRENALDIALYSIS,CLINTON DIALYSIS CLINIC,45059920700,+34.4682270,-081.9191816,34.46731117,-81.90954811
HLHABITATIONR15,CLINTON MANOR COMMUNITY RESIDENCE,45059920700,+34.4682270,-081.9191816,34.46722459,-81.9081609
HLRESIDENTIALCARE,CLS CARE HOME,45079012000,+33.9116689,-080.6752843,33.81960008,-80.69845745
HLADULTDAYCARE,CLUB HORIZONS OF CHARLESTON,45019003114,+32.9525906,-080.0509817,32.953661,-80.0412
HLINHOMECARE,COASTAL CAROLINA HOME CARE,45051060208,+33.7328255,-078.9144843,33.735768,-78.894826
HLHOSPITAL,COASTAL CAROLINA HOSPITAL,45053950300,+32.2481288,-081.0599775,32.31442703,-81.05410512
HLHABITATIONR16,COASTAL CENTER-HIGHLANDS 510,45035010813,+32.9767187,-080.1609388,32.98400281,-80.14897234
HLHABITATIONR16,COASTAL CENTER-HIGHLANDS HILLSIDE,45035010813,+32.9767187,-080.1609388,32.98283472,-80.1483093
HLHOMEHEALTH,COASTAL HEALTH LLC,45041000201,+34.1991944,-079.8244682,34.195813,-79.817394
HLPSADOUTPATIENT,COASTAL RECOVERY CENTER,45051050500,+33.7168113,-078.8665665,33.73124312,-78.86443009
HLINHOMECARE,COASTAL TRINITY HOMECARE SOLUTIONS LTD,45013002107,+32.2608068,-080.8659839,32.244672,-80.878319
HLINHOMECARE,COLD WAR CITIZENS HEALTH CARE,45045000200,+34.8478319,-082.3974862,34.849949,-82.396431
HLHEARINGAIDSPECTEMP,"COLE, ANDREA B.",45013002103,+32.2526677,-080.9631260,32.263345,-80.936223
HLAMBULATORYSURGERY,COLLETON AMBULATORY SURGERY CENTER,45029970402,+32.9671267,-080.6527418,32.92343503,-80.67100421
HLPSADOUTPATIENT,COLLETON COUNTY COMMISSION ON ALCOHOL AND DRUG ABUSE,45029970600,+32.8621886,-080.5963164,32.94764751,-80.62664347
HLHOSPITAL,COLLETON MEDICAL CENTER,45029970402,+32.9671267,-080.6527418,32.92228562,-80.6695539
HLRESIDENTIALCARE,COLONIAL AT OLD CAMDEN,45055970800,+34.2226390,-080.5951484,34.231896,-80.606016
HLRESIDENTIALCARE,COLONIAL GARDENS ALZHEIMER'S SPECIAL CARE CENTER,45063020506,+34.0140354,-081.1321082,34.00757119,-81.13284858
HLAMBULATORYSURGERY,COLORECTAL ENDOSURGERY INSTITUTE OF THE CAROLINAS,45019004611,+32.7918747,-079.8300457,32.8132948,-79.84805855
HLADULTDAYCARE,COLUMBIA ADULT CARE,45079002500,+33.9934982,-080.9938435,33.98832741,-80.99758087
HLAMBULATORYSURGERY,COLUMBIA EYE SURGERY CENTER,45079003100,+34.0078902,-081.0307786,34.01380197,-81.0309258
HLAMBULATORYSURGERY,COLUMBIA GASTROINTESTINAL ENDOSCOPY CENTER,45079001100,+34.0228440,-081.0031652,34.01562931,-81.01230355
HLPSADOUTPATIENT,COLUMBIA METRO TREATMENT CENTER,45063020505,+33.9923387,-081.0921352,33.984993,-81.106346
HLAMBULATORYSURGERY,COLUMBIA NEPHROLOGY ASSOCIATES PA,45079010701,+34.0833468,-081.0445633,34.068744,-81.027682
HLRENALDIALYSIS,COLUMBIA NORTHEAST KIDNEY CENTER,45079010805,+34.0827631,-080.9672053,34.078096,-80.958517
HLHEARINGAIDSPECTEMP,"COMBS, FRED T., JR.",45013002107,+32.2608068,-080.8659839,32.239441,-80.8521
HLINHOMECARE,COMFORCARE HOME CARE,45007010102,+34.7312026,-082.5183665,34.786008,-82.478768
HLINHOMECARE,COMFORCARE HOME CARE- GREATER CHARLOTTE,"",,,35.087253,-80.840581
HLINHOMECARE,COMFORCARE HOME CARE-CHARLESTON,45019003000,+32.7772471,-079.9726864,32.78200653,-79.9876553
HLINHOMECARE,COMFORCARE OF THE MIDLANDS,45079011411,+34.1087411,-080.9119775,34.09956495,-80.9204987
HLINHOMECARE,COMFORCARE SENIOR SERVICES - MYRTLE BEACH LLC,45051050500,+33.7168113,-078.8665665,33.732166,-78.8585
HLHOSPICEPROGRAM,COMFORT CARE HOSPICE,45063021115,+34.0602196,-081.2449009,34.072114,-81.214259
HLINHOMECARE,COMFORT CARE PROVIDERS LLC,45045002812,+34.8035511,-082.2698565,34.82213677,-82.28991841
HLINHOMECARE,COMFORT CORNER HOME CARE,45037970502,+33.6202063,-082.0215744,33.601005,-81.957192
HLINHOMECARE,COMFORT HOME CARE INC,45037970202,+33.8472526,-081.9454445,33.796394,-81.888781
HLINHOMECARE,COMFORT HOME CARE OF SC,45075011400,+33.5011636,-080.8687913,33.501881,-80.868006
HLINHOMECARE,COMFORT HOME CARE-GREENWOOD,45047970400,+34.1698568,-082.2054546,34.191021,-82.160886
HLINHOMECARE,COMFORT KEEPERS - ANDERSON,45007000200,+34.5217065,-082.6449925,34.51174105,-82.64837559
HLINHOMECARE,COMFORT KEEPERS - MYRTLE BEACH,45051050102,+33.7357637,-078.8699522,33.723153,-78.879063
HLINHOMECARE,COMFORT KEEPERS #429 OF NORTH AUGUSTA,45003020802,+33.4918418,-081.9708285,33.49478123,-81.97175718
HLINHOMECARE,COMFORT KEEPERS #469 OF FLORENCE SUMTER & COLUMBIA,45041001100,+34.1907523,-079.7961389,34.19231483,-79.8102129
HLINHOMECARE,COMFORT KEEPERS OF GREENVILLE,45045001807,+34.8768401,-082.3137671,34.866051,-82.331383
HLINHOMECARE,COMFORT KEEPERS OF WEST COLUMBIA,45063020506,+34.0140354,-081.1321082,34.00092415,-81.12930524
HLINHOMECARE,COMFORT KEEPERS SPARTANBURG,45083021200,+34.9509248,-081.9167596,34.957499,-81.910937
HLINHOMECARE,COMFORTING HEARTS HOME CARE,45031011100,+34.3032610,-079.8702831,34.302817,-79.870777
HLINHOMECARE,COMFORT-ZONE CARE,45083022403,+35.0591273,-081.9183544,35.067586,-81.905357
HLNURSINGCARE,COMMANDER NURSING CENTER,45041001602,+34.0531476,-079.6846430,34.10529947,-79.70409934
HLINHOMECARE,COMMONWISE HOME CARE CHARLESTON,45019005200,+32.7984271,-079.9627055,32.795426,-79.955995
HLINHOMECARE,COMMUNITY HOME CARE OF SOUTH CAROLINA LLC,45069960400,+34.6853318,-079.5843029,34.66629379,-79.54513482
HLINHOMECARE,COMMUNITY HOME CARE SERVICES LLC,45045004300,+34.8417160,-082.3753525,34.836557,-82.367071
HLNURSINGCARE,COMPASS POST ACUTE REHABILITATION,45051070400,+33.8403088,-079.0952981,33.84345517,-79.09132965
HLINHOMECARE,COMPASSION HEALTHCARE,45053950201,+32.3984799,-080.9415727,32.31811327,-80.93969241
HLINHOMECARE,COMPASSION HEARTS HOME CARE,45015020506,+33.1834737,-079.9987130,33.196897,-79.99343
HLINHOMECARE,COMPASSIONATE CARE AT HOME LLC,45041002300,+33.9761578,-079.7380335,33.946854,-79.747693
HLINHOMECARE,COMPASSIONATE CARE SENIOR SERVICES,45051070200,+33.8580120,-079.0476531,33.835691,-79.046492
HLINHOMECARE,COMPASSIONATE CAREGIVERS LLC,45063020801,+33.7459878,-080.9949528,33.774835,-80.972252
HLINHOMECARE,COMPASSIONATE COUNSELING SERVICES LLC,"",,,34.926671,-79.751372
HLINHOMECARE,COMPASSIONATE HANDS HOMECARE SERVICES LLC,45045001101,+34.8804194,-082.3786068,34.865942,-82.38079
HLINHOMECARE,COMPASSIONATE HEARTS HEALTHCARE,45003021300,+33.5673561,-081.7526423,33.563292,-81.721097
HLINHOMECARE,COMPASSIONATE HOME CARE SERVICES LLC,"",,,33.496257,-82.138305
HLINHOMECARE,COMPASSIONATE PRIVATE DUTY SITTERS,45079010403,+34.0221797,-081.0849436,34.034181,-81.093349
HLHOSPICEPROGRAM,COMPASSUS-CHARLESTON,45053950202,+32.5364880,-080.8861724,32.481891,-80.979816
HLINHOMECARE,COMPLETE CARE,45015020710,+33.0923660,-080.1901804,33.08871461,-80.1976298
HLINHOMECARE,COMPLETE CARE MANAGEMENT SERVICES LLC,45083021100,+34.9269747,-081.9077608,34.941609,-81.912383
HLINHOMECARE,COMPLETE HOME CARE SERVICES,45079010804,+34.0549353,-080.9888888,34.04822256,-80.98686574
HLINHOMECARE,COMPLETE HOMECARE OF AMERICA,45045002811,+34.8066326,-082.3037438,34.80845666,-82.28668141
HLINHOMECARE,COMPLETE PRO HOME CARE,45083021600,+34.9766538,-081.9550681,34.977333,-81.950238
HLNURSINGCARE,CONDOR HEALTH - ANDERSON,45007000600,+34.4882459,-082.6349474,34.496013,-82.639503
HLHABITATIONR15,CONIFER I COMMUNITY RESIDENCE,45015020505,+33.1537443,-080.0382644,33.16796818,-80.04433565
HLHABITATIONR15,CONIFER II COMMUNITY RESIDENCE,45015020505,+33.1537443,-080.0382644,33.1682535,-80.04390558
HLHEARINGAIDSPECTEMP,"CONLEY, MARIE A.",45035010503,+32.9937687,-080.2777418,33.015327,-80.244568
HLINHOMECARE,CONNECTED HEARTS HOME CARE LLC,45079011201,+34.0150047,-080.9762798,34.019925,-80.983897
HLHOSPITAL,CONTINUECARE HOSPITAL AT PALMETTO HEALTH BAPTIST,45079003100,+34.0078902,-081.0307786,34.00738576,-81.03348153
HLHOMEHEALTH,CONTINUUM PEDIATRIC NURSING,45019003109,+32.8942569,-080.0794055,32.904058,-80.084779
HLADULTDAYCARE,CONWAY ADULT DAY CARE,45051070500,+33.8115206,-079.0776842,33.815827,-79.078987
HLRENALDIALYSIS,CONWAY DIALYSIS CENTER,45051060405,+33.7922107,-079.0120361,33.77508157,-79.01973889
HLHOSPITAL,CONWAY HOSPITAL,45051060405,+33.7922107,-079.0120361,33.78622378,-79.00220852
HLNURSINGCARE,CONWAY MANOR,45051070500,+33.8115206,-079.0776842,33.81807108,-79.07792987
HLMIDWIFEAPPRENTICE,"CONWAY, JENNIFER H.",45045002301,+34.8974078,-082.4242706,34.89639,-82.416003
HLRESIDENTIALCARE,COOPER HALL AT THE PALMS OF MT PLEASANT,45019004606,+32.8232078,-079.8820580,32.8162139,-79.85945033
HLTATTOOFAC,COPPER FINCH TATTOO-NORTHEAST,45079011418,+34.1299753,-080.8929715,34.1200294,-80.87855096
HLPSADOUTPATIENT,CORNERSTONE,45047970302,+34.2103000,-082.2139248,34.20553921,-82.1990892
HLINHOMECARE,CORNERSTONE COMPASSIONATE CARE LLC,45045003012,+34.7249692,-082.2736227,34.721055,-82.265552
HLAMBULATORYSURGERY,CORNERSTONE SURGERY CENTER,45051051302,+33.5809735,-079.0076889,33.57337,-79.025877
HLHEARINGAIDSPEC,"CORNWELL, CHRISTOPHER L.",45051060206,+33.7481936,-078.9320200,33.746679,-78.902721
HLRENALDIALYSIS,CORONACA HOME DIALYSIS,45047970201,+34.2624686,-082.1268673,34.257627,-82.091337
HLINHOMECARE,CORPORATE CARE LLC CHARLESTON,45019003104,+32.9290256,-080.0392057,32.91885866,-80.02794734
HLINHOMECARE,CORPORATE CARE LLC GREENVILLE,45045000500,+34.8376715,-082.4115284,34.84325067,-82.41707187
HLINHOMECARE,CORPORATE CARE LLC-AIKEN,45003021201,+33.5235450,-081.7639732,33.51575904,-81.73041425
HLINHOMECARE,CORPORATE CARE LLC-ANDERSON,45007000700,+34.4939131,-082.6616905,34.49418875,-82.64842377
HLINHOMECARE,CORPORATE CARE LLC-COLUMBIA,45079010412,+34.0384150,-081.0773560,34.032897,-81.087628
HLINHOMECARE,CORPORATE CARE LLC-FLORENCE,45041001505,+34.0897395,-079.7823755,34.123016,-79.779408
HLINHOMECARE,CORPORATE CARE LLC-GREENWOOD,45045000200,+34.8478319,-082.3974862,34.848877,-82.402401
HLINHOMECARE,CORPORATE CARE LLC-SPARTANBURG,45083020602,+34.9317702,-081.9805712,34.92677554,-81.98838411
HLHOSPITAL,CORRECT CARE OF SOUTH CAROLINA,45079010806,+34.0911355,-080.9836596,34.07647837,-80.97913615
HLMIDWIFEAPPRENTICE,"COSTNER, KARLA",45045003011,+34.7317039,-082.2349019,34.738468,-82.248327
