OBJECTID,Permit Type,Name of Facility,Location Street,Location City,Location State,ZIP Code,Facility #,Facility Email,Admin Name & Phone,Facility Cont. Email,License / Expires,County / Ownership Type,Mailing Address,Mailing City,Mailing State,Mailing ZIP,Licensee,Licensee Business Phone,CMS Certification,,Evacuation_Zone,X,Y,Licensee County,x,y,Latitude,Longitude,Accuracy Score,Accuracy Type,Number,Street,Unit Type,Unit Number,City,State,County,Zip,Country,Source
1192,HLRENALDIALYSIS,DCI LANDRUM,110 ASBURY DR,LANDRUM,SC,29356-1401,864-457-2435,CYNTHIA.EDGE@DCIINC.ORG,"ROBERTS, ANN MARIE, RN. PH#: 864-574-8828",ANNMARIE.ROBERTS@DCIINC.ORG,ERD-0106 / 06/30/2021,Spartanburg / Non-Profit Corporation,110 ASBURY DR,LANDRUM,SC,29356-1401,DIALYSIS CLINIC INC,615-327-3061,422577,,,-82.17278973,35.17934103,Out of State,393212.4919,3893561.321,35.179346,-82.172824,1,rooftop,110,E Asbury Dr,,,Landrum,SC,Spartanburg County,29356,US,Spartanburg County G
776,HLRENALDIALYSIS,DCI MAGNOLIA COURT,1427 KING ST,CHARLESTON,SC,29403-3008,843-853-3399,MARIQUETO.PIDLAOAN@DCIINC.ORG,"REDICK, DENNA PH#: 843-835-8399",DENNA.REDICK@DIINC.ORG,ERD-0074 / 11/30/2021,Charleston / Non-Profit Corporation,1411 KING ST,CHARLESTON,SC,29403-3008,DIALYSIS CLINIC INC,615-327-3061,422563,,B,-79.95233302,32.81532993,Out of State,598074.3309,3631300.666,32.815001,-79.952174,1,rooftop,1407,Holt St,,,Charleston,SC,Charleston County,29403,US,City of Charleston
739,HLRENALDIALYSIS,DCI PORT ROYAL,8 PRESNELL CIR,BEAUFORT,SC,29902,843-521-4300,ALFREDA.WILLIAMS@DCIINC.ORG,"WILLIAMS, ALFREDA PH#: ",,ERD-0132 / 05/31/2021,Beaufort / Non-Profit Corporation,1411 KING ST,CHARLESTON,SC,29403-3008,DIALYSIS CLINIC INC,615-327-3061,422590,,A,-80.72983225,32.37848339,Out of State,525413.4446,3582421.063,32.378563,-80.729979,1,rooftop,300,Midtown Dr,,,Beaufort,SC,Beaufort County,29906,US,Beaufort
1331,HLRENALDIALYSIS,DCI SALUDA,301 W BUTLER AVE,SALUDA,SC,29138-1309,864-445-7755,ANNMARIE.ROBERTS@DCIINC.ORG, PH#: ,,ERD-0188 / 09/30/2021,Saluda / Non-Profit Corporation,301 W BUTLER AVE,SALUDA,SC,29138-1309,DIALYSIS CLINIC INC,615-327-3061,422624,,,-81.77506378,34.00113679,Out of State,428424.6686,3762552.753,34.001143,-81.775067,1,rooftop,301,W Church St,,,Saluda,SC,Saluda County,29138,US,Saluda
6974,HLRENALDIALYSIS,DCI SPARTANBURG,203 E FREMONT AVE,SPARTANBURG,SC,29303-2932,864-585-2046,HEATHER.GLADSON@DCIINC.ORG,"ROBERTS, ANN MARIE, RN. PH#: 864-574-8828",ANNMARIE.ROBERTS@DCIINC.ORG,ERD-0030 / 01/31/2022,Spartanburg / Non-Profit Corporation,203 FREMONT AVE,SPARTANBURG,SC,29303-2932,DIALYSIS CLINIC INC,615-327-3061,422511,,,-81.9453844,34.96132006,Out of State,413690.1771,3869161.668,34.96112,-81.945136,1,rooftop,203,Fremont Ave,,,Spartanburg,SC,Spartanburg County,29303,US,City of Spartanburg
7698,HLRENALDIALYSIS,DCI UNION,1633 CHURCH ST STE 500,NASHVILLE,TN,37203-2948,615-327-3061,KATRINA.HOWEL@DCIINC.ORG,"PRATHAMMAVONG, LINDA PH#: 864-921-3698",,ERD-0051 / 08/31/2021,Out of State / Non-Profit Corporation,921 THOMPSON BLVD,UNION,SC,29379-1843,DIALYSIS CLINIC INC,615-327-3061,422552,,,-86.794943,36.156217,Out of State,-21524.0474,4016866.483,36.156166,-86.794661,1,rooftop,1601,Church St,,,Nashville,TN,Davidson County,37203,US,City of Nashville
6730,HLRENALDIALYSIS,DCI WEST OF THE ASHLEY,46 MARKFIELD DR STE B,CHARLESTON,SC,29407-6982,843-766-2317,MARIQUETO.PIDLAOAN@DCIINC.ORG,"STOGNER, PAMELA PH#: 843-766-2317",PAMELA.STOGNER@DCIINC.ORG,ERD-0008 / 10/31/2021,Charleston / Non-Profit Corporation,1411 KING ST,CHARLESTON,SC,29403-3008,DIALYSIS CLINIC INC,615-327-3061,422513,,A,-80.00702526,32.78292461,Out of State,593062.754,3627726.397,32.782917,-80.007304,1,rooftop,53,Markfield Dr,,,Charleston,SC,Charleston County,29407,US,City of Charleston
326,HLRENALDIALYSIS,DCI WEST SPARTANBURG,105 TRADD ST,SPARTANBURG,SC,29301-5085,864-574-8828,BRITTANY.DIXON@DCIINC.ORG,"ROBERTS, ANN MARIE, RN. PH#: 864-574-8828",ANNMARIE.ROBERTS@DCIINC.ORG,ERD-0062 / 03/31/2022,Spartanburg / Non-Profit Corporation,105 TRADD ST,SPARTANBURG,SC,29301-5085,DIALYSIS CLINIC INC,615-327-3061,422560,,,-82.03459199,34.93738153,Out of State,405518.1223,3866587.496,34.937542,-82.034567,1,rooftop,105,Tradd St,,,Spartanburg,SC,Spartanburg County,29301,US,Spartanburg County G
6955,HLRENALDIALYSIS,DCI-WOODRUFF,251 S PEARSON ST,WOODRUFF,SC,29388-1958,864-476-5625,PENNY.GLOVER@DCIINC.ORG,"ROBERTS, ANN MARIE, RN. PH#: 864-574-8828",ANNMARIE.ROBERTS@DCIINC.ORG,ERD-0229 / 08/31/2021,Spartanburg / Non-Profit Corporation,,,,,DIALYSIS CLINIC INC,615-327-3061,,,,-82.0332564,34.74035457,Out of State,405414.9689,3844736.031,34.740403,-82.033201,1,rooftop,251,E Hayne St,,,Woodruff,SC,Spartanburg County,29388,US,Spartanburg County G
7801,HLINHOMECARE,DD&C IN-HOME CARE,730B BROAD ST,SUMTER,SC,29150-0000,803-305-1183,DDC.DIRECTOR@YAHOO.COM,"WALKER, DEBRA PH#: 803-305-1183",,IHCP-0867 / 07/31/2021,Sumter / Limited Liability,,,,,DD&C IN-HOME CARE LLC,803-305-1183,,,,-80.367135,33.941683,Sumter,558484.1418,3755870.233,33.9415,-80.367345,1,rooftop,734,Broad St,,,Sumter,SC,Sumter County,29150,US,Sumter
7785,HLINHOMECARE,DDJ HOME CARE SERVICES,6513 WINYAH DR,COLUMBIA,SC,29203,203-278-3907,DDJHOMECARESERVICES@GMAIL.COM, PH#: ,,IHCP-1272 / 09/30/2021,Richland / Limited Liability,,,,,DDJ HOME CARE SERVICES LLC,203-278-3907,,,,-81.065509,34.065635,Richland,493955.1511,3769435.391,34.065571,-81.065085,0.98,nearest_street,6428,Winyah Dr,,,Columbia,SC,Richland County,29203,US,TIGER/Line® dataset from the US Census Bureau
1855,HLINHOMECARE,DEAN'S PERSONAL CARE AND COMPANION SERVICES,2717 MAGNOLIA ST,ORANGEBURG,SC,29115-2502,803-533-7410,MYERS_WD@YAHOO.COM,"LAWRENCE, LEONARD PH#: 803-533-7410",MYERS_WD@YAHOO.COM,IHCP-0172 / 06/30/2021,Orangeburg / Limited Liability,2717 MAGNOLIA ST,ORANGEBURG,SC,29115-2502,DEAN'S PERSONAL CARE AND COMPANION SERVICES,803-533-7410,,,,-80.84529512,33.51810525,Orangeburg,514366.8353,3708737.245,33.518112,-80.845298,1,rooftop,2717,Magnolia St,,,Orangeburg,SC,Orangeburg County,29115,US,Orangeburg
7638,HLINHOMECARE,DEDICATED HOME CARE LLC,202 THIRD LOOP RD STE 6B,FLORENCE,SC,29505,843-598-8754,DEDICATEDHOMECARE@YAHOO.COM,"FRANCIS, ELICEF PH#: ",,IHCP-1205 / 05/31/2021,Florence / ,,,,,DEDICATED HOME CARE LLC,843-598-8754,,,,-79.774325,34.144695,Florence,612999.4764,3778878.172,34.144283,-79.7743,1,rooftop,202,3rd Loop Rd,,,Florence,SC,Florence County,29505,US,Florence
8023,HLHEARINGAIDSPEC,"DEFEO, REBEKAH M.",124 FLINT LN,GREER,SC,29651,864-770-3350,W01005AID@COSTCO.COM, PH#: ,,HAS-0591 / 01/30/2022,Greenville / Sole Proprietorship,1021 WOODRUFF RD,GREENVILLE,SC,29607-4108,"DEFEO, REBEKAH M.",864-770-3350,,,,-82.199033,34.937529,Greenville,390500.4916,3866771.561,34.937541,-82.199063,1,rooftop,124,Flint Ln,,,Greer,SC,Spartanburg County,29651,US,Spartanburg County G
8039,HLMIDWIFE,"DELL, SHEILA",24 MAXWELL RD,SIMPSONVILLE,SC,29681,864-203-5588,CELESTIALMIDWIFERY@GMAIL.COM, PH#: ,,LMW-0091 / 01/31/2022,Greenville / Sole Proprietorship,,,,,"DELL, SHEILA",864-203-5588,,,,-82.254309,34.802016,Greenville,385264.082,3851804.644,34.802016,-82.254308,1,rooftop,24,Maxwell Rd,,,Simpsonville,SC,Greenville County,29681,US,Greenville
2744,HLHEARINGAIDSPEC,"DENNIS, WHITNEY D.",7529 SHIRAN ST,COLUMBIA,SC,29209,803-605-6058,WHITDENNIS@YAHOO.COM, PH#: ,,HAS-0572 / 01/30/2022,Richland / Sole Proprietorship,7529 SHIRAN ST,COLUMBIA,SC,29209,"DENNIS, WHITNEY D.",803-605-6058,,,,-81.15311274,34.01583611,Richland,485862.9881,3763922.423,34.017132,-81.152703,0.99,rooftop,160,Corley Mill Rd,,,Lexington,SC,Lexington County,29072,US,Lexington
6617,HLADULTDAYCARE,DENT ALTERNATIVE ADULT DAY CARE HEALTH CENTER,7351 PARKLANE RD,COLUMBIA,SC,29223-7651,803-708-8955,BERTHADENT55@YAHOO.COM,"DENT, BERTHA H., RN. PH#: 803-465-7292",BERTHADENT55@YAHOO.COM,ADC-0284 / 10/31/2021,Richland / Partnership,7351 PARKLANE RD,COLUMBIA,SC,29223-7651,BERTHA H DENT AND ERIC R DENT,803-708-8955,,,,-80.95932136,34.07232645,Richland,503753.3977,3770176.184,34.07246,-80.958965,0.99,nearest_street,7374,Parklane Rd,,,Columbia,SC,Richland County,29223,US,TIGER/Line® dataset from the US Census Bureau
6780,HLRENALDIALYSIS,DENTSVILLE KIDNEY CENTER,201 COLUMBIA MALL BLVD STE 141,COLUMBIA,SC,29223-7536,803-865-1068,KBOWMAN@AMERICANRENAL.COM,"MYERS, ALTHERA L. PH#: 803-865-1068",ALMYERS@AMERICANRENAL.COM,ERD-0214 / 10/31/2021,Richland / Limited Liability,201 COLUMBIA MALL BLVD STE 141,COLUMBIA,SC,29223-7536,DENTSVILLE KIDNEY CENTER LLC,803-865-1068,,,,-80.96617129,34.06449748,Richland,503121.6448,3769307.884,34.064515,-80.96716,0.98,nearest_street,1900,Roof St,,,Columbia,SC,Richland County,29223,US,TIGER/Line® dataset from the US Census Bureau
8082,HLINHOMECARE,DESIRABLE LIVING HOMECARE,8399 JUXA DR,MYRTLE BEACH,SC,29579,843-457-3958,ANNCLEANINGLLC@GMAIL.COM, PH#: ,,IHCP-1365 / 12/31/2021,Horry / Limited Liability,,,,,DESIRABLE LIVING HOMECARE LLC,843-457-3958,,,,-78.907258,33.750776,Horry,693839.5094,3736490.377,33.750776,-78.907257,1,rooftop,8399,Juxa Dr,,,Myrtle Beach,SC,Horry County,29579,US,Horry
6249,HLINHOMECARE,DESTINE TO DEFINE HOMECARE AGENCY LLC,969 DANTZLER ST,ORANGEBURG,SC,29115,803-937-5184,D2DHCA@GMAIL.COM,"FLOOD, TRACY PH#: 803-387-2273",D2DHCA@GMAIL.COM,IHCP-0941 / 12/31/2021,Orangeburg / Limited Liability,,,,,DESTINE TO DEFINE HOMECARE AGENCY LLC,803-937-5184,,,,-80.862443,33.505539,Orangeburg,512776.3279,3707341.754,33.505539,-80.862442,1,rooftop,969,Dantzler St,,,Orangeburg,SC,Orangeburg County,29115,US,Orangeburg
7822,HLINHOMECARE,DESTINY CARE,1520 RUSSELL ST STE 101A,ORANGEBURG,SC,29115,803-378-6733,DESTINYSMITH1229@GMAIL.COM, PH#: ,,IHCP-1263 / 09/30/2021,Orangeburg / Limited Liability,,,,,DESTINY CARE LLC,803-378-6733,,,,-80.859792,33.491491,Orangeburg,513024.6839,3705784.657,33.491487,-80.859444,1,rooftop,1520,Russell St,,,Orangeburg,SC,Orangeburg County,29115,US,Orangeburg
1965,HLTATTOOFAC,DEVINE STREET TATTOO,4441 DEVINE ST,COLUMBIA,SC,29205-3611,843-782-0753,DEVINETATTOO@COMCAST.NET,"CHESTON, JONATHAN E. PH#: 843-641-7250",DEVINETATTOO@COMCAST.NET,TF-0074 / 10/31/2021,Richland / Partnership,PO BOX 32404,CHARLESTON,SC,29417-2404,DEVINE STREET TATTOO INC,803-782-0753,,,,-80.97821298,33.99239865,Richland,502012.1636,3761313.37,33.991588,-80.979753,0.97,nearest_street,4325,Blossom St,,,Columbia,SC,Richland County,29205,US,TIGER/Line® dataset from the US Census Bureau
7689,HLINHOMECARE,DEVOTED CARE LLC,7340 PARKLANE RD STE 203,COLUMBIA,SC,29223,803-764-1163,KMACK@DCANDTS.COM,"WOODARD, TAMIKA PH#: 803-764-1163",TWOODARD@DCANDTS.COM,IHCP-0117 / 04/30/2022,Richland / Limited Liability,2821 ASHLAND RD STE C,COLUMBIA,SC,29210,DEVOTED CARE LLC,803-764-1163,,,,-80.958464,34.071834,Richland,503832.6286,3770121.638,34.071864,-80.958955,0.98,nearest_street,7349,Parklane Rd,,,Columbia,SC,Richland County,29223,US,TIGER/Line® dataset from the US Census Bureau
6989,HLINHOMECARE,DEVOTED DIVAS HOME HEALTH CARE,1361 SMYRNA RD,ELGIN,SC,29045,803-408-0042,DEVOTEDDIVASHOMEHEALTH@GMAIL.COM, PH#: ,,IHCP-0571 / 07/31/2021,Kershaw / Limited Liability,1361 SMYRNA RD,ELGIN,SC,29045,DEVOTED DIVAS HOME HEATLH CARE LLC,803-408-0042,,,,-80.77766844,34.19857549,Kershaw,520483.9574,3784196.329,34.199178,-80.777177,0.98,nearest_street,1363,Smyrna Rd,,,Elgin,SC,Kershaw County,29045,US,TIGER/Line® dataset from the US Census Bureau
8012,HLRENALDIALYSIS,DIALYSIS CENTER OF CAROLINA LLC,325 W WESTMARK BLVD STE A,SUMTER,SC,29150,803-418-0157,KBOWMAN@AMERICANRENAL.COM, PH#: ,,ERD-0261 / 11/30/2021,Sumter / Limited Liability Company (multiple member),,,,,DIALYSIS CENTER OF CAROLINA LLC,803-418-0157,,,,-80.388033,33.951034,Sumter,556546.6985,3756895.349,33.950668,-80.388113,1,rooftop,316,W Wesmark Blvd,,,Sumter,SC,Sumter County,29150,US,Sumter
6779,HLTATTOOFAC,DIAMOND CUT TATTOO COMPANY,4451 DEVINE ST,COLUMBIA,SC,29205-3611,803-497-3980,DIAMONDCUTTATTOOS@GMAIL.COM,"JENKINS, JARRETT MCCOY PH#: 803-364-2241",,TF-0169 / 08/31/2021,Richland / Sole Proprietorship,4451 DEVINE ST,COLUMBIA,SC,29205-3611,"PAGE, EMANUEL B.",202-910-7787,,,,-80.97794229,33.99230974,Richland,502037.1653,3761303.517,33.99145,-80.979638,0.97,nearest_street,4350,Blossom St,,,Columbia,SC,Richland County,29205,US,TIGER/Line® dataset from the US Census Bureau
8121,HLADULTDAYCARE,DILLON ADULT DAY CARE,106 W WASHINGTON ST,DILLON,SC,29536,843-506-8132,MEISHADILLON@AOL.COM,"JOHNS, MARY L. PH#: 843-841-0940",MEISHADILLON@AOL.COM,ADC-0230 / 10/31/2021,Dillon / Limited Liability,,,,,DILLON ADULT DAY CARE LLC,843-506-8132,,,,-79.371274,34.420491,Dillon,649671.6023,3809983.478,34.420396,-79.371313,0.99,nearest_street,149,W Washington St,,,Dillon,SC,Dillon County,29536,US,TIGER/Line® dataset from the US Census Bureau
6652,HLRESIDENTIALCARE,DILLON COMMUNITY RESIDENCE,506 S 14TH AVE,DILLON,SC,29536-4369,843-841-0778,MKEITH@MDDSN.ORG,"TIMMONS, ELLA M. PH#: 843-841-0778",ETIMMONS@MDDSN.ORG,CRC-1377 / 04/30/2022,Dillon / County,"400 MARTIN LUTHER KING BLVD, MARION-DILLON CO BRD OF DISAB & SPECIAL",MARION,SC,29571,MARION-DILLON COUNTY BOARD OF DISABILITIES AND SPECIAL NEEDS,843-774-6775,,,,-79.3681371,34.40965224,Dillon,649979.1284,3808786.075,34.409535,-79.367812,0.99,nearest_street,554,S 14th Ave,,,Dillon,SC,Dillon County,29536,US,TIGER/Line® dataset from the US Census Bureau
2778,HLHABITATIONR15,DILLS BLUFF COMMUNITY RESIDENCE,936 DILLS BLUFF RD,CHARLESTON,SC,29412-5316,843-805-5800,MCHISHOLM@DDSN.SC.GOV,"LINDSAY, MELISSA PH#: 843-697-8154",,MR15-0131 / 10/31/2021,Charleston / State,"PO BOX 4706, DDSN C/O RUFUS BRITT III",COLUMBIA,SC,29240-4706,SC DEPARTMENT OF DISABILITIES AND SPECIAL NEEDS,803-898-9769,42G147,,A,-79.94395016,32.73418243,Richland,598948.8782,3622312.142,32.734189,-79.943953,1,rooftop,936,Dills Bluff Rd,,,Charleston,SC,Charleston County,29412,US,City of Charleston
7836,HLINHOMECARE,DIVERSIFIED CARE,331 E MAIN ST STE 200,ROCK HILL,SC,29730,803-448-8534,DIVERSIFIEDCARE@GMAIL.COM, PH#: ,,IHCP-1256 / 10/31/2021,York / Limited Liability,,,,,DIVERSIFIED CARE LLC,803-909-9421,,,,-81.033716,34.929987,York,496920.7931,3865279.467,34.929834,-81.033853,1,rooftop,327,Main St W,,,Rock Hill,SC,York County,29730,US,York
7883,HLINHOMECARE,DIVINE ANGELS IN-HOME CARE,317 NEW NEELY FERRY RD STE 1,MAULDIN,SC,29662,864-535-5540,CAROLYN MOATES45@GMAIL.COM,"MARTIN, BLINDA G. PH#: 864-321-1905",BGMARTIN50@YAHOO.COM,IHCP-1306 / 10/31/2021,Greenville / Limited Liability Partnership (not filing as a Corporation),,,,,DIVINE ANGELS IN-HOME CARE LLP,864-535-5540,,,,-82.300716,34.769122,Greenville,380971.5527,3848210.66,34.768766,-82.300873,1,rooftop,1,W Golden Strip Dr,,,Mauldin,SC,Greenville County,29662,US,Greenville
7432,HLINHOMECARE,DIVINE CARE AT HOME,221 ST JAMES AVE STE 13A,GOOSE CREEK,SC,29445,843-793-2588,DIVINECARE ATHOME@GMAIL.COM,"SIMMONS, DANA PH#: 843-259-4617",DSIMMONS@BEWELLHOMESERVICES.ORG,IHCP-1160 / 01/31/2022,Berkeley / Limited Liability,,,,,DIVINE CARE AT HOME,843-793-2588,,,G,-80.046305,33.009928,Berkeley,589082.0506,3652791.478,33.010129,-80.045838,1,rooftop,220,St James Ave,,,Goose Creek,SC,Berkeley County,29445,US,Berkeley
6264,HLINHOMECARE,DIVINE HEALING HOME CARE SERVICES LLC,120 HALTON RD STE 17,GREENVILLE,SC,29607,864-987-0620,TERESA@DIVINEHEALINGNURSING.COM, PH#: ,,IHCP-0192 / 06/30/2021,Greenville / Limited Liability,310 LAUREL TREE LN,SIMPSONVILLE,SC,29681-5142,DIVINE HEALING HOME HEALTH CARE SERVICES LLC,864-987-0620,,,,-82.328722,34.844754,Greenville,378519.6137,3856632.036,34.844748,-82.328718,1,rooftop,120,Halton Rd,,,Greenville,SC,Greenville County,29607,US,Greenville
1846,HLINHOMECARE,DIVINE HEARTS HOMECARE LLC,730 SOUTH PLEASANTBURG DR STE H,GREENVILLE,SC,29607,864-234-0045,INFO@DIVINEHEARTSHC.COM, PH#: ,,IHCP-0162 / 05/31/2021,Greenville / Limited Liability,730 S PLEASANTBURG DR STE H,GREENVILLE,SC,29607,DIVINE HEARTS HOMECARE LLC,864-234-0045,,,,-82.33105354,34.8521596,Greenville,378317.2778,3857456.128,34.852157,-82.331054,1,rooftop,439,Congaree Rd,,,Greenville,SC,Greenville County,29607,US,Greenville
7669,HLINHOMECARE,DIVINE HOME CARE SOLUTIONS,533-A OXFORD ST,SUMTER,SC,29151,803-883-4436,DIVINEHOMECARESOLUTIONS15@GMAIL.COM,"RICHARDSON, CYNTHIA PH#: 803-883-4436",,IHCP-1226 / 07/31/2021,Sumter / Limited Liability,,,,,DIVINE HOME CARE SOLUTIONS LLC,,,,,-80.368878,33.934442,Sumter,558328.0473,3755066.463,33.934764,-80.369003,1,rooftop,533,Oxford St,,,Sumter,SC,Sumter County,29150,US,Sumter
6301,HLINHOMECARE,DIVINE HOME HEALTHCARE,349 FLOYD RD,SPARTANBURG,SC,29303,864-699-9970,NURSECARE@DIVINEHC123.COM,"HARDY, KIMBERLY PH#: 864-699-9970",NURSECARE@DIVINEHC123.COM,IHCP-0986 / 03/31/2022,Spartanburg / Limited Liability,,,,,DIVINE HOME HEALTHCARE LLC,864-699-9970,,,,-81.902217,34.991067,Spartanburg,417661.1929,3872424.206,34.991075,-81.902207,1,rooftop,349,Floyd Rd,,,Spartanburg,SC,Spartanburg County,29303,US,Spartanburg County G
4740,HLHOSPICEPROGRAM,DIVINE HOSPICE,115 WHITEHALL RD,ANDERSON,SC,29625,864-965-7660,DHOSPICELLC@GMAIL.COM,"KUMAR, SANJEEV PH#: 864-965-7660",DHOSPICELLC@GMAIL.COM,HPC-0215 / 02/28/2022,Anderson / Limited Liability,115 WHITEHALL RD,ANDERSON,SC,29625,DIVINE HOSPICE LLC,864-965-7660,,,,-82.665295,34.531928,Anderson,347171.1345,3822396.818,34.531865,-82.665263,1,rooftop,115,Whitehall Rd,,,Anderson,SC,Anderson County,29625,US,Anderson
7839,HLINHOMECARE,DIVINE KEEPERS HOMECARE SERVICES,103 TAPPAN ZEE DR,POOLER,GA,31322,843-333-0213,DIVINEKEEPERS@GMAIL.COM, PH#: ,,IHCP-1227 / 07/31/2021,Out of State / Limited Liability,,,,,DIVINE KEEPERS HOMECARE SERVICES LLC,843-333-0213,,,,-81.247053,32.115477,Out of State,476693.9226,3553262.317,32.115358,-81.247264,1,rooftop,129,E U S Highway 80,,,Pooler,GA,Chatham County,31322,US,Chatham
590,HLRESIDENTIALCARE,DIVINE MANOR ASSISTED LIVING CENTER,2210 OAK POND RD,ROCK HILL,SC,29730-7958,803-329-4494,DIVINEMANOR@COMPORIUM.NET,"AFAM, DORIS O. PH#: 803-329-4494",DIVINEMANOR@COMPORIUM.NET,CRC-1361 / 07/31/2021,York / Limited Liability,2210 OAK POND RD,ROCK HILL,SC,29730-7958,DIVINE NURSE CONSULTANT LLC,980-622-8530,,,,-80.97044434,34.88098469,Out of State,502700.9025,3859845.247,34.881237,-80.970344,1,rooftop,2210,Oak Pond Rd,,,Rock Hill,SC,York County,29730,US,York
6363,HLINHOMECARE,DIVINITY SENIOR CARE,437 FARNSWORTH RD,SPARTANBURG,SC,29301,864-205-9329,NURSESWIN@DSENIORS.COM,"SWINDLER, SHAUNTY PH#: 864-529-6830",NURSESWIN@DSENIORS.COM,IHCP-0968 / 04/30/2021,Spartanburg / Limited Liability,,,,,DIVINITY SENIOR CARE LLC,864-529-6830,,,,-81.968964,34.94464,Spartanburg,411519.5609,3867332.479,34.944624,-81.969022,1,rooftop,437,Farnsworth Rd,,,Spartanburg,SC,Spartanburg County,29301,US,Spartanburg County G
219,HLRESIDENTIALCARE,DIXON'S COMMUNITY CARE HOME,1456 DIXON RD,ELGIN,SC,29045-9030,803-729-4309,JADIXON35@GMAIL.COM,"DIXON, JAMES M. PH#: 803-729-4309",JAMES.DIXON@RICHLANDONE.ORG,CRC-0934 / 09/30/2021,Kershaw / Corporation,1498 DIXON RD,ELGIN,SC,29045-9030,DIXON'S COMMUNITY CARE HOME INC,803-243-0353,,,,-80.78691634,34.19085943,Kershaw,519633.712,3783338.938,34.190906,-80.787049,0.99,nearest_street,1409,Dixon Rd,,,Elgin,SC,Kershaw County,29045,US,TIGER/Line® dataset from the US Census Bureau
1785,HLINHOMECARE,DLORAH HOME CARE SERVICES,3600 FERNANDINA RD,COLUMBIA,SC,29210-5221,803-798-1300,DLORAH@BELLSOUTH.NET, PH#: ,,IHCP-0152 / 05/31/2021,Lexington / Limited Liability,PO BOX 210594,COLUMBIA,SC,29221-0594,DLORAH LLC,803-750-4181,,,,-81.12418806,34.05121908,Richland,488538.3867,3767842.027,34.051226,-81.124191,1,rooftop,3600,Fernandina Rd,,,Columbia,SC,Lexington County,29210,US,Lexington
7749,HLHEARINGAIDSPECTEMP,"DOMBEK, JENNIFER J.",378 KOGER RD,WALTERBORO,SC,29488,803-235-7765,JENNIFER.DOMBEK@AMPLIFON.COM, PH#: ,,HTP-1011 / 04/30/2022,Colleton / Sole Proprietorship,146 SIMONS ACRES LN,WALTERBORO,SC,29488,"DOMBEK, JENNIFER J.",803-235-7765,,,,-80.618448,32.979242,Colleton,535651.5574,3649050.313,32.979248,-80.61845,1,rooftop,378,Koger Rd,,,Walterboro,SC,Colleton County,29488,US,Colleton
1837,HLINHOMECARE,DOMINION HEALTH CARE LLC,510 HICKORY GROVE CIR,FLORENCE,SC,29501-0810,843-413-0182,BOBBYHENDLEY@AOL.COM, PH#: ,,IHCP-0215 / 07/31/2021,Florence / Limited Liability,510 HICKORY GROVE CIR,FLORENCE,SC,29501-0810,DOMINION HEALTH CARE LLC,843-413-0182,,,,-79.76842365,34.23687165,Florence,613419.9765,3789106.226,34.236878,-79.768427,1,rooftop,510,Hickory Grove Cir,,,Florence,SC,Florence County,29501,US,Florence
7162,HLRESIDENTIALCARE,DOMINION SENIOR LIVING AT PATRICK SQUARE,100 PERSHING AVE,CLEMSON,SC,29631,864-722-2811,MARKT@DOMINIONDG.COM,"DAUGHERTY, LINDSEY R. PH#: 864-722-2811",LINDSEYD@DOMINIONSENIORLIVING.COM,CRC-1966 / 03/31/2022,Pickens / ,145 THOMAS GREEN BLVD STE 210,CLEMSON,SC,29631,DOMINION CLEMSON LLC,865-251-4830,,,,-82.81369678,34.68502466,Out of State,336391.654,3839385.715,34.684845,-82.813917,1,rooftop,108,Azalea Dr,,,Clemson,SC,Pickens County,29631,US,Pickens
7118,HLRESIDENTIALCARE,DOMINION SENIOR LIVING OF ANDERSON,3461 N HWY 81,ANDERSON,SC,29621,864-332-4511,CHRISP@DOMINIONANDERSON.COM, PH#: ,,CRC-1955 / 12/31/2021,Anderson / Limited Liability Company (multiple member),145 THOMAS GREEN BLVD STE 210,CLEMSON,SC,29631,DOMINION ANDERSON LLC,865-225-6506,,,,-82.62094374,34.58819084,Out of State,351341.8744,3828570.454,34.58833,-82.620424,1,rooftop,3461,Highway 81 N,,,Anderson,SC,Anderson County,29621,US,Anderson
336,HLPSADOUTPATIENT,DON FOSTER & ASSOCIATES INC,104 MILLS AVE,GREENVILLE,SC,29605-4018,864-235-5666,DFAINC@BELLSOUTH.NET,"FOSTER, DON K. PH#: 864-235-5666; KRAMER, GLADYS PH#: 864-235-5666",,OPF-0051 / 03/31/2021,Greenville / Corporation,104 MILLS AVE,GREENVILLE,SC,29605-4018,DON FOSTER & ASSOCIATES INC,864-235-5666,,,,-82.40635699,34.83060976,Greenville,371399.1676,3855160.144,34.830775,-82.406549,1,rooftop,104,Mills Ave,,,Greenville,SC,Greenville County,29605,US,City of Greenville
6390,HLRESIDENTIALCARE,DORCH COMMUNITY RESIDENTIAL CARE,3921 GREELEYVILLE HWY,MANNING,SC,29102,803-473-4681,DORCHANDREW@YAHOO.COM,"FORTUNE, ELLA R. PH#: 803-473-4681",ERFORTUNE62@YAHOO.COM,CRC-1078 / 04/30/2022,Clarendon / Partnership,PO BOX 122,MANNING,SC,29102-0122,EVELYN DORCH LEWIS AND ANDREW DORCH,803-468-4169,,,,-80.162579,33.680951,Clarendon,577623.0938,3727096.014,33.680977,-80.162595,1,rooftop,3921,Greeleyville Hwy,,,Manning,SC,Clarendon County,29102,US,Clarendon County G
