x,y,objectid,name,street,city,state,zip,county,mail_phone,website,open_jan,open_feb,open_mar,open_apr,open_may,open_jun,open_jul,open_aug,open_sep,open_oct,open_nov,open_dec,cash,check,credit,debit,other_pay,wic,senior,snap_ebt,snap_trans,h_bucks,geoid,tract_latitude,tract_longitude,lat,lon
-9131598.788,4127869.837,9737,Woodruff Farmers Market,132 S. Main St.,Woodruff,SC,29388,SPARTANBURG,864 476 8154,http://www.cityofwoodruff.com/woodruff_farmers_market,NO,NO,NO,NO,NO,YES,YES,YES,NO,NO,NO,NO,YES,NO,YES,YES,NO,NO,NO,NO,,,45083023404,+34.8541635,-082.1139313,34.86075,-82.11373
-9085295.583,4125318.063,9741,Union County Farmers Market,529 E. Main St,Union,SC,29379,UNION,8644908609,,NO,NO,NO,NO,YES,YES,YES,YES,YES,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,,,45087030100,+34.7276446,-081.6274414,34.727394,-81.64858
-9269609.478,4136362.75,9743,Ables Orchard,14161 Us Hwy 76,Long Creek,SC,29658,OCONEE,4043722375,,NO,NO,NO,NO,NO,NO,YES,YES,YES,YES,YES,NO,YES,YES,YES,YES,NO,NO,NO,NO,,,45073030100,+34.8169487,-083.1735571,34.79793601,-83.27093588
-9268439.841,4132867.013,9744,Hollifield's Orchard,161 Hollifield Ln.,Long Creek,SC,29658,OCONEE,8647105105,,NO,NO,NO,NO,NO,NO,NO,YES,YES,YES,YES,NO,YES,YES,NO,NO,NO,NO,NO,NO,,,45073030100,+34.8169487,-083.1735571,34.77200296,-83.2589328
-9103637.926,3969114.024,9754,Farm Fresh Market At Cold Creek,398 Hitchcock Pkwy,Aiken,SC,29801,AIKEN,8036483592,http://www.coldcreeknurseries.net,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,NO,NO,NO,NO,,,45003021202,+33.5444436,-081.7430826,33.531048,-81.768817
-9095767.929,3969420.189,9758,Aiken County Farmers Market,115 Williamsburg St.,Aiken,SC,29801,AIKEN,8032932214,http://www.visitaikensc.com,NO,NO,NO,NO,YES,YES,YES,YES,YES,NO,NO,NO,YES,YES,YES,YES,NO,YES,YES,YES,HANDLED BY INDIVIDUAL VENDOR,YES,45003021400,+33.5732059,-081.7228476,33.55833007,-81.70735069
-9170427.675,4052764.841,9759,Abbeville Farmer's Market,112 North Main St.,Abbeville,SC,29620,ABBEVILLE,864-366-9673,http://www.abbevillecitysc.com/338/farmers-market,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,None,YES,YES,YES,HANDLED BY INDIVIDUAL VENDOR,NO,45001950400,+34.2280103,-082.3768866,34.1782,-82.37946
-9184068.437,4129735.726,9760,Bob and Lisa's Produce,9706 Anderson Rd.,Piedmont,SC,29673,ANDERSON,(864) 915-8918,,NO,NO,NO,YES,YES,YES,YES,YES,YES,YES,NO,NO,YES,YES,YES,YES,NO,NO,NO,NO,,,45007010102,+34.7312026,-082.5183665,34.74844,-82.50188
-9227813.807,4104919.567,9761,Carolina Belle,8831 Hwy 24,Townville,SC,29689,ANDERSON,,,NO,NO,NO,YES,YES,YES,YES,YES,YES,YES,NO,NO,YES,YES,YES,YES,NO,NO,NO,YES,HANDLED BY INDIVIDUAL VENDOR,,45007010900,+34.5210374,-082.8802369,34.564594,-82.89642
-9182078.236,4106230.133,9762,Callaham Orchards,559 Crawford Rd.,Belton,SC,29627,ANDERSON,864-338-0810,http://agriculture.sc.gov/agritourism-farms/callaham-orchards/,NO,NO,NO,YES,YES,YES,YES,YES,YES,YES,NO,NO,YES,YES,YES,NO,NO,NO,NO,NO,,,45007010402,+34.5777621,-082.5046973,34.576492,-82.48326
-9210252.197,4092969.433,9763,Berry Acres,230 Strawberry Rd.,Anderson,SC,29626,ANDERSON,864-224-5441,,NO,NO,NO,YES,YES,YES,YES,YES,YES,YES,YES,NO,YES,YES,YES,YES,NO,NO,NO,NO,,,45007012002,+34.4883851,-082.7367187,34.47677,-82.737274
-9183402.13,4120827.539,9764,Hurricane Creek Farms,208 Concord Rd,Anderson,SC,29621,ANDERSON,8642453910,,NO,NO,NO,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,NO,NO,NO,NO,,,45007001100,+34.5418110,-082.6594195,34.5335,-82.66277
-9167523.013,4111484.799,9765,Happy Cow Creamery,332 Mckelvey Rd.,Pelzer,SC,29669,GREENVILLE,864-243-9699,http://www.happycowcreamery.com,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,NO,NO,NO,NO,,,45045003202,+34.5463658,-082.3300569,34.614132,-82.354904
-9171547.712,4088798.866,9767,Mccall's Produce Market,306 East Greer St.,Honea Path,SC,29654,ANDERSON,,,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,NO,NO,NO,NO,N/A,,45007011500,+34.4662024,-082.4055574,34.44586,-82.389946
-9168331.274,4110343.47,9768,Pinebreeze Farm,10059 Augusta Rd.,Pelzer,SC,29669,GREENVILLE,,,NO,NO,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,NO,NO,NO,NO,NO,NO,,,45045003202,+34.5463658,-082.3300569,34.604786,-82.36183
-9197965.535,4115820.336,9770,Walker Century Farms Market,110 Walker Rd.,Anderson,SC,29621,ANDERSON,864-226-2668,http://www.walkercenturyfarms.com,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,NO,NO,NO,YES,HANDLED BY INDIVIDUAL VENDOR,,45007010500,+34.6393655,-082.5726968,34.645054,-82.627625
-9181618.794,4112037.048,9771,Palmetto Farmers' Market,121 W. Main St.,Williamston,SC,29697,ANDERSON,,,NO,NO,NO,NO,YES,YES,YES,YES,YES,NO,NO,NO,YES,YES,YES,YES,NO,YES,YES,YES,HANDLED BY INDIVIDUAL VENDOR,,45007010401,+34.6216670,-082.4858460,34.61794233,-82.4798001
-9187566.622,4119623.165,9772,White Plains Produce,1706 Easley Hwy.,Pelzer,SC,29669,ANDERSON,,,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,NO,NO,NO,YES,HANDLED BY INDIVIDUAL VENDOR,,45007010500,+34.6393655,-082.5726968,34.67348,-82.53323
-9210889.269,4098283.773,9773,Whitehall Produce,2606 Whitehall Rd.,Anderson,SC,29625,ANDERSON,8647720045,,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,NO,YES,YES,NO,NO,NO,NO,,,45007011001,+34.4896667,-082.7909898,34.515984,-82.742294
-9055052.74,3912206.695,9774,Chappell Farms,1371 Kings Ave.,Kline,SC,29812,BARNWELL,8035842565,http://www.chappellfarms.com,NO,NO,NO,NO,YES,YES,YES,YES,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,,,45011970500,+33.1776388,-081.3817810,33.125602,-81.342418
-9052749.874,3930307.739,9775,Sandy Acre Farm,3046 Hwy 70,Barnwell,SC,29812,BARNWELL,8033000251,,NO,NO,NO,NO,YES,YES,YES,YES,YES,NO,NO,NO,YES,YES,NO,NO,NO,NO,NO,NO,,,45011970400,+33.2281969,-081.2774271,33.26335,-81.322296
-9057858.612,3927894.095,9776,City Of Barnwell Farmers Market,9987 Dunbarton Blvd.,Barnwell,SC,29812,BARNWELL,8032593317,http://www.cityofbarnwell.com,NO,NO,NO,NO,YES,YES,YES,YES,YES,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,,,45011970300,+33.2731810,-081.3721662,33.24511765,-81.36804511
-9088961.023,4174308.15,9781,Gaffney Station Farmers Market,210 W. Frederick St.,Gaffney,SC,29341,CHEROKEE,8644876244,http://www.getintogaffney.com,YES,NO,YES,NO,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,NO,NO,NO,NO,NO,NO,,,45021970201,+35.0819573,-081.7015857,35.0767211,-81.6487039
-9044322.911,4138446.957,9782,The Market At Cotton Hills Farm,2575 Lowrys Hwy,Chester,SC,29706,CHESTER,8035814545,http://www.cottonhillsfarm.com,NO,NO,NO,YES,YES,YES,YES,YES,YES,YES,NO,NO,YES,YES,YES,YES,NO,YES,YES,YES,HANDLED BY INDIVIDUAL VENDOR,,45023020400,+34.7811483,-081.2137768,34.7690879,-81.244448
-9040485.892,4123661.815,9783,The Chester Market Of Cotton Hills Farm,125 Church St. Unit B,Chester,SC,29706,CHESTER,8033854545,http://www.cottonhillsfarm.com,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,NO,NO,NO,YES,HANDLED BY INDIVIDUAL VENDOR,YES,45023020200,+34.7003242,-081.2195686,34.70325,-81.21171
-9040661.297,4123727.315,9784,Chester Farmers And Artisan Market,111 Columbia St.,Chester,SC,29706,CHESTER,864-760-7082,http://www.catawbafarmandfood.org,NO,NO,NO,NO,YES,YES,YES,YES,YES,NO,NO,NO,YES,YES,NO,NO,NO,NO,NO,NO,N/A,NO,45023020200,+34.7003242,-081.2195686,34.704487,-81.21376
-8933017.175,4094619.676,9789,McLeod Farms Market,29247 HWY 151,Mcbee,SC,29101,CHESTERFIELD,843-335-8611,http://www.macspride.com,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,NO,YES,YES,YES,HANDLED BY INDIVIDUAL VENDOR,NO,45025950800,+34.4978789,-080.2561591,34.4672468,-80.2515827
-8927070.898,4087556.107,9790,Mcleod Farms Roadside Market,29247 Hwy 151,Mcbee,SC,29101,CHESTERFIELD,1-877-789-9252 or 843-335-8335,http://www.macspride.com,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,NO,YES,YES,YES,HANDLED BY INDIVIDUAL VENDOR,NO,45025950800,+34.4978789,-080.2561591,34.4672468,-80.2515827
-8951500.557,4137946.135,9791,Pageland Farmers Market,3062 Hwy 601 N,Pageland,SC,29728,CHESTERFIELD,803-672-5257,,NO,NO,NO,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,NO,NO,NO,NO,,NO,45025950101,+34.7587822,-080.4600952,34.7695939,-80.4005003
-8913056.409,4081900.054,9792,Byrd's Little Market,1221 North 5Th St.,Hartsville,SC,29550,DARLINGTON,(843)332-0262,,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,NO,NO,NO,NO,,NO,45031010300,+34.4025818,-080.0722686,34.39558964,-80.06531986
-8942840.283,4132364.654,9794,Ricks Produce,26706 Hwy 9,Pageland,SC,29728,CHESTERFIELD,843-672-7307,,NO,NO,NO,NO,NO,YES,YES,YES,YES,YES,YES,NO,YES,YES,NO,NO,NO,YES,YES,NO,N/A,NO,45025950102,+34.7764444,-080.3532142,34.768116,-80.33274
-9113939.038,3994682.581,9798,Cook's Farm,1236 Augusta Rd.,Trenton,SC,29847,EDGEFIELD,8032752970,http://www.cooksfarm.com,NO,NO,NO,YES,YES,YES,YES,YES,YES,YES,NO,NO,YES,YES,YES,YES,NO,NO,NO,YES,HANDLED BY INDIVIDUAL VENDOR,,45037970400,+33.7032284,-081.8705262,33.74585,-81.871956
-9114105.734,3985671.648,9799,Jackies Market,2669 Edgefield Rd.,Trenton,SC,29847,EDGEFIELD,8032751608,,NO,NO,NO,NO,YES,YES,YES,YES,NO,NO,NO,NO,YES,YES,NO,NO,NO,NO,NO,YES,HANDLED BY INDIVIDUAL VENDOR,,45037970400,+33.7032284,-081.8705262,33.679592,-81.873055
-9026491.126,4080043.625,9802,Fairfield Farmers And Artisan Market,117 E Washington St,Winnsboro,SC,29180,FAIRFIELD,,,NO,NO,NO,NO,YES,YES,YES,YES,YES,NO,NO,NO,YES,YES,YES,YES,NO,NO,YES,YES,HANDLED BY INDIVIDUAL VENDOR,,45039960400,+34.3646209,-081.0494245,34.380736,-81.085275
-8888218.608,4017078.927,9804,Mckenzie Farms & Nursery,2115 Olanta Hwy,Scranton,SC,29591,FLORENCE,8433894831,http://www.mckenzie-farms.com,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,NO,YES,YES,YES,HANDLED BY INDIVIDUAL VENDOR,,45041002400,+33.9317418,-079.8698900,33.91152,-79.84076
-8884474.476,4061229.438,9805,Pee Dee State Farmers Market,2513 West Lucas St.,Florence,SC,29501,FLORENCE,8436655154,,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,NO,YES,YES,YES,HANDLED BY INDIVIDUAL VENDOR,NO,45041000101,+34.2251954,-079.8268928,34.241528,-79.81426
-8878168.535,4011484.631,9806,Lake City Farmer's Market,111 Henry St.,Lake City,SC,29560,FLORENCE,8433741500,www.thebeanmarket.com/lake-city-sc-farmers-market,NO,NO,NO,NO,NO,YES,YES,YES,YES,YES,YES,NO,YES,NO,NO,YES,NO,YES,YES,YES,HANDLED BY INDIVIDUAL VENDOR,NO,45041002202,+33.8389294,-079.7194929,33.87131,-79.75438
-8880191.91,4055043.416,9809,Florence City Center FM,200 Sanborn Street,Florence,SC,29501,FLORENCE,8436652047 x 1083,http://florencedowntown.com/citycenterfarmersmarket,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,NO,YES,YES,YES,HANDLED THROUGH OUTLET-WIDE PROGRAM,YES,45041000900,+34.2077622,-079.7859632,34.19914,-79.77416
-8825554.823,3944000.984,9811,Georgetown Farmers Market,122 Screven St.,Georgetown,SC,29440,GEORGETOWN,843-839-4488,http://www.waccamawmarkets.org,NO,NO,NO,NO,YES,YES,YES,YES,YES,YES,NO,NO,YES,YES,YES,YES,NO,YES,YES,YES,HANDLED BY INDIVIDUAL VENDOR,NO,45043920302,+33.3895567,-079.2722447,33.365974,-79.28203
-9150423.745,4122180.566,9812,Fountain Inn Farmers' Market,110 Depot St.,Fountain Inn,SC,29644,GREENVILLE,864-862-4421,http://www.fountaininnevents.com/farmers-market,NO,NO,NO,YES,YES,YES,YES,YES,NO,NO,NO,NO,YES,YES,YES,YES,NO,NO,NO,NO,,,45045003101,+34.7043385,-082.2045941,34.692986,-82.199974
-9157451.264,4156728.953,9814,Fisher's Historical Taylors Shed,1001 Locust Hill Rd.,Greer,SC,29651,GREENVILLE,864-877-0443,http://www.fishersorchard.com,NO,NO,NO,YES,YES,YES,YES,YES,YES,NO,NO,NO,YES,YES,YES,YES,NO,YES,YES,NO,,,45045002506,+34.9556129,-082.2709367,34.94799,-82.263054
-9156099.13,4154430.447,9815,Fisher's Orchard at Dillard,504 S. Buncombe Rd.,Greer,SC,29651,GREENVILLE,864-877-2010,http://www.fishersorchard.com,NO,NO,NO,YES,YES,YES,YES,YES,YES,NO,NO,NO,YES,YES,YES,YES,NO,YES,YES,NO,,,45045002503,+34.9060735,-082.2434794,34.9310214,-82.2498922
-9182653.858,4167226.225,9816,Beechwood Farms,204 Bates Bridge Rd.,Travelers Rest,SC,29690,GREENVILLE,864-836-6075,http://www.mybeechwoodfarms.com,NO,NO,NO,YES,YES,YES,YES,YES,YES,YES,NO,NO,YES,YES,YES,YES,NO,YES,YES,YES,HANDLED BY INDIVIDUAL VENDOR,,45045003904,+34.9863586,-082.4422353,34.97016315,-82.43721198
-9176284.789,4149846.788,9817,Tomato Vine,4120 Old Buncombe Rd.,Greenville,SC,29617,GREENVILLE,864-246-4062,,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,NO,NO,NO,YES,HANDLED BY INDIVIDUAL VENDOR,,45045002301,+34.8974078,-082.4242706,34.89634,-82.43233
-9174527.122,4114115.537,9818,Little Eddie's Produce Stand,748 Hwy 8,Pelzer,SC,29669,GREENVILLE,,,NO,NO,NO,NO,YES,YES,YES,YES,YES,YES,YES,YES,YES,NO,NO,NO,NO,NO,NO,NO,,,45045003201,+34.6268187,-082.3335881,34.634087,-82.41248
-9170026.96,4178318.585,9819,"Perdeaux Fruit Farm, Llc",2400 Hwy 11,Travelers Rest,SC,29690,GREENVILLE,(864) 895-0303,http://www.carolinafarmers.com/perdue,NO,NO,NO,NO,NO,YES,YES,YES,YES,YES,YES,NO,YES,YES,YES,YES,NO,NO,NO,NO,,,45045004002,+35.1209018,-082.4370760,35.105854,-82.37578
-9175178.158,4146215.064,9820,Slow Food Upstate,205 Cedar Lane Rd.,Greenville,SC,29611,GREENVILLE,,http://www.handsongreenville.org/agency/detail/?agency_id=33096,NO,NO,NO,NO,YES,YES,YES,YES,YES,YES,YES,NO,YES,YES,YES,YES,NO,NO,NO,YES,HANDLED THROUGH OUTLET-WIDE PROGRAM,,45045002201,+34.8682367,-082.4358816,34.87056,-82.42151
-9143159.63,4057157.672,9821,Greenwood County Farmers Market,215 Wilbanks Cir.,Greenwood,SC,29649,GREENWOOD,8642236305,,NO,NO,NO,NO,NO,YES,YES,YES,YES,YES,NO,NO,YES,YES,YES,YES,NO,YES,YES,YES,HANDLED BY INDIVIDUAL VENDOR,,45047970600,+34.1890147,-082.0906631,34.210182,-82.13422
-9148236.185,4053768.395,9823,Uptown Market,220 Maxwell Ave.,Greenwood,SC,29646,GREENWOOD,8649428421,http://www.uptowngreenwood.com/uptown-market,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,NO,YES,YES,None,YES,YES,YES,HANDLED THROUGH OUTLET-WIDE PROGRAM,YES,45047970400,+34.1698568,-082.2054546,34.190247,-82.16301
-8779578.795,4021671.244,9825,Mount Vernon Farm Market,4008 Hwy 366,Loris,SC,29569,HORRY,8437560104,,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,NO,YES,YES,YES,HANDLED BY INDIVIDUAL VENDOR,NO,45051020300,+34.0146550,-078.9590241,33.947235,-78.86625
-8813209.527,4006695.79,9827,Tylers Produce,4800 Hwy 378,Conway,SC,29527,HORRY,8433976362,,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,NO,YES,YES,NO,N/A,NO,45051070702,+33.8582633,-079.1752251,33.835175,-79.17022
-8799473.522,4006568.881,9831,Conway Farmers Market,"217 LAUREL ST., DOWNTOWN CONWAY",Conway,SC,29526,HORRY,843-839-4488,http://waccamawmarkets.org,NO,NO,NO,NO,YES,YES,YES,YES,YES,YES,NO,NO,YES,YES,YES,YES,NO,YES,YES,YES,HANDLED BY INDIVIDUAL VENDOR,NO,45051070200,+33.8580120,-079.0476531,33.834408,-79.046936
-8750941.433,4011621.738,9835,Little River Farmers Market,4460 Mineola Ave,Little River,SC,29566,HORRY,(843) 839-4488,http://www.waccamawmarkets.org,NO,NO,NO,NO,YES,YES,YES,YES,YES,YES,NO,NO,YES,YES,YES,YES,NO,YES,YES,YES,HANDLED BY INDIVIDUAL VENDOR,,45051040105,+33.8685828,-078.6258172,33.871815,-78.61051
-8972996.511,4060246.166,9836,Kershaw County Farmers Market,906 Broad St.,Camden,SC,29020,KERSHAW,8032204160,http://www.kershawcountyfarmersmarket.com,NO,NO,NO,YES,YES,YES,YES,YES,YES,YES,YES,NO,YES,YES,YES,YES,NO,YES,YES,YES,HANDLED THROUGH OUTLET-WIDE PROGRAM,YES,45055970800,+34.2226390,-080.5951484,34.24323,-80.60676
-8972122.13,4074913.599,9837,521 Bait And Tackle,1460 Kershaw Hwy,Camden,SC,29020,KERSHAW,,,NO,NO,NO,YES,YES,YES,YES,YES,YES,YES,YES,NO,YES,YES,NO,NO,NO,NO,NO,NO,,,45055970602,+34.3673741,-080.6043918,34.342705,-80.598
-8986185.681,4126257.119,9838,Lancaster County Farmers Market,1920 South Pageland Hwy.,Lancaster,SC,29720,LANCASTER,803-285-5545,,NO,NO,NO,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,NO,YES,NO,YES,YES,NO,,,45057011001,+34.7034846,-080.6749230,34.722206,-80.72224
-9129762.612,4096100.558,9839,Main St. Laurens Downtown Farmers Market,200 Courthouse Square,Laurens,SC,29360,LAURENS,864-984-2119,http://www.mainstreetlaurens.org,NO,NO,NO,NO,NO,YES,YES,YES,NO,NO,NO,NO,YES,YES,YES,YES,NO,NO,NO,NO,,,45059920400,+34.4928213,-082.0269534,34.49932215,-82.01448821
-9129774.734,4114737.216,9840,Stewart Farms,6600 Hwy 92,Enoree,SC,29335,LAURENS,864-969-7270,http://www.stewartfarms.net,NO,NO,NO,YES,YES,NO,NO,NO,YES,YES,NO,NO,YES,YES,YES,YES,NO,NO,NO,NO,,,45059920501,+34.5996461,-081.9632935,34.63653,-82.011856
-8781126.024,3988172.857,9842,Myrtle's Market,605 Mr. Joe White Avenue,Myrtle Beach,SC,29577,HORRY,843-918-4906,http://www.cityofmyrtlebeach.com/i_want_to/find/city_farmers_market.php,NO,NO,NO,NO,YES,YES,YES,YES,YES,YES,NO,NO,YES,YES,NO,NO,NO,NO,NO,YES,,NO,45051050600,+33.7041378,-078.8898834,33.7078857,-78.8960955
-9043414.683,4026393.136,9845,Market at Icehouse,107 West Main Street,Lexington,SC,29072,LEXINGTON,803-358-7275,http://www.lexsfarmersmarket.com,NO,NO,NO,NO,YES,YES,YES,YES,YES,NO,NO,NO,YES,YES,YES,YES,NO,YES,YES,YES,HANDLED BY INDIVIDUAL VENDOR,,45063021029,+33.9709573,-081.2466290,33.98239,-81.23793
-9063667.076,4022371.903,9846,Wayne Taylor Family Farms,4809 Augusta Hwy,Leesville,SC,29070,LEXINGTON,8038922040,,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,NO,NO,NO,YES,YES,YES,HANDLED BY INDIVIDUAL VENDOR,,45063021305,+33.9090644,-081.4354958,33.9524,-81.4203
-9036807.427,4041212.808,9848,Irmo Farmers Market,6671 St Andrews Rd,Columbia,SC,29212,RICHLAND,860-839-1023,http://www.irmofarmersmarket.com,NO,NO,NO,YES,YES,YES,YES,YES,YES,NO,NO,NO,YES,YES,NO,NO,Paypal,YES,YES,NO,,,45079010407,+34.0504530,-081.0900867,34.050555,-81.1025904
-9051143.793,4027899.315,9851,James R Sease Farms 2,861 Hwy 378,Lexington,SC,29072,LEXINGTON,8033593276,,NO,NO,NO,YES,YES,NO,NO,NO,NO,NO,NO,NO,YES,YES,NO,NO,NO,NO,NO,NO,,,45063021022,+34.0017338,-081.3138256,33.9932852,-81.3078267
-9059835.637,4024401.976,9852,James R Sease Farms 1,3967 Augusta Hwy,Gilbert,SC,29054,LEXINGTON,8033593276,,NO,NO,NO,YES,YES,NO,NO,NO,NO,NO,NO,NO,YES,YES,NO,NO,NO,NO,NO,NO,,,45063021306,+33.9408267,-081.3600200,33.96861,-81.38394
-9025629.933,4022275.232,9853,Cayce Farmer's Market,2329 Charleston Hwy,Cayce,SC,29033,LEXINGTON,8037911009,,YES,NO,NO,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,NO,NO,NO,YES,HANDLED THROUGH OUTLET-WIDE PROGRAM,,45063020604,+33.9431736,-081.0661216,33.950283,-81.078575
-9041699.871,4031389.965,9854,Wingard's Market,1403 N.Lake Dr.,Lexington,SC,29072,LEXINGTON,8033599091,http://www.wingardsmarket.com,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,NO,NO,NO,NO,,,45063021025,+34.0423288,-081.2645246,34.018997,-81.222305
-9028136.467,3996206.982,9855,Livingston Farms The Shack,1424 Southbound Rd.,Swansea,SC,29160,LEXINGTON,803-568-0401,,NO,NO,YES,YES,YES,YES,YES,YES,YES,YES,YES,NO,YES,YES,YES,YES,NO,YES,YES,NO,N/A,,45063020803,+33.7271318,-081.1454574,33.766716,-81.10556
-9075975.192,4017194.134,9856,"Randall's Produce & Lands, LLC",122 West Church St.,Batesburg,SC,29006,LEXINGTON,8033176500,,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,NO,NO,NO,YES,HANDLED BY INDIVIDUAL VENDOR,,45063021402,+33.9067406,-081.5379320,33.912346,-81.53492
-8836700.078,4050054.578,9857,L & W Roadside Stand,830 Foxboro Rd.,Marion,SC,29571,MARION,8432455999,,NO,NO,NO,YES,YES,YES,NO,NO,NO,YES,YES,YES,YES,NO,NO,NO,NO,YES,NO,NO,,,45067950600,+34.1309919,-079.3264614,34.15855,-79.38172
-9024135.423,4015924.754,9858,Columbia State Farmers Market,3483 Charleston Hwy.,West Columbia,SC,29172,LEXINGTON,8037374664,http://www.agriculture.sc.gov,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,NO,YES,NO,NO,NO,NO,NO,,,45063020706,+33.8938995,-081.0488163,33.904755,-81.065414
-8822820.765,4057446.625,9859,Rabon Produce,521 North Main St.,Mullins,SC,29574,MARION,8432695852,,NO,NO,NO,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,NO,YES,NO,NO,NO,NO,N/A,NO,45067950300,+34.2326200,-079.2976317,34.21179,-79.25604
-8890354.686,4126308.499,9860,The Produce Barn,4264 Delta Height Rd.,Wallace,SC,29596,MARLBORO,843-287-4225,,NO,NO,YES,YES,YES,YES,YES,YES,YES,YES,YES,NO,YES,YES,NO,NO,NO,YES,YES,YES,HANDLED THROUGH OUTLET-WIDE PROGRAM,YES,45069960100,+34.7356419,-079.8138182,34.722034,-79.86511
-8867347.809,4102707.096,9862,Mcarthur Farms,1708 Hwy 38 S.,Bennettsville,SC,29512,MARLBORO,843-479-3839,http://www.mcarthurfarms.com,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,NO,NO,NO,NO,,NO,45069960200,+34.5638971,-079.7572819,34.6060187,-79.6851173
-8870016.855,4111069.909,9863,Marlboro County Farmers Market,500 Broad St.,Bennettsville,SC,29512,MARLBORO,843-627-7113,,NO,NO,NO,NO,NO,YES,YES,YES,YES,YES,YES,NO,YES,YES,NO,YES,NO,YES,YES,YES,HANDLED BY INDIVIDUAL VENDOR,,45069960200,+34.5638971,-079.7572819,34.610863,-79.6809
-9160803.841,4017001.903,9864,Mccormick County Farmers' Market,206 N.Main St.,Mccormick,SC,29835,MCCORMICK,805-201-5150,mccormickscchamber.org,NO,NO,NO,NO,YES,YES,YES,YES,YES,NO,NO,NO,YES,NO,YES,YES,NO,YES,YES,YES,HANDLED BY INDIVIDUAL VENDOR,NO,45065920200,+33.9241259,-082.2468990,33.91289014,-82.2969623
-9084676.839,4068799.537,9865,Mike's Produce,2114 Wilson Rd.,Newberry,SC,29108,NEWBERRY,8032760125,,NO,NO,YES,YES,YES,YES,YES,YES,YES,YES,YES,NO,YES,YES,YES,YES,NO,NO,NO,YES,HANDLED BY INDIVIDUAL VENDOR,NO,45071950202,+34.2795093,-081.5635938,34.297672,-81.60963
-9083988.329,4067772.272,9866,Chappells Nursery & Garden Center,92 Dipner Road,Chappells,SC,29037,NEWBERRY,8032713006,,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,NO,NO,NO,NO,,,45071950700,+34.2387054,-081.7797569,34.177418,-81.86969
-9066951.966,4044722.819,9867,Lever Farms Dreher Island Produce,2811 Dreher Island Rd.,Prosperity,SC,29127,NEWBERRY,8039240493,leverfarms.com,NO,NO,NO,NO,NO,YES,YES,YES,YES,NO,NO,NO,NO,YES,YES,YES,NO,NO,NO,NO,,,45071950602,+34.1483660,-081.4434453,34.118343,-81.44845
