npi,basic_organization_name,npi_2,hours_of_operation,medicaid_id,spoken_languages,e_rx,delivery,compound,drive_thru,vaccines,handicap_access,cultural_comp_training,accepting_new_customers,website,basic_organizational_subpart,basic_enumeration_date,basic_last_updated,basic_status,basic_authorized_official_credential,basic_authorized_official_first_name,basic_authorized_official_last_name,basic_authorized_official_telephone_number,basic_authorized_official_title_or_position,basic_name,basic_parent_organization_ein,basic_parent_organization_legal_business_name,basic_authorized_official_middle_name,basic_authorized_official_name_prefix,basic_authorized_official_name_suffix,basic_certification_date,basic_name_prefix,basic_first_name,basic_last_name,basic_middle_name,basic_credential,basic_sole_proprietor,basic_gender,addresses_country_code,addresses_country_name,addresses_address_purpose,addresses_address_type,addresses_address_1,addresses_address_2,addresses_city,addresses_state,addresses_postal_code,addresses_telephone_number,addresses_fax_number,geoid,tract_latitude,tract_longitude,lat,lon
1194742353,WAL-MART STORES EAST LP,1194742353,,726954,ENG,Y,N,Y,N,Y,Y,Y,Y,https://www.walmart.com/cp/pharmacy/5431,NO,7/16/06,2/16/17,A,,SARAH,LITTLE,479-277-2500,DIRECTOR OF HEALTHCARE CONTRACTING,WAL-MART STORES EAST LP,,,,,,,,,,,,,,US,United States,LOCATION,DOM,11391 DUNBARTON BLVD,,BARNWELL,SC,298123033,803-259-0066,,45011970300,+33.2731810,-081.3721662,-81.3921781,33.23920923
1194765537,PUBLIX SUPER MARKETS INC,1194765537,,742830,ENG,Y,N,Y,N,Y,Y,Y,Y,www.publix.com/Pharmacy,NO,6/7/06,11/18/19,A,,DAIN,RUSK,863-688-1188,VP PHARMACY,PUBLIX SUPER MARKETS INC,,,,,,,,,,,,,,US,United States,LOCATION,DOM,2801 WADE HAMPTON BLVD STE 120,,TAYLORS,SC,296872758,864-609-7306,864-609-0889,45045001700,+34.8964300,-082.3498565,-82.33672,34.900597
1194828889,SOUTH CAROLINA CVS PHARMACY LLC,1194828889,,711371,ENG,Y,N,Y,N,Y,Y,Y,Y,https://www.cvs.com/pharmacy/#/pharmacy,NO,9/7/06,12/6/11,A,,SUSAN,COLBERT,401-770-2751,"DIRECTOR, PAYER RELATIONS",SOUTH CAROLINA CVS PHARMACY LLC,,,,,,,,,,,,,,US,United States,LOCATION,DOM,27 US HWY 321 BY PASS S,,WINNSBORO,SC,29180,803-635-3012,,45039960400,+34.3646209,-081.0494245,-81.09952043,34.37187617
1205175932,WAL-MART STORES EAST LP,1205175932,,714384,ENG,Y,N,Y,N,Y,Y,Y,Y,https://www.walmart.com/cp/pharmacy/5431,NO,1/31/13,2/16/17,A,,SARAH,LITTLE,479-277-2500,DIRECTOR OF HEALTHCARE CONTRACTING,WAL-MART STORES EAST LP,,,,,,,,,,,,,,US,United States,LOCATION,DOM,11410 ANDERSON RD,,GREENVILLE,SC,296117502,864-269-4338,,45007010102,+34.7312026,-082.5183665,-82.48023,34.791203
1205226495,"HIBBITTS ENTERPRISES, LLC",1205226495,,715942,ENG,Y,Y,Y,Y,Y,Y,Y,Y,www.hibbittsdrug.com,NO,1/27/15,11/14/15,A,PHARMD,AMY,HIBBITTS,803-646-5036,PHARMACIST IN CHARGE/OWNER,"HIBBITTS ENTERPRISES, LLC",,,YOUNG,DR.,,,,,,,,,,US,United States,LOCATION,DOM,735 N. MAIN ST.,,NEW ELLENTON,SC,29809,803-443-0077,803-443-0078,45003022002,+33.4164848,-081.7462502,-81.68649341,33.4328991
1205278322,SAMS EAST INC,1205278322,,714811,ENG,Y,N,Y,N,Y,Y,Y,Y,https://www.sAsclub.com/sAs/,YES,7/18/13,11/22/13,A,,LAURA,LEVINE,479-204-8550,MANAGER GOVT CONTRACTING,SAMS EAST INC,<UNAVAIL>,WAL-MART STORES INC,,,,,,,,,,,,US,United States,LOCATION,DOM,2474 CROSSPOINTE DR,,ROCK HILL,SC,297308185,803-372-6512,,45091061201,+34.9106162,-080.9614516,-80.95973,34.94092
1205313517,"PUBLIX SUPER MARKETS, INC.",1205313517,,718192,ENG,Y,N,Y,N,Y,Y,Y,Y,www.publix.com/Pharmacy,NO,7/20/18,11/18/19,A,,DAIN,RUSK,863-688-1188,VP PHARMACY,"PUBLIX SUPER MARKETS, INC.",,,,,,,,,,,,,,US,United States,LOCATION,DOM,5441 PLATT SPRINGS RD,,LEXINGTON,SC,290739260,863-688-1188,863-616-5846,45063020908,+33.8863124,-081.1832129,-81.218636,33.90848
1205352374,CAROLINA HEALTH PHARMACY LLC,1205352374,,717565,ENG,Y,N,Y,Y,Y,Y,Y,Y,https://www.myrtlebeachpharmacy.com/,NO,8/20/17,4/24/20,A,,SAMEH,IBRAHIM,843-215-8200,OWNER,CAROLINA HEALTH PHARMACY LLC,,,,,,4/24/20,,,,,,,,US,United States,LOCATION,DOM,4036 RIVER OAKS DR UNIT B-1,,MYRTLE BEACH,SC,295796695,843-236-6500,843-584-8534,45051060308,+33.8055890,-078.8474659,-78.86526617,33.75539502
1205494184,ATLANTIC APOTHECARY INC.,1205494184,,7Z1047,ENG,Y,Y,N,Y,Y,Y,Y,Y,,NO,6/5/19,6/5/19,A,RPH,TERESA,SHELLEY,843-272-7900,OWNER/PRESIDENT,ATLANTIC APOTHECARY INC.,,,COX,MRS.,,,,,,,,,,US,United States,LOCATION,DOM,3816 HIGHWAY 17 S STE 2,,NORTH MYRTLE BEACH,SC,295825069,843-272-7900,843-272-5090,45051040500,+33.7932933,-078.7441369,-78.7279089,33.80468131
1205823309,MCLEOD PHARMACY INC,1205823309,,783646,ENG,Y,Y,N,N,N,Y,Y,Y,https://www.mcleodhealth.org/services/wellness/pharmacy,NO,10/4/05,12/28/16,A,RPH,DAVID,ROBERSON,803-484-6115,RPH,MCLEOD PHARMACY INC,,,,,,,,,,,,,,US,United States,LOCATION,DOM,127 N MAIN ST,,BISHOPVILLE,SC,290101413,803-484-6115,803-484-4128,45061920200,+34.2712347,-080.3181752,-80.24801697,34.22013573
1205877792,PUBLIX SUPER MARKETS INC,1205877792,,771683,ENG,Y,N,Y,N,Y,Y,Y,Y,www.publix.com/Pharmacy,NO,6/8/06,11/18/19,A,,DAIN,RUSK,863-688-1188,VP PHARMACY,PUBLIX SUPER MARKETS INC,,,,,,,,,,,,,,US,United States,LOCATION,DOM,2732 N LAKE DR,,COLUMBIA,SC,292128733,803-407-2632,803-407-3798,45063021113,+34.0905147,-081.2005491,-81.2225,34.098217
1205900735,ROGERS INVESTMENTS INC,1205900735,,797368,ENG,Y,Y,Y,N,Y,Y,Y,Y,https://www.stoneplazapharmacy.com/,NO,11/17/06,9/1/16,A,RPH,KEN,ROGERS,864-233-7940,PRESIDENT,ROGERS INVESTMENTS INC,,,,,,,,,,,,,,US,United States,LOCATION,DOM,1164 RUTHERFORD RD,,GREENVILLE,SC,296093906,864-233-7940,864-233-4615,45045001101,+34.8804194,-082.3786068,-82.38685,34.88111
1205910338,INGLES MARKETS INC,1205910338,,787883,ENG,Y,N,Y,Y,Y,Y,Y,Y,www.ingles-markets.com/inside/pharmacy/pharmacy-info,NO,10/25/06,8/15/19,A,RPH,STEPHEN,CUCCHI,828-669-2941,VP OF PHARMACY,INGLES MARKETS INC,,,V,MR.,,,,,,,,,,US,United States,LOCATION,DOM,8004 WARREN H ABERNATHY HWY,,SPARTANBURG,SC,293012448,864-574-3130,864-574-5870,45083021902,+34.9240100,-082.0181976,-82.00477859,34.93772896
1205914629,NOTTAP INC,1205914629,,763581,"ENG, SPA",Y,Y,Y,Y,Y,Y,Y,Y,https://www.bufordstreetrx.com,NO,11/2/06,2/19/19,A,,PAUL,BAILEY,864-488-3036,OWNER/PHARM D.,NOTTAP INC,,,BRADFORD,DR.,,,,,,,,,,US,United States,LOCATION,DOM,113 W BUFORD ST,,GAFFNEY,SC,293403001,864-488-3036,864-488-0316,45021970201,+35.0819573,-081.7015857,-81.65085344,35.07333165
1205939063,SOUTH CAROLINA CVS PHARMACY LLC,1205939063,,745230,ENG,Y,N,Y,N,Y,Y,Y,Y,https://www.cvs.com/pharmacy/#/pharmacy,NO,9/7/06,12/6/11,A,,SUSAN,COLBERT,401-770-2751,"DIRECTOR, PAYER RELATIONS",SOUTH CAROLINA CVS PHARMACY LLC,,,,,,,,,,,,,,US,United States,LOCATION,DOM,1614 RICHLAND AVE,,AIKEN,SC,298013236,803-648-3203,,45003021300,+33.5673561,-081.7526423,-81.74075533,33.56822063
1205939071,SOUTH CAROLINA CVS PHARMACY LLC,1205939071,,745285,ENG,Y,N,Y,N,Y,Y,Y,Y,https://www.cvs.com/pharmacy/#/pharmacy,NO,9/7/06,12/6/11,A,,SUSAN,COLBERT,401-770-2751,"DIRECTOR, PAYER RELATIONS",SOUTH CAROLINA CVS PHARMACY LLC,,,,,,,,,,,,,,US,United States,LOCATION,DOM,321 N MAIN STREET,,SALUDA,SC,291381535,864-445-7580,,45081960201,+33.9955697,-081.8669890,-81.77306165,34.00746968
1215007679,WALGREEN CO,1215007679,,715764,ENG,Y,N,Y,Y,N/A,Y,Y,Y,https://www.walgreens.com/pharmacy/,YES,11/9/06,1/1/16,A,,ALAN,NIELSEN,847-315-3523,TREASURER,WALGREEN CO,<UNAVAIL>,WALGREENS BOOTS ALLIANCE INC,T,MR.,,,,,,,,,,US,United States,LOCATION,DOM,175 FORUM DR,,COLUMBIA,SC,292297938,803-699-7067,,45079011415,+34.1482481,-080.8586460,-80.8772472,34.13390063
1215030085,SOUTH CAROLINA CVS PHARMACY LLC,1215030085,,745241,ENG,Y,N,Y,N,Y,Y,Y,Y,https://www.cvs.com/pharmacy/#/pharmacy,NO,9/7/06,2/8/12,A,,SUSAN,COLBERT,401-770-2751,"DIRECTOR, PAYER RELATIONS",SOUTH CAROLINA CVS PHARMACY LLC,,,,,,,,,,,,,,US,United States,LOCATION,DOM,119 W BOYCE ST,,MANNING,SC,29102,803-435-8804,,45027960500,+33.7032431,-080.2749535,-80.21820707,33.69584553
1215030705,SOUTH CAROLINA CVS PHARMACY LLC,1215030705,,711328,ENG,Y,N,Y,N,Y,Y,Y,Y,https://www.cvs.com/pharmacy/#/pharmacy,NO,9/7/06,2/8/12,A,,SUSAN,COLBERT,401-770-2751,"DIRECTOR, PAYER RELATIONS",SOUTH CAROLINA CVS PHARMACY LLC,,,,,,,,,,,,,,US,United States,LOCATION,DOM,2501 2ND LOOP RD,,FLORENCE,SC,295016189,843-667-0134,,45041001300,+34.1682753,-079.8015603,-79.81094,34.176476
1215031026,SOUTH CAROLINA CVS PHARMACY LLC,1215031026,,711264,ENG,Y,N,Y,N,Y,Y,Y,Y,https://www.cvs.com/pharmacy/#/pharmacy,NO,9/12/06,1/6/20,A,,SUSAN,COLBERT,401-770-2751,"DIRECTOR, PAYER RELATIONS",SOUTH CAROLINA CVS PHARMACY LLC,,,,,,1/6/20,,,,,,,,US,United States,LOCATION,DOM,229 W BUFORD ST,,GAFFNEY,SC,293412357,864-489-3148,,45021970201,+35.0819573,-081.7015857,-81.652245,35.073563
1215041298,PRESCRIPTION SHOPPE OF GEORGETOWN SC INC,1215041298,,721644,ENG,Y,N,Y,Y,Y,Y,Y,Y,https://www.prescriptionshoppepharmacy.com,NO,8/18/06,5/14/21,A,RPH,KELLEY,JOHNSON,843-546-2222,OWNER,PRESCRIPTION SHOPPE OF GEORGETOWN SC INC,,,RAY,,,5/14/21,,,,,,,,US,United States,LOCATION,DOM,1743 N FRASER ST,,GEORGETOWN,SC,294406407,843-546-2222,843-527-8300,45043920600,+33.3933217,-079.3306841,-79.29032769,33.40036608
1215180591,SANDHILLS MEDICAL FOUNDATION INC,1215180591,,710149,ENG,Y,N,N,N,N,Y,Y,Y,sandhillsmedical.org/services/pharmacy,NO,10/30/08,7/12/16,A,PHARMD,ALYSSA,NORWOOD,803-438-5537,DIRECTOR OF PHARMACY,SANDHILLS MEDICAL FOUNDATION INC,,,,,,,,,,,,,,US,United States,LOCATION,DOM,425 N SALEM AVE,,SUMTER,SC,291504115,803-773-8148,803-775-5849,45085002000,+33.9296368,-080.3508768,-80.35061,33.929707
1215335336,HEALTH AND WELLNESS PHARMACY LLC,1215335336,,715588,ENG,Y,Y,Y,N,Y,Y,Y,Y,carolinahealthpharmacy.com/,NO,12/6/14,4/14/20,A,RPH,JANET,IBRAHIM,843-215-8200,PHARMACIST INCHARGE,HEALTH AND WELLNESS PHARMACY LLC,,,,,,4/14/20,,,,,,,,US,United States,LOCATION,DOM,5405 DICK POND RD,,MYRTLE BEACH,SC,295886836,843-742-5243,,45051051502,+33.6708235,-078.9839079,-78.999626,33.680992
1215940945,WALGREEN CO,1215940945,,715820,ENG,Y,N,Y,Y,N/A,Y,Y,Y,https://www.walgreens.com/pharmacy/,YES,8/14/06,8/30/16,A,,ALAN,NIELSEN,847-315-3523,TREASURER,WALGREEN CO,<UNAVAIL>,WALGREENS BOOTS ALLIANCE INC,T,MR.,,,,,,,,,,US,United States,LOCATION,DOM,1601 SANDIFER BLVD,,SENECA,SC,296780905,864-885-0889,,45073030800,+34.6414943,-082.9517476,-82.99649,34.68792
1215954482,SAMS EAST INC,1215954482,,770256,ENG,Y,N,Y,N,Y,Y,Y,Y,https://www.sAsclub.com/sAs/,YES,7/16/06,8/7/13,A,,LAURA,LEVINE,479-204-8550,MGR OF GOVERNMENT CONTRACTING,SAMS EAST INC,<UNAVAIL>,WAL-MART STORES INC,,,,,,,,,,,,US,United States,LOCATION,DOM,1946 10TH AVE N,,MYRTLE BEACH,SC,295775624,843-445-7179,843-445-7596,45051050600,+33.7041378,-078.8898834,-78.89966,33.71358
1215973334,PUGH DRUG INC,1215973334,,787575,ENG,Y,Y,Y,N,Y,Y,Y,Y,https://prosperitydrug.com,NO,6/20/06,6/9/14,A,PHARMD RPH,JOHN,PUGH,803-364-2310,PRESIDENT PIC,PUGH DRUG INC,,,,,,,,,,,,,,US,United States,LOCATION,DOM,101 N MAIN ST,,PROSPERITY,SC,29127,803-364-2310,803-364-2311,45071950601,+34.1917033,-081.5448551,-81.533554,34.20926
1215978705,PUBLIX SUPER MARKETS INC,1215978705,,734282,ENG,Y,N,Y,N,Y,Y,Y,Y,www.publix.com/Pharmacy,NO,6/8/06,11/18/19,A,,DAIN,RUSK,863-688-1188,VP PHARMACY,PUBLIX SUPER MARKETS INC,,,,,,,,,,,,,,US,United States,LOCATION,DOM,3801 CLEMSON BLVD,,ANDERSON,SC,296211318,864-231-1176,864-231-1181,45007001000,+34.5398822,-082.6812250,-82.68238,34.55435
1225394760,BEAUFORT PHARMACY AND COMPOUNDING LLC,1225394760,,715492,ENG,Y,N,Y,N,Y,Y,Y,Y,www.spartanburgregional.com/care-treatment/retail-pharmacies,NO,4/10/12,7/22/16,A,PHARMD,JEREMY,SIMMONS,843-729-5583,OWNER,BEAUFORT PHARMACY AND COMPOUNDING LLC,,,,,,,,,,,,,,US,United States,LOCATION,DOM,810 ELM ST E,,HAMPTON,SC,299242610,803-914-0318,803-914-0311,45049920200,+32.8590563,-081.0106074,-81.11642,32.872967
1225484074,M6 ENTERPRISES INC,1225484074,,716675,ENG,Y,Y,Y,N,N,Y,Y,Y,thegreenhillpharmacy.com,NO,5/11/16,12/8/16,A,,AMANDA,MARTINCIC,864-520-1550,PRESIDENT,M6 ENTERPRISES INC,,,,,,,,,,,,,,US,United States,LOCATION,DOM,2531 WOODRUFF RD STE 107,,SIMPSONVILLE,SC,296815465,864-520-1550,864-520-1505,45045002813,+34.8349676,-082.2413415,-82.23628,34.808662
1225551211,WALGREEN CO,1225551211,,717736,ENG,Y,N,N,Y,Y,Y,Y,Y,https://www.riteaid.com/pharmacy,YES,7/21/17,3/12/19,A,,ALYSSA,SWEETEN,217-709-2386,MANAGER,WALGREEN CO,<UNAVAIL>,WALGREENS BOOTS ALLIANCE INC,,,,,,,,,,,,US,United States,LOCATION,DOM,7800 N KINGS HWY,,MYRTLE BEACH,SC,295723053,843-497-9995,843-497-9592,45051050303,+33.7568838,-078.8111818,-78.81605928,33.74940033
1225552995,WALGREEN CO,1225552995,,71770D,ENG,Y,N,N,Y,Y,Y,Y,Y,https://www.riteaid.com/pharmacy,YES,8/3/17,1/21/19,A,,ALYSSA,SWEETEN,217-709-2386,MANAGER,WALGREEN CO,<UNAVAIL>,WALGREENS BOOTS ALLIANCE INC,,MR.,,,,,,,,,,US,United States,LOCATION,DOM,201 E MAIN ST,,WILLIAMSTON,SC,296971910,864-847-9071,864-847-9656,45007010401,+34.6216670,-082.4858460,-82.47345418,34.6219002
1235232000,SOUTH CAROLINA CVS PHARMACY LLC,1235232000,,745092,ENG,Y,N,Y,N,Y,Y,Y,Y,https://www.cvs.com/pharmacy/#/pharmacy,NO,9/7/06,2/8/12,A,,SUSAN,COLBERT,401-770-2751,"DIRECTOR, PAYER RELATIONS",SOUTH CAROLINA CVS PHARMACY LLC,,,,,,,,,,,,,,US,United States,LOCATION,DOM,1210 WILSON RD,,NEWBERRY,SC,291084008,803-276-6350,,45071950202,+34.2795093,-081.5635938,-81.59618,34.282898
1235232703,SPARTANBURG REGIONAL HEALTHCARE SYSTEM OUTPATIENT PHARMACY,1235232703,,702355,ENG,Y,N,Y,N,N,Y,Y,Y,www.spartanburgregional.com/care-treatment/retail-pharmacies,YES,9/7/06,2/23/09,A,,INGO,ANGERMEIER,864-560-6000,PRESIDENT/CEO,SPARTANBURG REGIONAL HEALTHCARE SYSTEM OUTPATIENT PHARMACY,<UNAVAIL>,"SPARTANBURG REGIONAL HEALTH SERVICES DISTRICT, INC.",,MR.,,,,,,,,,,US,United States,LOCATION,DOM,101 E WOOD ST,,SPARTANBURG,SC,293033040,864-560-6772,864-560-7026,45083020301,+34.9629269,-081.9384470,-81.93928065,34.96823601
1235232901,SOUTH CAROLINA CVS PHARMACY LLC,1235232901,,742692,ENG,Y,N,Y,N,Y,Y,Y,Y,https://www.cvs.com/pharmacy/#/pharmacy,NO,9/7/06,3/1/12,A,,SUSAN,COLBERT,401-770-2751,"DIRECTOR, PAYER RELATIONS",SOUTH CAROLINA CVS PHARMACY LLC,,,,,,,,,,,,,,US,United States,LOCATION,DOM,1751 E MAIN ST,,SPARTANBURG,SC,293072230,864-573-5313,,45083021301,+34.9739544,-081.8915896,-81.89604885,34.96677961
1235240706,"HARRIS TEETER, LLC",1235240706,,715191,ENG,Y,N,Y,Y,Y,Y,Y,Y,www.harristeeter.com/pharmacy-services,NO,8/31/06,8/27/19,A,,JESSIE,WARMAN,513-762-1090,MANAGER RX LICENSING,"HARRIS TEETER, LLC",,,,,,,,,,,,,,US,United States,LOCATION,DOM,2750 CELANESE RD,,ROCK HILL,SC,297328440,803-329-6262,704-844-6556,45091060907,+34.9949457,-081.0157575,-81.0437,34.975613
1235289562,MEDICAL ARTS PHARMACY OF HARTSVILLE,1235289562,,720445,ENG,Y,Y,Y,N,N,Y,Y,Y,,NO,1/11/07,4/19/16,A,,PAUL,RAST,843-332-7529,SECRE AND TRES,MEDICAL ARTS PHARMACY OF HARTSVILLE,,,,,,,,,,,,,,US,United States,LOCATION,DOM,212 W CAROLINA AVE,,HARTSVILLE,SC,295504520,843-332-7529,843-332-2589,45031010500,+34.3693401,-080.0874346,-80.076669,34.37483615
1235290149,"RURAL HEALTH SERVICES, INC.",1235290149,,730581,ENG,Y,N,Y,N,Y,Y,Y,Y,https://www.state.sc.us/dmh,NO,12/13/06,8/22/20,A,,JAMES,COLEMAN,803-593-9283,CEO,"RURAL HEALTH SERVICES, INC.",,,L.,DR.,JR.,,,,,,,,,US,United States,LOCATION,DOM,4645 AUGUSTA ROAD,,CLEARWATER,SC,29822,803-593-9283,803-593-0607,45003021002,+33.5044854,-081.9155699,-81.89800516,33.49421808
1235386012,WALGREEN CO,1235386012,,715724,ENG,Y,N,Y,Y,N/A,Y,Y,Y,https://www.walgreens.com/pharmacy/,YES,8/22/08,9/1/16,A,,ALAN,NIELSEN,847-315-3523,TREASURER,WALGREEN CO,<UNAVAIL>,WALGREENS BOOTS ALLIANCE INC,T.,MR.,,,,,,,,,,US,United States,LOCATION,DOM,1412 E GREENVILLE ST,,ANDERSON,SC,296212003,864-224-8873,,45007000300,+34.5294088,-082.6282596,-82.63859,34.526253
1235445222,WAL-MART STORES EAST LP,1235445222,,711157,ENG,Y,N,Y,N,Y,Y,Y,Y,https://www.walmart.com/cp/pharmacy/5431,NO,8/27/10,2/16/17,A,,SARAH,LITTLE,479-277-2500,DIRECTOR OF HEALTHCARE CONTRACTING,WAL-MART STORES EAST LP,,,,,,,,,,,,,,US,United States,LOCATION,DOM,545 GARDEN CITY CONNECTOR,,MURRELLS INLET,SC,295767847,843-357-6588,,45051051406,+33.5912971,-079.0183643,-79.01143665,33.59017774
1235586884,WAL-MART STORES EAST LP,1235586884,,716691,ENG,Y,N,Y,N,Y,Y,Y,Y,https://www.walmart.com/cp/pharmacy/5431,NO,5/24/16,4/4/17,A,,SARAH,LITTLE,479-277-2500,DIRECTOR OF HEALTHCARE CONTRACTING,WAL-MART STORES EAST LP,,,,,,,,,,,,,,US,United States,LOCATION,DOM,3915 N KINGS HWY,,MYRTLE BEACH,SC,295772742,843-353-5589,843-353-5588,45051050500,+33.7168113,-078.8665665,-78.85548,33.716293
1235743295,KP AND RD LLC,1235743295,,7Z1110,ENG,Y,Y,N,N,Y,Y,Y,Y,,NO,9/6/20,10/29/20,A,,JAYSHRIBEN,PATEL,864-906-6108,PARTNER,KP AND RD LLC,,,A,,,10/29/20,,,,,,,,US,United States,LOCATION,DOM,721 N GREENWOOD AVENUE,,WARE SHOALS,SC,29692,864-606-0088,864-301-8466,45047970102,+34.3181322,-082.2696150,-82.249811,34.401133
1245252998,SOUTH CAROLINA CVS PHARMACY LLC,1245252998,,716314,ENG,Y,N,Y,N,Y,Y,Y,Y,https://www.cvs.com/pharmacy/#/pharmacy,NO,7/24/06,11/30/16,A,,SUSAN,COLBERT,401-770-2751,"SR. DIRECTOR, PAYER RELATIONS",SOUTH CAROLINA CVS PHARMACY LLC,,,,,,,,,,,,,,US,United States,LOCATION,DOM,450 AZALEA SQUARE BLVD,,SUMMERVILLE,SC,294837321,843-871-6935,843-486-7049,45015020710,+33.0923660,-080.1901804,-80.15935,33.038616
1245321363,"WALL DRUGS OF JOHNSONVILLE, INC.",1245321363,,767338,ENG,Y,Y,Y,N,Y,Y,Y,Y,https://www.facebook.com/WallDrugsOfJohnsonville/,NO,9/27/06,2/12/21,A,RPH,DERRICK,WALL,843-386-6135,OWNER RPH,"WALL DRUGS OF JOHNSONVILLE, INC.",,,ALLAN,MR.,,2/12/21,,,,,,,,US,United States,LOCATION,DOM,239 STUCKEY STREET,,JOHNSONVILLE,SC,29555,843-386-6135,843-380-1025,45041001900,+33.8455832,-079.4838564,-79.445887,33.81068
1245333913,SOUTH CAROLINA CVS PHARMACY LLC,1245333913,,745877,ENG,Y,N,Y,N,Y,Y,Y,Y,https://www.cvs.com/pharmacy/#/pharmacy,NO,9/7/06,2/8/12,A,,SUSAN,COLBERT,401-770-2751,"DIRECTOR, PAYER RELATIONS",SOUTH CAROLINA CVS PHARMACY LLC,,,,,,,,,,,,,,US,United States,LOCATION,DOM,9712 TWO NOTCH RD,,COLUMBIA,SC,292234379,803-788-8582,,45079011412,+34.0874725,-080.9065740,-80.90249825,34.10468926
1245333921,SOUTH CAROLINA CVS PHARMACY LLC,1245333921,,744543,ENG,Y,N,Y,N,Y,Y,Y,Y,https://www.cvs.com/pharmacy/#/pharmacy,NO,9/7/06,3/1/12,A,,SUSAN,COLBERT,401-770-2751,"DIRECTOR, PAYER RELATIONS",SOUTH CAROLINA CVS PHARMACY LLC,,,,,,,,,,,,,,US,United States,LOCATION,DOM,2401 SUNSET BLVD,,WEST COLUMBIA,SC,291694717,803-796-8126,,45063020505,+33.9923387,-081.0921352,-81.10577,34.00259
1245390707,"TARRYTOWN EXPOCARE SC, INC.",1245390707,,715046,ENG,Y,Y,Y,N,N,Y,Y,Y,https://longsrx.com/,NO,12/12/06,1/14/21,A,,MARK,NEWBERRY,803-254-8775,CEO,"TARRYTOWN EXPOCARE SC, INC.",,,,,,1/14/21,,,,,,,,US,United States,LOCATION,DOM,111 EXECUTIVE CENTER DR STE 222,,COLUMBIA,SC,292108425,803-217-1088,803-239-2104,45063020510,+34.0357070,-081.1257529,-81.120735,34.034714
1245755909,WALGREEN CO,1245755909,,717705,ENG,Y,N,N,Y,Y,Y,Y,Y,https://www.riteaid.com/pharmacy,YES,8/3/17,7/6/18,A,,ALYSSA,SWEETEN,217-709-2386,AUTHORIZED OFFICIAL,WALGREEN CO,<UNAVAIL>,WALGREENS BOOTS ALLIANCE INC,,,,,,,,,,,,US,United States,LOCATION,DOM,6118 SAINT ANDREWS RD,,COLUMBIA,SC,29210,803-798-4010,803-798-3327,45079010407,+34.0504530,-081.0900867,-81.1025904,34.050555
1255358404,WAL-MART STORES EAST LP,1255358404,,724022,ENG,Y,N,Y,N,Y,Y,Y,Y,https://www.walmart.com/cp/pharmacy/5431,NO,7/16/06,2/16/17,A,,SARAH,LITTLE,479-277-2500,DIRECTOR OF HEALTHCARE CONTRACTING,WAL-MART STORES EAST LP,,,,,,,,,,,,,,US,United States,LOCATION,DOM,3027 WADE HAMPTON BLVD,,TAYLORS,SC,296872789,864-292-2014,,45045001700,+34.8964300,-082.3498565,-82.33067,34.906067
1255358412,WAL-MART STORES EAST LP,1255358412,,724710,ENG,Y,N,Y,N,Y,Y,Y,Y,https://www.walmart.com/cp/pharmacy/5431,NO,7/16/06,2/16/17,A,,SARAH,LITTLE,479-277-2500,DIRECTOR OF HEALTHCARE CONTRACTING,WAL-MART STORES EAST LP,,,,,,,,,,,,,,US,United States,LOCATION,DOM,7400 RIVERS AVE,,NORTH CHARLESTON,SC,294064644,843-572-9616,,45019003104,+32.9290256,-080.0392057,-80.038536,32.93556
1255390993,"INTRAMED PLUS, INC",1255390993,,726043,ENG,N,Y,Y,N,N,Y,Y,Y,https://www.intrAedplus.com,NO,3/21/06,8/20/12,A,,SHELLEY,COOLEY,803-794-0200,REIMBURSEMENT DIRECTOR,"INTRAMED PLUS, INC",,,Y,,,,,,,,,,,US,United States,LOCATION,DOM,112 SALUDA RIDGE CT,SUITE 100,WEST COLUMBIA,SC,291693455,803-794-0200,803-794-1302,45063020506,+34.0140354,-081.1321082,-81.129326,34.010765
1255416616,PLANTATION PHARMACY AT ELLIS OAKS,1255416616,,780107,ENG,Y,N,N,N,Y,Y,Y,Y,www.plantationpharmacy.com,NO,10/26/06,1/3/11,A,R.PH.,DEBORAH,DAPORE,843-795-9554,OWNER,PLANTATION PHARMACY AT ELLIS OAKS,,,,MS.,,,,,,,,,,US,United States,LOCATION,DOM,776 DANIEL ELLIS DR,2C,CHARLESTON,SC,294123094,843-795-9554,843-795-2660,45019001902,+32.7627874,-079.9653762,-79.96922,32.749825
1255434791,SOUTH CAROLINA CVS PHARMACY LLC,1255434791,,71138D,ENG,Y,N,Y,N,Y,Y,Y,Y,https://www.cvs.com/pharmacy/#/pharmacy,NO,9/7/06,2/8/12,A,,SUSAN,COLBERT,401-770-2751,"DIRECTOR, PAYER RELATIONS",SOUTH CAROLINA CVS PHARMACY LLC,,,,,,,,,,,,,,US,United States,LOCATION,DOM,1010 HIGHWAY 17 N,,NORTH MYRTLE BEACH,SC,295822806,843-249-1451,,45051040300,+33.8340470,-078.6677196,-78.66710243,33.83928585
