contaminant_name,media,site_name,epa_id,city,county,state,zip_code,site_location,latitude,longitude,region,npl_status,superfund_alternative_agreement,federal_facility,operable_unit_number,sequence_id,decision_document_type,actual_completion_date,fiscal_year,geoid,tract_latitude,tract_longitude,lat,lon
MANGANESE,Groundwater,"LEONARD CHEMICAL CO., INC.",SCD991279324,ROCK HILL,YORK,SC,29704,5080 Cureton Ferry Road,34.851669,-80.904169,4,Currently on the Final NPL,N,N,1,1,Record of Decision,8/20/01,2001,45091060501,+34.9325443,-081.0382008,-81.0250784,34.9248667
MERCURY,Soil,"LEONARD CHEMICAL CO., INC.",SCD991279324,ROCK HILL,YORK,SC,29704,5080 Cureton Ferry Road,34.851669,-80.904169,4,Currently on the Final NPL,N,N,1,1,Record of Decision,8/20/01,2001,45091060501,+34.9325443,-081.0382008,-81.0250784,34.9248667
TETRACHLOROETHENE,Groundwater,"LEONARD CHEMICAL CO., INC.",SCD991279324,ROCK HILL,YORK,SC,29704,5080 Cureton Ferry Road,34.851669,-80.904169,4,Currently on the Final NPL,N,N,1,1,Record of Decision,8/20/01,2001,45091060501,+34.9325443,-081.0382008,-81.0250784,34.9248667
TETRACHLOROETHENE,Soil,"LEONARD CHEMICAL CO., INC.",SCD991279324,ROCK HILL,YORK,SC,29704,5080 Cureton Ferry Road,34.851669,-80.904169,4,Currently on the Final NPL,N,N,1,1,Record of Decision,8/20/01,2001,45091060501,+34.9325443,-081.0382008,-81.0250784,34.9248667
TOLUENE,Groundwater,"LEONARD CHEMICAL CO., INC.",SCD991279324,ROCK HILL,YORK,SC,29704,5080 Cureton Ferry Road,34.851669,-80.904169,4,Currently on the Final NPL,N,N,1,1,Record of Decision,8/20/01,2001,45091060501,+34.9325443,-081.0382008,-81.0250784,34.9248667
TOLUENE,Soil,"LEONARD CHEMICAL CO., INC.",SCD991279324,ROCK HILL,YORK,SC,29704,5080 Cureton Ferry Road,34.851669,-80.904169,4,Currently on the Final NPL,N,N,1,1,Record of Decision,8/20/01,2001,45091060501,+34.9325443,-081.0382008,-81.0250784,34.9248667
TRICHLOROETHENE,Groundwater,"LEONARD CHEMICAL CO., INC.",SCD991279324,ROCK HILL,YORK,SC,29704,5080 Cureton Ferry Road,34.851669,-80.904169,4,Currently on the Final NPL,N,N,1,1,Record of Decision,8/20/01,2001,45091060501,+34.9325443,-081.0382008,-81.0250784,34.9248667
TRICHLOROETHENE,Soil,"LEONARD CHEMICAL CO., INC.",SCD991279324,ROCK HILL,YORK,SC,29704,5080 Cureton Ferry Road,34.851669,-80.904169,4,Currently on the Final NPL,N,N,1,1,Record of Decision,8/20/01,2001,45091060501,+34.9325443,-081.0382008,-81.0250784,34.9248667
VANADIUM,Soil,"LEONARD CHEMICAL CO., INC.",SCD991279324,ROCK HILL,YORK,SC,29704,5080 Cureton Ferry Road,34.851669,-80.904169,4,Currently on the Final NPL,N,N,1,1,Record of Decision,8/20/01,2001,45091060501,+34.9325443,-081.0382008,-81.0250784,34.9248667
ZINC,Groundwater,"LEONARD CHEMICAL CO., INC.",SCD991279324,ROCK HILL,YORK,SC,29704,5080 Cureton Ferry Road,34.851669,-80.904169,4,Currently on the Final NPL,N,N,1,1,Record of Decision,8/20/01,2001,45091060501,+34.9325443,-081.0382008,-81.0250784,34.9248667
"1,1-DICHLOROETHENE",Groundwater,LEXINGTON COUNTY LANDFILL AREA,SCD980558043,CAYCE,LEXINGTON,SC,29033,1959 Middleton Street,33.919581,-81.074169,4,Currently on the Final NPL,N,N,1,1,Record of Decision,9/29/94,1994,45063020202,+33.9592231,-081.0781384,-81.0739827,33.9657091
"1,2-DICHLOROETHANE",Groundwater,LEXINGTON COUNTY LANDFILL AREA,SCD980558043,CAYCE,LEXINGTON,SC,29033,1959 Middleton Street,33.919581,-81.074169,4,Currently on the Final NPL,N,N,1,1,Record of Decision,9/29/94,1994,45063020202,+33.9592231,-081.0781384,-81.0739827,33.9657091
"1,4-DICHLOROBENZENE",Groundwater,LEXINGTON COUNTY LANDFILL AREA,SCD980558043,CAYCE,LEXINGTON,SC,29033,1959 Middleton Street,33.919581,-81.074169,4,Currently on the Final NPL,N,N,1,1,Record of Decision,9/29/94,1994,45063020202,+33.9592231,-081.0781384,-81.0739827,33.9657091
ARSENIC,Groundwater,LEXINGTON COUNTY LANDFILL AREA,SCD980558043,CAYCE,LEXINGTON,SC,29033,1959 Middleton Street,33.919581,-81.074169,4,Currently on the Final NPL,N,N,1,1,Record of Decision,9/29/94,1994,45063020202,+33.9592231,-081.0781384,-81.0739827,33.9657091
BARIUM,Groundwater,LEXINGTON COUNTY LANDFILL AREA,SCD980558043,CAYCE,LEXINGTON,SC,29033,1959 Middleton Street,33.919581,-81.074169,4,Currently on the Final NPL,N,N,1,1,Record of Decision,9/29/94,1994,45063020202,+33.9592231,-081.0781384,-81.0739827,33.9657091
BENZENE,Groundwater,LEXINGTON COUNTY LANDFILL AREA,SCD980558043,CAYCE,LEXINGTON,SC,29033,1959 Middleton Street,33.919581,-81.074169,4,Currently on the Final NPL,N,N,1,1,Record of Decision,9/29/94,1994,45063020202,+33.9592231,-081.0781384,-81.0739827,33.9657091
BERYLLIUM,Groundwater,LEXINGTON COUNTY LANDFILL AREA,SCD980558043,CAYCE,LEXINGTON,SC,29033,1959 Middleton Street,33.919581,-81.074169,4,Currently on the Final NPL,N,N,1,1,Record of Decision,9/29/94,1994,45063020202,+33.9592231,-081.0781384,-81.0739827,33.9657091
BIS(2-ETHYLHEXYL)PHTHALATE,Groundwater,LEXINGTON COUNTY LANDFILL AREA,SCD980558043,CAYCE,LEXINGTON,SC,29033,1959 Middleton Street,33.919581,-81.074169,4,Currently on the Final NPL,N,N,1,1,Record of Decision,9/29/94,1994,45063020202,+33.9592231,-081.0781384,-81.0739827,33.9657091
BROMODICHLOROMETHANE,Groundwater,LEXINGTON COUNTY LANDFILL AREA,SCD980558043,CAYCE,LEXINGTON,SC,29033,1959 Middleton Street,33.919581,-81.074169,4,Currently on the Final NPL,N,N,1,1,Record of Decision,9/29/94,1994,45063020202,+33.9592231,-081.0781384,-81.0739827,33.9657091
CADMIUM,Groundwater,LEXINGTON COUNTY LANDFILL AREA,SCD980558043,CAYCE,LEXINGTON,SC,29033,1959 Middleton Street,33.919581,-81.074169,4,Currently on the Final NPL,N,N,1,1,Record of Decision,9/29/94,1994,45063020202,+33.9592231,-081.0781384,-81.0739827,33.9657091
CHLOROETHENE (VINYL CHLORIDE),Groundwater,LEXINGTON COUNTY LANDFILL AREA,SCD980558043,CAYCE,LEXINGTON,SC,29033,1959 Middleton Street,33.919581,-81.074169,4,Currently on the Final NPL,N,N,1,1,Record of Decision,9/29/94,1994,45063020202,+33.9592231,-081.0781384,-81.0739827,33.9657091
CHROMIUM,Groundwater,LEXINGTON COUNTY LANDFILL AREA,SCD980558043,CAYCE,LEXINGTON,SC,29033,1959 Middleton Street,33.919581,-81.074169,4,Currently on the Final NPL,N,N,1,1,Record of Decision,9/29/94,1994,45063020202,+33.9592231,-081.0781384,-81.0739827,33.9657091
DICHLOROMETHANE (METHYLENE CHLORIDE),Groundwater,LEXINGTON COUNTY LANDFILL AREA,SCD980558043,CAYCE,LEXINGTON,SC,29033,1959 Middleton Street,33.919581,-81.074169,4,Currently on the Final NPL,N,N,1,1,Record of Decision,9/29/94,1994,45063020202,+33.9592231,-081.0781384,-81.0739827,33.9657091
LEAD,Groundwater,LEXINGTON COUNTY LANDFILL AREA,SCD980558043,CAYCE,LEXINGTON,SC,29033,1959 Middleton Street,33.919581,-81.074169,4,Currently on the Final NPL,N,N,1,1,Record of Decision,9/29/94,1994,45063020202,+33.9592231,-081.0781384,-81.0739827,33.9657091
MANGANESE,Groundwater,LEXINGTON COUNTY LANDFILL AREA,SCD980558043,CAYCE,LEXINGTON,SC,29033,1959 Middleton Street,33.919581,-81.074169,4,Currently on the Final NPL,N,N,1,1,Record of Decision,9/29/94,1994,45063020202,+33.9592231,-081.0781384,-81.0739827,33.9657091
NICKEL,Groundwater,LEXINGTON COUNTY LANDFILL AREA,SCD980558043,CAYCE,LEXINGTON,SC,29033,1959 Middleton Street,33.919581,-81.074169,4,Currently on the Final NPL,N,N,1,1,Record of Decision,9/29/94,1994,45063020202,+33.9592231,-081.0781384,-81.0739827,33.9657091
TETRACHLOROETHENE,Groundwater,LEXINGTON COUNTY LANDFILL AREA,SCD980558043,CAYCE,LEXINGTON,SC,29033,1959 Middleton Street,33.919581,-81.074169,4,Currently on the Final NPL,N,N,1,1,Record of Decision,9/29/94,1994,45063020202,+33.9592231,-081.0781384,-81.0739827,33.9657091
TRICHLOROETHENE,Groundwater,LEXINGTON COUNTY LANDFILL AREA,SCD980558043,CAYCE,LEXINGTON,SC,29033,1959 Middleton Street,33.919581,-81.074169,4,Currently on the Final NPL,N,N,1,1,Record of Decision,9/29/94,1994,45063020202,+33.9592231,-081.0781384,-81.0739827,33.9657091
VANADIUM,Groundwater,LEXINGTON COUNTY LANDFILL AREA,SCD980558043,CAYCE,LEXINGTON,SC,29033,1959 Middleton Street,33.919581,-81.074169,4,Currently on the Final NPL,N,N,1,1,Record of Decision,9/29/94,1994,45063020202,+33.9592231,-081.0781384,-81.0739827,33.9657091
ZINC,Groundwater,LEXINGTON COUNTY LANDFILL AREA,SCD980558043,CAYCE,LEXINGTON,SC,29033,1959 Middleton Street,33.919581,-81.074169,4,Currently on the Final NPL,N,N,1,1,Record of Decision,9/29/94,1994,45063020202,+33.9592231,-081.0781384,-81.0739827,33.9657091
ARSENIC,Soil,LYMAN DYEING AND FINISHING,SCD987584653,LYMAN,SPARTANBURG,SC,29365,17 Spartanburg Road,,,4,Not on the NPL,Y,N,1,1,Record of Decision,9/29/09,2009,45083023102,+34.9459973,-082.1019723,-82.1273312,34.9481741
BENZO(B)FLUORANTHENE,Soil,LYMAN DYEING AND FINISHING,SCD987584653,LYMAN,SPARTANBURG,SC,29365,17 Spartanburg Road,,,4,Not on the NPL,Y,N,1,1,Record of Decision,9/29/09,2009,45083023102,+34.9459973,-082.1019723,-82.1273312,34.9481741
BENZO(K)FLUORANTHENE,Soil,LYMAN DYEING AND FINISHING,SCD987584653,LYMAN,SPARTANBURG,SC,29365,17 Spartanburg Road,,,4,Not on the NPL,Y,N,1,1,Record of Decision,9/29/09,2009,45083023102,+34.9459973,-082.1019723,-82.1273312,34.9481741
BENZO[A]ANTHRACENE,Soil,LYMAN DYEING AND FINISHING,SCD987584653,LYMAN,SPARTANBURG,SC,29365,17 Spartanburg Road,,,4,Not on the NPL,Y,N,1,1,Record of Decision,9/29/09,2009,45083023102,+34.9459973,-082.1019723,-82.1273312,34.9481741
BENZO[A]PYRENE,Soil,LYMAN DYEING AND FINISHING,SCD987584653,LYMAN,SPARTANBURG,SC,29365,17 Spartanburg Road,,,4,Not on the NPL,Y,N,1,1,Record of Decision,9/29/09,2009,45083023102,+34.9459973,-082.1019723,-82.1273312,34.9481741
CHRYSENE,Soil,LYMAN DYEING AND FINISHING,SCD987584653,LYMAN,SPARTANBURG,SC,29365,17 Spartanburg Road,,,4,Not on the NPL,Y,N,1,1,Record of Decision,9/29/09,2009,45083023102,+34.9459973,-082.1019723,-82.1273312,34.9481741
"DIBENZO(A,H)ANTHRACENE",Soil,LYMAN DYEING AND FINISHING,SCD987584653,LYMAN,SPARTANBURG,SC,29365,17 Spartanburg Road,,,4,Not on the NPL,Y,N,1,1,Record of Decision,9/29/09,2009,45083023102,+34.9459973,-082.1019723,-82.1273312,34.9481741
"INDENO(1,2,3-CD)PYRENE",Soil,LYMAN DYEING AND FINISHING,SCD987584653,LYMAN,SPARTANBURG,SC,29365,17 Spartanburg Road,,,4,Not on the NPL,Y,N,1,1,Record of Decision,9/29/09,2009,45083023102,+34.9459973,-082.1019723,-82.1273312,34.9481741
IRON,Soil,LYMAN DYEING AND FINISHING,SCD987584653,LYMAN,SPARTANBURG,SC,29365,17 Spartanburg Road,,,4,Not on the NPL,Y,N,1,1,Record of Decision,9/29/09,2009,45083023102,+34.9459973,-082.1019723,-82.1273312,34.9481741
ANTIMONY,Groundwater,MACALLOY CORPORATION,SCD003360476,NORTH CHARLESTON,CHARLESTON,SC,29405,1800 Pittsburgh Avenue,32.838056,-79.951194,4,Currently on the Final NPL,N,N,1,1,Record of Decision,8/21/02,2002,45019003108,+32.9160676,-080.0723760,-80.0629982,32.9131295
ARSENIC,Groundwater,MACALLOY CORPORATION,SCD003360476,NORTH CHARLESTON,CHARLESTON,SC,29405,1800 Pittsburgh Avenue,32.838056,-79.951194,4,Currently on the Final NPL,N,N,1,1,Record of Decision,8/21/02,2002,45019003108,+32.9160676,-080.0723760,-80.0629982,32.9131295
ARSENIC,Soil,MACALLOY CORPORATION,SCD003360476,NORTH CHARLESTON,CHARLESTON,SC,29405,1800 Pittsburgh Avenue,32.838056,-79.951194,4,Currently on the Final NPL,N,N,1,1,Record of Decision,8/21/02,2002,45019003108,+32.9160676,-080.0723760,-80.0629982,32.9131295
CHROMIUM,Sediment,MACALLOY CORPORATION,SCD003360476,NORTH CHARLESTON,CHARLESTON,SC,29405,1800 Pittsburgh Avenue,32.838056,-79.951194,4,Currently on the Final NPL,N,N,1,1,Record of Decision,8/21/02,2002,45019003108,+32.9160676,-080.0723760,-80.0629982,32.9131295
CHROMIUM(VI),Groundwater,MACALLOY CORPORATION,SCD003360476,NORTH CHARLESTON,CHARLESTON,SC,29405,1800 Pittsburgh Avenue,32.838056,-79.951194,4,Currently on the Final NPL,N,N,1,1,Record of Decision,8/21/02,2002,45019003108,+32.9160676,-080.0723760,-80.0629982,32.9131295
CHROMIUM(VI),Soil,MACALLOY CORPORATION,SCD003360476,NORTH CHARLESTON,CHARLESTON,SC,29405,1800 Pittsburgh Avenue,32.838056,-79.951194,4,Currently on the Final NPL,N,N,1,1,Record of Decision,8/21/02,2002,45019003108,+32.9160676,-080.0723760,-80.0629982,32.9131295
IRON,Groundwater,MACALLOY CORPORATION,SCD003360476,NORTH CHARLESTON,CHARLESTON,SC,29405,1800 Pittsburgh Avenue,32.838056,-79.951194,4,Currently on the Final NPL,N,N,1,1,Record of Decision,8/21/02,2002,45019003108,+32.9160676,-080.0723760,-80.0629982,32.9131295
MANGANESE,Groundwater,MACALLOY CORPORATION,SCD003360476,NORTH CHARLESTON,CHARLESTON,SC,29405,1800 Pittsburgh Avenue,32.838056,-79.951194,4,Currently on the Final NPL,N,N,1,1,Record of Decision,8/21/02,2002,45019003108,+32.9160676,-080.0723760,-80.0629982,32.9131295
NICKEL,Sediment,MACALLOY CORPORATION,SCD003360476,NORTH CHARLESTON,CHARLESTON,SC,29405,1800 Pittsburgh Avenue,32.838056,-79.951194,4,Currently on the Final NPL,N,N,1,1,Record of Decision,8/21/02,2002,45019003108,+32.9160676,-080.0723760,-80.0629982,32.9131295
ZINC,Sediment,MACALLOY CORPORATION,SCD003360476,NORTH CHARLESTON,CHARLESTON,SC,29405,1800 Pittsburgh Avenue,32.838056,-79.951194,4,Currently on the Final NPL,N,N,1,1,Record of Decision,8/21/02,2002,45019003108,+32.9160676,-080.0723760,-80.0629982,32.9131295
"1,1,1-TRICHLOROETHANE",Groundwater,MEDLEY FARM DRUM DUMP,SCD980558142,GAFFNEY,CHEROKEE,SC,29340,198 East Burford Street,34.9805,-81.6685,4,Currently on the Final NPL,N,N,1,1,ROD Amendment,8/15/12,2012,45021970201,+35.0819573,-081.7015857,-81.6498195,35.0717945
"1,1,2-TRICHLOROETHANE",Groundwater,MEDLEY FARM DRUM DUMP,SCD980558142,GAFFNEY,CHEROKEE,SC,29340,198 East Burford Street,34.9805,-81.6685,4,Currently on the Final NPL,N,N,1,1,ROD Amendment,8/15/12,2012,45021970201,+35.0819573,-081.7015857,-81.6498195,35.0717945
"1,1-DICHLOROETHANE",Groundwater,MEDLEY FARM DRUM DUMP,SCD980558142,GAFFNEY,CHEROKEE,SC,29340,198 East Burford Street,34.9805,-81.6685,4,Currently on the Final NPL,N,N,1,1,ROD Amendment,8/15/12,2012,45021970201,+35.0819573,-081.7015857,-81.6498195,35.0717945
"1,1-DICHLOROETHENE",Groundwater,MEDLEY FARM DRUM DUMP,SCD980558142,GAFFNEY,CHEROKEE,SC,29340,198 East Burford Street,34.9805,-81.6685,4,Currently on the Final NPL,N,N,1,1,ROD Amendment,8/15/12,2012,45021970201,+35.0819573,-081.7015857,-81.6498195,35.0717945
"1,2-DICHLOROETHANE",Groundwater,MEDLEY FARM DRUM DUMP,SCD980558142,GAFFNEY,CHEROKEE,SC,29340,198 East Burford Street,34.9805,-81.6685,4,Currently on the Final NPL,N,N,1,1,ROD Amendment,8/15/12,2012,45021970201,+35.0819573,-081.7015857,-81.6498195,35.0717945
2-BUTANONE (METHYL ETHYL KETONE),Groundwater,MEDLEY FARM DRUM DUMP,SCD980558142,GAFFNEY,CHEROKEE,SC,29340,198 East Burford Street,34.9805,-81.6685,4,Currently on the Final NPL,N,N,1,1,ROD Amendment,8/15/12,2012,45021970201,+35.0819573,-081.7015857,-81.6498195,35.0717945
ACETONE,Groundwater,MEDLEY FARM DRUM DUMP,SCD980558142,GAFFNEY,CHEROKEE,SC,29340,198 East Burford Street,34.9805,-81.6685,4,Currently on the Final NPL,N,N,1,1,ROD Amendment,8/15/12,2012,45021970201,+35.0819573,-081.7015857,-81.6498195,35.0717945
BENZENE,Groundwater,MEDLEY FARM DRUM DUMP,SCD980558142,GAFFNEY,CHEROKEE,SC,29340,198 East Burford Street,34.9805,-81.6685,4,Currently on the Final NPL,N,N,1,1,ROD Amendment,8/15/12,2012,45021970201,+35.0819573,-081.7015857,-81.6498195,35.0717945
CHLOROFORM,Groundwater,MEDLEY FARM DRUM DUMP,SCD980558142,GAFFNEY,CHEROKEE,SC,29340,198 East Burford Street,34.9805,-81.6685,4,Currently on the Final NPL,N,N,1,1,ROD Amendment,8/15/12,2012,45021970201,+35.0819573,-081.7015857,-81.6498195,35.0717945
CHLOROMETHANE,Groundwater,MEDLEY FARM DRUM DUMP,SCD980558142,GAFFNEY,CHEROKEE,SC,29340,198 East Burford Street,34.9805,-81.6685,4,Currently on the Final NPL,N,N,1,1,ROD Amendment,8/15/12,2012,45021970201,+35.0819573,-081.7015857,-81.6498195,35.0717945
"CIS-1,2-DICHLOROETHENE",Groundwater,MEDLEY FARM DRUM DUMP,SCD980558142,GAFFNEY,CHEROKEE,SC,29340,198 East Burford Street,34.9805,-81.6685,4,Currently on the Final NPL,N,N,1,1,ROD Amendment,8/15/12,2012,45021970201,+35.0819573,-081.7015857,-81.6498195,35.0717945
DICHLOROMETHANE (METHYLENE CHLORIDE),Groundwater,MEDLEY FARM DRUM DUMP,SCD980558142,GAFFNEY,CHEROKEE,SC,29340,198 East Burford Street,34.9805,-81.6685,4,Currently on the Final NPL,N,N,1,1,ROD Amendment,8/15/12,2012,45021970201,+35.0819573,-081.7015857,-81.6498195,35.0717945
TETRACHLOROETHENE,Groundwater,MEDLEY FARM DRUM DUMP,SCD980558142,GAFFNEY,CHEROKEE,SC,29340,198 East Burford Street,34.9805,-81.6685,4,Currently on the Final NPL,N,N,1,1,ROD Amendment,8/15/12,2012,45021970201,+35.0819573,-081.7015857,-81.6498195,35.0717945
"TRANS-1,2-DICHLOROETHENE",Groundwater,MEDLEY FARM DRUM DUMP,SCD980558142,GAFFNEY,CHEROKEE,SC,29340,198 East Burford Street,34.9805,-81.6685,4,Currently on the Final NPL,N,N,1,1,ROD Amendment,8/15/12,2012,45021970201,+35.0819573,-081.7015857,-81.6498195,35.0717945
TRICHLOROETHENE,Groundwater,MEDLEY FARM DRUM DUMP,SCD980558142,GAFFNEY,CHEROKEE,SC,29340,198 East Burford Street,34.9805,-81.6685,4,Currently on the Final NPL,N,N,1,1,ROD Amendment,8/15/12,2012,45021970201,+35.0819573,-081.7015857,-81.6498195,35.0717945
"1,1,1-TRICHLOROETHANE",Groundwater,MEDLEY FARM DRUM DUMP,SCD980558142,GAFFNEY,CHEROKEE,SC,29340,198 East Burford Street,34.9805,-81.6685,4,Currently on the Final NPL,N,N,1,1,Record of Decision,5/29/91,1991,45021970201,+35.0819573,-081.7015857,-81.6498195,35.0717945
"1,1,2,2-TETRACHLOROETHANE",Soil,MEDLEY FARM DRUM DUMP,SCD980558142,GAFFNEY,CHEROKEE,SC,29340,198 East Burford Street,34.9805,-81.6685,4,Currently on the Final NPL,N,N,1,1,Record of Decision,5/29/91,1991,45021970201,+35.0819573,-081.7015857,-81.6498195,35.0717945
"1,1,2-TRICHLOROETHANE",Groundwater,MEDLEY FARM DRUM DUMP,SCD980558142,GAFFNEY,CHEROKEE,SC,29340,198 East Burford Street,34.9805,-81.6685,4,Currently on the Final NPL,N,N,1,1,Record of Decision,5/29/91,1991,45021970201,+35.0819573,-081.7015857,-81.6498195,35.0717945
"1,1,2-TRICHLOROETHANE",Soil,MEDLEY FARM DRUM DUMP,SCD980558142,GAFFNEY,CHEROKEE,SC,29340,198 East Burford Street,34.9805,-81.6685,4,Currently on the Final NPL,N,N,1,1,Record of Decision,5/29/91,1991,45021970201,+35.0819573,-081.7015857,-81.6498195,35.0717945
"1,1-DICHLOROETHANE",Groundwater,MEDLEY FARM DRUM DUMP,SCD980558142,GAFFNEY,CHEROKEE,SC,29340,198 East Burford Street,34.9805,-81.6685,4,Currently on the Final NPL,N,N,1,1,Record of Decision,5/29/91,1991,45021970201,+35.0819573,-081.7015857,-81.6498195,35.0717945
"1,1-DICHLOROETHENE",Groundwater,MEDLEY FARM DRUM DUMP,SCD980558142,GAFFNEY,CHEROKEE,SC,29340,198 East Burford Street,34.9805,-81.6685,4,Currently on the Final NPL,N,N,1,1,Record of Decision,5/29/91,1991,45021970201,+35.0819573,-081.7015857,-81.6498195,35.0717945
"1,2,4-TRICHLOROBENZENE",Soil,MEDLEY FARM DRUM DUMP,SCD980558142,GAFFNEY,CHEROKEE,SC,29340,198 East Burford Street,34.9805,-81.6685,4,Currently on the Final NPL,N,N,1,1,Record of Decision,5/29/91,1991,45021970201,+35.0819573,-081.7015857,-81.6498195,35.0717945
"1,2-DICHLOROETHANE",Groundwater,MEDLEY FARM DRUM DUMP,SCD980558142,GAFFNEY,CHEROKEE,SC,29340,198 East Burford Street,34.9805,-81.6685,4,Currently on the Final NPL,N,N,1,1,Record of Decision,5/29/91,1991,45021970201,+35.0819573,-081.7015857,-81.6498195,35.0717945
"1,2-DICHLOROETHENE (CIS AND TRANS MIXTURE)",Groundwater,MEDLEY FARM DRUM DUMP,SCD980558142,GAFFNEY,CHEROKEE,SC,29340,198 East Burford Street,34.9805,-81.6685,4,Currently on the Final NPL,N,N,1,1,Record of Decision,5/29/91,1991,45021970201,+35.0819573,-081.7015857,-81.6498195,35.0717945
"1,2-DICHLOROETHENE (CIS AND TRANS MIXTURE)",Soil,MEDLEY FARM DRUM DUMP,SCD980558142,GAFFNEY,CHEROKEE,SC,29340,198 East Burford Street,34.9805,-81.6685,4,Currently on the Final NPL,N,N,1,1,Record of Decision,5/29/91,1991,45021970201,+35.0819573,-081.7015857,-81.6498195,35.0717945
"1,2-DICHLOROPROPANE",Soil,MEDLEY FARM DRUM DUMP,SCD980558142,GAFFNEY,CHEROKEE,SC,29340,198 East Burford Street,34.9805,-81.6685,4,Currently on the Final NPL,N,N,1,1,Record of Decision,5/29/91,1991,45021970201,+35.0819573,-081.7015857,-81.6498195,35.0717945
2-BUTANONE (METHYL ETHYL KETONE),Groundwater,MEDLEY FARM DRUM DUMP,SCD980558142,GAFFNEY,CHEROKEE,SC,29340,198 East Burford Street,34.9805,-81.6685,4,Currently on the Final NPL,N,N,1,1,Record of Decision,5/29/91,1991,45021970201,+35.0819573,-081.7015857,-81.6498195,35.0717945
ACETONE,Groundwater,MEDLEY FARM DRUM DUMP,SCD980558142,GAFFNEY,CHEROKEE,SC,29340,198 East Burford Street,34.9805,-81.6685,4,Currently on the Final NPL,N,N,1,1,Record of Decision,5/29/91,1991,45021970201,+35.0819573,-081.7015857,-81.6498195,35.0717945
AROCLOR 1254,Soil,MEDLEY FARM DRUM DUMP,SCD980558142,GAFFNEY,CHEROKEE,SC,29340,198 East Burford Street,34.9805,-81.6685,4,Currently on the Final NPL,N,N,1,1,Record of Decision,5/29/91,1991,45021970201,+35.0819573,-081.7015857,-81.6498195,35.0717945
BENZENE,Groundwater,MEDLEY FARM DRUM DUMP,SCD980558142,GAFFNEY,CHEROKEE,SC,29340,198 East Burford Street,34.9805,-81.6685,4,Currently on the Final NPL,N,N,1,1,Record of Decision,5/29/91,1991,45021970201,+35.0819573,-081.7015857,-81.6498195,35.0717945
BIS(2-ETHYLHEXYL)PHTHALATE,Soil,MEDLEY FARM DRUM DUMP,SCD980558142,GAFFNEY,CHEROKEE,SC,29340,198 East Burford Street,34.9805,-81.6685,4,Currently on the Final NPL,N,N,1,1,Record of Decision,5/29/91,1991,45021970201,+35.0819573,-081.7015857,-81.6498195,35.0717945
BUTYL BENZYL PHTHALATE,Soil,MEDLEY FARM DRUM DUMP,SCD980558142,GAFFNEY,CHEROKEE,SC,29340,198 East Burford Street,34.9805,-81.6685,4,Currently on the Final NPL,N,N,1,1,Record of Decision,5/29/91,1991,45021970201,+35.0819573,-081.7015857,-81.6498195,35.0717945
CHLOROETHENE (VINYL CHLORIDE),Soil,MEDLEY FARM DRUM DUMP,SCD980558142,GAFFNEY,CHEROKEE,SC,29340,198 East Burford Street,34.9805,-81.6685,4,Currently on the Final NPL,N,N,1,1,Record of Decision,5/29/91,1991,45021970201,+35.0819573,-081.7015857,-81.6498195,35.0717945
CHLOROMETHANE,Groundwater,MEDLEY FARM DRUM DUMP,SCD980558142,GAFFNEY,CHEROKEE,SC,29340,198 East Burford Street,34.9805,-81.6685,4,Currently on the Final NPL,N,N,1,1,Record of Decision,5/29/91,1991,45021970201,+35.0819573,-081.7015857,-81.6498195,35.0717945
DI-N-OCTYL PHTHALATE,Soil,MEDLEY FARM DRUM DUMP,SCD980558142,GAFFNEY,CHEROKEE,SC,29340,198 East Burford Street,34.9805,-81.6685,4,Currently on the Final NPL,N,N,1,1,Record of Decision,5/29/91,1991,45021970201,+35.0819573,-081.7015857,-81.6498195,35.0717945
DIBUTYL PHTHALATE,Soil,MEDLEY FARM DRUM DUMP,SCD980558142,GAFFNEY,CHEROKEE,SC,29340,198 East Burford Street,34.9805,-81.6685,4,Currently on the Final NPL,N,N,1,1,Record of Decision,5/29/91,1991,45021970201,+35.0819573,-081.7015857,-81.6498195,35.0717945
DICHLOROMETHANE (METHYLENE CHLORIDE),Groundwater,MEDLEY FARM DRUM DUMP,SCD980558142,GAFFNEY,CHEROKEE,SC,29340,198 East Burford Street,34.9805,-81.6685,4,Currently on the Final NPL,N,N,1,1,Record of Decision,5/29/91,1991,45021970201,+35.0819573,-081.7015857,-81.6498195,35.0717945
DICHLOROMETHANE (METHYLENE CHLORIDE),Soil,MEDLEY FARM DRUM DUMP,SCD980558142,GAFFNEY,CHEROKEE,SC,29340,198 East Burford Street,34.9805,-81.6685,4,Currently on the Final NPL,N,N,1,1,Record of Decision,5/29/91,1991,45021970201,+35.0819573,-081.7015857,-81.6498195,35.0717945
ETHYLBENZENE,Soil,MEDLEY FARM DRUM DUMP,SCD980558142,GAFFNEY,CHEROKEE,SC,29340,198 East Burford Street,34.9805,-81.6685,4,Currently on the Final NPL,N,N,1,1,Record of Decision,5/29/91,1991,45021970201,+35.0819573,-081.7015857,-81.6498195,35.0717945
STYRENE,Soil,MEDLEY FARM DRUM DUMP,SCD980558142,GAFFNEY,CHEROKEE,SC,29340,198 East Burford Street,34.9805,-81.6685,4,Currently on the Final NPL,N,N,1,1,Record of Decision,5/29/91,1991,45021970201,+35.0819573,-081.7015857,-81.6498195,35.0717945
