objectid,name,mail_phone,GEOID,tract_latitude,tract_longitude,lat,lon
9595,Farmer's Market Of Bluffton,8434152446,45013002107,+32.2608068,-080.8659839,32.2374171,-80.86239822
9607,Branton Produce,8438873126,45019005000,+33.0393507,-079.5734552,33.11136056,-79.46049426
9608,Boone Hall Farms Market Produce Stand,8438844371,45019004608,+32.8973520,-079.7890349,32.85221178,-79.80639255
9609,Rivers Vegetable Market,8438759036,45035010504,+32.9855747,-080.2374595,33.0097321,-80.24109315
9611,Hampton County Farmer's Market,8039422324,45049920200,+32.8590563,-081.0106074,32.85834115,-81.09152242
9617,Marshview Farm,5129697300,45013001102,+32.3630229,-080.5792222,32.34762517,-80.58450852
9618,Dempsey Farms,8438383656,45013001102,+32.3630229,-080.5792222,32.32828611,-80.60545881
9620,Barefoot Farms,8438387421,45013001101,+32.4230434,-080.5098578,32.40122042,-80.5704695
9627,Branchville Farmer's Market,8033471604,45075011700,+33.3176401,-080.8857594,33.25284535,-80.81533927
9633,Fields Family Farm,843-729-9606,45019002103,+32.6727041,-080.0718045,32.68285978,-80.02449962
9693,Jaw's Produce,843-457-5259,45051060301,+33.8542270,-078.8517314,33.8602987,-78.8163573
9713,Williamsburg County Farmers Market,8433569493,45089970502,+33.7051116,-079.7531332,33.66712055,-79.82096194
9719,Jackson's Peach Stand,(803) 637-3265,45003020302,+33.6120849,-081.7527523,33.59696669,-81.72536794
9725,Lee's Farmers Market,8436517398,45043920502,+33.5181934,-079.0806567,33.54168449,-79.04980241
9728,Carrols Produce - Enoch Road,8434216294,45051080200,+33.9415985,-079.2327837,33.90794395,-79.13365146
9730,Bobby's Produce,,45051080102,+34.0039385,-079.2072429,33.96230254,-79.18035726
9731,Dean's Produce,8432892395,45051080200,+33.9415985,-079.2327837,33.92114725,-79.15241357
9740,Mcdowell Farms,8649788158,45083022304,+35.1470996,-081.9381782,35.14806684,-81.97464167
9748,The Fruit Stand,,45027960400,+33.7237211,-080.3778775,33.76145785,-80.35865944
9749,Wildfire Farm,(803) 499-1749,45085000202,+34.0127661,-080.4618438,34.03341207,-80.46334124
9750,Matthews Produce,(352) 457-2238,45085000202,+34.0127661,-080.4618438,34.03341207,-80.46334124
9751,Bradley's Produce,(803) 774-5050,45085001300,+33.9165836,-080.3525729,33.92138973,-80.35960188
9752,Deaton Produce,,45085000901,+33.9483910,-080.3732220,33.95665351,-80.38381603
9769,Belton Farmer's Market,,45007011402,+34.5256364,-082.4416280,34.52804217,-82.49586968
9778,Iva Farmer's Market,,45007011700,+34.3109700,-082.6793835,34.30671403,-82.66390094
9779,Pendleton Farmers' Market,,45007010700,+34.6422416,-082.7791119,34.65214911,-82.78410114
9793,Manning Farmers Market,8034358477,45027960500,+33.7032431,-080.2749535,33.69627544,-80.20922248
9796,Williams Produce,8437743610,45033970100,+34.5280750,-079.4228841,34.47650334,-79.40174047
9797,Johnston Farmers Market,8032750010,45037970300,+33.7963576,-081.7706297,33.83125671,-81.80194366
9801,Edgefield Farmers' Market,8035070278,45037970202,+33.8472526,-081.9454445,33.79137819,-81.92903228
9803,Lambs Produce,8436656604,45041001400,+34.1570461,-079.7798661,34.16783112,-79.76430551
9810,Farmer Ed's Produce,843-264-5241,45043920202,+33.5087031,-079.4737419,33.44747286,-79.55136575
9813,Simpsonville Farmers' Market,,45045003010,+34.7569276,-082.2476429,34.73918772,-82.25067479
9822,Early Bird Farms,8649427566,45047970101,+34.3088563,-082.1849097,34.35403784,-82.21780764
9824,Bellamy Farms,8437566741,45051030101,+33.9968965,-078.7814877,34.00741668,-78.76207107
9826,Holmes Farms Produce,8437562378,45051020300,+34.0146550,-078.9590241,33.9970017,-78.86627547
9834,Coastal Carolina University (CCU) Farmers Market,843-839-4488,45051060405,+33.7922107,-079.0120361,33.79626665,-79.00764925
9841,Market Common Farmers Market,843-839-4488,45051980100,+33.6782314,-078.9302466,33.67080881,-78.93922846
9843,Surfside Beach Farmers Market,843-839-4488,45051051201,+33.6145803,-078.9706701,33.60839004,-78.97462174
9850,Rawl's,8033594415,45063021022,+34.0017338,-081.3138256,33.97954115,-81.33170187
9869,A & M Produce,8647236252,45073030902,+34.5674445,-082.9778172,34.54215975,-82.98020215
9871,Foothills Heritage Market,(864) 972-3192,45073030601,+34.7033834,-082.9775697,34.67010754,-83.02340341
9873,The Happy Berry,8643509345,45077010200,+34.8872872,-082.8369628,34.84093172,-82.8699442
9875,Lever Farms,8033215952,45071950100,+34.3277733,-081.4594005,34.36029233,-81.47419858
9876,Seneca Farmer's Market,8648852726,45073030601,+34.7033834,-082.9775697,34.68665033,-82.95125958
9892,Hub City Farmer's Market - Wall St.,8645850905,45083021200,+34.9509248,-081.9167596,34.95040034,-81.93275434
9893,"Strawberry Hill, Usa",8644617225,45083022304,+35.1470996,-081.9381782,35.15089924,-81.95369474
9921,TD Saturday Market,,45045000200,+34.8478319,-082.3974862,34.85088821,-82.39940161
9923,3 Oaks Farm,8643244231,45073031000,+34.6292891,-083.0946501,34.66995638,-83.05820207
9931,Robby's Roadside Market,,45063021204,+34.1597134,-081.3343000,34.15828467,-81.33910324
9932,Bewell Mauldin Market,,45045002903,+34.7787267,-082.2934095,34.78105548,-82.30639574
9935,The Richburg Market Of Cotton Hills Farm,8033794545,45023020700,+34.7364624,-081.0291076,34.75191725,-81.05231754
9938,Salem Open Air Market,,45073030200,+34.9536664,-082.9849556,34.89179359,-82.97765641
9940,Carolina Fresh Market And More,864-847-1692,45007010500,+34.6393655,-082.5726968,34.64942107,-82.5242305
9941,Fisher's Orchard Pick Your Own Farm,864-895-4115,45045002402,+35.0071671,-082.2654592,35.03046675,-82.23343697
9945,Craven's Produce,864-684-0255,45059920700,+34.4682270,-081.9191816,34.47080901,-81.89783091
9972,Maria's Produce,,45025950300,+34.7507742,-080.2423477,34.77032805,-80.23995284
9975,Carroll's Produce Stand,No Phone,45067950600,+34.1309919,-079.3264614,34.12061841,-79.35456183
9984,Sellers Farm Produce - Mt Croghan,843-517-1201,45025950300,+34.7507742,-080.2423477,34.77032805,-80.23995284
9991,Pop Up Farmers Market,843-845-2875,45033970300,+34.4536751,-079.4414521,34.41736512,-79.37254198
10003,Rembert Farmers Market,803-236-4441,45085000100,+34.0878288,-080.5369525,34.09796064,-80.53540428
10017,Homestead Farmers Market,,45079011411,+34.1087411,-080.9119775,34.09620946,-80.92399141
11224,BELL FARMS PRODUCE,843-399-9513,45051030103,+33.9640860,-078.7323431,33.93899171,-78.73336011
11625,Mikes Produce and Seafood,843-497-2926,45051050200,+33.7725679,-078.7856627,33.77092574,-78.78873702
11626,Rivers Edge Market,843-283-9944,45051020200,+34.0490659,-078.8433664,34.04928744,-78.83446233
13620,Baker Produce and More,864-506-5511,45077011203,+34.6792351,-082.8023449,34.66084233,-82.81392171
14823,Freeman's Fresh Produce,843-693-7894,45019002103,+32.6727041,-080.0718045,32.64751665,-80.1423936
14824,Bone Hall Plantation and Garden,843-856-5366,45019004608,+32.8973520,-079.7890349,32.85307411,-79.80545841
