npi,basic_organization_name,latitude,longitude,address,city,state,zip,county,country,match_indicator,match_type,tiger_line_id,tiger_side,state_fips,county_fips,census_tract,census_block
1164747929,REGENESIS ORGANIZATION COMMUNITY HEALTH CENTER,34.933641,-81.931372,730 S Church St,Spartanburg,SC,29306,Spartanburg County,US,Match,Non_Exact,19523894,R,45,083,020900,1026
1164796215,INGLES MARKETS INC.,35.183018,-82.161411,1851 Highway 14,Landrum,SC,29356,Spartanburg County,US,Match,Non_Exact,632067797,L,45,083,022600,1074
1164987525,TRUE HEALTH INVESTORS,33.969923,-81.07737,1601 Charleston Hwy,West Columbia,SC,29169,Lexington County,US,Match,Exact,70055677,L,45,063,020202,1035
1174175038,SOUTH CAROLINA CVS PHARMACY LLC,32.891584,-79.773483,798 Airport Rd,Mount Pleasant,SC,29466,Charleston County,US,Match,Exact,645444302,R,45,019,004617,2028
1174540322,WAL-MART STORES EAST LP,34.492787,-81.984983,900 E Main St,Laurens,SC,29360,Laurens County,US,Tie,,,,,,,
1174541973,WAL-MART STORES EAST LP,33.961697,-80.389474,2316 Harper St,Sumter,SC,29153,Sumter County,US,Match,Exact,202685439,L,45,085,000401,3038
1174626857,SOUTH CAROLINA CVS PHARMACY LLC,34.72643,-82.388747,NA US 25,Piedmont,SC,29673,Greenville County,US,No_Match,,,,,,,
1174779219,LONGS DRUGS OF LEXINGTON SC INC,33.984031,-81.260738,159 Highway 378,Lexington,SC,29072,Lexington County,US,Match,Non_Exact,70088872,L,45,063,021028,2026
1174939078,GREENVILLE HEALTH CORPORATION,34.694925,-82.985912,294 Memorial Dr,Seneca,SC,29672,Oconee County,US,Match,Exact,639541853,L,45,073,030601,1012
1174985246,WAL-MART STORES EAST LP,34.288778,-79.857136,305 Joe Louis Blvd,Darlington,SC,29532,Darlington County,US,Match,Exact,78399625,L,45,031,011400,1028
1184639254,WALGREEN CO,33.846228,-79.064836,1615 Church St,Conway,SC,29526,Horry County,US,Match,Exact,649751556,L,45,051,070400,1052
1184639270,WALGREEN CO,34.502016,-82.681013,2521 W Whitner St,Anderson,SC,29624,Anderson County,US,Match,Non_Exact,25510315,L,45,007,000701,2023
1184649055,REYNOLDS DRUG STRORE INC,33.450449,-79.561028,9 S Morgan Ave,Andrews,SC,29510,Georgetown County,US,Tie,,,,,,,
1184728982,"SOUTH CAROLINA CVS PHARMACY, L.L.C.",34.806499,-82.233366,2580 Woodruff Rd,Simpsonville,SC,29681,Greenville County,US,Match,Exact,640771598,L,45,045,002815,1019
1194057927,WALGREEN CO,35.007602,-80.921798,966 Tom Hall St,Fort Mill,SC,29715,York County,US,No_Match,,,,,,,
1194069880,PUBLIX SUPER MARKETS INC,33.987722,-81.003186,2838 State Hwy 16,Columbia,SC,29205,Richland County,US,No_Match,,,,,,,
1194195925,PUBLIX SUPER MARKETS INC,35.1212,-81.081366,178 Highway 274,Clover,SC,29710,York County,US,Match,Non_Exact,640934321,R,45,091,061709,2021
1194730044,INGLES MARKETS INC,34.683762,-82.816183,378 Old Greenville Hwy,Clemson,SC,29631,Pickens County,US,Match,Non_Exact,26164015,R,45,077,011202,2009
1194730283,WALGREEN CO,34.922878,-81.993712,220 Wilder Dr,Spartanburg,SC,29301,Spartanburg County,US,Match,Non_Exact,19509060,R,45,083,021902,3018
1194742353,WAL-MART STORES EAST LP,33.239983,-81.392091,11425 Dunbarton Blvd,Barnwell,SC,29812,Barnwell County,US,No_Match,,,,,,,
1194765537,PUBLIX SUPER MARKETS INC,34.901063,-82.336927,2801 B Wade Hampton Blvd,Taylors,SC,29687,Greenville County,US,Match,Exact,38344305,L,45,045,001700,1018
1194828889,SOUTH CAROLINA CVS PHARMACY LLC,34.372013,-81.099369,80 US Hwy 321st Byp N,Winnsboro,SC,29180,Fairfield County,US,No_Match,,,,,,,
1205175932,WAL-MART STORES EAST LP,34.791758,-82.480358,11425 Anderson Rd,Greenville,SC,29611,Anderson County,US,Match,Exact,640778376,R,45,007,010103,4010
1205226495,"HIBBITTS ENTERPRISES, LLC",33.43235,-81.686792,757 N Main St,New Ellenton,SC,29809,Aiken County,US,Tie,,,,,,,
1205278322,SAMS EAST INC,34.941045,-80.95983,2421 Cross Pointe Dr,Rock Hill,SC,29730,York County,US,Match,Exact,645273962,R,45,091,061204,1024
1205313517,"PUBLIX SUPER MARKETS, INC.",33.908125,-81.218526,5409 Platt Springs Rd,Lexington,SC,29073,Lexington County,US,Match,Exact,70083695,R,45,063,020908,2016
1205352374,CAROLINA HEALTH PHARMACY LLC,33.755621,-78.864959,115 Village Center Blvd,Myrtle Beach,SC,29579,Horry County,US,Match,Exact,648176000,L,45,051,060310,3075
1205494184,ATLANTIC APOTHECARY INC.,33.80469,-78.727898,1307 Sable Palm Dr,North Myrtle Beach,SC,29582,Horry County,US,No_Match,,,,,,,
1205823309,MCLEOD PHARMACY INC,34.220042,-80.24819,202 N Dennis Ave,Bishopville,SC,29010,Lee County,US,Match,Non_Exact,79593216,R,45,061,920202,2042
1205877792,PUBLIX SUPER MARKETS INC,34.097977,-81.222575,2712 N Lake Dr,Columbia,SC,29212,Lexington County,US,Match,Non_Exact,638959822,R,45,063,021113,2013
1205900735,ROGERS INVESTMENTS INC,34.880923,-82.386642,14 Creekstone Ct,Greenville,SC,29609,Greenville County,US,Match,Exact,624816318,L,45,045,001101,3005
1205910338,INGLES MARKETS INC,34.937874,-82.004741,94 Loretta Dr,Spartanburg,SC,29301,Spartanburg County,US,Match,Exact,19479221,L,45,083,021902,1028
1205914629,NOTTAP INC,35.073437,-81.651115,105 N Granard St,Gaffney,SC,29341,Cherokee County,US,Tie,,,,,,,
1205939063,SOUTH CAROLINA CVS PHARMACY LLC,33.568439,-81.740854,126 Kalmia Cir,Aiken,SC,29801,Aiken County,US,Match,Exact,64989938,L,45,003,021300,1028
1205939071,SOUTH CAROLINA CVS PHARMACY LLC,34.007561,-81.773044,401 N Main St,Saluda,SC,29138,Saluda County,US,Tie,,,,,,,
1215007679,WALGREEN CO,34.133836,-80.878164,1060 Clemson Rd,Columbia,SC,29229,Richland County,US,Match,Exact,71808927,R,45,079,011425,2012
1215030085,SOUTH CAROLINA CVS PHARMACY LLC,33.695475,-80.218408,21 District,Manning,SC,29102,Clarendon County,US,No_Match,,,,,,,
1215030705,SOUTH CAROLINA CVS PHARMACY LLC,34.176868,-79.810741,2501 2nd Loop Rd,Florence,SC,29501,Florence County,US,Match,Exact,647395031,R,45,041,001300,3003
1215031026,SOUTH CAROLINA CVS PHARMACY LLC,35.07357,-81.652693,301 W Buford St,Gaffney,SC,29341,Cherokee County,US,Match,Non_Exact,18988536,L,45,021,970201,1059
1215041298,PRESCRIPTION SHOPPE OF GEORGETOWN SC INC,33.400038,-79.289725,1837 N Fraser St,Georgetown,SC,29440,Georgetown County,US,No_Match,,,,,,,
1215180591,SANDHILLS MEDICAL FOUNDATION INC,33.929781,-80.35078,416 N Salem Ave,Sumter,SC,29150,Sumter County,US,Match,Non_Exact,202704414,L,45,085,002000,2015
1215335336,HEALTH AND WELLNESS PHARMACY LLC,33.681374,-79.000437,5425 Dick Pond Rd,Myrtle Beach,SC,29588,Horry County,US,Match,Exact,29068344,L,45,051,051502,1013
1215940945,WALGREEN CO,34.688007,-82.996865,1640 Sandifer Blvd,Seneca,SC,29678,Oconee County,US,Match,Exact,645785888,L,45,073,030601,1023
1215973334,PUGH DRUG INC,34.209213,-81.533649,121 N Main St,Prosperity,SC,29127,Newberry County,US,Tie,,,,,,,
1215978705,PUBLIX SUPER MARKETS INC,34.554041,-82.682688,3803 Clemson Blvd,Anderson,SC,29621,Anderson County,US,Match,Exact,648767094,L,45,007,001000,1000
1225394760,BEAUFORT PHARMACY AND COMPOUNDING LLC,32.872869,-81.116222,259 US Hwy 601,Hampton,SC,29924,Hampton County,US,No_Match,,,,,,,
1225484074,M6 ENTERPRISES INC,34.808856,-82.23591,100 Woodruff Place Cir,Simpsonville,SC,29681,Greenville County,US,Match,Exact,640771613,R,45,045,002813,2008
1225551211,WALGREEN CO,33.749649,-78.816301,7901 N Kings Hwy,Myrtle Beach,SC,29572,Horry County,US,Match,Non_Exact,29059409,L,45,051,050303,1055
1225552995,WALGREEN CO,34.621771,-82.473325,117 Pelzer Ave,Williamston,SC,29697,Anderson County,US,Match,Exact,25462779,L,45,007,010404,2062
1235232000,SOUTH CAROLINA CVS PHARMACY LLC,34.282906,-81.595707,1210 Wilson Rd,Newberry,SC,29108,Newberry County,US,Match,Exact,45372528,R,45,071,950204,1044
1235232703,SPARTANBURG REGIONAL HEALTHCARE SYSTEM OUTPATIENT PHARMACY,34.968136,-81.940386,100 E Wood St,Spartanburg,SC,29303,Spartanburg County,US,Match,Non_Exact,19508059,L,45,083,020301,2014
1235232901,SOUTH CAROLINA CVS PHARMACY LLC,34.966908,-81.896389,110 Fernwood Dr,Spartanburg,SC,29307,Spartanburg County,US,Match,Exact,19513785,R,45,083,021302,2002
1235289562,MEDICAL ARTS PHARMACY OF HARTSVILLE,34.374778,-80.077031,213 Home Ave,Hartsville,SC,29550,Darlington County,US,Tie,,,,,,,
1235290149,"RURAL HEALTH SERVICES, INC.",33.493918,-81.897943,4665 Augusta Rd,Beech Island,SC,29842,Aiken County,US,Match,Exact,64987118,L,45,003,021004,1043
1235386012,WALGREEN CO,34.526836,-82.638836,1403 E Greenville St,Anderson,SC,29621,Anderson County,US,Match,Non_Exact,640545210,L,45,007,000300,3021
1235445222,WAL-MART STORES EAST LP,33.590262,-79.011383,402 Richway Dr,Murrells Inlet,SC,29576,Horry County,US,Match,Exact,647256689,L,45,051,051406,3014
1235586884,WAL-MART STORES EAST LP,33.716386,-78.855799,3901 N Kings Hwy,Myrtle Beach,SC,29577,Horry County,US,Match,Non_Exact,29059777,L,45,051,050500,2020
1235743295,KP AND RD LLC,34.401133,-82.249811,31 State Hwy 252,Ware Shoals,SC,29692,Greenwood County,US,No_Match,,,,,,,
1245252998,SOUTH CAROLINA CVS PHARMACY LLC,33.038836,-80.159011,320 Azalea Square Blvd,Summerville,SC,29483,Berkeley County,US,Match,Exact,605116791,R,45,015,020710,3034
1245321363,"WALL DRUGS OF JOHNSONVILLE, INC.",33.811468,-79.446366,330 S Hampton Ave,Johnsonville,SC,29555,Florence County,US,Match,Non_Exact,28900451,R,45,041,001902,2030
1245333913,SOUTH CAROLINA CVS PHARMACY LLC,34.105904,-80.903065,9796 US Hwy 1,Columbia,SC,29223,Richland County,US,No_Match,,,,,,,
1245333921,SOUTH CAROLINA CVS PHARMACY LLC,34.002264,-81.106115,2401 Sunset Blvd,West Columbia,SC,29169,Lexington County,US,Match,Exact,644865211,L,45,063,020505,1022
1245390707,"TARRYTOWN EXPOCARE SC, INC.",34.035084,-81.121212,121 Executive Center Dr,Columbia,SC,29210,Lexington County,US,Match,Exact,70073512,R,45,063,020510,2020
1245755909,WALGREEN CO,34.050551,-81.102676,1436 St Andrews Rd,Columbia,SC,29210,Richland County,US,No_Match,,,,,,,
1255358404,WAL-MART STORES EAST LP,34.906381,-82.331035,3023 K Wade Hampton Blvd,Taylors,SC,29687,Greenville County,US,Match,Exact,38344302,L,45,045,001700,1010
1255358412,WAL-MART STORES EAST LP,32.935555,-80.038544,7412 US Hwy 78,Charleston,SC,29406,Charleston County,US,No_Match,,,,,,,
1255390993,"INTRAMED PLUS, INC",34.010909,-81.129617,100 Saluda Ridge Ct,West Columbia,SC,29169,Lexington County,US,Match,Exact,648716095,R,45,063,020506,2037
1255416616,PLANTATION PHARMACY AT ELLIS OAKS,32.749772,-79.969264,761 Daniel Ellis Dr,Charleston,SC,29412,Charleston County,US,Match,Exact,605841425,L,45,019,001902,3029
1255434791,SOUTH CAROLINA CVS PHARMACY LLC,33.839402,-78.667231,1204 Marina Bay Dr,North Myrtle Beach,SC,29582,Horry County,US,Match,Exact,639634777,R,45,051,040300,1019
1255434932,SOUTH CAROLINA CVS PHARMACY LLC,33.874851,-78.619357,1465 Hwy 17,Little River,SC,29566,Horry County,US,Match,Non_Exact,647273273,L,45,051,040103,1000
1255490314,SOUTH CAROLINA CVS PHARMACY LLC,33.322844,-80.413119,8527 Old State Rd,Holly Hill,SC,29059,Orangeburg County,US,No_Match,,,,,,,
1255634069,FAMILY PHARMACY AT GMH,33.379655,-79.285808,1211 Richmond Dr,Georgetown,SC,29440,Georgetown County,US,Match,Exact,29002801,R,45,043,920302,2072
1255731097,PUBLIX SUPER MARKETS INC,34.209758,-82.187628,1220 Mathis Rd,Greenwood,SC,29649,Greenwood County,US,Match,Exact,50813655,R,45,047,970303,2029
1255857108,WALGREEN CO,34.537948,-80.583209,608 S Hampton St,Kershaw,SC,29067,Lancaster County,US,Match,Non_Exact,606678783,L,45,057,010202,3020
1255860243,"PUBLIX SUPER MARKETS, INC.",34.70445,-82.257309,375 C Harrison Bridge Rd,Simpsonville,SC,29680,Greenville County,US,Tie,,,,,,,
1255872107,SHRI AARNA INC,34.176332,-79.813366,2407 Hyde Cir,Florence,SC,29501,Florence County,US,Match,Exact,28877509,R,45,041,000202,4000
1265045322,PTVP,34.936619,-82.004634,8002 Warren H Abernathy Hwy 8002,Spartanburg,SC,29301,Spartanburg County,US,No_Match,,,,,,,
1265417927,GREENVILLE HEALTH CORPORATION,34.853903,-82.326313,92 Patewood Dr,Greenville,SC,29615,Greenville County,US,Match,Exact,38336116,L,45,045,001808,2001
1265459416,WAL-MART STORES EAST LP,34.194517,-79.822118,260 N Beltline Dr,Florence,SC,29501,Florence County,US,Match,Non_Exact,653317927,L,45,041,000201,2064
1265462659,PALMETTO INFUSION SERVICES LLC,34.006732,-81.123959,3101 Sunset Blvd,West Columbia,SC,29169,Lexington County,US,Match,Exact,70050640,L,45,063,020506,1014
1265535942,SOUTH CAROLINA CVS PHARMACY LLC,34.789202,-82.695379,102 N Palmetto St,Liberty,SC,29657,Pickens County,US,Match,Non_Exact,26161566,R,45,077,011004,2026
1265819205,KARMA HEALTHCARE LLC,35.119382,-81.519305,305 W Cherokee St,Blacksburg,SC,29702,Cherokee County,US,Tie,,,,,,,
1265953251,RPVR CORPORATION,34.506032,-82.010051,507 N Harper St,Laurens,SC,29360,Laurens County,US,Tie,,,,,,,
1275025942,PREFERRED PHARMACY LLC,32.298417,-80.936656,103W Commerce Pl W,Okatie,SC,29909,Beaufort County,US,Match,Exact,646819890,L,45,013,002110,1027
1275030645,LONGS DRUGSTORES OF SC INC,34.930636,-81.001011,492 Lakeshore Pkwy,Rock Hill,SC,29730,York County,US,Match,Exact,636586620,L,45,091,060200,2007
1275150815,HEALTH CARE PARTNERS PHARMACY,34.186003,-79.370615,1707 Palmetto Pointe Rd,Marion,SC,29571,Marion County,US,Match,Exact,28787767,L,45,067,950200,3071
1275548364,WALGREEN CO,32.266437,-80.859434,NA US 278,Bluffton,SC,29910,Beaufort County,US,No_Match,,,,,,,
1275596249,DELTA PHARMACY INC,33.194899,-80.004882,202 Factory St,Moncks Corner,SC,29461,Berkeley County,US,No_Match,,,,,,,
1275596876,"MULLINS DISCOUNT DRUG, INC",34.204008,-79.254145,125 E Laurel St,Mullins,SC,29574,Marion County,US,Tie,,,,,,,
1275671851,BHP LAX LLC,34.716796,-80.794938,1036 Sara Dr,Lancaster,SC,29720,Lancaster County,US,Match,Exact,40704267,L,45,057,010900,2052
1275686628,HUSAM BADR,34.827661,-82.398598,1714 Augusta St,Greenville,SC,29605,Greenville County,US,Match,Exact,38329430,R,45,045,001501,2012
1275929218,DELTA OF ISLE OF PALMS LLC,32.788926,-79.787132,1507 U Palm Blvd,Isle Of Palms,SC,29451,Charleston County,US,Match,Exact,647987783,L,45,019,004901,1003
1275937104,WAL-MART STORES EAST LP,34.952665,-81.016677,1233 Cherry Rd,Rock Hill,SC,29732,York County,US,Match,Non_Exact,19807205,L,45,091,060803,1007
1285027391,RON GROUP,32.838802,-79.86439,562 State Rd S-10-97,Mount Pleasant,SC,29464,Charleston County,US,No_Match,,,,,,,
1285162305,RICHBURG DISCOUNT PHARMACY LLC,34.744678,-81.032105,3100 Commerce Dr,Richburg,SC,29729,Chester County,US,Match,Exact,637985650,L,45,023,020700,1052
1285649350,WALGREEN CO,33.588771,-79.012621,720 Mansion Ct,Murrells Inlet,SC,29576,Horry County,US,Match,Exact,630908152,R,45,051,051406,3011
1285649368,WALGREEN CO,34.89745,-82.339161,2700 Wade Hampton Blvd,Greenville,SC,29615,Greenville County,US,Match,Exact,38368304,R,45,045,001803,3010
1285649376,WALGREEN CO,34.850065,-82.449609,6035 White Horse Rd,Greenville,SC,29611,Greenville County,US,Match,Exact,651991197,L,45,045,003705,1018
1285651448,WAL-MART STORES EAST LP,34.023043,-80.954764,5321 State Hwy 12,Columbia,SC,29206,Richland County,US,No_Match,,,,,,,
1285674622,PUBLIX SUPER MARKETS INC,34.529648,-82.635032,1637 E Greenville St,Anderson,SC,29621,Anderson County,US,Match,Non_Exact,628005315,L,45,007,000300,3018
1285731786,SOUTH CAROLINA CVS PHARMACY LLC,34.04063,-80.997548,3669 US Hwy 1,Columbia,SC,29204,Richland County,US,No_Match,,,,,,,
1285746602,"TRIANGLE PHARMACY AND HOME MEDICAL EQUIPMENT, INC.",33.98402,-81.072171,1209 D Ave,West Columbia,SC,29169,Lexington County,US,No_Match,,,,,,,
1285826974,INGLES MARKETS INC,34.508934,-82.744618,4120 Highway 24,Anderson,SC,29626,Anderson County,US,Match,Exact,25485522,R,45,007,012001,1018
1285912170,"COLONIAL FAMILY PRACTICE, LLC",33.934651,-80.355083,327 Broad St,Sumter,SC,29150,Sumter County,US,Match,Exact,647234921,R,45,085,002000,3008
1295038438,CORAM ALTERNATE SITE SERVICES INC,32.901779,-80.026415,5942 Core Ave,Charleston,SC,29406,Charleston County,US,Match,Exact,108798367,R,45,019,003105,2076
1295258358,WALGREEN CO,34.283244,-81.596819,1211 Wilson Rd,Newberry,SC,29108,Newberry County,US,Match,Exact,45372528,L,45,071,950204,1050
1295289742,WATERWAY PHARMACY LLC,33.875014,-78.673481,182 Gateway Dr,Little River,SC,29566,Horry County,US,Match,Exact,29073888,R,45,051,040103,2003
1295359818,SCOTLAND MEMORIAL HOSPITAL INC,34.631212,-79.695914,200 Century Dr,Bennettsville,SC,29512,Marlboro County,US,Match,Exact,25856598,R,45,069,960301,1043
1295740140,INGLES MARKETS INC,34.888394,-82.403382,1502 Poinsett Hwy,Greenville,SC,29609,Greenville County,US,Match,Exact,38298148,L,45,045,003802,5009
1295752459,WAL-MART STORES EAST LP,34.210218,-82.193137,660 Center St,Greenwood,SC,29649,Greenwood County,US,Match,Exact,50824312,L,45,047,970303,1029
1295838050,SOUTH CAROLINA CVS PHARMACY LLC,34.032695,-81.124808,100 Outlet Pointe Blvd,Columbia,SC,29210,Lexington County,US,Match,Exact,70087773,R,45,063,020510,4018
1295838068,SOUTH CAROLINA CVS PHARMACY LLC,34.633306,-82.783181,7628 Highway 76,Pendleton,SC,29670,Anderson County,US,Match,Non_Exact,646417314,R,45,007,010701,1015
1295840148,MEDICAL UNIVERSITY OF SC,32.746269,-79.968951,656 Ellis Oak Ave,Charleston,SC,29412,Charleston County,US,Match,Non_Exact,605841429,R,45,019,001902,3029
1306002167,PUBLIX SUPER MARKETS INC,32.271871,-80.91588,10 Discovery Dr,Bluffton,SC,29910,Beaufort County,US,No_Match,,,,,,,
1306004478,WALGREEN CO,34.08327,-81.189831,1517 Lake Murray Blvd,Columbia,SC,29212,Lexington County,US,Match,Exact,647269191,R,45,063,021110,2002
1306149950,PUBLIX SUPER MARKETS INC,33.99274,-81.306548,815 Highway 378,Lexington,SC,29072,Lexington County,US,No_Match,,,,,,,
1306164413,PUBLIX SUPER MARKETS INC,32.306783,-80.973098,540 Nickel Plate Rd,Hardeeville,SC,29927,Jasper County,US,No_Match,,,,,,,
1306187653,WAL-MART STORES EAST LP,34.8696,-82.690908,2619 Gentry Mem Hwy,Pickens,SC,29671,Pickens County,US,Match,Exact,26206266,L,45,077,010403,1018
1306369335,WALGREEN CO,33.008069,-80.044708,212 St James Ave,Goose Creek,SC,29445,Berkeley County,US,No_Match,,,,,,,
1306467766,LAMAR FAMILY PHARMACY,34.169588,-80.065259,103 S Railroad Ave,Lamar,SC,29069,Darlington County,US,No_Match,,,,,,,
1306829668,PROFESSIONAL PHARMACY AT MT VIEW IN,34.95261,-82.237445,10 Companion Ct,Greer,SC,29651,Greenville County,US,Match,Exact,38343324,R,45,045,002507,2025
1306864111,WAL-MART STORES EAST LP,32.951629,-80.154547,5300 Patron Pl,Ladson,SC,29456,Dorchester County,US,No_Match,,,,,,,
1306916481,MEDICINE CABINET OF LAKE CITY,33.879167,-79.759781,218 N Ron Mcnair Blvd,Lake City,SC,29560,Florence County,US,Tie,,,,,,,
1306940119,"SOUTH CAROLINA CVS PHARMACY, L.L.C.",33.92568,-80.337835,19 Baker St,Sumter,SC,29150,Sumter County,US,Match,Exact,202704422,R,45,085,002000,3041
1306949177,SOUTH CAROLINA CVS PHARMACY LLC,32.394329,-80.685629,1499 Ribaut Rd,Port Royal,SC,29935,Beaufort County,US,Match,Exact,639639761,R,45,013,000700,4027
1306950381,COLE-MCGILL ENTERPRISES INC,34.788563,-82.694335,27 N Commerce St,Liberty,SC,29657,Pickens County,US,Tie,,,,,,,
1306953096,F & L DRUG STORE INC,33.939071,-79.934262,306 Church St,Olanta,SC,29114,Florence County,US,Match,Exact,28868049,R,45,041,002400,3021
1316020589,OCEAN LAKES PHARMACY INC,33.624453,-78.969335,1600 N Hwy 17,Surfside Beach,SC,29575,Horry County,US,No_Match,,,,,,,
1316040181,SOUTH CAROLINA CVS PHARMACY LLC,34.191804,-82.217277,2008 Hwy 72 W,Greenwood,SC,29649,Greenwood County,US,Match,Non_Exact,649670981,L,45,047,970304,1005
1316121262,"SOUTH CAROLINA CVS PHARMACY, L.L.C.",32.989086,-80.100401,9637 Highway 78,Ladson,SC,29456,Charleston County,US,Match,Non_Exact,632659200,R,45,019,003106,4015
1316135999,SELF REGIONAL HEALTHCARE,34.173972,-82.157332,305 Alexander Ave W,Greenwood,SC,29646,Greenwood County,US,No_Match,,,,,,,
1316155823,SOUTH CAROLINA CVS PHARMACY LLC,34.008112,-81.195725,5108 Sunset Blvd,Lexington,SC,29072,Lexington County,US,No_Match,,,,,,,
1316188105,WALGREEN CO,34.690609,-82.833411,1100 Tiger Blvd,Clemson,SC,29631,Pickens County,US,Match,Exact,26172566,L,45,077,011205,2002
1316326887,WAL-MART STORES EAST LP,32.980978,-80.128452,3678 Ladson Rd,Ladson,SC,29456,Dorchester County,US,Match,Exact,633671835,L,45,035,010814,1012
1316339906,SENECA PHARMACY,34.689986,-82.992002,290 Applewood Center Pl,Seneca,SC,29678,Oconee County,US,Match,Exact,646636691,R,45,073,030802,2006
1316374507,AIDS HEALTHCARE FOUNDATION,34.029126,-81.025789,3024 Farrow Rd,Columbia,SC,29203,Richland County,US,Match,Exact,637228801,R,45,079,000900,2033
1316415755,BABAJI LLC,34.914301,-82.01118,2998 Reidville Rd,Spartanburg,SC,29301,Spartanburg County,US,Match,Exact,19493637,R,45,083,021902,4015
1326013517,GILDER & WEEKS INC,34.417298,-81.811313,111 Reeder St,Joanna,SC,29351,Laurens County,US,Match,Exact,44435006,L,45,059,920900,1023
1326141094,SOUTH CAROLINA CVS PHARMACY LLC,34.013289,-81.009459,1579 Manning Ave,Columbia,SC,29204,Richland County,US,Match,Exact,608831436,L,45,079,001300,2000
1326250952,WALGREEN CO,34.178383,-82.152278,1227 Main St S,Greenwood,SC,29646,Greenwood County,US,Match,Exact,50821512,R,45,047,970801,1015
1326366493,WAL-MART STORES EAST LP,35.12299,-81.085714,5274 Highway 557,Clover,SC,29710,York County,US,No_Match,,,,,,,
1336161082,SOUTH CAROLINA CVS PHARMACY LLC,32.825569,-79.819405,1330 Horseshoe Bnd,Mount Pleasant,SC,29464,Charleston County,US,Match,Exact,619882680,R,45,019,004619,1001
1336215581,SARATHIRX LLC,34.516089,-82.65395,101 Broad St,Anderson,SC,29621,Anderson County,US,Match,Exact,25451191,L,45,007,000200,2027
1336217132,GEORGE PARKS PHARMACY INC,33.494716,-81.970994,524 Georgia Ave,North Augusta,SC,29841,Aiken County,US,Match,Exact,64985262,L,45,003,020802,1070
1336242007,SOUTH CAROLINA CVS PHARMACY LLC,34.707411,-81.188772,227 Willa Ct,Chester,SC,29706,Chester County,US,Match,Exact,40563656,L,45,023,020602,1060
1336242015,SOUTH CAROLINA CVS PHARMACY LLC,35.018631,-81.961642,1926 Boiling Springs Rd,Boiling Springs,SC,29316,Spartanburg County,US,Match,Exact,645286689,L,45,083,022406,3012
1336409846,SOUTH CAROLINA CVS PHARMACY LLC,33.655312,-78.98106,196 Sayebrook Pkwy,Myrtle Beach,SC,29588,Horry County,US,No_Match,,,,,,,
1336424167,LAKE WYLIE HEALTH INVESTORS INC,35.121571,-81.079939,320 Inland Cove Ct,Clover,SC,29710,York County,US,Match,Exact,19808215,R,45,091,061709,2021
1336504695,WALGREEN CO .,34.156915,-79.752748,960 Pamplico Hwy,Florence,SC,29505,Florence County,US,Match,Exact,28887198,R,45,041,000600,2007
1336506427,CARESOUTH CAROLINA INC,34.331433,-79.427245,198 Latimer St,Latta,SC,29565,Dillon County,US,Match,Exact,28828308,R,45,033,970602,2007
1336512623,PUBLIX SUPER MARKETS INC,33.998483,-81.043435,1236 Pulaski St,Columbia,SC,29201,Richland County,US,Match,Exact,604790301,R,45,079,001600,1072
1336745561,SOCASTEE PHARMACY,33.686334,-78.978625,4229 State Hwy 707,Myrtle Beach,SC,29588,Horry County,US,Match,Exact,29058486,R,45,051,051503,1012
1346267598,WAL-MART STORES EAST LP,33.212575,-79.985303,3000 Mariners Way,Moncks Corner,SC,29461,Berkeley County,US,Match,Exact,606760983,R,45,015,020504,1006
1346343027,SOUTH CAROLINA CVS PHARMACY LLC,34.883114,-82.702801,205 Hampton Ave,Pickens,SC,29671,Pickens County,US,Match,Exact,640613124,R,45,077,010502,2045
1346343787,SOUTH CAROLINA CVS PHARMACY LLC,34.893575,-82.290338,2411 Hudson Rd,Greer,SC,29650,Greenville County,US,Match,Exact,653327969,R,45,045,002613,1008
1346343886,SOUTH CAROLINA CVS PHARMACY LLC,34.226335,-82.195081,1938 Montague Avenue Ext,Greenwood,SC,29649,Greenwood County,US,Match,Non_Exact,50824278,R,45,047,970301,2008
1346412939,INGLES MARKETS INC,34.803364,-82.599913,411 Pelzer Hwy,Easley,SC,29642,Pickens County,US,Match,Exact,26212476,L,45,077,010901,2011
1346571460,PALMETTO FAMILY PHARMACY,34.943758,-81.031736,1013 Oakland Ave,Rock Hill,SC,29732,York County,US,Match,Exact,19791134,L,45,091,060700,2015
1346723004,"EAU CLAIRE COOPERTIVE HEALTH CENTER, INC.",33.988925,-81.080715,221 N Brown St,West Columbia,SC,29169,Lexington County,US,Match,Exact,70055296,L,45,063,020505,1082
1346760592,HARLEYVILLE DRUG LLC,33.216249,-80.447961,131 Kate St,Harleyville,SC,29448,Dorchester County,US,Match,Exact,178453338,L,45,035,010302,2054
1356368500,WAL-MART STORES EAST LP,34.684479,-83.004155,NA US 123,Seneca,SC,29672,Oconee County,US,No_Match,,,,,,,
1356377402,WALGREEN CO,33.388027,-79.288596,1120 N Fraser St,Georgetown,SC,29440,Georgetown County,US,No_Match,,,,,,,
1356393771,BRIDGERS DRUG STORE & GIFTS LLC,34.182074,-79.401212,525 Tom Gasque Ave,Marion,SC,29571,Marion County,US,No_Match,,,,,,,
1356444038,SOUTH CAROLINA CVS PHARMACY LLC,34.046071,-81.03324,1300 Columbia College Dr,Columbia,SC,29203,Richland County,US,Match,Exact,638981324,R,45,079,000200,2001
