OBJECTID,Permit Type,Name of Facility,Location Street,Location City,Location State,ZIP Code,Facility #,Facility Email,Admin Name & Phone,Facility Cont. Email,License / Expires,County / Ownership Type,Mailing Address,Mailing City,Mailing State,Mailing ZIP,Licensee,Licensee Business Phone,CMS Certification,County,Evacuation_Zone,X,Y,Licensee County,x,y
7968,HLINHOMECARE,COMFORT-ZONE CARE,341 JOE H STEPHENS RD,CHESNEE,SC,29323,864-266-5015,MOUAJ2017@GMAIL.COM, PH#: ,,IHCP-1288 / 12/31/2021,Spartanburg / Limited Liability,,,,,COMFORT-ZONE CARE LLC,864-266-5015,,Spartanburg,,-81.905357,35.067586,Spartanburg,417451.6159,3880912.857
151,HLNURSINGCARE,COMMANDER NURSING CENTER,4438 PAMPLICO HWY,FLORENCE,SC,29505-8502,843-669-3502,JOECOMMANDER@HOTMAIL.COM,"COMMANDER, JOSEPH M., IV. PH#: 843-669-3502",JOECOMMANDER@HOTMAIL.COM,NCF-0233 / 07/31/2021,Florence / Corporation,4438 PAMPLICO HWY,FLORENCE,SC,29505-8502,COMMANDER HEALTH CARE FACILITIES INC,843-669-3502,425119,Florence,,-79.70409934,34.10529947,Florence,619529.5628,3774589.495
5777,HLINHOMECARE,COMMONWISE HOME CARE CHARLESTON,4 KENILWORTH AVE,CHARLESTON,SC,29403,843-779-9598,KEVANS@COMMONWISECARE.COM,"EVANS, KATHERINE F. PH#: 804-814-1588",KATEFEVANS@GMAIL.COM,IHCP-0757 / 10/31/2021,Charleston / Limited Liability,,,,,COMMONWISE HOMECARE LLC,843-779-9598,,Charleston,B,-79.955995,32.795426,Charleston,597753.4279,3629090.609
6892,HLINHOMECARE,COMMUNITY HOME CARE OF SOUTH CAROLINA LLC,201B S MAIN ST,MCCOLL,SC,29570-2020,843-400-5040,COMMUNITYHOMECAREOFSC@GMAIL.COM, PH#: ,,IHCP-0244 / 07/31/2021,Marlboro / Limited Liability,547 7 LKS N,WEST END,NC,27376,COMMUNITY HOME CARE LLC,843-400-5040,,Marlboro,,-79.54513482,34.66629379,Marlboro,633300.6737,3837000.084
7425,HLINHOMECARE,COMMUNITY HOME CARE SERVICES LLC,294 S PLEASENTBURG DR,GREENVILLE,SC,29607,864-236-1961,COMMUNITY_HOME@YAHOO.COM,"CANNON-ANDERSON, CHARLES PH#: 864-303-4052",COMMUNITY_HOME@YAHOO.COM,IHCP-0536 / 04/30/2022,Greenville / Limited Liability,40 SHERMAN LN,GREENVILLE,SC,29605,COMMUNITY HOME CARE SERVICES LLC,864-729-2050,,Greenville,,-82.367071,34.836557,Greenville,375000.9076,3855770.086
6926,HLNURSINGCARE,COMPASS POST ACUTE REHABILITATION,2320 HWY 378,CONWAY,SC,29527-4911,843-397-2273,RENEWALS@ENSIGNSERVICES.NET,"TILLER, RAYMOND PH#: 843-397-2273",RTILLER@ENSIGNSERVICES.NET,NCF-0977 / 12/31/2021,Horry / Corporation,27101 PUERTA REAL STE 450,MISSION VIEJO,CA,92691-8566,CAROLINA HEALTHCARE INC,843-397-2273,,Horry,,-79.09132965,33.84345517,Horry,676596.7477,3746437.349
1852,HLINHOMECARE,COMPASSION HEALTHCARE,488 BROWNS COVE RD BLDG A STE 1,RIDGELAND,SC,29936,843-645-2273,COMPASSIONHEALTHCARE@COMCAST.NET, PH#: ,,IHCP-0232 / 07/31/2021,Jasper / Corporation,488 BROWNS COVE RD BLDG A STE 1,RIDGELAND,SC,29936,COMPASSION HEALTHCARE INC,843-645-2273,,Jasper,A,-80.93969241,32.31811327,Jasper,505676.6195,3575698.633
7817,HLINHOMECARE,COMPASSION HEARTS HOME CARE,255 N HWY 52 STE 1D,MONCKS CORNER,SC,29461,843-761-0015,INFO@COMPASSIONHEARTSHC.COM,"BROUGHTON, AISHA PH#: 843-568-9812",AISHA_BROUGHTON@YAHOO.COM,IHCP-0654 / 03/31/2022,Berkeley / Limited Liability,,,,,COMPASSION HEARTS HOME CARE LLC,843-761-0015,,Berkeley,H,-79.99343,33.196897,Berkeley,593822.18,3673566.596
7867,HLINHOMECARE,COMPASSIONATE CARE AT HOME LLC,2839B US 52 HWY,SCRANTON,SC,29591,843-939-2200,CCAHCARES@GMAIL.COM, PH#: ,,IHCP-1154 / 11/30/2021,Florence / Limited Liability,,,,,COMPASSIONATE CARE AT HOME LLC,843-939-2200,,Florence,,-79.747693,33.946854,Florence,615723.4072,3756969.547
6400,HLINHOMECARE,COMPASSIONATE CARE SENIOR SERVICES,315 MAIN ST STE 10,CONWAY,SC,29526-5147,843-438-8490,YAITKENS@GMAIL.COM,"IRBY, SINITA PH#: 864-248-6475",,IHCP-0517 / 03/31/2022,Horry / Limited Liability,315 MAIN ST STE 4,CONWAY,SC,29526-5147,COMPASSIONATE CARE SENIOR SERVICES,864-568-3333,,Horry,,-79.046492,33.835691,Horry,680762.3199,3745654.238
6079,HLINHOMECARE,COMPASSIONATE CAREGIVERS LLC,150 FURTICK RD,SWANSEA,SC,29160,803-904-8001,COMPCARE@YAHOO.COM, PH#: ,,IHCP-0934 / 11/30/2021,Lexington / Limited Liability,,,,,COMPASSIONATE CAREGIVERS LLC,803-904-8001,,Lexington,,-80.972252,33.774835,Lexington,502569.2738,3737190.959
7944,HLINHOMECARE,COMPASSIONATE COUNSELING SERVICES LLC,1219 ROCKINGHAM RD STE 12,ROCKINGHAM,NC,28379,910-817-9927,CCS@COMPASSIONATECOUNSELINGSERVICES.COM,"NEWTON, TIFFANY PH#: 910-817-9927",,IHCP-1083 / 11/30/2021,Out of State / Limited Liability,,,,,COMPASSIONATE COUNSELING SERVICES LLC,910-817-9927,,Out of State,,-79.751372,34.926671,Out of State,614044.1877,3865622.787
8172,HLINHOMECARE,COMPASSIONATE HANDS HOMECARE SERVICES LLC,1 CHICK SPRINGS RD STE 211A-4,GREENVILLE,SC,29609,864-568-3333,COMPASSIONATEHANDS1@GMAIL.COM, PH#: ,,IHCP-0371 / 09/30/2021,Greenville / Limited Liability,1 CHICK SPRINGS RD STE 207A,GREENVILLE,SC,29609-4976,COMPASSIONATE HANDS HOMECARE SERVICES LLC,864-248-6475,,Greenville,,-82.38079,34.865942,Greenville,373791.334,3859046.222
7741,HLINHOMECARE,COMPASSIONATE HEARTS HEALTHCARE,231 BARNWELL AVE NW STE C,AIKEN,SC,29801,803-617-8125,MARIADUNBAR01@GMAIL.COM, PH#: ,,IHCP-1287 / 08/31/2021,Aiken / Limited Liability,,,,,COMPASSIONATE HEARTS HEALTHCARE LLC,803-617-8125,,Aiken,,-81.721097,33.563292,Aiken,433068.8275,3713969.275
7993,HLINHOMECARE,COMPASSIONATE HOME CARE SERVICES LLC,227 S BELAIR RD,MARTINEZ,GA,30907,706-650-6613,COMPASSIONATE3@GMAIL.COM,"ADELEKE, OLUSEGUN PH#: 706-831-7121",,IHCP-1057 / 12/31/2021,Out of State / Limited Liability,,,,,COMPASSIONATE HOME CARE SERVICES LLC,706-650-6613,,Out of State,,-82.138305,33.496257,Out of State,394260.8927,3706883.965
7498,HLINHOMECARE,COMPASSIONATE PRIVATE DUTY SITTERS,810 DUTCH SQAURE BLVD STE 451,COLUMBIA,SC,29210,843-244-1945,COMPASSIONATESITTERS@YAHOO.COM, PH#: ,,IHCP-0912 / 11/30/2021,Richland / ,,,,,COMPASSIONATE PRIVATE DUTY SITTERS LLC,843-244-1945,,Richland,,-81.093349,34.034181,Richland,491382.9783,3765949.805
7701,HLHOSPICEPROGRAM,COMPASSUS-CHARLESTON,10911 N JACOB SMART BLVD STE 1,RIDGELAND,SC,29936-2709,843-645-6540,SANDRA.BOND@COMPASSUS.COM,"BOND, SANDRA F. PH#: ; CLARK, STEPHANIE PH#: 843-645-6540",STEPHANIE.CLARK@COMPASSUS.COM,HPC-0143 / 08/31/2021,Jasper / Limited Liability,10911 N JACOB SMART BLVD STE B,RIDGELAND,SC,29936-2729,HOSPICE ADVANTAGE LLC,615-377-7022,421593,Jasper,,-80.979816,32.481891,Out of State,501896.5851,3593851.894
2123,HLINHOMECARE,COMPLETE CARE,204 SUMMER VIEW RD,SUMMERVILLE,SC,29486,631-921-5886,COMPLETECARE@MAIL.COM, PH#: ,,IHCP-0400 / 12/31/2021,Berkeley / Limited Liability,,,,,COMPLETE CARE LLC,631-921-5886,,Berkeley,H,-80.1976298,33.08871461,Unknown,574879.9756,3661408.176
5772,HLINHOMECARE,COMPLETE CARE MANAGEMENT SERVICES LLC,716 UNION ST,SPARTANBURG,SC,29306,864-641-4242,COMPLETECAREUPSTATE@GMAIL.COM,"DOGAN, SATREVA PH#: 864-517-0350",COMPLETECAREUPSTATE@GMAIL.COM,IHCP-0724 / 07/31/2021,Spartanburg / Limited Liability,PO BOX 1463,SPARTANBURG,SC,29304,COMPLETE CARE MANAGEMENT SERVICES OF SC LLC,864-641-4242,,Spartanburg,,-81.912383,34.941609,Spartanburg,416683.2824,3866947.731
2723,HLINHOMECARE,COMPLETE HOME CARE SERVICES,5223 TWO NOTCH RD STE 1,COLUMBIA,SC,29204-2940,803-391-8843,CCHOMECARESERVICE@GMAIL.COM, PH#: ,,IHCP-0511 / 08/31/2021,Richland / Limited Liability,PO BOX 24642,COLUMBIA,SC,29224-4642,COMPLETE HOME CARE SERVICES LLC,803-391-8843,,Richland,,-80.98686574,34.04822256,Richland,501212.2349,3767502.898
6914,HLINHOMECARE,COMPLETE HOMECARE OF AMERICA,128 MILLPORT CIR STE 200,GREENVILLE,SC,29607-5573,864-351-9350,THOMASHAAS@COMPLETEHOMECAREOFAMERICA.COM, PH#: ,,IHCP-0272 / 08/31/2021,Greenville / Corporation,128 MILLPORT CIR STE 200,GREENVILLE,SC,29607-5573,COMPLETE HOMECARE OF AMERICA INC,864-351-9350,,Greenville,,-82.28668141,34.80845666,Greenville,382311.7706,3852556.377
7760,HLINHOMECARE,COMPLETE PRO HOME CARE,102 METRO DR STE 9,SPARTANBURG,SC,29303-2754,864-310-4648,COMPLETEPROHC@GMAIL.COM,"HENRY, ANTHIA PH#: 864-540-1202",,IHCP-1270 / 09/30/2021,Spartanburg / Limited Liability,,,,,COMPLETE PRO HOME CARE LLC,864-310-4648,,Spartanburg,,-81.950238,34.977333,Spartanburg,413263.9787,3870941.684
7491,HLNURSINGCARE,CONDOR HEALTH - ANDERSON,611 E HAMPTON ST,ANDERSON,SC,29624-2899,864-226-5054,ACOCHRAN@CONDORANDERSON.COM,"COCHRAN, AMANDA PH#: 432-273-1330",MBROWNING14@YAHOO.COM,NCF-1039 / 09/30/2021,Anderson / Limited Liability,,,,,ANDERSON SC OPCO LLC,201-928-7808,,Anderson,,-82.639503,34.496013,Out of State,349473.7985,3818375.004
207,HLHABITATIONR15,CONIFER I COMMUNITY RESIDENCE,110 RESINWOOD DR,MONCKS CORNER,SC,29461,843-761-0300,RBRITT@DDSN.SC.GOV,"PICCOINE, KIM PH#: 843-761-0300",KPICCOINE@BCISERVICES.ORG,MR15-0119 / 05/31/2021,Berkeley / State,"PO BOX 4706, DDSN C/O RUFUS BRITT",COLUMBIA,SC,29240-4706,SC DEPARTMENT OF DISABILITIES AND SPECIAL NEEDS,803-898-9769,42G143,Berkeley,H,-80.04433565,33.16796818,Richland,589106.3116,3670314.746
208,HLHABITATIONR15,CONIFER II COMMUNITY RESIDENCE,114 RESINWOOD DR,MONCKS CORNER,SC,29461,843-761-0300,RBRITT@DDSN.SC.GOV,"PICCOINE, KIM PH#: 843-761-0300",KPICCOINE@BCISERVICES.ORG,MR15-0120 / 05/31/2021,Berkeley / State,"PO BOX 4706, DDSN C/O RUFUS BRITT",COLUMBIA,SC,29240-4706,SC DEPARTMENT OF DISABILITIES AND SPECIAL NEEDS,803-898-9769,42G144,Berkeley,H,-80.04390558,33.1682535,Richland,589146.1234,3670346.745
8171,HLHEARINGAIDSPECTEMP,"CONLEY, MARIE A.",197 REGENT ST,SUMMERVILLE,SC,29483,912-314-7426,MARIE.CONLEY@AMPLIFON.COM, PH#: ,,HTP-1108 / 07/31/2021,Dorchester / Sole Proprietorship,197 REGENT ST,SUMMERVILLE,SC,29483,"CONLEY, MARIE A.",912-314-7426,,Dorchester,,-80.244568,33.015327,Dorchester,570558.0321,3653239.524
7344,HLINHOMECARE,CONNECTED HEARTS HOME CARE LLC,3924 FOREST DR STE 9,COLUMBIA,SC,29229,844-443-9500,CONNECTEDHEARTSHOME@GMAIL.COM,"CLAIBOURN, LANESE N. PH#: 844-443-9500",,IHCP-0311 / 08/31/2021,Richland / Limited Liability,3924 FOREST DR STE 9,COLUMBIA,SC,29204,NIGHTINGALE COMMUNITY HOME CARE LLC,410-903-5401,,Richland,,-80.983897,34.019925,Richland,501486.7902,3764365.346
2879,HLHOSPITAL,CONTINUECARE HOSPITAL AT PALMETTO HEALTH BAPTIST,TAYLOR AT MARION ST,COLUMBIA,SC,29220,803-296-3757,WBOUTWEL01@CONTINUECARE.NET, PH#: ,,HTL-0939 / 08/31/2021,Richland / Corporation,TAYLOR AT MARION ST,COLUMBIA,SC,29220,CONTINUECARE HOSPITAL AT PALMETTO HEALTH BAPTIST INC,803-296-3126,,Richland,,-81.03348153,34.00738576,Richland,496976.0329,3763000.696
7377,HLHOMEHEALTH,CONTINUUM PEDIATRIC NURSING,7741 DORCHESTER ROAD UNIT B,CHARLESTON,SC,29418,843-353-2280,WFIDDLER@CONTINUUM-NURSING.COM, PH#: ,,HHA-0378 / 11/30/2021,Charleston / Corporation,,,,,MPS HEALTHCARE INC,703-506-0123,,Charleston,B,-80.084779,32.904058,Out of State,585590.1698,3641022.269
7570,HLADULTDAYCARE,CONWAY ADULT DAY CARE,3320 4TH AVE STE G,CONWAY,SC,29527,843-488-2273,DONNAVCOLON@ICLOUD.COM,"JOHNSON, KAREN PH#: 843-488-2273",CADC2273@YAHOO.COM,ADC-0165 / 05/31/2022,Horry / Corporation,3320 FOURTH AVE,CONWAY,SC,29527,CONWAY ADULT DAY CARE INC,843-488-2273,,Horry,,-79.078987,33.815827,Horry,677796.1776,3743394.664
1226,HLRENALDIALYSIS,CONWAY DIALYSIS CENTER,838 FARRAR DR,CONWAY,SC,29526-8747,843-347-5111,JEANNETTE.WILLOUGHBY@FMC-NA.COM,"BARCZAK, CASSIE PH#: 843-347-5111; WARD, ESTER PH#: 843-347-5111",,ERD-0150 / 10/31/2021,Horry / Corporation,838 FARRAR DR,CONWAY,SC,29526-8747,BIO-MEDICAL APPLICATIONS OF SOUTH CAROLINA INC,800-662-1237,422542,Horry,,-79.01973889,33.77508157,Out of State,683367.4456,3738979.979
86,HLHOSPITAL,CONWAY HOSPITAL,300 SINGLETON RIDGE RD,CONWAY,SC,29526-9142,843-347-7111,WCAUSEY@CMC-SC.COM, PH#: ,,HTL-0083 / 05/31/2022,Horry / Non-Profit Corporation,"300 SINGLETON RIDGE RD, ACCOUNTING DEPARTMENT",CONWAY,SC,29526,CONWAY HOSPITAL INC,843-347-7111,420049,Horry,,-79.00220852,33.78622378,Horry,684967.002,3740246.995
766,HLNURSINGCARE,CONWAY MANOR,3300 4TH AVE,CONWAY,SC,29527-6002,843-248-5728,ADMIN@CONWAYMANOR.COM,"GRIGGS, DEBRA PH#: 843-248-5728",,NCF-0899 / 05/31/2021,Horry / Ltd. Liability,3300 4TH AVE,CONWAY,SC,29527-6002,CONWAY MANOR LLC,843-248-5728,425121,Horry,,-79.07792987,33.81807108,Horry,677889.3154,3743645.376
6573,HLMIDWIFEAPPRENTICE,"CONWAY, JENNIFER H.",301 TINDAL RD,GREENVILLE,SC,29617,864-631-7449,JENICO246@GMAIL.COM, PH#: ,,LMA-0122 / 06/30/2021,Greenville / Sole Proprietorship,301 TINDAL RD,GREENVILLE,SC,29617,"CONWAY, JENNIFER H.",864-631-7449,,Greenville,,-82.416003,34.89639,Greenville,370620.261,3862467.935
770,HLRESIDENTIALCARE,COOPER HALL AT THE PALMS OF MT PLEASANT,937 BOWMAN RD OFC,MOUNT PLEASANT,SC,29464-3222,843-884-6949,LICENSING@5SSL.COM,"CARR, JOSEPH J. PH#: 843-884-6949",,CRC-1432 / 06/30/2021,Charleston / Limited Liability,"400 CENTRE ST, LICENSING DEPT",NEWTON,MA,02458-2094,SNH SE SG TENANT LLC,617-796-8350,,Charleston,C,-79.85945033,32.8162139,Out of State,606768.6781,3631488.665
6849,HLTATTOOFAC,COPPER FINCH TATTOO-NORTHEAST,10203 TWO NOTCH RD STE D,COLUMBIA,SC,29229,803-354-7700,COPPERFINCHTATTOO@YAHOO.COM,"ROBERTS, EDDIE E. PH#: ",,TF-0180 / 02/28/2022,Richland / Limited Liability Company (single member),10203 TWO NOTCH RD STE D,COLUMBIA,SC,29229,COPPER FINCH TATTOO LLC,843-354-7700,,Richland,,-80.87855096,34.1200294,Richland,511199.7588,3775471.387
6969,HLPSADOUTPATIENT,CORNERSTONE,1612 RIVERS ST,GREENWOOD,SC,29649,864-227-1001,LFALLAW@CORNERSTONECARES.ORG,"FALLAW, LAURIE PH#: 864-227-1001",,OPF-0029 / 09/30/2021,Greenwood / County,PO BOX 50209,GREENWOOD,SC,29649-0021,GREENWOOD-EDGEFIELD-MCCORMICK-ABBEVILLE COMMISSION ON ALCOHOL AND DRUG ABUSE,864-227-1001,,Greenwood,,-82.1990892,34.20553921,Greenwood,389531.1374,3785596.028
7530,HLINHOMECARE,CORNERSTONE COMPASSIONATE CARE LLC,406 SPRING MEADOW RD,SIMPSONVILLE,SC,29680,864-688-2028,MCASON@CORNERSTONECOMPASSIONATE.COM,"CASON, MARQUETTA PH#: 706-339-0635",,IHCP-1100 / 03/31/2022,Greenville / Limited Liability,,,,,CORNERSTONE COMPASSIONATE CARE LLC,864-688-2028,,Greenville,,-82.265552,34.721055,Greenville,384122.5412,3842838.834
6296,HLINHOMECARE,CORNERSTONE HEALTHCARE SERVICES LLC,2265 ROSWELL ROAD # 100,MARIETTA,GA,30062,770-557-8252,CLAUDIA@CORNERSTONEHEALTHCARESERVICES,"OSTERHOUT, CLAUDIA PH#: 770-557-8252",CLAUDIA@CORNERSTONEHEALTHCARESERVICES,IHCP-0959 / 03/31/2022,Out of State / Limited Liability,,,,,CORNERSTONE HEALTHCARE SERVICES LLC,770-557-8252,,Out of State,,-84.485958,33.97314,Out of State,177902.9702,3764657.23
7920,HLAMBULATORYSURGERY,CORNERSTONE SURGERY CENTER,3911 HWY 17 BYPASS UNIT B,MURRELLS INLET,SC,29576-5033,843-652-8211,V.SOLHEIM@HOTMAIL.COM,"SOLHEIM, VESNA PH#: 843-485-7800",V.SOLHEIM@HOTMAIL.COM,ASF-0155 / 10/31/2021,Georgetown / Limited Liability,,,,,CORNERSTONE SURGERY CENTER LLC,843-652-8211,,Georgetown,A,-79.025877,33.57337,Georgetown,683226.5561,3716599.72
8075,HLHEARINGAIDSPEC,"CORNWELL, CHRISTOPHER L.",3100 BYROM RD,MYRTLE BEACH,SC,29579,301-730-5552,CHRIS.ABSOLUTEHEARING@GMAIL.COM, PH#: ,,HAS-0692 / 01/30/2022,Horry / Sole Proprietorship,,,,,"CORNWELL, CHRISTOPHER L.",301-730-5552,,Horry,C,-78.902721,33.746679,Horry,694269.051,3736044.6
8115,HLRENALDIALYSIS,CORONACA HOME DIALYSIS,3337 HWY 72-221 E,GREENWOOD,SC,29649,864-229-0101,SCL_C@DAVITA.COM, PH#: ,,ERD-0250 / 02/28/2022,Greenwood / Limited Liability,,,,,JABINE DIALYSIS LLC,,,Greenwood,,-82.091337,34.257627,Out of State,399520.5012,3791260.494
2122,HLINHOMECARE,CORPORATE CARE LLC CHARLESTON,3620 ASHLEY PHOSPHATE RD STE 18,NORTH CHARLESTON,SC,29418,843-793-4253,TSMITH@CORPORATE-SERVICESSC.COM, PH#: ,,IHCP-0275 / 08/31/2021,Charleston / Limited Liability,PO BOX 16148,GREENVILLE,SC,29606-7148,CORPORATE CARE LLC,864-350-0928,,Charleston,B,-80.02794734,32.91885866,Greenville,590889.9352,3642710.689
6986,HLINHOMECARE,CORPORATE CARE LLC GREENVILLE,811 PENDLETON ST STE 2,GREENVILLE,SC,29606,864-250-0403,TSMITH@CORPORATE-SERVICESSC.COM, PH#: ,,IHCP-0316 / 08/31/2021,Greenville / Limited Liability,PO BOX 16148,GREENVILLE,SC,29606-7148,CORPORATE CARE LLC,864-350-0928,,Greenville,,-82.41707187,34.84325067,Greenville,370439.1135,3856575.878
6919,HLINHOMECARE,CORPORATE CARE LLC-AIKEN,655 SILVER BLUFF RD STE B,AIKEN,SC,29803,803-642-7881,CAROLYNCOOLEY@GMAIL.COM, PH#: ,,IHCP-0317 / 08/31/2021,Aiken / Limited Liability,PO BOX 16148,GREENVILLE,SC,29606-7148,CORPORATE CARE LLC,864-350-0928,,Aiken,,-81.73041425,33.51575904,Greenville,432166.7717,3708705.162
6921,HLINHOMECARE,CORPORATE CARE LLC-ANDERSON,1212 N MAIN ST,ANDERSON,SC,29624,864-261-8488,TSMITH@CORPORARE-SERVICESSC.COM, PH#: ,,IHCP-0277 / 08/31/2021,Anderson / Limited Liability,PO BOX 16148,GREENVILLE,SC,29606-7148,CORPORATE CARE LLC,864-350-0928,,Anderson,,-82.64842377,34.49418875,Greenville,348651.2987,3818186.046
4922,HLINHOMECARE,CORPORATE CARE LLC-COLUMBIA,1620 BROAD RIVER RD,COLUMBIA,SC,29210,803-403-1986,TSMITH@CORPORATE-SERVICESSC.COM, PH#: ,,IHCP-0288 / 08/31/2021,Richland / Limited Liability,PO BOX 16148,GREENVILLE,SC,29606-7148,CORPORATE CARE LLC,864-350-0928,,Richland,,-81.087628,34.032897,Greenville,491910.9696,3765807.052
7800,HLINHOMECARE,CORPORATE CARE LLC-FLORENCE,3656 S IRBY ST,FLORENCE,SC,29501-3387,864-277-0041,TSMITH@CORPORATE-SERVICESSC.COM,"COOLEY, CAROLYN PH#: 864-250-0403",RR500@CORPORATE-SERVICESSC.COM,IHCP-0523 / 07/31/2021,Florence / Limited Liability,PO BOX 16148,GREENVILLE,SC,29606-7148,CORPORATE CARE LLC,864-350-0928,,Florence,,-79.779408,34.123016,Greenville,612559.5214,3776468.557
8116,HLINHOMECARE,CORPORATE CARE LLC-GREENWOOD,1430-E 72 BYPASS NE,GREENVILLE,SC,29601,864-412-0614,TSMITH@CORPORATE-SERVICES.COM,"COOLEY, CAROLYN PH#: 864-250-0403",CAROLYNCOOLEYCSS@GMAIL.COM,IHCP-0948 / 01/31/2022,Greenville / Limited Liability,,,,,CORPORATE CARE LLC,864-350-0928,,Greenville,,-82.402401,34.848877,Greenville,371789.3945,3857180.969
2104,HLINHOMECARE,CORPORATE CARE LLC-SPARTANBURG,222 E BLACKSTOCK RD STE C,SPARTANBURG,SC,29301-2627,864-327-8386,TSMITH@CORPORATE-SERVICESSC.COM,"COOLEY, CAROLYN PH#: 864-250-0403",CAROLYNCOOLEYCSS@GMAIL.COM,IHCP-0276 / 08/31/2021,Spartanburg / Limited Liability,PO BOX 16148,GREENVILLE,SC,29606-7148,CORPORATE CARE LLC,864-350-0928,,Spartanburg,,-81.98838411,34.92677554,Greenville,409726.4866,3865368.616
29,HLHOSPITAL,CORRECT CARE OF SOUTH CAROLINA,7901 FARROW RD,COLUMBIA,SC,29203-3220,803-935-0505,RLAWRENZ@WELLPATH.US,"LAWRENZ, RONALD R., JR. PH#: 803-935-0505",RLAWRENZ@CORRECTCARERS.COM,HTL-0756 / 09/30/2021,Richland / Limited Liability,7901 FARROW RD,COLUMBIA,SC,29203,CORRECT CARE OF SOUTH CAROLINA LLC,615-324-5750,,Richland,,-80.97913615,34.07647837,Out of State,501925.003,3770635.997
8191,HLMIDWIFEAPPRENTICE,"COSTNER, KARLA",103 POINSETTIA DR EXT,SIMPSONVILLE,SC,29681,864-551-8952,KARLACOSTNER@GMAIL.COM, PH#: ,,LMA-0129 / 07/31/2021,Greenville / Sole Proprietorship,103 POINSETTIA DR EXT,SIMPSONVILLE,SC,29681,"COSTNER, KARLA",864-551-8952,,Greenville,,-82.248327,34.738468,Greenville,385723.7142,3844750.219
7948,HLRESIDENTIALCARE,COTTONWOOD VILLAS,800 W CHURCH ST,BISHOPVILLE,SC,29010-1054,803-484-5303,MARIE@LAKEFIELDPROP.COM,"GAINEY, FELICIA PH#: 803-484-5303",FELICIA@LAKEFIELDPROP.COM,CRC-1186 / 06/30/2021,Lee / Limited Liability,800 W CHURCH ST,BISHOPVILLE,SC,29010-1054,LAKEFIELD PROPERTIES LLC,864-444-0082,,Lee,,-80.259131,34.227819,Greenville,568235.2891,3787664.699
1016,HLHEARINGAIDSPEC,"COTTRELL, JAMES L.",301 JASPER ST,EASLEY,SC,29640-3535,864-859-5445,COTTRELLJ301@ATT.NET, PH#: ,,HAS-0323 / 01/30/2022,Pickens / Sole Proprietorship,301 JASPER ST,EASLEY,SC,29640-3535,"COTTRELL, JAMES L.",864-859-5445,,Pickens,,-82.59793355,34.81963076,Pickens,353860.0288,3854204.887
7132,HLHEARINGAIDSPEC,"COTUNA, TIFFANY G.",210 BRUNNERS LN,MONCKS CORNER,SC,29461,828-896-5444,LCOTUNA@HOTMAIL.COM, PH#: ,,HAS-0625 / 01/30/2022,Berkeley / Sole Proprietorship,210 BRUNNERS LN,MONCKS CORNER,SC,29461,"COTUNA, TIFFANY G.",828-896-5444,,Berkeley,H,-80.04402487,33.1089097,Berkeley,589195.017,3663767.266
8126,HLRESIDENTIALCARE,COUNTRY COMFORT COMMUNITY HOME,204 JOE ARTHUR CIR,BLYTHEWOOD,SC,29016-8807,803-735-9777,COUNTS_COUNTRYCOMFORT@YAHOO.COM,"COUNTS, CLIFFORD A. PH#: 803-735-9777",COUNTS_COUNTRYCOMFORT@YAHOO.COM,CRC-1467 / 02/28/2022,Richland / ,2452 ROLLING PINES RD,COLUMBIA,SC,29210,COUNTRY COMFORT HOMES LLC,803-920-9927,,Richland,,-80.978063,34.20057,Lexington,502021.1371,3784395.322
6440,HLINHOMECARE,COVENANT HOME CARE OF SOUTH CAROLINA,1115 TANNER RD STE 607,TAYLORS,SC,29687,864-517-4834,COVENANTCARE2019@GMAIL.COM,"CHEN, RUSSELL M. PH#: 864-655-5098",COVENANTCARE2019@GMAIL.COM,IHCP-1021 / 05/31/2021,Greenville / Limited Liability,,,,,COVENANT HOME CARE OF SOUTH CAROLINA LLC,864-517-4834,,Greenville,,-82.335969,34.913945,Greenville,377959.3317,3864314.426
742,HLRESIDENTIALCARE,COVENANT PLACE,2825 CARTER RD OFC,SUMTER,SC,29150-1736,803-469-7007,RLINDER@COVENANTPLACE.ORG,"LINDER, RISLEY E., SR. PH#: 803-469-7007",RLINDER@COVENANTPLACE.ORG,CRC-0758 / 03/31/2022,Sumter / Non-Profit Corporation,2825 CARTER RD OFC,SUMTER,SC,29150-1736,COVENANT PLACE OF SUMTER INC,803-469-7007,,Sumter,,-80.40652955,33.95482153,Sumter,554835.0789,3757305.321
741,HLHOMEHEALTH,COVENANT PLACE CCRC HOME HEALTH SERVICES,2825 CARTER RD,SUMTER,SC,29150-1712,803-469-7007,RLINDER@COVENANTPLACE.ORG,"WILSEY, JENNIFER PH#: 803-469-7007",,HHA-0209 / 05/31/2021,Sumter / Non-Profit Corporation,2825 CARTER RD,SUMTER,SC,29150-1712,COVENANT PLACE OF SUMTER INC,803-469-7007,,Sumter,,-80.40615818,33.95469446,Sumter,554869.4748,3757291.43
