ncessch,leaid,leanm05,schnam05,geoid,tract_latitude,tract_longitude,lat,lon
4.5e+11,4501110,BEAUFORT COUNTY SCHOOL DISTRICT,LADYS ISLAND ELEMENTARY,45013000903,+32.3824780,-080.6515172,32.39264,-80.62821
4.5e+11,4501110,BEAUFORT COUNTY SCHOOL DISTRICT,MOSSY OAKS ELEMENTARY,45013000700,+32.4169450,-080.6897104,32.40071,-80.69272
4.5e+11,4501110,BEAUFORT COUNTY SCHOOL DISTRICT,PORT ROYAL ELEMENTARY,45013000800,+32.3847275,-080.6965888,32.37835,-80.69159
4.5e+11,4501110,BEAUFORT COUNTY SCHOOL DISTRICT,MICHAEL C. RILEY ELEMENTARY,45013002108,+32.2226585,-080.8256590,32.23157,-80.857
4.5e+11,4501110,BEAUFORT COUNTY SCHOOL DISTRICT,SHELL POINT ELEMENTARY SCHOOL,45013000503,+32.3804562,-080.7359040,32.38657,-80.74291
4.5e+11,4501110,BEAUFORT COUNTY SCHOOL DISTRICT,ST HELENA ELEMENTARY SCHOOL,45013001102,+32.3630229,-080.5792222,32.40022,-80.56113
4.5e+11,4501110,BEAUFORT COUNTY SCHOOL DISTRICT,BEAUFORT HIGH,45013000700,+32.4169450,-080.6897104,32.4008,-80.69128
4.5e+11,4501110,BEAUFORT COUNTY SCHOOL DISTRICT,BATTERY CREEK HIGH SCHOOL,45013000501,+32.4255231,-080.7676172,32.4317,-80.74225
4.5e+11,4501110,BEAUFORT COUNTY SCHOOL DISTRICT,ROBERT SMALL TOWNS MIDDLE,45013000502,+32.4178372,-080.7337269,32.4259,-80.73601
4.5e+11,4501110,BEAUFORT COUNTY SCHOOL DISTRICT,COOSA ELEMENTARY SCHOOL,45013000902,+32.4453561,-080.6342550,32.47415,-80.64674
4.5e+11,4501110,BEAUFORT COUNTY SCHOOL DISTRICT,WHALE BRANCH ELEMENTARY,45013000200,+32.5007617,-080.7468659,32.53182,-80.74508
4.5e+11,4501110,BEAUFORT COUNTY SCHOOL DISTRICT,BLUFFTON ELEMENTARY,45013002107,+32.2608068,-080.8659839,32.23373,-80.90369
4.5e+11,4501110,BEAUFORT COUNTY SCHOOL DISTRICT,H. E. MCCRACKEN MIDDLE SCHOOL,45013010500,+32.2217262,-080.7591761,32.21723,-80.7312
4.5e+11,4501110,BEAUFORT COUNTY SCHOOL DISTRICT,WHALE BRANCH MIDDLE SCHOOL,45013000502,+32.4178372,-080.7337269,32.4259,-80.73601
4.5e+11,4501110,BEAUFORT COUNTY SCHOOL DISTRICT,BEAUFORT MIDDLE SCHOOL,45013000700,+32.4169450,-080.6897104,32.4008,-80.69128
4.5e+11,4501110,BEAUFORT COUNTY SCHOOL DISTRICT,OKATIE ELEMENTARY SCHOOL,45053950201,+32.3984799,-080.9415727,32.35227,-80.92296
4.5e+11,4501110,BEAUFORT COUNTY SCHOOL DISTRICT,HILTON HEAD EARLY CHILDHOOD CENTER,45013010400,+32.1985315,-080.7550507,32.2097,-80.7286
4.5e+11,4501110,BEAUFORT COUNTY SCHOOL DISTRICT,HILTON HEAD SCHOOL FOR THE CREATIVE ARTS,45013010600,+32.2452931,-080.7347150,32.2161,-80.7321
4.5e+11,4501110,BEAUFORT COUNTY SCHOOL DISTRICT,HILTON HEAD INTERNATIONAL BACCALAUREATE,45013010500,+32.2217262,-080.7591761,32.219,-80.7338
4.5e+11,4501110,BEAUFORT COUNTY SCHOOL DISTRICT,BLUFFTON HIGH SCHOOL,45013002103,+32.2526677,-080.9631260,32.2389,-80.9619
4.5e+11,4501110,BEAUFORT COUNTY SCHOOL DISTRICT,HILTON HEAD HIGH SCHOOL,45013010600,+32.2452931,-080.7347150,32.2159,-80.73216
4.5e+11,4501110,BEAUFORT COUNTY SCHOOL DISTRICT,LADY'S ISLAND MIDDLE SCHOOL,45013000902,+32.4453561,-080.6342550,32.41197,-80.64402
4.5e+11,4501110,BEAUFORT COUNTY SCHOOL DISTRICT,HILTON HEAD MIDDLE SCHOOL,45013010500,+32.2217262,-080.7591761,32.21723,-80.7312
4.5e+11,4501170,BERKELEY COUNTY SCHOOL DISTRICT,SEDGEFIELD INTERMEDIATE,45015020804,+32.9757600,-080.0134479,32.97632,-80.01424
4.5e+11,4501170,BERKELEY COUNTY SCHOOL DISTRICT,DEVON FOREST ELEMENTARY,45015020719,+33.0289587,-080.0728450,33.03933,-80.07549
4.5e+11,4501170,BERKELEY COUNTY SCHOOL DISTRICT,BERKELEY INTERMEDIATE SCHOOL,45015020506,+33.1834737,-079.9987130,33.1936,-79.97205
4.5e+11,4501170,BERKELEY COUNTY SCHOOL DISTRICT,BERKELEY ELEMENTARY,45015020503,+33.2179689,-080.0966171,33.20624,-80.05493
4.5e+11,4501170,BERKELEY COUNTY SCHOOL DISTRICT,BOULDER BLUFF ELEMENTARY,45015020806,+33.0181173,-080.0318503,33.02466,-80.02993
4.5e+11,4501170,BERKELEY COUNTY SCHOOL DISTRICT,CAINHOY ELEMENTARY/MIDDLE SCHOOL,45015020405,+33.0127641,-079.8275141,33.02127,-79.85349
4.5e+11,4501170,BERKELEY COUNTY SCHOOL DISTRICT,CROSS ELEMENTARY,45015020101,+33.3435539,-080.1699561,33.30167,-80.16629
4.5e+11,4501170,BERKELEY COUNTY SCHOOL DISTRICT,COLLEGE PARK ELEMENTARY,45015020717,+33.0290919,-080.0980921,33.0147,-80.0914
4.5e+11,4501170,BERKELEY COUNTY SCHOOL DISTRICT,TIMBERLAND HIGH SCHOOL,45015020201,+33.3806007,-079.8905635,33.32795,-79.90248
4.5e+11,4501170,BERKELEY COUNTY SCHOOL DISTRICT,J K GOURDIN ELEMENTARY SCHOOL,45015020202,+33.4272266,-080.0396688,33.42545,-79.98979
4.5e+11,4501170,BERKELEY COUNTY SCHOOL DISTRICT,HENRY E BONNER ELEMENTARY,45015020301,+33.2871316,-079.8280540,33.26709,-79.89726
4.5e+11,4501170,BERKELEY COUNTY SCHOOL DISTRICT,ST STEPHEN ELEMENTARY,45015020201,+33.3806007,-079.8905635,33.39986,-79.92862
4.5e+11,4501170,BERKELEY COUNTY SCHOOL DISTRICT,WHITESVILLE ELEMENTARY SCHOOL,45015020600,+33.0870933,-079.9910086,33.15226,-80.05083
4.5e+11,4501170,BERKELEY COUNTY SCHOOL DISTRICT,WESTVIEW ELEMENTARY SCHOOL,45015020723,+32.9972694,-080.0464023,33.0034,-80.0456
4.5e+11,4501170,BERKELEY COUNTY SCHOOL DISTRICT,HANAHAN MIDDLE SCHOOL,45015021000,+32.9304423,-079.9825020,32.90914,-79.99532
4.5e+11,4501170,BERKELEY COUNTY SCHOOL DISTRICT,SEDGEFIELD MIDDLE SCHOOL,45015020804,+32.9757600,-080.0134479,32.97955,-80.01116
4.5e+11,4501170,BERKELEY COUNTY SCHOOL DISTRICT,ST STEPHEN MIDDLE,45015020201,+33.3806007,-079.8905635,33.40611,-79.93281
4.5e+11,4501170,BERKELEY COUNTY SCHOOL DISTRICT,COLLEGE PARK MIDDLE SCHOOL,45015020717,+33.0290919,-080.0980921,33.0236,-80.08937
4.5e+11,4501170,BERKELEY COUNTY SCHOOL DISTRICT,BERKELEY HIGH SCHOOL,45015020504,+33.2060781,-080.0069274,33.20179,-80.03026
4.5e+11,4501170,BERKELEY COUNTY SCHOOL DISTRICT,CROSS HIGH SCHOOL,45015020101,+33.3435539,-080.1699561,33.35239,-80.16434
4.5e+11,4501170,BERKELEY COUNTY SCHOOL DISTRICT,GOOSE CREEK HIGH SCHOOL,45015020804,+32.9757600,-080.0134479,32.97212,-80.01733
4.5e+11,4501170,BERKELEY COUNTY SCHOOL DISTRICT,HANAHAN HIGH,45015020903,+32.9200203,-080.0032732,32.91467,-80.00541
4.5e+11,4501170,BERKELEY COUNTY SCHOOL DISTRICT,HANAHAN ELEMENTARY SCHOOL,45015020904,+32.9471998,-080.0320733,32.93659,-80.02998
4.5e+11,4501170,BERKELEY COUNTY SCHOOL DISTRICT,WESTVIEW PRIMARY,45015020723,+32.9972694,-080.0464023,33.00342,-80.04555
4.5e+11,4501170,BERKELEY COUNTY SCHOOL DISTRICT,GOOSE CREEK PRIMARY SCHOOL,45015020810,+32.9715141,-080.0321460,32.97214,-80.03095
4.5e+11,4501170,BERKELEY COUNTY SCHOOL DISTRICT,MARRINGTON MIDDLE SCHOOL,45015020725,+32.9689219,-079.9853268,32.96802,-79.97715
4.5e+11,4501170,BERKELEY COUNTY SCHOOL DISTRICT,HOWE HALL AIMS SCHOOL,45015020809,+32.9860445,-080.0239889,32.97945,-80.02846
4.5e+11,4501170,BERKELEY COUNTY SCHOOL DISTRICT,MARRINGTON ELEMENTARY SCHOOL,45015020724,+32.9970058,-079.9666500,32.96793,-79.97695
4.5e+11,4501170,BERKELEY COUNTY SCHOOL DISTRICT,SANGAREE MIDDLE SCHOOL,45015020716,+33.0132704,-080.1087900,33.0255,-80.11037
4.5e+11,4501170,BERKELEY COUNTY SCHOOL DISTRICT,BERKELEY MIDDLE SCHOOL,45015020504,+33.2060781,-080.0069274,33.20069,-79.99687
4.5e+11,4501170,BERKELEY COUNTY SCHOOL DISTRICT,MACEDONIA MIDDLE SCHOOL,45015020301,+33.2871316,-079.8280540,33.26614,-79.89585
4.5e+11,4501170,BERKELEY COUNTY SCHOOL DISTRICT,SANGAREE ELEMENTARY,45015020717,+33.0290919,-080.0980921,33.0348,-80.10943
4.5e+11,4501170,BERKELEY COUNTY SCHOOL DISTRICT,WESTVIEW MIDDLE SCHOOL,45015020723,+32.9972694,-080.0464023,33.00397,-80.04312
4.5e+11,4501170,BERKELEY COUNTY SCHOOL DISTRICT,STRATFORD HIGH,45015020721,+33.0040521,-080.0811448,33.01505,-80.08462
4.5e+11,4501170,BERKELEY COUNTY SCHOOL DISTRICT,SANGAREE INTERMEDIATE,45015020714,+33.0273185,-080.1382363,33.03359,-80.11001
4.5e+11,4501250,CALHOUN COUNTY SCHOOL DISTRICT,GUINYARD ELEMENTARY,45017950200,+33.6883735,-080.8061167,33.66974,-80.78717
4.5e+11,4501250,CALHOUN COUNTY SCHOOL DISTRICT,JOHN FORD MIDDLE,45017950200,+33.6883735,-080.8061167,33.67014,-80.77972
4.5e+11,4501250,CALHOUN COUNTY SCHOOL DISTRICT,CALHOUN COUNTY HIGH SCHOOL,45017950200,+33.6883735,-080.8061167,33.6605,-80.79
4.5e+11,4501250,CALHOUN COUNTY SCHOOL DISTRICT,SANDY RUN ELEMENTARY SCHOOL,45063020202,+33.9592231,-081.0781384,33.97541,-81.07304
4.5e+11,4501440,CHARLESTON COUNTY SCHOOL DISTRICT,CHARLESTON SCHOOL OF ARTS,45019003500,+32.8884799,-079.9908042,32.88986,-79.99965
4.5e+11,4501440,CHARLESTON COUNTY SCHOOL DISTRICT,ACADEMIC MAGNET HIGH SCHOOL,45019005500,+32.8532338,-079.9554747,32.85776,-79.96408
4.5e+11,4501440,CHARLESTON COUNTY SCHOOL DISTRICT,BRENTWOOD MIDDLE SCHOOL,45019003800,+32.8584017,-079.9999603,32.85944,-80.00592
4.5e+11,4501440,CHARLESTON COUNTY SCHOOL DISTRICT,CHICORA ELEMENTARY SCHOOL,45019004300,+32.8501669,-079.9673955,32.85548,-79.96938
4.5e+11,4501440,CHARLESTON COUNTY SCHOOL DISTRICT,WILMOT FRASER ELEMENTARY,45019000900,+32.7976264,-079.9287806,32.79662,-79.93443
4.5e+11,4501440,CHARLESTON COUNTY SCHOOL DISTRICT,A C CORCORAN ELEMENTARY SCHOOL,45019003114,+32.9525906,-080.0509817,32.96057,-80.05966
4.5e+11,4501440,CHARLESTON COUNTY SCHOOL DISTRICT,EDMUND A BURNS ELEMENTARY,45019003800,+32.8584017,-079.9999603,32.85348,-79.99158
4.5e+11,4501440,CHARLESTON COUNTY SCHOOL DISTRICT,JANE EDWARDS ELEMENTARY SCHOOL,45019002300,+32.5734128,-080.3153210,32.58037,-80.29995
4.5e+11,4501440,CHARLESTON COUNTY SCHOOL DISTRICT,MARY FORD ELEMENTARY,45019004400,+32.8305580,-079.9619676,32.84646,-79.97713
4.5e+11,4501440,CHARLESTON COUNTY SCHOOL DISTRICT,W B GOODWIN ELEMENTARY,45019003110,+32.8669862,-080.0576673,32.86069,-80.04701
4.5e+11,4501440,CHARLESTON COUNTY SCHOOL DISTRICT,MINNIE HUGHES ELEMENTARY,45019002400,+32.7481866,-080.3518239,32.6995,-80.37493
4.5e+11,4501440,CHARLESTON COUNTY SCHOOL DISTRICT,HUNLEY PARK ELEMENTARY,45019003109,+32.8942569,-080.0794055,32.89294,-80.07828
4.5e+11,4501440,CHARLESTON COUNTY SCHOOL DISTRICT,LADSON ELEMENTARY,45019003107,+32.9600374,-080.1009931,32.98689,-80.10313
4.5e+11,4501440,CHARLESTON COUNTY SCHOOL DISTRICT,LAMBS ELEMENTARY SCHOOL,45019003110,+32.8669862,-080.0576673,32.88475,-80.06647
4.5e+11,4501440,CHARLESTON COUNTY SCHOOL DISTRICT,MEMMINGER ELEMENTARY,45019000400,+32.7825377,-079.9353260,32.78072,-79.93505
4.5e+11,4501440,CHARLESTON COUNTY SCHOOL DISTRICT,MIDLAND PARK ELEMENTARY SCHOOL,45019003105,+32.9118630,-080.0314105,32.92068,-80.0412
4.5e+11,4501440,CHARLESTON COUNTY SCHOOL DISTRICT,E B ELLINGTON ELEMENTARY,45019002502,+32.7290527,-080.2269830,32.7705,-80.21254
4.5e+11,4501440,CHARLESTON COUNTY SCHOOL DISTRICT,MITCHELL ELEMENTARY SCHOOL,45019005300,+32.8001609,-079.9443767,32.79479,-79.94815
4.5e+11,4501440,CHARLESTON COUNTY SCHOOL DISTRICT,JENNIE MOORE ELEMENTARY SCHOOL,45019004610,+32.8245244,-079.7688751,32.85028,-79.79869
4.5e+11,4501440,CHARLESTON COUNTY SCHOOL DISTRICT,MORNINGSIDE MIDDLE SCHOOL,45019003300,+32.8846062,-080.0074054,32.87754,-80.00292
4.5e+11,4501440,CHARLESTON COUNTY SCHOOL DISTRICT,MT PLEASANT ACADEMY,45019004701,+32.7801651,-079.8675218,32.78197,-79.86274
4.5e+11,4501440,CHARLESTON COUNTY SCHOOL DISTRICT,MURRAY LASAINE ELEMENTARY,45019001901,+32.7470539,-079.9967682,32.74256,-79.98454
4.5e+11,4501440,CHARLESTON COUNTY SCHOOL DISTRICT,NORTH CHARLESTON ELEMENTARY,45019003500,+32.8884799,-079.9908042,32.88471,-79.98206
4.5e+11,4501440,CHARLESTON COUNTY SCHOOL DISTRICT,OAKLAND ELEMENTARY SCHOOL,45019002801,+32.7772208,-080.0378763,32.7883,-80.0353
4.5e+11,4501440,CHARLESTON COUNTY SCHOOL DISTRICT,ORANGE GROVE ELEMENTARY SCHOOL,45019002604,+32.8222997,-080.0002429,32.81878,-79.99868
4.5e+11,4501440,CHARLESTON COUNTY SCHOOL DISTRICT,MALCOLM C. HURSEY ELEMENTARY,45019003600,+32.8778634,-079.9842690,32.87594,-79.99126
4.5e+11,4501440,CHARLESTON COUNTY SCHOOL DISTRICT,MATILDA F. DUNSTON ELEMENTARY,45019003400,+32.8958105,-079.9746618,32.90011,-80.00976
4.5e+11,4501440,CHARLESTON COUNTY SCHOOL DISTRICT,EDITH L FRIERSON ELEMENTARY,45019002200,+32.6576817,-080.1839478,32.63682,-80.18664
4.5e+11,4501440,CHARLESTON COUNTY SCHOOL DISTRICT,CLYDE SANDERS ELEMENTARY,45019005300,+32.8001609,-079.9443767,32.80096,-79.93706
4.5e+11,4501440,CHARLESTON COUNTY SCHOOL DISTRICT,PEPPERHILL ELEMENTARY SCHOOL,45019003107,+32.9600374,-080.1009931,32.93815,-80.07441
4.5e+11,4501440,CHARLESTON COUNTY SCHOOL DISTRICT,JAMES SIMONS ELEMENTARY,45019005300,+32.8001609,-079.9443767,32.80076,-79.94921
4.5e+11,4501440,CHARLESTON COUNTY SCHOOL DISTRICT,SPRINGFIELD ELEMENTARY,45019005600,+32.8010357,-080.0830664,32.83659,-80.0586
4.5e+11,4501440,CHARLESTON COUNTY SCHOOL DISTRICT,ST ANDREWS SCHOOL OF MATH AND SCIENCE,45019003000,+32.7772471,-079.9726864,32.7774,-79.98098
4.5e+11,4501440,CHARLESTON COUNTY SCHOOL DISTRICT,ANGEL OAK ELEMENTARY,45019002101,+32.7430103,-080.0840064,32.72439,-80.10232
4.5e+11,4501440,CHARLESTON COUNTY SCHOOL DISTRICT,STILES POINT ELEMENTARY,45019002006,+32.7325383,-079.9346090,32.73699,-79.92687
4.5e+11,4501440,CHARLESTON COUNTY SCHOOL DISTRICT,STONO PARK ELEMENTARY,45019002802,+32.7748760,-080.0035774,32.78024,-80.01564
4.5e+11,4501440,CHARLESTON COUNTY SCHOOL DISTRICT,SULLIVANS ISLAND EL,45019004800,+32.7709494,-079.8311365,32.76017,-79.84067
4.5e+11,4501440,CHARLESTON COUNTY SCHOOL DISTRICT,WHITESIDE MAMIE ELEMENTARY,45019004611,+32.7918747,-079.8300457,32.79721,-79.85212
4.5e+11,4501440,CHARLESTON COUNTY SCHOOL DISTRICT,CHARLESTOWNE ACADEMY,45019005500,+32.8532338,-079.9554747,32.8566,-79.9824
4.5e+11,4501440,CHARLESTON COUNTY SCHOOL DISTRICT,CHARLESTON PROGRESSIVE SCHOOL,45019005300,+32.8001609,-079.9443767,32.79985,-79.94128
4.5e+11,4501440,CHARLESTON COUNTY SCHOOL DISTRICT,C E WILLIAMS MIDDLE FOR CREATIVE & SCIEN,45019005600,+32.8010357,-080.0830664,32.79735,-80.07493
4.5e+11,4501440,CHARLESTON COUNTY SCHOOL DISTRICT,BAPTIST HILL HIGH,45019002502,+32.7290527,-080.2269830,32.7275,-80.26089
4.5e+11,4501440,CHARLESTON COUNTY SCHOOL DISTRICT,NORTH CHARLESTON HIGH SCHOOL,45019003500,+32.8884799,-079.9908042,32.88151,-79.97843
4.5e+11,4501440,CHARLESTON COUNTY SCHOOL DISTRICT,GARRETT SCHOOL OF TECHNOLOGY,45019003800,+32.8584017,-079.9999603,32.86178,-80.0021
4.5e+11,4501440,CHARLESTON COUNTY SCHOOL DISTRICT,LINCOLN HIGH SCHOOL,45019005000,+33.0393507,-079.5734552,33.09179,-79.45705
4.5e+11,4501440,CHARLESTON COUNTY SCHOOL DISTRICT,WANDO HIGH SCHOOL,45019004612,+32.8352937,-079.8334709,32.8247,-79.84788
4.5e+11,4501440,CHARLESTON COUNTY SCHOOL DISTRICT,ST JOHN'S HIGH,45019002101,+32.7430103,-080.0840064,32.72401,-80.09324
4.5e+11,4501440,CHARLESTON COUNTY SCHOOL DISTRICT,R B STALL HIGH SCHOOL,45019003113,+32.9546311,-080.0729838,32.94114,-80.05614
4.5e+11,4501440,CHARLESTON COUNTY SCHOOL DISTRICT,CHARLES PINCKNEY ELEMENTARY,45019004608,+32.8973520,-079.7890349,32.87692,-79.77801
4.5e+11,4501440,CHARLESTON COUNTY SCHOOL DISTRICT,THOMAS C. CARIO MIDDLE SCHOOL,45019004608,+32.8973520,-079.7890349,32.87895,-79.78028
4.5e+11,4501440,CHARLESTON COUNTY SCHOOL DISTRICT,WEST ASHLEY HIGH,45019005600,+32.8010357,-080.0830664,32.81195,-80.05186
4.5e+11,4501440,CHARLESTON COUNTY SCHOOL DISTRICT,WEST ASHLEY INTERMEDIATE,45019002701,+32.7976991,-080.0287926,32.79037,-80.02001
4.5e+11,4501440,CHARLESTON COUNTY SCHOOL DISTRICT,WEST ASHLEY MIDDLE,45019002612,+32.8174841,-080.0204648,32.81289,-80.02571
4.5e+11,4501440,CHARLESTON COUNTY SCHOOL DISTRICT,JAMES ISLAND ELEMENTARY SCHOOL,45019002003,+32.6854321,-079.9526678,32.71003,-79.97328
4.5e+11,4501440,CHARLESTON COUNTY SCHOOL DISTRICT,SEPTIMA CLARK CORPORATE ACADEMY,45019002003,+32.6854321,-079.9526678,32.70653,-79.97668
4.5e+11,4501440,CHARLESTON COUNTY SCHOOL DISTRICT,CHARLESTON DEVELOPMENT ACADEMY,45019001100,+32.7905077,-079.9565809,32.79037,-79.95413
4.5e+11,4501440,CHARLESTON COUNTY SCHOOL DISTRICT,EAST COOPER MONTESSORI CHARTER SCHOOL,45019004702,+32.8007285,-079.8635983,32.79473,-79.86818
4.5e+11,4501440,CHARLESTON COUNTY SCHOOL DISTRICT,YOUTHBUILD CHARLESTON CENTER,45019003107,+32.9600374,-080.1009931,32.93334,-80.0618
4.5e+11,4501440,CHARLESTON COUNTY SCHOOL DISTRICT,LAUREL HILL PRIMARY,45019004608,+32.8973520,-079.7890349,32.8746,-79.7798
4.5e+11,4501440,CHARLESTON COUNTY SCHOOL DISTRICT,SUSAN G. BOYKIN ACADEMY,45019003300,+32.8846062,-080.0074054,32.8831,-80.0083
4.5e+11,4501440,CHARLESTON COUNTY SCHOOL DISTRICT,DRAYTON HALL ELEMENTARY SCHOOL,45035010801,+32.8955573,-080.2650986,32.89816,-80.13933
4.5e+11,4501440,CHARLESTON COUNTY SCHOOL DISTRICT,JAMES ISLAND CHARTER HIGH SCHOOL,45019002006,+32.7325383,-079.9346090,32.7304,-79.93342
4.5e+11,4501440,CHARLESTON COUNTY SCHOOL DISTRICT,ALICE BIRNEY MIDDLE SCHOOL,45019003113,+32.9546311,-080.0729838,32.94113,-80.05593
4.5e+11,4501440,CHARLESTON COUNTY SCHOOL DISTRICT,C C BLANEY ELEMENTARY,45019002400,+32.7481866,-080.3518239,32.728237,-80.288639
4.5e+11,4501440,CHARLESTON COUNTY SCHOOL DISTRICT,HARBOR VIEW ELEMENTARY,45019001902,+32.7627874,-079.9653762,32.75564,-79.9691
4.5e+11,4501440,CHARLESTON COUNTY SCHOOL DISTRICT,HAUT GAP MIDDLE,45019002101,+32.7430103,-080.0840064,32.71958,-80.07845
4.5e+11,4501440,CHARLESTON COUNTY SCHOOL DISTRICT,JAMES ISLAND MIDDLE SCHOOL,45019002002,+32.7340159,-079.9611767,32.7321,-79.96137
4.5e+11,4501440,CHARLESTON COUNTY SCHOOL DISTRICT,LAING MIDDLE SCHOOL,45019004610,+32.8245244,-079.7688751,32.8422,-79.81627
4.5e+11,4501440,CHARLESTON COUNTY SCHOOL DISTRICT,MOULTRIE MIDDLE SCHOOL,45019004701,+32.7801651,-079.8675218,32.79101,-79.87386
4.5e+11,4501440,CHARLESTON COUNTY SCHOOL DISTRICT,R D SCHRODER MIDDLE SCHOOL,45019002400,+32.7481866,-080.3518239,32.72747,-80.29313
4.5e+11,4501440,CHARLESTON COUNTY SCHOOL DISTRICT,M R RIVERS MIDDLE,45019005300,+32.8001609,-079.9443767,32.80505073,-79.95050757
4.5e+11,4501440,CHARLESTON COUNTY SCHOOL DISTRICT,BURKE HIGH,45019001100,+32.7905077,-079.9565809,32.79248,-79.95274
4.5e+11,4501440,CHARLESTON COUNTY SCHOOL DISTRICT,JAMES B EDWARDS ELEMENTARY,45019004606,+32.8232078,-079.8820580,32.82039,-79.85376
4.5e+11,4501440,CHARLESTON COUNTY SCHOOL DISTRICT,MILITARY MAGNET ACADEMY,45019004300,+32.8501669,-079.9673955,32.84923,-79.96824
4.5e+11,4501440,CHARLESTON COUNTY SCHOOL DISTRICT,ST JAMES-SANTEE ELEMENTARY,45019005000,+33.0393507,-079.5734552,33.06014,-79.53954
4.5e+11,4501440,CHARLESTON COUNTY SCHOOL DISTRICT,FORT JOHNSON MIDDLE,45019002003,+32.6854321,-079.9526678,32.73484,-79.97361
4.5e+11,4501440,CHARLESTON COUNTY SCHOOL DISTRICT,ASHLEY RIVER CREATIVE ARTS,45019002701,+32.7976991,-080.0287926,32.80128,-80.02193
4.5e+11,4501440,CHARLESTON COUNTY SCHOOL DISTRICT,BUIST ACADEMY,45019000400,+32.7825377,-079.9353260,32.78707,-79.93281
4.5e+11,4501440,CHARLESTON COUNTY SCHOOL DISTRICT,MT. ZION ELEMENTARY,45019002103,+32.6727041,-080.0718045,32.67617,-80.04565
4.5e+11,4501440,CHARLESTON COUNTY SCHOOL DISTRICT,BELLE HALL ELEMENTARY,45019004614,+32.8596872,-079.8708533,32.84725,-79.8547
4.5e+11,4501440,CHARLESTON COUNTY SCHOOL DISTRICT,MCCLELLANVILLE MIDDLE,45019005000,+33.0393507,-079.5734552,33.08851,-79.46161
4.5e+11,4501500,CHEROKEE COUNTY SCHOOL DISTRICT,ALMA ELEMENTARY,45021970302,+35.0992561,-081.6011090,35.08123,-81.60962
4.5e+11,4501500,CHEROKEE COUNTY SCHOOL DISTRICT,BLACKSBURG MIDDLE SCHOOL,45021970402,+35.0931953,-081.4721855,35.11352,-81.51661
4.5e+11,4501500,CHEROKEE COUNTY SCHOOL DISTRICT,CORINTH ELEMENTARY SCHOOL,45021970602,+34.9811165,-081.5634886,35.00983,-81.64705
4.5e+11,4501500,CHEROKEE COUNTY SCHOOL DISTRICT,DRAYTONVILLE ELEMENTARY SCHOOL,45021970602,+34.9811165,-081.5634886,35.01658,-81.5774
4.5e+11,4501500,CHEROKEE COUNTY SCHOOL DISTRICT,MARY BRAMLETT ELEMENTARY,45021970502,+35.0611810,-081.6288145,35.07514,-81.63752
4.5e+11,4501500,CHEROKEE COUNTY SCHOOL DISTRICT,GOUCHER ELEMENTARY,45021970700,+34.9391090,-081.6473053,34.989,-81.71589
4.5e+11,4501500,CHEROKEE COUNTY SCHOOL DISTRICT,B D LEE ELEMENTARY,45021970201,+35.0819573,-081.7015857,35.07864,-81.66162
4.5e+11,4501500,CHEROKEE COUNTY SCHOOL DISTRICT,LUTHER VAUGHAN ELEMENTARY,45021970302,+35.0992561,-081.6011090,35.10105,-81.63879
4.5e+11,4501500,CHEROKEE COUNTY SCHOOL DISTRICT,BLACKSBURG HIGH SCHOOL,45021970402,+35.0931953,-081.4721855,35.11513,-81.51351
4.5e+11,4501500,CHEROKEE COUNTY SCHOOL DISTRICT,JOHN E. EWING MIDDLE SCHOOL,45021970502,+35.0611810,-081.6288145,35.05556,-81.62937
4.5e+11,4501500,CHEROKEE COUNTY SCHOOL DISTRICT,GAFFNEY SENIOR HIGH,45021970502,+35.0611810,-081.6288145,35.06774,-81.6422
4.5e+11,4501500,CHEROKEE COUNTY SCHOOL DISTRICT,GRANARD MIDDLE SCHOOL,45021970301,+35.0852653,-081.6728558,35.07429,-81.66941
4.5e+11,4501500,CHEROKEE COUNTY SCHOOL DISTRICT,LIMESTONE/CENTRAL ELEMENTARY,45021970601,+35.0111132,-081.6599835,35.04673,-81.67408
4.5e+11,4501500,CHEROKEE COUNTY SCHOOL DISTRICT,CHEROKEE VOCATIONAL CENTER,45021970503,+35.0483928,-081.5605540,35.08021,-81.60415
4.5e+11,4501500,CHEROKEE COUNTY SCHOOL DISTRICT,GRASSY POND ELEMENTARY,45021970202,+35.1437371,-081.6698882,35.13261,-81.6675
4.5e+11,4501500,CHEROKEE COUNTY SCHOOL DISTRICT,NORTHWEST ELEMENTARY,45021970100,+35.1031978,-081.7809925,35.10307,-81.76678
4.5e+11,4501500,CHEROKEE COUNTY SCHOOL DISTRICT,GAFFNEY MIDDLE SCHOOL,45021970502,+35.0611810,-081.6288145,35.06774,-81.6422
4.5e+11,4501500,CHEROKEE COUNTY SCHOOL DISTRICT,BLACKSBURG PRIMARY SCHOOL,45021970402,+35.0931953,-081.4721855,35.12788,-81.49795
4.5e+11,4501500,CHEROKEE COUNTY SCHOOL DISTRICT,BLACKSBURG ELEMENTARY,45021970402,+35.0931953,-081.4721855,35.11522,-81.51701
4.5e+11,4501530,CHESTER COUNTY SCHOOL DISTRICT,CHESTER PARK ELEMENTARY OF INQUIRY,45023020602,+34.7136872,-081.1207622,34.71093,-81.17873
4.5e+11,4501530,CHESTER COUNTY SCHOOL DISTRICT,GREAT FALLS ELEMENTARY,45023021000,+34.5721311,-080.9053042,34.56994,-80.8906
