objectid,permit_type,name_of_facility,location_street,location_city,location_state,zip_code,facility_number,facility_email,admin_name_phone,facility_cont_email,license_expires,county_ownership_type,mailing_address,mailing_city,mailing_state,mailing_zip,licensee,licensee_business_phone,cms_certification,county,evacuation_zone,licensee_county,x_2,y_2,geoid,tract_latitude,tract_longitude,lat,lon
2750,HLINHOMECARE,EAST COAST NURSING SERVICES - FLORENCE,2231 W PALMETTO ST STE 102,FLORENCE,SC,29501,843-799-2123,AILEENRUSHING@YAHOO.COM,"HOOD, BRITTANY PH#: 843-799-2123",,IHCP-0601 / 08/31/2021,Florence / Limited Liability,,,,,EAST COAST NURSING SERVICES LLC,843-799-2123,,Florence,,Florence,609204.1873,3783267.756,45041001100,+34.1907523,-079.7961389,34.18467929,-79.81492944
524,HLHOSPITAL,EAST COOPER MEDICAL CENTER,2000 HOSPITAL DR,MOUNT PLEASANT,SC,29464-3764,843-416-6210,PATRICK.BEAVER@TENETHEALTH.COM,"DOWNES, PATRICK PH#: 843-416-6210",PATRICK.DOWNES@TENETHEALTH.COM,HTL-0447 / 03/31/2022,Charleston / Corporation,2000 HOSPITAL DR,MOUNT PLEASANT,SC,29464-3764,EAST COOPER COMMUNITY HOSPITAL INC,843-416-6210,420089,Charleston,C,Charleston,607594.8686,3632011.41,45019004606,+32.8232078,-079.8820580,32.82084774,-79.85056542
6606,HLADULTDAYCARE,EAST COOPER SENIOR DAY CARE,999 LAKE HUNTER CIR STE C,MOUNT PLEASANT,SC,29464-5427,843-216-1070,MARTHA.JENKINS77@YAHOO.COM,"JENKINS, MARTHA E. PH#: 843-216-1070",MARTHA.JENKINS77@YAHOO.COM,ADC-0280 / 12/31/2021,Charleston / Ltd. Liability,999 LAKE HUNTER CIR STE C,MOUNT PLEASANT,SC,29464-5427,MARTHA E AND JOSIE JENKINS JR LLC,843-216-1070,,Charleston,C,Charleston,606541.7886,3631265.471,45019004606,+32.8232078,-079.8820580,32.814223,-79.86189931
6743,HLRESIDENTIALCARE,EASY LIVING,506 E JACKSON ST,LAMAR,SC,29069-9162,843-326-5884,19EJONES19@GMAIL.COM,"JONES, ERIC PH#: 843-326-5884",19EJONES19@GMAIL.COM,CRC-1512 / 03/31/2022,Darlington / Sole Proprietorship,PO BOX 85,LAMAR,SC,29069-0085,"GEORGE, EDELL",843-409-3442,,Darlington,,Darlington,587182.9464,3781103.172,45031011600,+34.1546333,-080.0807553,34.16723558,-80.05408685
116,HLRESIDENTIALCARE,EDEN TERRACE OF SPARTANBURG,2780 E MAIN ST,SPARTANBURG,SC,29307-1248,864-579-7387,CINDY.HUGHES@ARBORCOMPANY.COM,"HUGHES, CINDY B. PH#: 864-579-7387",CHUGHES@ARBORCOMPANY.COM,CRC-1213 / 05/31/2022,Spartanburg / Ltd. Liability,2780 E MAIN ST,SPARTANBURG,SC,29307,BRISTOL SPARTANBURG LLC,864-579-7387,,Spartanburg,,Spartanburg,420596.0011,3871259.995,45083021301,+34.9739544,-081.8915896,34.98080472,-81.86995037
6623,HLHABITATIONR15,EDGEFIELD COMMUNITY RESIDENCE,1305 HILLCREST DR,EDGEFIELD,SC,29824,864-942-8900,RBRITT@DDSN.SC.GOV,PH#:,,MR15-0139 / 07/31/2021,Edgefield / State,"PO BOX 4706, DDSN C/O RUFUS BRITT",COLUMBIA,SC,29240-4706,SC DEPARTMENT OF DISABILITIES AND SPECIAL NEEDS,803-898-9769,42G159,Edgefield,,Richland,414032.9116,3738484.051,45037970202,+33.8472526,-081.9454445,33.78300739,-81.92853529
6201,HLHOSPITAL,EDGEFIELD COUNTY HEALTHCARE,300 RIDGE MEDICAL PLAZA RD,EDGEFIELD,SC,29824-4525,803-637-1151,CARLOS.MILANES@SELFREGIONAL.ORG,PH#:,,HTL-0948 / 01/31/2022,Edgefield / Corporation,300 RIDGE MEDICAL PLAZA RD,EDGEFIELD,SC,29824-4525,SELF REGIONAL HEALTHCARE PARTNERS,803-637-3174,,Edgefield,,Edgefield,413907.4902,3738028.859,45037970202,+33.8472526,-081.9454445,33.778892,-81.929846
7572,HLHOSPICEPROGRAM,EDISTO HOME CARE & HOSPICE,1180 BLVD ST STE A,ORANGEBURG,SC,29115-4312,803-997-2882,KEVIN@EDISTOHOSPICE.COM,"HYMAS, WILLIAM PH#: ; JACKSON, MELINDA PH#: 803-682-4113",,HPC-0218 / 06/30/2021,Orangeburg / Limited Liability,,,,,EDISTO HOME CARE & HOSPICE LLC,803-997-2882,,Orangeburg,,Orangeburg,512759.983,3705846.425,45075011400,+33.5011636,-080.8687913,33.492052,-80.86264
7150,HLNURSINGCARE,EDISTO POST ACUTE,575 STONEWALL JACKSON BLVD,ORANGEBURG,SC,29115-7250,803-534-7771,BILLY.HYMAS@EDISTOPA.COM,PH#:,,NCF-1026 / 01/31/2022,Orangeburg / Limited Liability,575 STONEWALL JACKSON BLVD,ORANGEBURG,SC,29115-7250,ORANGEBURG POST ACUTE LLC,803-534-7771,,Orangeburg,,Orangeburg,512441.1563,3704601.8,45075011300,+33.4824862,-080.8596624,33.48082923,-80.8660886
6246,HLHEARINGAIDSPEC,"EDWARDS, DONALD M.",960 CIPRIANA DR STE B7,MYRTLE BEACH,SC,29572,843-497-9136,DMEINC1@FRONTIER.COM,PH#:,,HAS-0281 / 01/30/2022,Horry / Sole Proprietorship,960 CIPRIANA DR STE B7,MYRTLE BEACH,SC,29572,"EDWARDS, DONALD M.",843-497-9136,,Horry,B,Horry,702426.8893,3737802.041,45051050303,+33.7568838,-078.8111818,33.760992,-78.814304
6206,HLHEARINGAIDSPEC,"EDWARDS, JEREMY L.",3512 BUTLER SCURRY RD,LAKE CITY,SC,29560,843-598-3263,JAILYNSHAE@YAHOO.COM,PH#:,,HAS-0439 / 01/30/2022,Florence / Sole Proprietorship,3512 BUTLER SCURRY RD,LAKE CITY,SC,29560,"EDWARDS, JEREMY L.",843-598-3263,,Florence,,Florence,601519.5251,3751427.79,45041002400,+33.9317418,-079.8698900,33.898349,-79.902016
7617,HLMIDWIFEAPPRENTICE,"EDWARDS, SARA",293 UNIVERSITY PKWY,BLUFFTON,SC,29909,843-415-2260,LABOROFLOVE12@GMAIL.COM,PH#:,,LMA-0131 / 04/30/2021,Beaufort / Sole Proprietorship,,,,,"EDWARDS, SARA",843-415-2260,,Beaufort,A,Beaufort,500532.8748,3573793.985,45013002104,+32.2879651,-080.9713390,32.300945,-80.994341
7284,HLINHOMECARE,ELDER OPTIONS,120 ACADEMY ST,FORT MILL,SC,29715,704-942-0650,INFO@ELDEROPTIONSFORYOU.COM,"TENBROECK, JOHN PH#: 704-942-0650",,IHCP-1105 / 09/30/2021,York / Limited Liability,,,,,ELDER OPTIONS LLC,704-942-0650,,York,,York,505119.5131,3873723.141,45091061103,+34.9732156,-080.9385943,35.00612,-80.943894
8201,HLINHOMECARE,ELITE ANGELS HOMECARE,9005 TWO NOTCH RD STE #9,COLUMBIA,SC,29223,803-238-9693,ELITEANGELSHOMECARE@YAHOO.COM,PH#:,,IHCP-1429 / 04/29/2022,Richland / Limited Liability,,,,,ELITE ANGELS HOMECARE LLC,803-238-9693,,Richland,,Richland,506770.4132,3772207.554,45079011411,+34.1087411,-080.9119775,34.090632,-80.926609
938,HLBODYPIERCINGFAC,ELITE BODY PIERCING,673 ROBERT M GRISSOM PKWY,MYRTLE BEACH,SC,29577-6564,843-448-2424,ELITEBODYPIERCING@YAHOO.COM,"GRINBERG, GUY PH#: 843-450-1114",ELITEBODYPIERCING@YAHOO.COM,BP-0202 / 07/31/2021,Horry / Limited Liability,,,,,ELITE BODY PIERCING LLC,843-448-2424,,Horry,B,Horry,694585.4098,3731215.514,45051050600,+33.7041378,-078.8898834,33.70309569,-78.900367
5912,HLADULTDAYCARE,ELITE DAY CENTER OF GREENVILLE,211 VILLAGE DR,GREER,SC,29651-1238,864-469-2061,ADMINISTRATOR.GREER@ELITEHOMECARESC.COM,"SHANK, AMIE PH#: 864-469-2061",,ADC-0437 / 07/31/2021,Greenville / Limited Liability,,,,,ELITE HOMECARE LLC,864-869-8730,,Greenville,,Spartanburg,387279.2266,3868431.073,45045002507,+34.9637370,-082.2399111,34.952137,-82.234523
6568,HLADULTDAYCARE,ELITE DAY CENTER OF LAURENS,311 N HARPER ST,LAURENS,SC,29360,864-869-8730,ANA.JUERGES@ELITEHOMECARESC.COM,PH#:,,ADC-0445 / 08/31/2021,Laurens / Limited Liability,,,,,ELITE HOMECARE LLC,864-869-8730,,Laurens,,Spartanburg,406987.2425,3818138.95,45059920400,+34.4928213,-082.0269534,34.500684,-82.013165
8164,HLADULTDAYCARE,ELITE DAY CENTER OF PICKENS,317 SUMMIT DR,LIBERTY,SC,29657,864-898-9437,INFO@ELITEHOMECARESC.COM,"MARTIN, WILLIAMS ANDREW PH#: 864-900-4788",,ADC-0466 / 03/31/2022,Pickens / Limited Liability,,,,,ELITE HOMECARE LLC,864-869-8730,,Pickens,,Spartanburg,343645.4828,3850830.234,45077011002,+34.7760173,-082.6984761,34.787695,-82.708952
2560,HLADULTDAYCARE,ELITE DAY CENTER OF SPARTANBURG,2000 BUD ARTHUR BRIDGE RD,SPARTANBURG,SC,29307-4417,864-869-8730,CARLA.WHITE@ELITEHOMECARESC.COM,"PAINTER, GWENDOLYN P. PH#: 864-529-9849",ADMINISTRATOR.SPARTANBURG@ELITEHOMECARE,ADC-0406 / 05/31/2022,Spartanburg / Limited Liability,2000 BUD ARTHUR BRIDGE RD,SPARTANBURG,SC,29307-4417,ELITE HOMECARE,864-869-8730,,Spartanburg,,Spartanburg,421462.5469,3874843.83,45083021401,+35.0086067,-081.8784460,35.01318574,-81.86079577
6024,HLINHOMECARE,ELITE HOME CARE GREENVILLE,211 VILLAGE DR,GREER,SC,29651-1238,864-580-6477,ANDREW.MARTIN@ELITEHOMECARESC.COM,"SPENCER, VICTORIA PH#: 864-663-1943",INFO@ELITEHOMECARESC.COM,IHCP-0925 / 09/30/2021,Greenville / Limited Liability,PO BOX 1181,SPARTANBURG,SC,29304-1181,ELITE HOMECARE LLC,864-869-8730,,Greenville,,Spartanburg,387279.2266,3868431.073,45045002507,+34.9637370,-082.2399111,34.952137,-82.234523
6547,HLINHOMECARE,ELITE HOME CARE LAURENS,311 N HARPER ST,LAURENS,SC,29360,864-869-8730,VICTORIA.SPENCER@ELITEHOMECARESC.COM,"SPENCER, VICTORIA PH#: 864-869-8730",,IHCP-1091 / 07/31/2021,Laurens / Limited Liability,,,,,ELITE HOME CARE LLC DBA ELITE HOME CARE LAURENS,864-869-8730,,Laurens,,Laurens,406987.2425,3818138.95,45059920400,+34.4928213,-082.0269534,34.500684,-82.013165
6966,HLINHOMECARE,ELITE HOME CARE OF SOUTH CAROLINA,231-D HAMPTON RD,GREENWOOD,SC,29649,704-200-9924,TELLERBE@ELITEHEALTHINC.COM,PH#:,,IHCP-0562 / 10/31/2020,Greenwood / Corporation,1910 ABBOTT ST STE 202,CHARLOTTE,NC,28203,ELITE HOME HEALTH CARE INC,704-222-9834,,Greenwood,,Greenwood,392848.9295,3784308.479,45047970400,+34.1698568,-082.2054546,34.19427641,-82.16292327
7925,HLINHOMECARE,ELITE HOME CARE PICKENS,317 SUMMIT DR,LIBERTY,SC,29657,864-869-8730,ANDREW.MARTIN@ELITEHOMECARESC.COM,"SPENCER, VICTORIA PH#: 864-663-1943",VICTORIA.SPENCER@ELITEHOMECARESC.COM,IHCP-1320 / 11/30/2021,Pickens / Limited Liability,,,,,ELITE HOME CARE LLC,864-869-8730,,Pickens,,Spartanburg,343645.4828,3850830.234,45077011002,+34.7760173,-082.6984761,34.787695,-82.708952
1574,HLINHOMECARE,ELITE HOME CARE SPARTANBURG,2000 BUD ARTHUR BRIDGE RD,SPARTANBURG,SC,29307-4417,864-869-8730,ANDREW.MARTIN@ELITEHOMECARESC.COM,"SPENCER, VICTORIA PH#: 864-663-1943",VICTORIA.SPENCER@ELITEHOMECARESC.COM,IHCP-0030 / 09/30/2021,Spartanburg / Limited Liability,PO BOX 1181,SPARTANBURG,SC,29304-1181,ELITE HOME CARE LLC,864-869-8730,,Spartanburg,,Spartanburg,415863.9852,3868252.378,45083021200,+34.9509248,-081.9167596,34.95330459,-81.92148484
7565,HLINHOMECARE,ELITE IN HOME CARE PROVIDER,4423 DEVINE ST STE E,COLUMBIA,SC,29229,803-995-6872,EHHCA@AOL.COM,PH#:,,IHCP-1196 / 04/30/2022,Richland / Limited Liability,,,,,ELITE HOME HEALTHCARE AGENCY LLC,803-546-8616,,Richland,,Richland,501965.3662,3761320.9,45079002400,+34.0016746,-080.9684233,33.992467,-80.978721
5934,HLTATTOOFAC,ELITE INK TATTOOS OF MYRTLE BEACH,914 SEABOARD ST,MYRTLE BEACH,SC,29577,843-448-4708,ELITEINKTATTOO@GMAIL.COM,"CHAPPELL, SARAH PH#: 843-582-4546",,TF-0069 / 09/30/2021,Horry / Corporation,914 SEABOARD ST,MYRTLE BEACH,SC,29577,UMBRELLA COMPANY LLC,843-448-4708,,Horry,B,Horry,694653.8884,3731942.023,45051050600,+33.7041378,-078.8898834,33.709631,-78.89947
8159,HLINHOMECARE,ELITE SENIOR CARE,4214 HARDSCRABBLE RD,COLUMBIA,SC,29229,803-546-9942,LADYMM1@BELLSOUTH.NET,"MCCLELLAN, MARY MILLER PH#: 803-546-9942",LADYMM1@BELLSOUTH.NET,IHCP-1409 / 03/31/2022,Richland / Limited Liability,,,,,ELITE SENIOR CARE LLC,803-546-9942,,Richland,,Richland,507841.7876,3777363.321,45079011418,+34.1299753,-080.8929715,34.137123,-80.914948
7814,HLINHOMECARE,ELIZABETH HOME CARE SERVICES,2320 E NORTH ST RR 102,GREENVILLE,SC,29605,864-344-6221,SEVANS@ELIZABETHHOMECARESERVICESLLC.COM,PH#:,,IHCP-1267 / 09/30/2021,Greenville / Limited Liability,,,,,ELIZABETH HOME CARE SERVICES LLC,864-344-6221,,Greenville,,Greenville,375689.1256,3859220.478,45045001204,+34.8590533,-082.3681784,34.867747,-82.360058
421,HLNURSINGCARE,ELLEN SAGAR NURSING CENTER,1817 JONESVILLE HWY,UNION,SC,29379-9793,864-301-3500,ASCHAPER@SRHS.COM,"SCHAPER, ANNETTE PH#: 864-301-3500",ASCHAPER@SRHS.COM,NCF-0217 / 07/31/2021,Union / District,1817 JONESVILLE HWY,UNION,SC,29379-9793,SPARTANBURG REGIONAL HEALTH SERVICES DISTRICT INC,864-560-6000,425012,Union,,Spartanburg,441438.0012,3847122.996,45087030400,+34.7566760,-081.6377010,34.76458112,-81.63993159
393,HLRESIDENTIALCARE,ELLIOTT'S RESIDENTIAL CARE HOME,2432 LANDSDOWNE RD,BOWMAN,SC,29018-9583,803-829-3348,ELLIOTTSCAREHOME@GMAIL.COM,"LEVINS, DEBORAH Y. PH#: 803-829-3348",ELLIOTTSCAREHOME@GMAIL.COM,CRC-0272 / 10/31/2021,Orangeburg / Corporation,PO BOX 265,BOWMAN,SC,29018-0265,ELLIOTT'S RESIDENTIAL CARE HOME INC,803-829-3348,,Orangeburg,,Orangeburg,535998.2773,3693282.037,45075010500,+33.3425627,-080.6643583,33.37819678,-80.61298639
5949,HLRESIDENTIALCARE,ELMCROFT OF FLORENCE,3006 HOFFMEYER RD,FLORENCE,SC,29501-7551,843-292-0012,JANICE.COSGROVE@ELMCROFT.COM,"COSGROVE-FLECKNOE, JANICE A. PH#: 843-347-9280",JFLECKNOE.ANDERSONOAKS@YAHOO.COM,CRC-2026 / 01/31/2022,Florence / Limited Liability,"5885 MEADOWS RD STE 500, ECLIPSE SENIOR LIVING",LAKE OSWEGO,OR,97035,EC OPCO FLORENCE SC LLC,971-213-4234,,Florence,,Out of State,607111.7128,3785580.259,45041000101,+34.2251954,-079.8268928,34.205748,-79.837347
140,HLAMBULATORYSURGERY,ELMS ENDOSCOPY CENTER,2671 ELMS PLANTATION BLVD,CHARLESTON,SC,29406-9165,843-797-6800,LANDC@AMSURG.COM,"TINNIN, PEGGY PH#: 843-797-6800",LANDC@AMSURG.COM,ASF-0098 / 03/31/2022,Charleston / Ltd. Liability,1A BURTON HILLS BLVD,NASHVILLE,TN,37215-6187,ELMS ENDOSCOPY CENTER LLC,843-797-6800,42C0001067,Charleston,B,Charleston,587510.7017,3649351.59,45019003115,+32.9798853,-080.0611887,32.97903037,-80.06345201
7348,HLBODYPIERCINGFAC,EMBELLISHME,301 HAYWOOD RD STE 5,GREENVILLE,SC,29607,864-236-1157,EMBELLISHMEPIERCING@GMAIL.COM,"KEENAN, REBEKAH PH#: 706-459-5023",,BP-0294 / 10/31/2021,Greenville / Limited Liability,,,,,EMBELLISHME LLC,706-459-5023,,Greenville,,Greenville,377006.3624,3855928.048,45045004400,+34.8479697,-082.3501653,34.838226,-82.345167
6988,HLHOSPICEFACILITY,EMBRACE HOSPICE HOUSE OF THE GRAND STRAND,175 VILLAGE CENTER BLVD,MYRTLE BEACH,SC,29579-6619,843-353-6228,KMCHUGH@EMBRACEHEALTHCARE.ORG,"MCHUGH, KEVIN JOSEPH PH#: 843-353-6228",KMCHUGH@EMBRACEHEALTHCARE.ORG,HPF-0028 / 08/31/2021,Horry / Limited Liability,1831 W EVANS ST STE 315,FLORENCE,SC,29501-3300,EMBRACE HOSPICE OF SOUTH CAROLINA LLC,843-353-6228,,Horry,,Horry,698085.9152,3737062.163,45051060308,+33.8055890,-078.8474659,33.75477892,-78.86143839
7104,HLHOSPICEPROGRAM,EMBRACE HOSPICE OF SOUTH CAROLINA,175 VILLAGE CENTER BLVD,MYRTLE BEACH,SC,29579-6619,843-615-4325,KMCHUGH@EMBRACEHEALTHCARE.ORG,"MCHUGH, KEVIN JOSEPH PH#: 843-353-6228",KMCHUGH@EMBRACEHEALTHCARE.ORG,HPC-0141 / 08/31/2021,Horry / Limited Liability,1831 W EVANS ST STE 315,FLORENCE,SC,29501-3300,EMBRACE HOSPICE OF SOUTH CAROLINA LLC,843-353-6228,421590,Horry,,Horry,582236.5433,3801534.298,45031010400,+34.3642401,-080.2761274,34.35201098,-80.10485376
7734,HLTATTOOFAC,EMERALD CITY TATTOO LLC,323 N EMERALD RD,GREENWOOD,SC,29646,864-407-0563,EMERALDCITYTATTOOS@YAHOO.COM,PH#:,,TF-0360 / 07/31/2021,Greenwood / Limited Liability,,,,,EMERALD CITY TATTOO LLC,864-407-0563,,Greenwood,,Greenwood,395859.7515,3785357.368,45047970600,+34.1890147,-082.0906631,34.204039,-82.130379
57,HLRESIDENTIALCARE,EMERALD GARDENS OF GREENWOOD,201 OVERLAND DR,GREENWOOD,SC,29646-4097,864-953-2174,MPATTERSON@EMERALDGARDENSASSISTEDLIVING.,PH#:,,CRC-1378 / 10/31/2021,Greenwood / Ltd. Liability,201 OVERLAND DR,GREENWOOD,SC,29646-4097,EMERALD GARDENS OF GREENWOOD LLC,707-778-6719,,Greenwood,,Out of State,393396.8734,3781583.495,45047970800,+34.1118770,-082.1861034,34.16976197,-82.15664203
7204,HLRESIDENTIALCARE,EMERALD RCF I,2244 BROWNTOWN RD,BISHOPVILLE,SC,29010-9664,803-428-6044,MARJORIE.WILSON-GUESS@SCDMH.ORG,PH#:,,CRC-2066 / 02/28/2022,Lee / State,2414 BULL ST,COLUMBIA,SC,29201-1924,SOUTH CAROLINA DEPARTMENT OF MENTAL HEALTH,803-898-8326,,Lee,,Richland,560486.7216,3783873.309,45061920400,+34.1333089,-080.4047875,34.19410739,-80.34352035
7212,HLRESIDENTIALCARE,EMERALD RCF II,2262 BROWNTOWN RD,BISHOPVILLE,SC,29010-9664,803-428-6044,MARJORIE.WILSON-GUESS@SCDMH.ORG,"POLLARD, DAISY W. PH#: 803-428-5407",DAISY.POLLARD@SCDMH.ORG,CRC-2074 / 02/28/2022,Lee / State,"2414 BULL ST, SCDMH",COLUMBIA,SC,29201-1924,SOUTH CAROLINA DEPARTMENT OF MENTAL HEALTH,803-898-8326,,Lee,,Richland,560437.9476,3783837.793,45061920400,+34.1333089,-080.4047875,34.19378994,-80.34405215
7168,HLINHOMECARE,EMERSON CARE,216 CHINABACK DR,LADYS ISLAND,SC,29907,843-694-1201,LISAEMERSON1967@YAHOO.COM,"EMERSON, LISA D. PH#: 843-694-7894",LISAEMERSON1967@YAHOO.COM,IHCP-0916 / 01/31/2022,Beaufort /,,,,,EMERSON FAMILY CARE LLC,843-694-1201,,Beaufort,A,Beaufort,533452.3771,3594933.169,45013000901,+32.4783136,-080.5652285,32.49114324,-80.64392907
7989,HLINHOMECARE,EMMAS ANGELS HOME CARE,1200 ST ANDREWS RD #2016,COLUMBIA,SC,29210,803-567-9572,EAHOMECARE@YAHOO.COM,PH#:,,IHCP-1292 / 12/31/2021,Richland / Limited Liability,,,,,EMMAS ANGELS LLC,803-567-9572,,Richland,,Richland,489915.2714,3767447.795,45079010411,+34.0430439,-081.1062233,34.047678,-81.109266
7761,HLINHOMECARE,EMOTIONS CARE SERVICES,1 CHICK SPRINGS RD STE 214-I,GREENVILLE,SC,29609,864-775-2788,NATALIEHAGOOD@GMAIL.COM,PH#:,,IHCP-1273 / 09/30/2021,Greenville / Limited Liability,,,,,EMOTIONS CARE SERVICES LLC,864-775-2788,,Greenville,,Greenville,373791.334,3859046.222,45045001101,+34.8804194,-082.3786068,34.865942,-82.38079
6404,HLHOMEHEALTH,ENCOMPASS HEALTH HOME HEALTH-AIKEN,37 VARDEN DR STE C,AIKEN,SC,29803,803-335-0977,LISA.ARBUCKLE@ENCOMPASSHEALTH.COM,"COLEMAN, TAMARA A. PH#:",,HHA-0218 / 10/31/2021,Aiken / Limited Liability,6688 N CENTRAL EXPRESSWAY STE 1300,DALLAS,TX,75206,CARESOUTH HHA HOLDINGS OF SOUTH CAROLINA LLC,214-239-6500,,Aiken,,Out of State,430647.0948,3710187.161,45003021202,+33.5444436,-081.7430826,33.529027,-81.746893
7768,HLHOMEHEALTH,ENCOMPASS HEALTH HOME HEALTH-BLUFFTON,1 WESTBURY PKWY STE 250,BLUFFTON,SC,29910-8861,843-837-4404,LISA.ARBUCKLE@ENCOMPASSHEALTH.COM,"HINSON, MELISSA PH#:",,HHA-0330 / 10/31/2021,Beaufort / Limited Liability,,,,,CARESOUTH HHA HOLDINGS OF SOUTH CAROLINA LLC,214-239-6500,,Beaufort,A,Out of State,512185.6633,3570961.92,45013002107,+32.2608068,-080.8659839,32.27533,-80.870603
6764,HLHOSPICEPROGRAM,ENCOMPASS HEALTH HOSPICE,37 VARDEN DR STE B,AIKEN,SC,29803,803-335-0821,LICENSING@ENCOMPASSHEALTH.COM,"LEE, TERESA G. PH#: 803-335-0821",TERESA.LEE@ENCOMPASSHEALTH.COM,HPC-0174 / 09/30/2021,Aiken / Limited Liability,6688 N CENTRAL EXPRESSWAY STE 1300,DALLAS,TX,75206,CARESOUTH HOSPICE LLC,214-239-6500,,Aiken,,Out of State,430643.7383,3710195.427,45003021202,+33.5444436,-081.7430826,33.53018523,-81.74651874
5867,HLHOSPITAL,ENCOMPASS HEALTH REHABILITATION HOSPITAL OF BLUFFTON,107 SEAGRASS STATION RD,BLUFFTON,SC,29910,843-836-8200,CASSIA.DAVIS@ENCOMPASSHEALTH.COM,"MOLINA, RICKY PH#: 843-836-8200",RICKY.MOLINA@ENCOMPASSHEALTH.COM,HTL-0943 / 06/30/2021,Beaufort / Limited Liability,107 SEAGRASS STATION RD,BLUFFTON,SC,29910,ENCOMPASS HEALTH REHABILITATION HOSPITAL OF BLUFFTON LLC,205-967-7116,,Beaufort,A,Richland,505590.7508,3572143.763,45013002107,+32.2608068,-080.8659839,32.247792,-80.873565
161,HLHOSPITAL,ENCOMPASS HEALTH REHABILITATION HOSPITAL OF COLUMBIA,2935 COLONIAL DR,COLUMBIA,SC,29203-6811,803-254-7777,DEANNA.MARTIN@ENCOMPASSHEALTH.COM,"MARTIN, DEANNA PH#: 803-254-7777",DEANNA.MARTIN@ENCOMPASSHEALTH.COM,HTL-0504 / 01/31/2022,Richland / Corporation,2935 COLONIAL DR,COLUMBIA,SC,29203-6811,ENCOMPASS HEALTH REHABILITATION HOSPITAL OF COLUMBIA INC,803-254-7777,423025,Richland,,Richland,497304.0012,3765203.996,45079000500,+34.0325295,-081.0314226,34.02748631,-81.02920337
162,HLHOSPITAL,ENCOMPASS HEALTH REHABILITATION HOSPITAL OF FLORENCE,900 E CHEVES ST,FLORENCE,SC,29506-2704,843-679-9000,BRIAN.NUNN@ENCOMPASSHEALTH.COM,"NUNN, BRIAN PH#: 843-679-9000",BRIAN.NUNN@HEALTHSOUTH.COM,HTL-0587 / 06/30/2021,Florence / Corporation,900 E CHEVES ST,FLORENCE,SC,29506-2704,ENCOMPASS HEALTH REHABILITATION HOSPITAL OF FLORENCE INC,205-967-7116,423026,Florence,,Out of State,614654.0025,3784574.997,45041000700,+34.1875889,-079.7527189,34.19588066,-79.75562755
33,HLHOSPITAL,ENCOMPASS HEALTH REHABILITATION HOSPITAL OF ROCK HILL,1795 DR FRANK GASTON BLVD,ROCK HILL,SC,29732-1190,803-326-3500,DEANNA.MARTIN@ENCOMPASSHEALTH.COM,"MARTIN, DEANNA PH#: 803-254-7777",DEANNA.MARTIN@ENCOMPASSHEALTH.COM,HTL-0791 / 03/31/2022,York / Ltd. Liability,1795 DR FRANK GASTON BLVD,ROCK HILL,SC,29732-1190,ENCOMPASS HEALTH REHABILITATION HOSPITAL OF ROCK HILL LLC,205-967-7116,423028,York,,Out of State,495225.718,3868434.151,45091060905,+34.9584300,-081.0651330,34.95842799,-81.05229351
872,HLAMBULATORYSURGERY,ENDOSCOPY CENTER OF THE UPSTATE,14 HAWTHORNE PARK CT,GREENVILLE,SC,29615-3194,864-331-0364,LANDC@AMSURG.COM,"ANDREWS, STEPHANIE PH#: 864-331-0364",STEPHANIE.ANDREWS@AMSURG.COM,ASF-0086 / 07/31/2021,Greenville / Ltd. Liability,1A BURTON HILLS BLVD,NASHVILLE,TN,37215-6187,GREENVILLE ASC LLC,615-665-1283,42C0001057,Greenville,,Out of State,378259.2848,3858753.639,45045001807,+34.8768401,-082.3137671,34.86385,-82.33187631
7008,HLINHOMECARE,ENHANCED CARE,118B S LIBERTY ST,BENNETTSVILLE,SC,29512,843-456-3785,SHEUMAESTANTON@YAHOO.COM,PH#:,,IHCP-0705 / 05/31/2022,Marlboro / Limited Liability,2020 BROOKLYN LN,ROCKINGHAM,NC,28379,ENHANCED CARE LLC,843-456-3785,,Marlboro,,Out of State,620588.8169,3831199.399,45069960200,+34.5638971,-079.7572819,34.61557382,-79.68466616
7502,HLINHOMECARE,ENLIGHTENED HOME CARE LLC,309 SE MAIN ST STE 204,SIMPSONVILLE,SC,29681,864-202-6989,KENYOTTA.HOLLIDAY@ENLIGHTENEDHOMECARELLC,PH#:,,IHCP-1089 / 02/28/2022,Greenville / Limited Liability,,,,,ELIGHTENED HOME CARE LLC,864-990-8810,,Greenville,,Greenville,385155.6553,3844198.799,45045003011,+34.7317039,-082.2349019,34.733433,-82.254456
7458,HLINHOMECARE,ENSURE HEALTH SERVICES,615 E 6TH ST STE 103,CHARLOTTE,NC,28202,704-438-9885,ENSUREHOMECARE@GMAIL.COM,"SIMMONS, VELDA PH#: 704-438-9885",ENSUREHOMECARE@GMAIL.COM,IHCP-0937 / 11/30/2021,Out of State / Corporation,,,,,ENSURE HEALTH SERVICE LLC,704-438-9885,,Out of State,,Out of State,514962.7375,3897933.072,"",,,35.224328,-80.835579
