census_tract,lila_tracts_1and10,lila_tracts_half_and10,lila_tracts_1and20,low_income_tracts,poverty_rate,median_family_income,GEOID,tract_latitude,tract_longitude
45035010815,0,0,0,0,13,63684,45035010815,+32.9645311,-080.1462027
45035010816,0,0,0,0,3.9,77722,45035010816,+32.9515227,-080.1346558
45035010817,0,0,0,0,8.5,107917,45035010817,+32.9342310,-080.1169023
45035010818,0,0,0,0,16,61520,45035010818,+32.9256789,-080.1018839
45035010819,0,0,0,0,2,92037,45035010819,+32.9226885,-080.1359248
45035010820,0,0,0,0,3.2,93056,45035010820,+32.9028200,-080.1072650
45037970201,0,0,0,0,14.4,54926,45037970201,+33.7991298,-082.0815403
45037970202,0,0,0,0,16.9,57372,45037970202,+33.8472526,-081.9454445
45037970300,0,0,0,1,23.4,47698,45037970300,+33.7963576,-081.7706297
45037970400,0,0,0,0,15.5,64155,45037970400,+33.7032284,-081.8705262
45037970501,0,0,0,0,16.6,55417,45037970501,+33.6607869,-081.9467352
45037970502,0,0,0,0,6.8,98192,45037970502,+33.6202063,-082.0215744
45039960100,1,1,0,1,24.4,46277,45039960100,+34.4273558,-081.3174179
45039960200,0,0,0,1,17.1,51471,45039960200,+34.4781194,-081.0698563
45039960300,1,1,0,1,19.4,48243,45039960300,+34.3424663,-080.9219134
45039960400,1,1,1,1,31.6,32401,45039960400,+34.3646209,-081.0494245
45039960500,0,0,0,1,20.8,50424,45039960500,+34.2860838,-081.1792971
45041000101,0,0,0,0,8.4,101133,45041000101,+34.2251954,-079.8268928
45041000102,0,0,0,0,3.3,79013,45041000102,+34.1908107,-079.8738414
45041000201,0,0,0,0,6.2,85703,45041000201,+34.1991944,-079.8244682
45041000202,0,0,0,0,12.6,72363,45041000202,+34.1653321,-079.8327347
45041000300,1,1,1,1,14.9,47500,45041000300,+34.2297143,-079.7387975
45041000400,0,0,0,1,22,77781,45041000400,+34.2553928,-079.6320181
45041000500,0,0,0,1,23.4,41094,45041000500,+34.1727846,-079.6571958
45041000600,0,0,0,0,7.3,67250,45041000600,+34.1546745,-079.7528863
45041000700,1,1,1,1,47.7,25598,45041000700,+34.1875889,-079.7527189
45041000800,1,1,1,1,38.7,26346,45041000800,+34.2077391,-079.7472420
45041000900,0,1,0,1,34.6,27845,45041000900,+34.2077622,-079.7859632
45041001000,0,1,0,1,31.1,40650,45041001000,+34.1911403,-079.7695503
45041001100,0,1,0,1,30.7,43929,45041001100,+34.1907523,-079.7961389
45041001200,0,0,0,0,1.4,108170,45041001200,+34.1797450,-079.7905221
45041001300,0,0,0,0,9.2,59103,45041001300,+34.1682753,-079.8015603
45041001400,0,0,0,0,7.2,91125,45041001400,+34.1570461,-079.7798661
45041001503,0,0,0,0,6.1,77308,45041001503,+34.1615375,-079.9043121
45041001504,0,0,0,0,14.4,61875,45041001504,+34.1361499,-079.8361998
45041001505,0,0,0,0,7,62418,45041001505,+34.0897395,-079.7823755
45041001506,0,0,0,1,24,44074,45041001506,+34.0645955,-079.8366064
45041001601,0,0,0,1,21,41280,45041001601,+34.1223969,-079.7280746
45041001602,0,0,0,0,16.5,63859,45041001602,+34.0531476,-079.6846430
45041001700,0,0,0,1,24.7,65909,45041001700,+34.0940878,-079.5922582
45041001800,0,0,0,1,21.8,48000,45041001800,+33.9396465,-079.5799293
45041001900,0,0,0,1,25.8,42330,45041001900,+33.8455832,-079.4838564
45041002000,0,0,0,1,24.8,47778,45041002000,+33.8753636,-079.6769366
45041002201,1,1,1,1,41.6,31580,45041002201,+33.8669969,-079.7884800
45041002202,1,1,1,1,26.3,60303,45041002202,+33.8389294,-079.7194929
45041002300,0,0,0,1,22.1,53172,45041002300,+33.9761578,-079.7380335
45041002400,0,0,0,1,26.3,48500,45041002400,+33.9317418,-079.8698900
45041002500,0,0,0,0,16.7,57500,45041002500,+34.0623061,-079.9431534
45041002600,0,0,0,1,28,42629,45041002600,+34.0956922,-079.9204399
45041980100,0,0,0,0,0,NULL,45041980100,+34.1865644,-079.7259342
45043920100,1,1,0,1,34.9,48785,45043920100,+33.6723859,-079.3384778
45043920201,0,0,0,1,22,48900,45043920201,+33.4085413,-079.4854138
45043920202,0,0,0,1,29.5,43906,45043920202,+33.5087031,-079.4737419
45043920301,1,1,0,1,26.9,50042,45043920301,+33.4732875,-079.3922874
45043920302,0,0,0,0,3.5,72188,45043920302,+33.3895567,-079.2722447
45043920400,1,1,0,1,29.7,38794,45043920400,+33.5532527,-079.2329199
45043920501,0,0,0,0,9.5,79911,45043920501,+33.5608845,-079.0419987
45043920502,0,0,0,0,15.3,52083,45043920502,+33.5181934,-079.0806567
45043920503,0,0,0,0,12,80371,45043920503,+33.4766920,-079.1281755
45043920504,0,0,0,0,4.4,85430,45043920504,+33.4176484,-079.1864379
45043920505,0,0,0,0,5.1,107841,45043920505,+33.3344415,-079.2103675
45043920600,1,1,1,1,37.5,34600,45043920600,+33.3933217,-079.3306841
45043920700,0,0,0,0,19.7,52400,45043920700,+33.3167605,-079.3360395
45043920800,0,0,0,0,13.9,52448,45043920800,+33.2899077,-079.4344696
45045000100,0,0,0,0,7.7,110208,45045000100,+34.8566121,-082.3891798
45045000200,0,0,0,0,14.3,131250,45045000200,+34.8478319,-082.3974862
45045000400,0,0,0,0,11.9,106705,45045000400,+34.8381271,-082.3983635
45045000500,1,1,1,1,22.5,40139,45045000500,+34.8376715,-082.4115284
45045000700,1,1,1,1,33.4,38828,45045000700,+34.8504139,-082.4126907
45045000800,1,1,1,1,32.4,33214,45045000800,+34.8493143,-082.4271138
45045000900,0,1,0,1,30.2,61786,45045000900,+34.8607575,-082.4098233
45045001000,0,0,0,0,16.7,96833,45045001000,+34.8606403,-082.4002483
45045001101,0,0,0,0,2.3,100365,45045001101,+34.8804194,-082.3786068
45045001102,0,0,0,0,6.9,119653,45045001102,+34.8696886,-082.3929531
45045001203,0,0,0,0,5.5,70625,45045001203,+34.8709485,-082.3647461
45045001204,0,0,0,0,7.7,54732,45045001204,+34.8590533,-082.3681784
45045001205,0,1,0,1,10.5,43835,45045001205,+34.8631405,-082.3765112
45045001302,0,0,0,0,4.2,59412,45045001302,+34.8343593,-082.3606077
45045001400,0,0,0,0,8.4,153464,45045001400,+34.8159886,-082.3754469
45045001501,0,0,0,0,3.2,133333,45045001501,+34.8195180,-082.3970924
45045001502,0,1,0,1,36.9,22852,45045001502,+34.8028510,-082.3837910
45045001600,0,0,0,0,14.4,73977,45045001600,+34.9145133,-082.3559783
45045001700,0,0,0,0,18.8,53073,45045001700,+34.8964300,-082.3498565
45045001803,0,0,0,0,13.5,53672,45045001803,+34.9002092,-082.3255295
45045001804,0,0,0,0,3.2,64462,45045001804,+34.8892079,-082.3156235
45045001805,0,0,0,0,7.8,82857,45045001805,+34.8801813,-082.3417582
45045001807,0,0,0,0,7,76492,45045001807,+34.8768401,-082.3137671
45045001808,0,0,0,0,18.6,79145,45045001808,+34.8451301,-082.3292341
45045001809,0,0,0,0,11.5,54635,45045001809,+34.8671767,-082.3392350
45045001810,0,0,0,0,11.8,52669,45045001810,+34.8617386,-082.3481127
45045001900,0,0,0,0,8.2,111429,45045001900,+34.8200676,-082.3474849
45045002001,1,1,1,1,36.4,38977,45045002001,+34.7877058,-082.3953293
45045002003,1,1,1,1,39.7,32987,45045002003,+34.7652142,-082.4041162
45045002005,1,1,1,1,22.2,47353,45045002005,+34.7833550,-082.3709610
45045002103,0,0,0,0,11.8,90882,45045002103,+34.8059127,-082.4073509
45045002104,0,1,0,1,31.7,37379,45045002104,+34.8410440,-082.4413723
45045002105,0,1,0,1,43.6,35766,45045002105,+34.8386720,-082.4266332
45045002106,0,1,0,1,30.5,31691,45045002106,+34.8274027,-082.4379801
45045002107,0,1,0,1,25.5,33608,45045002107,+34.8167433,-082.4266676
45045002108,0,1,0,1,20.2,35721,45045002108,+34.8289154,-082.4158114
45045002201,1,1,1,1,33.8,41625,45045002201,+34.8682367,-082.4358816
45045002202,0,1,0,1,37.8,24267,45045002202,+34.8547583,-082.4401273
45045002301,1,1,1,1,31.5,47344,45045002301,+34.8974078,-082.4242706
45045002302,1,1,1,1,24.1,35859,45045002302,+34.8811322,-082.4173125
45045002303,1,1,1,1,34,30089,45045002303,+34.8728159,-082.4105209
45045002304,0,1,0,1,36,39318,45045002304,+34.8877798,-082.3940491
45045002402,0,0,0,0,13.7,67872,45045002402,+35.0071671,-082.2654592
45045002403,0,0,0,0,11,69125,45045002403,+35.0631886,-082.2691979
45045002404,0,0,0,0,15.5,75128,45045002404,+35.1367626,-082.2948170
45045002503,0,0,0,0,3.6,80819,45045002503,+34.9060735,-082.2434794
45045002504,0,0,0,1,16,46458,45045002504,+34.9441768,-082.2341056
45045002505,1,1,1,1,22.8,44625,45045002505,+34.9340064,-082.2349844
45045002506,0,0,0,0,5.3,79132,45045002506,+34.9556129,-082.2709367
45045002507,0,0,0,0,15.9,70255,45045002507,+34.9637370,-082.2399111
45045002602,0,0,0,0,6.4,63478,45045002602,+34.9063398,-082.3042731
45045002604,1,1,1,1,20.4,56515,45045002604,+34.9153567,-082.2848315
45045002606,0,0,0,0,3.4,78144,45045002606,+34.9851725,-082.3138910
45045002608,0,0,0,0,8.3,103878,45045002608,+34.8937479,-082.2644685
45045002609,0,0,0,0,4.3,105585,45045002609,+34.8807179,-082.2731127
45045002610,0,0,0,0,10.6,53839,45045002610,+34.9339545,-082.3196670
45045002611,0,0,0,0,12.5,67270,45045002611,+34.9509757,-082.3161049
45045002701,0,0,0,0,11,83274,45045002701,+34.9392993,-082.3924602
45045002702,0,0,0,0,7.2,71418,45045002702,+34.9430412,-082.3485717
45045002803,0,0,0,0,5.3,92500,45045002803,+34.8679018,-082.2744454
45045002804,0,0,0,0,3.6,110938,45045002804,+34.8613955,-082.3097313
45045002805,0,0,0,0,6.6,96602,45045002805,+34.8495102,-082.2900591
45045002808,0,0,0,0,13.9,83182,45045002808,+34.8429987,-082.2609847
45045002811,0,0,0,0,7.6,92405,45045002811,+34.8066326,-082.3037438
45045002812,0,0,0,0,6,95728,45045002812,+34.8035511,-082.2698565
45045002813,0,0,0,0,1.6,157500,45045002813,+34.8349676,-082.2413415
45045002814,0,0,0,0,2.5,123519,45045002814,+34.8299663,-082.2121214
45045002815,0,0,0,0,3,128790,45045002815,+34.8057857,-082.2423259
45045002816,0,0,0,0,6.4,96791,45045002816,+34.8025393,-082.1900960
45045002901,0,0,0,1,15.7,49470,45045002901,+34.7895220,-082.3456019
45045002903,0,0,0,0,15.1,60633,45045002903,+34.7787267,-082.2934095
45045002904,0,0,0,0,6.7,71447,45045002904,+34.7790647,-082.3298211
45045002905,0,0,0,0,1.8,87552,45045002905,+34.7564671,-082.3154601
45045003005,0,0,0,0,10.8,58750,45045003005,+34.7373354,-082.2632243
45045003008,0,0,0,0,3.6,112633,45045003008,+34.7797036,-082.2452659
45045003009,0,0,0,0,1.1,98893,45045003009,+34.7585255,-082.1864755
45045003010,0,0,0,0,4.3,86636,45045003010,+34.7569276,-082.2476429
45045003011,0,0,0,0,6.2,80440,45045003011,+34.7317039,-082.2349019
45045003012,0,0,0,0,9.7,66165,45045003012,+34.7249692,-082.2736227
45045003013,0,0,0,0,5.5,81607,45045003013,+34.6976980,-082.2623275
45045003014,0,0,0,0,7.5,83170,45045003014,+34.7342749,-082.3008749
45045003015,0,0,0,0,1.9,101693,45045003015,+34.6851224,-082.2888109
45045003101,0,0,0,0,8.8,70041,45045003101,+34.7043385,-082.2045941
45045003103,0,0,0,0,9.1,80769,45045003103,+34.6681953,-082.2357458
45045003104,0,0,0,0,12.1,67875,45045003104,+34.6113988,-082.2588515
45045003201,0,0,0,0,7.9,60814,45045003201,+34.6268187,-082.3335881
45045003202,0,0,0,0,6.9,75921,45045003202,+34.5463658,-082.3300569
45045003301,0,0,0,0,11.4,55795,45045003301,+34.6906109,-082.4349967
45045003303,0,0,0,0,14.2,63621,45045003303,+34.6918423,-082.3925094
45045003304,0,0,0,1,10,52314,45045003304,+34.7063155,-082.3397434
45045003401,1,1,1,1,29.2,30758,45045003401,+34.7531594,-082.3718916
45045003500,0,0,0,1,22.3,44688,45045003500,+34.7653667,-082.4346934
45045003601,1,1,1,1,17.4,42958,45045003601,+34.8233220,-082.4625102
45045003602,1,1,1,1,29.5,37865,45045003602,+34.7976173,-082.4444363
45045003701,0,0,0,0,14.5,58060,45045003701,+34.9089437,-082.4780232
45045003704,0,1,0,1,27.5,39901,45045003704,+34.8676034,-082.4514725
45045003705,1,1,1,1,25,43839,45045003705,+34.8515148,-082.4672029
45045003706,0,1,0,1,30.5,39917,45045003706,+34.8818804,-082.4571566
45045003707,1,1,1,1,19.3,39271,45045003707,+34.8969327,-082.4542915
45045003801,0,0,0,0,7.6,73781,45045003801,+34.9286296,-082.4471966
45045003802,0,0,0,0,12.7,60296,45045003802,+34.9136194,-082.4167711
45045003902,0,0,0,0,6.1,66289,45045003902,+34.9896106,-082.3867099
45045003903,0,0,0,0,11.2,54074,45045003903,+34.9881191,-082.4811278
45045003904,0,0,0,0,12.2,71766,45045003904,+34.9863586,-082.4422353
45045004001,0,0,0,0,11.2,60658,45045004001,+35.0354270,-082.3769893
45045004002,0,0,0,0,11.2,87120,45045004002,+35.1209018,-082.4370760
45045004101,1,1,1,1,15.3,50982,45045004101,+35.0374840,-082.5065924
45045004102,0,0,0,0,8.2,74000,45045004102,+35.0942506,-082.6016505
45045004200,0,0,0,0,2.4,178607,45045004200,+34.8345704,-082.3904774
45045004300,0,1,0,1,28.6,32283,45045004300,+34.8417160,-082.3753525
45045004400,0,1,0,1,23.1,50179,45045004400,+34.8479697,-082.3501653
45047970101,0,0,0,0,13.5,57455,45047970101,+34.3088563,-082.1849097
45047970102,0,0,0,1,22.3,51014,45047970102,+34.3181322,-082.2696150
45047970201,0,0,0,0,15.1,56800,45047970201,+34.2624686,-082.1268673
45047970202,1,1,1,1,22.2,63750,45047970202,+34.2259006,-082.1588209
45047970301,0,0,0,0,16.8,65625,45047970301,+34.2232322,-082.1807949
45047970302,0,0,0,0,8.4,72933,45047970302,+34.2103000,-082.2139248
45047970400,0,0,0,0,17.5,65543,45047970400,+34.1698568,-082.2054546
45047970500,0,1,0,1,54.4,24224,45047970500,+34.1960292,-082.1475885
45047970600,0,0,0,1,27.1,40354,45047970600,+34.1890147,-082.0906631
45047970701,0,0,0,0,8.5,70250,45047970701,+34.1717850,-081.9423252
45047970702,0,0,0,1,28.2,46326,45047970702,+34.1649441,-082.0235799
45047970800,0,0,0,1,25.7,39685,45047970800,+34.1118770,-082.1861034
45047970900,0,0,0,0,14.1,56182,45047970900,+34.0389170,-082.2095765
45047971000,0,0,0,0,16.2,55000,45047971000,+34.0460636,-082.0457402
45049920100,0,0,0,0,13.4,62895,45049920100,+32.9411602,-081.1416812
45049920200,0,0,0,1,17.5,43291,45049920200,+32.8590563,-081.0106074
45049920300,1,1,0,1,14,41637,45049920300,+32.7268667,-080.9155997
45049920400,0,0,0,1,22.6,39720,45049920400,+32.7786383,-081.2056929
45049920500,0,0,0,1,24.3,46685,45049920500,+32.6522300,-081.2720655
45051010100,0,0,0,1,33.4,40847,45051010100,+34.1740918,-079.0834546
45051020100,0,0,0,0,19.5,53690,45051020100,+34.1212643,-078.9380975
45051020200,0,0,0,1,30.1,40966,45051020200,+34.0490659,-078.8433664
45051020300,0,0,0,1,29.7,39019,45051020300,+34.0146550,-078.9590241
45051030101,0,0,0,1,10.3,49688,45051030101,+33.9968965,-078.7814877
45051030102,0,0,0,0,12.9,54722,45051030102,+33.9266369,-078.8090990
45051030103,0,0,0,1,22.5,48317,45051030103,+33.9640860,-078.7323431
45051040101,0,0,0,0,18.2,57015,45051040101,+33.8980755,-078.6953749
45051040102,1,1,1,1,21.8,57157,45051040102,+33.8606822,-078.6881471
45051040103,0,0,0,0,5.3,55446,45051040103,+33.8802992,-078.6541160
45051040104,0,0,0,0,7.2,58586,45051040104,+33.8868648,-078.6108585
45051040105,0,0,0,0,9.7,78500,45051040105,+33.8685828,-078.6258172
45051040200,0,0,0,0,10.7,67254,45051040200,+33.8517082,-078.6005410
45051040300,0,0,0,0,11.9,66475,45051040300,+33.8340470,-078.6677196
45051040400,0,0,0,0,10.2,67159,45051040400,+33.8134721,-078.7040302
45051040500,0,0,0,0,19.3,62031,45051040500,+33.7932933,-078.7441369
45051050102,0,0,0,0,7.1,76792,45051050102,+33.7357637,-078.8699522
45051050200,0,0,0,0,7.9,69200,45051050200,+33.7725679,-078.7856627
45051050303,0,0,0,0,4,111111,45051050303,+33.7568838,-078.8111818
45051050401,0,0,0,0,19.2,51343,45051050401,+33.7438694,-078.8293091
45051050402,0,0,0,0,5.6,109345,45051050402,+33.7346759,-078.8460130
45051050500,0,1,0,1,30.4,44531,45051050500,+33.7168113,-078.8665665
45051050600,0,1,0,1,34.8,36188,45051050600,+33.7041378,-078.8898834
45051050700,0,1,0,1,26.1,41563,45051050700,+33.6888479,-078.8889817
45051050900,0,1,0,1,36.4,38341,45051050900,+33.6942078,-078.9128736
45051051000,0,0,0,0,4.7,68917,45051051000,+33.6667569,-078.9501527
45051051201,0,0,0,0,12.7,63221,45051051201,+33.6145803,-078.9706701
45051051202,0,0,0,1,13.9,49688,45051051202,+33.6025215,-078.9823450
45051051301,0,0,0,0,4.8,57279,45051051301,+33.5915884,-078.9922266
45051051302,0,0,0,0,7,72681,45051051302,+33.5809735,-079.0076889
45051051403,0,0,0,0,7.8,69410,45051051403,+33.6517690,-078.9651225
45051051404,0,0,0,0,10.4,61365,45051051404,+33.6242807,-078.9876584
45051051405,0,0,0,0,11.7,54688,45051051405,+33.6097828,-078.9999521
45051051406,0,1,0,1,13.2,50479,45051051406,+33.5912971,-079.0183643
45051051501,0,0,0,0,14.2,52739,45051051501,+33.6916274,-078.9850450
45051051502,0,0,0,0,18.7,51984,45051051502,+33.6708235,-078.9839079
45051051503,1,1,1,1,28,43464,45051051503,+33.6898821,-078.9573572
45051051601,0,0,0,0,17.1,55104,45051051601,+33.6597535,-079.0227565
45051051603,0,0,0,0,7.4,71572,45051051603,+33.6386523,-079.0781435
45051051604,0,0,0,0,6.3,73377,45051051604,+33.5900710,-079.0642326
45051051605,0,0,0,0,7.1,67222,45051051605,+33.6150143,-079.0285564
45051051700,0,0,0,0,12.2,54327,45051051700,+33.6506755,-078.9309925
45051060101,0,0,0,0,18.6,52019,45051060101,+33.7554846,-079.0416290
45051060102,1,1,1,1,20.3,41890,45051060102,+33.6995664,-079.0388546
45051060203,0,0,0,0,10.8,55833,45051060203,+33.7255263,-078.9848479
45051060204,0,0,0,0,11.2,52983,45051060204,+33.7068355,-078.9669823
45051060206,0,0,0,0,16,71918,45051060206,+33.7481936,-078.9320200
45051060207,0,0,0,0,12.1,67031,45051060207,+33.7649493,-078.8912161
45051060208,0,0,0,0,10.6,63750,45051060208,+33.7328255,-078.9144843
45051060209,0,0,0,0,15.4,72857,45051060209,+33.7718668,-078.9473766
45051060301,0,0,0,1,22,54111,45051060301,+33.8542270,-078.8517314
45051060303,0,0,0,0,11,87778,45051060303,+33.8244836,-078.7356766
45051060308,0,0,0,0,10.1,57873,45051060308,+33.8055890,-078.8474659
45051060403,1,1,1,1,18,49435,45051060403,+33.8209433,-079.0148447
45051060404,0,0,0,0,16.2,63226,45051060404,+33.8009395,-078.9787748
45051060405,1,1,1,1,39.6,42014,45051060405,+33.7922107,-079.0120361
45051060406,0,0,0,0,8.4,64219,45051060406,+33.7513210,-079.0028446
45051070101,0,0,0,0,17.6,58625,45051070101,+33.9111006,-079.0002954
45051070102,0,0,0,1,13,50203,45051070102,+33.8850044,-078.9240534
45051070200,0,0,0,0,7.1,61989,45051070200,+33.8580120,-079.0476531
45051070300,1,1,1,1,18.5,45764,45051070300,+33.8534671,-079.0653864
45051070400,1,1,1,1,30.4,40698,45051070400,+33.8403088,-079.0952981
45051070500,1,1,1,1,24.3,50417,45051070500,+33.8115206,-079.0776842
45051070601,0,0,0,0,13.3,59213,45051070601,+33.8031326,-079.1758303
45051070602,0,0,0,0,13.5,62163,45051070602,+33.7107240,-079.1159442
45051070701,0,0,0,0,14,68690,45051070701,+33.9301965,-079.0725104
45051070702,0,0,0,1,18.5,46655,45051070702,+33.8582633,-079.1752251
45051080101,0,0,0,0,17.6,56528,45051080101,+34.0360374,-079.1450418
45051080102,0,0,0,1,20.5,47750,45051080102,+34.0039385,-079.2072429
45051080200,0,0,0,1,17.3,47556,45051080200,+33.9415985,-079.2327837
45051980100,0,0,0,0,4.1,NULL,45051980100,+33.6782314,-078.9302466
45053950100,1,1,0,1,14.9,42344,45053950100,+32.5531475,-081.0749103
45053950201,0,0,0,0,13.4,66570,45053950201,+32.3984799,-080.9415727
45053950202,0,0,0,1,18.2,34138,45053950202,+32.5364880,-080.8861724
45053950300,0,0,0,1,29.6,44825,45053950300,+32.2481288,-081.0599775
45055970100,1,1,0,1,24.4,46250,45055970100,+34.4265586,-080.3805615
45055970200,1,1,0,1,18.1,44063,45055970200,+34.5100021,-080.4724066
45055970300,1,1,0,1,21.6,60556,45055970300,+34.4430660,-080.7244223
45055970401,0,0,0,0,9.2,73912,45055970401,+34.2844433,-080.7465529
45055970402,0,0,0,1,28.1,49091,45055970402,+34.2346731,-080.6900046
45055970403,1,1,1,1,19,54315,45055970403,+34.2183873,-080.6619753
45055970500,0,0,0,0,12.3,73953,45055970500,+34.2954753,-080.6158639
45055970601,1,1,1,1,18.1,46905,45055970601,+34.2838619,-080.5502151
45055970602,0,0,0,1,29.7,45060,45055970602,+34.3673741,-080.6043918
45055970700,0,0,0,1,4.3,46938,45055970700,+34.1764818,-080.5520579
45055970800,1,1,1,1,20.8,41576,45055970800,+34.2226390,-080.5951484
45055970902,0,0,0,1,23.8,44861,45055970902,+34.1171926,-080.6538749
45055970903,0,0,0,0,13.1,70959,45055970903,+34.1746939,-080.8163615
45055970904,0,0,0,0,10.9,64829,45055970904,+34.1845536,-080.7606670
45055970905,0,0,0,0,4.8,100058,45055970905,+34.1988492,-080.7092803
45057010100,0,0,0,0,15.6,69313,45057010100,+34.7289023,-080.5604968
45057010200,0,0,0,1,21.8,47593,45057010200,+34.5820726,-080.5578749
45057010300,0,0,0,0,14.2,66052,45057010300,+34.5705217,-080.7384781
45057010400,0,0,0,0,6.4,60278,45057010400,+34.6481753,-080.8538741
45057010500,1,1,1,1,29.3,32635,45057010500,+34.6924242,-080.8004274
45057010600,0,0,0,0,8.9,66037,45057010600,+34.6743516,-080.7400025
45057010700,1,1,1,1,54.3,25051,45057010700,+34.7180813,-080.7600821
45057010800,0,1,0,1,24.3,42917,45057010800,+34.7162854,-080.7786524
45057010900,0,0,0,0,6.2,71620,45057010900,+34.7385541,-080.7834700
45057011001,0,0,0,1,23.5,55375,45057011001,+34.7034846,-080.6749230
45057011002,0,0,0,1,17.3,57500,45057011002,+34.7643953,-080.6816257
45057011100,0,0,0,0,11.6,71936,45057011100,+34.7749209,-080.8068098
45057011201,0,0,0,0,9.2,102669,45057011201,+35.0020502,-080.8717949
45057011202,0,0,0,0,3.2,88292,45057011202,+34.8889877,-080.8262996
45059920101,0,0,0,1,11.4,46699,45059920101,+34.6996110,-082.1321446
45059920102,0,0,0,1,22.7,43250,45059920102,+34.6390059,-082.0572767
45059920103,0,0,0,1,16,49563,45059920103,+34.5727590,-082.1349400
45059920104,0,0,0,1,19.7,52232,45059920104,+34.6162760,-082.1879444
45059920201,0,0,0,0,11.8,60893,45059920201,+34.4881878,-082.2236946
45059920202,0,0,0,1,18,50208,45059920202,+34.3871887,-082.1544992
45059920301,0,0,0,0,10.4,63182,45059920301,+34.4806809,-082.0822038
45059920302,0,0,0,1,27.3,37000,45059920302,+34.4434477,-081.9881019
45059920400,1,1,1,1,20.8,55023,45059920400,+34.4928213,-082.0269534
45059920501,0,0,0,0,10.8,72917,45059920501,+34.5996461,-081.9632935
45059920502,0,0,0,1,35.9,36490,45059920502,+34.5452035,-082.0223328
45059920600,0,0,0,1,22.5,49276,45059920600,+34.5100227,-081.7986227
45059920700,1,1,1,1,22.4,36964,45059920700,+34.4682270,-081.9191816
45059920800,0,0,0,0,19.1,67024,45059920800,+34.4227328,-081.8992407
45059920900,1,1,1,1,20.4,53929,45059920900,+34.3961678,-081.8367798
45059921001,0,0,0,1,25.5,45112,45059921001,+34.3629151,-082.0389254
45059921002,0,0,0,1,16.6,44597,45059921002,+34.2923122,-081.9568343
45061920100,0,0,0,0,17.5,50833,45061920100,+34.2555206,-080.1752007
45061920200,0,0,0,1,28.1,37010,45061920200,+34.2712347,-080.3181752
45061920302,0,0,0,1,22.2,47706,45061920302,+34.1505544,-080.2166106
45061920400,1,1,0,1,14.4,42462,45061920400,+34.1333089,-080.4047875
45061920500,0,0,0,1,35,56719,45061920500,+34.0739559,-080.2414677
45061920600,0,0,0,1,45,30804,45061920600,+34.0347695,-080.1011033
45063020100,0,0,0,0,15.4,58679,45063020100,+33.9504976,-081.0398065
45063020201,0,1,0,1,22.7,90781,45063020201,+33.9783035,-081.0571089
45063020202,0,1,0,1,18.8,47708,45063020202,+33.9592231,-081.0781384
45063020300,0,1,0,1,26.5,67625,45063020300,+33.9896272,-081.0628508
45063020505,1,1,1,1,28.1,43720,45063020505,+33.9923387,-081.0921352
45063020506,0,0,0,0,9.9,63513,45063020506,+34.0140354,-081.1321082
45063020507,1,1,1,1,22.4,53188,45063020507,+33.9911980,-081.1355788
45063020508,0,0,0,0,2.7,89300,45063020508,+34.0049325,-081.0988191
45063020509,1,1,1,1,21.3,51979,45063020509,+34.0041109,-081.0744651
45063020510,0,0,0,0,8.6,63140,45063020510,+34.0357070,-081.1257529
45063020511,0,1,0,1,11.2,42625,45063020511,+34.0486881,-081.1314404
45063020601,0,1,0,1,17.1,50774,45063020601,+33.9745750,-081.0894477
45063020602,0,0,0,0,12.9,56042,45063020602,+33.9636284,-081.1190800
45063020604,0,0,0,0,11.6,76875,45063020604,+33.9431736,-081.0661216
45063020605,0,0,0,0,7.3,62143,45063020605,+33.9250885,-081.0694330
45063020703,0,0,0,1,20.9,46411,45063020703,+33.9136144,-081.1464299
45063020705,0,0,0,1,22.4,47730,45063020705,+33.8397325,-081.0661851
45063020706,1,1,1,1,33.3,45000,45063020706,+33.8938995,-081.0488163
45063020707,0,0,0,0,19.9,70170,45063020707,+33.8857313,-081.0979076
45063020708,0,0,0,0,17.7,56719,45063020708,+33.8952586,-081.1260597
45063020801,0,0,0,1,26.5,50769,45063020801,+33.7459878,-080.9949528
45063020802,0,0,0,1,21.1,48707,45063020802,+33.7720562,-081.0791953
45063020803,0,0,0,1,21.6,48427,45063020803,+33.7271318,-081.1454574
45063020804,0,0,0,1,24.8,50547,45063020804,+33.7958715,-081.1449322
45063020805,0,0,0,1,21.7,54649,45063020805,+33.8404468,-081.1211844
45063020903,0,0,0,1,20.8,37338,45063020903,+33.7695612,-081.3006091
45063020904,0,0,0,0,12.9,64659,45063020904,+33.7310064,-081.2106588
45063020905,0,0,0,1,29.5,38920,45063020905,+33.8336017,-081.1918645
45063020906,0,0,0,1,23.4,49583,45063020906,+33.8384587,-081.2633019
45063020907,0,0,0,0,17.6,63667,45063020907,+33.8799291,-081.2415534
45063020908,0,0,0,0,8.5,80372,45063020908,+33.8863124,-081.1832129
45063021009,0,0,0,0,7.1,81632,45063021009,+33.9061845,-081.2781687
45063021014,0,0,0,0,2.6,120283,45063021014,+34.0271617,-081.1847195
45063021017,0,0,0,0,10.1,70109,45063021017,+33.9403109,-081.1950024
45063021018,1,1,1,1,20.5,50967,45063021018,+33.9181314,-081.1929471
45063021019,0,0,0,0,4.4,82917,45063021019,+33.9932967,-081.1707118
45063021020,0,0,0,0,6.2,71384,45063021020,+33.9828414,-081.1597337
