STABR,FSCSKEY,FSCS_SEQ,C_FSCS,LIBID,LIBNAME,ADDRESS,CITY,ZIP,ZIP4,CNTY,PHONE,C_OUT_TY,SQ_FEET,F_SQ_FT,L_NUM_BM,HOURS,F_HOURS,WKS_OPEN,F_WKSOPN,YR_SUB,OBEREG,STATSTRU,STATNAME,STATADDR,LONGITUD,LATITUDE,INCITSST,INCITSCO,GNISPLAC,CNTYPOP,LOCALE,CENTRACT,CENBLOCK,CDCODE,CBSA,MICROF,GEOMATCH
SC,SC0015,3,Y,SC0015-003,LAMAR DISTRICT LIBRARY,103 E. MAIN STREET,LAMAR,29069,M,DARLINGTON,8433265524,BR,6200,R_19,0,2444,R_19,52,R_19,2019,5,0,0,0,-80.0625,34.16858,45,31,39805,66618,42,116,2032,4507,22500,0,A
SC,SC0015,4,Y,SC0015-004,SOCIETY HILL LIBRARY,114 CARRIGAN ST.,SOCIETY HILL,29593,M,DARLINGTON,8433780026,BR,4400,R_19,0,2444,R_19,52,R_19,2019,5,0,0,0,-79.8527,34.51032,45,31,67435,66618,42,101,4015,4507,22500,0,A
SC,SC0015,5,Y,SC0015-005,DARLINGTON COUNTY LIBRARY SYSTEM,204 N. MAIN STREET,DARLINGTON,29532,3125,DARLINGTON,8433984940,CE,15000,R_19,0,3068,R_19,52,R_19,2019,5,0,0,0,-79.8726,34.30489,45,31,18565,66618,23,111,1021,4507,22500,0,A
SC,SC0016,3,Y,SC0016-003,SADIE CARMICHAEL BRANCH LIBRARY (LAKE VIEW),207 S. MAIN STREET,LAKE VIEW,29563,M,DILLON,8037592692,BR,4830,R_19,0,1820,R_19,52,R_19,2019,5,0,0,0,-79.1659,34.34212,45,33,39715,30479,42,9705,5057,4507,-4,N,A
SC,SC0016,4,Y,SC0016-004,DILLON COUNTY LIBRARY BOOKMOBILE,600 EAST MAIN STREET,DILLON,29536,3558,DILLON,8437740330,BS,-4,N_19,1,520,R_19,52,R_19,2019,5,0,0,0,-79.3668,34.41438,45,33,19420,30479,32,9704,3006,4507,-4,N,A
SC,SC0016,5,Y,SC0016-005,DILLON COUNTY LIBRARY SYSTEM,600 EAST MAIN STREET,DILLON,29536,3558,DILLON,8437740330,CE,10500,R_19,0,2080,R_19,52,R_19,2019,5,0,0,0,-79.3668,34.41438,45,33,19420,30479,32,9704,3006,4507,-4,N,A
SC,SC0016,6,Y,SC0016-006,LATTA BRANCH LIBRARY,101 NORTH MARION STREET,LATTA,29565,1311,DILLON,8437525389,BR,4000,R_19,0,2080,R_19,52,R_19,2019,5,0,0,0,-79.4342,34.3393,45,33,40480,30479,42,9706,3034,4507,-4,N,A
SC,SC0017,2,Y,SC0017-002,SUMMERVILLE BRANCH LIBRARY,76 OLD TROLLEY ROAD,SUMMERVILLE,29485,4904,DORCHESTER,8438715075,BR,19863,R_19,0,3172,R_19,52,R_19,2019,5,0,0,0,-80.1822,32.99772,45,35,70270,162809,21,108.08,1000,4501,16700,0,A
SC,SC0017,3,Y,SC0017-003,DORCHESTER COUNTY LIBRARY BOOKMOBILE,506 N. PARLER AVENUE,ST. GEORGE,29477,2230,DORCHESTER,8435639189,BS,-4,N_19,1,346,R_19,37,R_19,2019,5,0,0,0,-80.5716,33.18831,45,35,62530,162809,42,102,2107,4506,16700,0,A
SC,SC0017,5,Y,SC0017-004,DORCHESTER COUNTY LIBRARY: SAINT GEORGE,506 N. PARLER AVENUE,ST. GEORGE,29477,2230,DORCHESTER,8435639189,CE,13638,R_19,0,3172,R_19,52,R_19,2019,5,0,0,0,-80.5716,33.18831,45,35,62530,162809,42,102,2107,4506,16700,0,A
SC,SC0018,2,Y,SC0018-002,FAIRFIELD COUNTY LIBRARY,300 W. WASHINGTON STREET,WINNSBORO,29180,1333,FAIRFIELD,8036354971,CE,6000,R_19,0,2704,R_19,52,R_19,2019,5,0,0,0,-81.0897,34.37972,45,39,78460,22347,32,9604,4028,4505,17900,0,A
SC,SC0018,4,Y,SC0018-004,FAIRFIELD COUNTY LIBRARY BOOKMOBILE,300 W. WASHINGTON STREET,WINNSBORO,29180,1333,FAIRFIELD,8036354971,BS,-4,N_19,1,300,R_19,52,R_19,2019,5,0,0,0,-81.0897,34.37972,45,39,78460,22347,32,9604,4028,4505,17900,0,A
SC,SC0018,5,Y,SC0018-005,RIDGEWAY BRANCH LIBRARY,175 S. PALMER STREET,RIDGEWAY,29130,M,FAIRFIELD,8033372068,BR,700,R_19,0,832,IP17,52,IP17,2019,5,0,0,0,-80.9598,34.3067,45,39,60415,22347,41,9603,2084,4505,17900,0,A
SC,SC0019,2,Y,SC0019-002,JOHNSONVILLE PUBLIC LIBRARY,252 SOUTH GEORGETOWN HIGHWAY,JOHNSONVILLE,29555,8080,FLORENCE,8433862052,BR,6500,R_19,0,2496,R_19,52,R_19,2019,5,0,0,0,-79.4418,33.81533,45,41,37105,138293,42,19,5043,4507,22500,0,A
SC,SC0019,3,Y,SC0019-003,LAKE CITY PUBLIC LIBRARY,221 EAST MAIN STREET,LAKE CITY,29560,2113,FLORENCE,8433948071,BR,11300,R_19,0,2594,R_19,52,R_19,2019,5,0,0,0,-79.7517,33.87121,45,41,39310,138293,32,22.02,2005,4506,22500,0,A
SC,SC0019,4,Y,SC0019-004,OLANTA PUBLIC LIBRARY,210 EAST HAMPTON STREET,OLANTA,29114,9376,FLORENCE,8433964287,BR,6500,R_19,0,2184,R_19,52,R_19,2019,5,0,0,0,-79.9293,33.93878,45,41,52540,138293,42,24,3011,4506,22500,0,A
SC,SC0019,6,Y,SC0019-006,TIMMONSVILLE PUBLIC LIBRARY,298 WEST SMITH STREET,TIMMONSVILLE,29161,1740,FLORENCE,8433462941,BR,6500,R_19,0,1923,R_19,52,R_19,2019,5,0,0,0,-79.9425,34.13014,45,41,71980,138293,23,26,3027,4507,22500,0,A
SC,SC0019,7,Y,SC0019-007,FLORENCE COUNTY LIBRARY BOOKMOBILE,509 S. DARGAN STREET,FLORENCE,29506,2549,FLORENCE,8436628424,BS,-4,N_19,1,1300,R_19,52,R_19,2019,5,0,0,0,-79.7653,34.18924,45,41,25810,138293,13,10,2029,4507,22500,0,A
SC,SC0019,8,Y,SC0019-008,FLORENCE COUNTY LIBRARY,509 SOUTH DARGAN STREET,FLORENCE,29506,2549,FLORENCE,8436628424,CE,83000,R_19,0,3484,R_19,52,R_19,2019,5,0,0,0,-79.7653,34.18924,45,41,25810,138293,13,10,2029,4507,22500,0,A
SC,SC0019,10,Y,SC0019-010,PAMPLICO BRANCH LIBRARY,100 EAST MAIN STREET,PAMPLICO,29583,M,FLORENCE,8434137077,BR,8134,R_19,0,2022,R_19,52,R_19,2019,5,0,0,0,-79.5698,33.99593,45,41,54340,138293,42,18,1048,4507,22500,0,A
SC,SC0020,2,Y,SC0020-002,GEORGETOWN COUNTY LIBRARY,405 CLELAND STREET,GEORGETOWN,29440,3200,GEORGETOWN,8435453304,CE,19331,R_19,0,3240,R_19,52,R_19,2019,5,0,0,0,-79.2848,33.37359,45,43,28870,62680,32,9203.02,1030,4507,23860,1,A
SC,SC0020,3,Y,SC0020-003,ANDREWS BRANCH LIBRARY,105 NORTH MORGAN STREET,ANDREWS,29510,M,GEORGETOWN,8435453621,BR,10000,R_19,0,2288,R_19,52,R_19,2019,5,0,0,0,-79.5605,33.45357,45,43,1450,62680,32,9202.01,3008,4507,23860,1,A
SC,SC0020,4,Y,SC0020-004,GEORGETOWN COUNTY LIBRARY BOOKMOBILE,405 CLELAND STREET,GEORGETOWN,29440,3200,GEORGETOWN,8435453300,BS,-4,N_19,1,1218,R_19,52,R_19,2019,5,0,0,0,-79.2848,33.37359,45,43,28870,62680,32,9203.02,1030,4507,23860,1,A
SC,SC0020,5,Y,SC0020-005,WACCAMAW BRANCH LIBRARY,24 COMMERCE DRIVE,PAWLEY`S ISLAND,29585,6011,GEORGETOWN,8435453623,BR,17000,R_19,0,3240,R_19,52,R_19,2019,5,0,0,0,-79.1223,33.44881,45,43,M,62680,31,9205.03,3007,4507,23860,1,A
SC,SC0020,7,Y,SC0020-006,CARVER`S BAY BRANCH LIBRARY,13048 CHOPPEE ROAD,HEMINGWAY,29554,3318,GEORGETOWN,8435453515,BR,7550,R_19,0,2080,R_19,52,R_19,2019,5,0,0,0,-79.3295,33.61129,45,43,M,62680,42,9204,1105,4507,23860,1,A
SC,SC0021,2,Y,SC0021-002,GREENVILLE COUNTY LIBRARY: HUGHES LIBRARY,25 HERITAGE GREEN PLACE,GREENVILLE,29601,2034,GREENVILLE,8642425000,CE,119215,R_19,0,3530,R_19,52,R_19,2019,5,0,0,0,-82.4015,34.85671,45,45,30850,523542,13,10,2012,4504,24860,0,A
SC,SC0021,3,Y,SC0021-003,AUGUSTA ROAD BRANCH,100 LYDIA STREET,GREENVILLE,29605,1241,GREENVILLE,8642770161,BR,11500,R_19,0,3315,R_19,52,R_19,2019,5,0,0,0,-82.3781,34.80496,45,45,30850,523542,13,15.02,1009,4504,24860,0,A
SC,SC0021,4,Y,SC0021-004,BEREA BRANCH,111 NORTH HWY. 25 BYPASS,GREENVILLE,29617,1105,GREENVILLE,8642461695,BR,11173,R_19,0,3315,R_19,52,R_19,2019,5,0,0,0,-82.4598,34.91947,45,45,M,523542,21,37.01,1019,4504,24860,0,A
SC,SC0021,5,Y,SC0021-005,PELHAM ROAD BRANCH,1508 PELHAM ROAD,GREENVILLE,29615,3923,GREENVILLE,8642886688,BR,12050,R_19,0,3315,R_19,52,R_19,2019,5,0,0,0,-82.3006,34.85697,45,45,M,523542,21,28.05,2007,4504,24860,0,A
SC,SC0021,6,Y,SC0021-006,FOUNTAIN INN BRANCH,311 NORTH MAIN STREET,FOUNTAIN INN,29644,1603,GREENVILLE,8648622576,BR,11306,R_19,0,3315,R_19,52,R_19,2019,5,0,0,0,-82.2029,34.6964,45,45,27070,523542,22,31.01,2037,4503,24860,0,A
SC,SC0021,7,Y,SC0021-007,GREER BRANCH,505 PENNSYLVANIA AVE.,GREER,29650,1732,GREENVILLE,8648778722,BR,10905,R_19,0,3315,R_19,52,R_19,2019,5,0,0,0,-82.247,34.94011,45,45,30985,523542,21,25.05,3017,4504,24860,0,A
SC,SC0021,8,Y,SC0021-008,MAULDIN BRANCH,800 WEST BUTLER ROAD,GREENVILLE,29607,4838,GREENVILLE,8642777397,BR,11454,R_19,0,3315,R_19,52,R_19,2019,5,0,0,0,-82.3259,34.77526,45,45,45115,523542,22,29.04,1036,4504,24860,0,A
SC,SC0021,9,Y,SC0021-009,SIMPSONVILLE BRANCH,626 NE MAIN STREET,SIMPSONVILLE,29681,2025,GREENVILLE,8649639031,BR,11159,R_19,0,3315,R_19,52,R_19,2019,5,0,0,0,-82.2609,34.74759,45,45,66580,523542,22,30.1,2039,4504,24860,0,A
SC,SC0021,10,Y,SC0021-010,TRAVELERS REST BRANCH,17 CENTER STREET,TRAVELERS REST,29690,1826,GREENVILLE,8648343650,BR,10929,R_19,0,3315,R_19,52,R_19,2019,5,0,0,0,-82.4401,34.96906,45,45,72430,523542,21,39.04,2047,4504,24860,0,A
SC,SC0021,11,Y,SC0021-011,TAYLORS BRANCH,316 WEST MAIN STREET,TAYLORS,29687,2210,GREENVILLE,8642685955,BR,11306,R_19,0,3315,R_19,52,R_19,2019,5,0,0,0,-82.307,34.9196,45,45,71395,523542,21,26.04,1066,4504,24860,0,A
SC,SC0021,12,Y,SC0021-012,ANDERSON ROAD BRANCH,2625 ANDERSON ROAD,GREENVILLE,29611,6019,GREENVILLE,8642695210,BR,11306,R_19,0,3315,R_19,52,R_19,2019,5,0,0,0,-82.4401,34.81631,45,45,M,523542,21,21.07,1032,4504,24860,0,A
SC,SC0021,13,Y,SC0021-013,GREENVILLE COUNTY LIBRARY BOOKMOBILE,25 HERITAGE GREEN PLACE,GREENVILLE,29601,2034,GREENVILLE,8642425238,BS,-4,N_19,1,740,R_19,52,R_19,2019,5,0,0,0,-82.4015,34.85671,45,45,30850,523542,13,10,2012,4504,24860,0,A
SC,SC0021,17,Y,SC0021-017,FIVE FORKS BRANCH,104 SUNNYDALE DRIVE,SIMPSONVILLE,29681,4801,GREENVILLE,8642344904,BR,28064,R_19,0,960,R_19,14,R_19,2019,5,0,0,0,-82.2228,34.80823,45,45,25540,523542,22,28.14,1016,4504,24860,0,A
SC,SC0022,2,Y,SC0022-002,CONWAY LIBRARY,801 MAIN ST,CONWAY,29526,4343,HORRY,8439157323,CE,28000,R_19,0,2340,R_19,52,R_19,2019,5,0,0,0,-79.0505,33.84182,45,51,16405,354081,13,702,2069,4507,34820,0,A
SC,SC0022,3,Y,SC0022-003,AYNOR LIBRARY,500 9TH. AVENUE,AYNOR,29511,3150,HORRY,8433583324,BR,4000,R_19,0,1924,R_19,52,R_19,2019,5,0,0,0,-79.2002,33.99806,45,51,3430,354081,42,801.02,2026,4507,34820,0,A
SC,SC0022,4,Y,SC0022-004,NORTH MYRTLE BEACH LIBRARY,910 1ST AVE SOUTH,NORTH MYRTLE BEACH,29582,3102,HORRY,8439155281,BR,19888,R_19,0,1742,R_19,52,R_19,2019,5,0,0,0,-78.6826,33.82756,45,51,51280,354081,13,403,1061,4507,34820,0,A
SC,SC0022,5,Y,SC0022-005,LORIS LIBRARY,4316 MAIN STREET,LORIS,29569,2614,HORRY,8437568101,BR,4300,R_19,0,1742,R_19,52,R_19,2019,5,0,0,0,-78.8869,34.05485,45,51,42730,354081,42,202,2060,4507,34820,0,A
SC,SC0022,6,Y,SC0022-006,SURFSIDE BEACH LIBRARY,410 SURFSIDE DRIVE,SURFSIDE BEACH,29575,3779,HORRY,8439155280,BR,17260,R_19,0,2080,R_19,52,R_19,2019,5,0,0,0,-78.9748,33.60734,45,51,70585,354081,22,512.01,2048,4507,34820,0,A
SC,SC0022,7,Y,SC0022-007,HORRY COUNTY MEMORIAL LIBRARY BOOKMOBILE,1603 4TH AVENUE,CONWAY,29526,5037,HORRY,8439156388,BS,-4,N_19,1,2184,R_19,52,R_19,2019,5,0,0,0,-79.0574,33.83129,45,51,16405,354081,13,703,2058,4507,34820,0,A
SC,SC0022,8,Y,SC0022-008,SOCASTEE LIBRARY,141-707 CONNECTOR RD,MYRTLE BEACH,29588,M,HORRY,8432154700,BR,23000,R_19,0,2964,R_19,52,R_19,2019,5,0,0,0,-79.003,33.67515,45,51,67390,354081,22,516.01,2001,4507,34820,0,A
SC,SC0022,9,Y,SC0022-009,BUCKSPORT LIBRARY,7657 HWY 701 SOUTH,CONWAY,29527,7846,HORRY,8433971950,BR,3000,R_19,0,1664,R_19,52,R_19,2019,5,0,0,0,-79.1072,33.70191,45,51,M,354081,41,706.02,2077,4507,34820,0,A
SC,SC0022,10,Y,SC0022-010,LITTLE RIVER LIBRARY,107 HWY 57 NORTH,LITTLE RIVER,29566,7050,HORRY,8439155284,BR,4000,R_19,0,1664,R_19,52,R_19,2019,5,0,0,0,-78.6851,33.88482,45,51,M,354081,22,401.01,1027,4507,34820,0,A
SC,SC0022,11,Y,SC0022-011,GREEN SEA FLOYDS LIBRARY,5331 HWY 9,GREEN SEA,29545,4949,HORRY,8433920994,BR,3700,R_19,0,1924,R_19,52,R_19,2019,5,0,0,0,-79.0224,34.1478,45,51,M,354081,42,101,2094,4507,34820,0,A
SC,SC0022,12,Y,SC0022-012,CAROLINA FOREST LIBRARY,2250 CAROLINA FOREST BLVD,MYRTLE BEACH,29579,3654,HORRY,8439155282,BR,19888,R_19,0,1664,R_19,52,R_19,2019,5,0,0,0,-78.89,33.76121,45,51,M,354081,22,602.06,1000,4507,34820,0,A
SC,SC0023,2,Y,SC0023-002,CAMDEN LIBRARY,1304 BROAD STREET,CAMDEN,29020,3506,KERSHAW,8034251508,CE,13660,R_19,0,3276,R_19,52,R_19,2019,5,0,0,0,-80.6074,34.24996,45,55,10855,66551,31,9708,3021,4505,17900,0,A
SC,SC0023,3,Y,SC0023-003,BETHUNE BRANCH LIBRARY,206 S. MAIN STREET,BETHUNE,29009,M,KERSHAW,8033348420,BR,1175,R_19,0,936,R_19,52,R_19,2019,5,0,0,0,-80.3465,34.413,45,55,6040,66551,42,9701,2037,4505,17900,0,A
SC,SC0023,4,Y,SC0023-004,KERSHAW COUNTY LIBRARY BOOKMOBILE,632 WEST DEKALB STREET,CAMDEN,29020,4254,KERSHAW,8034242353,BS,-4,N_19,1,391,R_19,52,R_19,2019,5,0,0,0,-80.6081,34.24639,45,55,10855,66551,31,9708,3033,4505,17900,0,A
SC,SC0023,5,Y,SC0023-005,ELGIN BRANCH LIBRARY,2652 MAIN STREET,ELGIN,29045,9415,KERSHAW,8034387881,BR,3600,R_19,0,2496,R_19,52,R_19,2019,5,0,0,0,-80.8017,34.16628,45,55,23245,66551,21,9709.03,2028,4505,17900,0,A
SC,SC0024,2,Y,SC0024-002,LANCASTER COUNTY LIBRARY SYSTEM,313 S. WHITE ST.,LANCASTER,29720,2506,LANCASTER,8032851502,CE,16433,R_19,0,3146,R_19,52,R_19,2019,5,0,0,0,-80.7681,34.71789,45,57,39895,98012,32,107,2014,4505,16740,0,A
SC,SC0024,3,Y,SC0024-003,KERSHAW BRANCH LIBRARY,3855 FORK HILL ROAD,KERSHAW,29067,9297,LANCASTER,8034752609,BR,4900,R_19,0,1976,R_19,52,R_19,2019,5,0,0,0,-80.5868,34.56975,45,57,M,98012,42,102,3059,4505,16740,0,A
SC,SC0024,4,Y,SC0024-004,LANCASTER COUNTY LIBRARY BOOKMOBILE,313 S. WHITE STREET,LANCASTER,29720,2506,LANCASTER,8032851502,BS,-4,N_19,1,3146,R_19,52,R_19,2019,5,0,0,0,-80.7681,34.71789,45,57,39895,98012,32,107,2014,4505,16740,0,A
SC,SC0024,5,Y,SC0024-005,DEL WEBB LIBRARY AT INDIAN LAND,7641 CHARLOTTE HIGHWAY,INDIAN LAND,29707,9653,LANCASTER,8035489260,BR,11000,R_19,0,2704,R_19,52,R_19,2019,5,0,0,0,-80.8356,34.93406,45,57,M,98012,21,112.02,1040,4505,16740,0,A
SC,SC0025,2,Y,SC0025-002,LAURENS COUNTY LIBRARY SYSTEM,1017 WEST MAIN STREET,LAURENS,29360,2647,LAURENS,8646817323,CE,31500,R_19,0,2723,R_19,52,R_19,2019,5,0,0,0,-82.035,34.49348,45,59,40615,67493,32,9204,5001,4503,24860,0,A
SC,SC0025,3,Y,SC0025-003,CLINTON PUBLIC LIBRARY,"107 JACOBS HIGHWAY, SUITE A",CLINTON,29325,7282,LAURENS,8648331853,BR,8500,R_19,0,2540,R_19,52,R_19,2019,5,0,0,0,-81.8777,34.45799,45,59,15295,67493,32,9208,2034,4503,24860,0,A
SC,SC0025,5,Y,SC0025-005,LAURENS COUNTY LIBRARY BOOKMOBILE,1107 W. MAIN STREET,LAURENS,29360,2609,LAURENS,8646817323,BS,-4,N_19,1,158,R_19,36,R_19,2019,5,0,0,0,-82.0419,34.49598,45,59,40615,67493,41,9204,5003,4503,24860,0,A
SC,SC0026,2,Y,SC0026-002,LEE COUNTY PUBLIC LIBRARY SYSTEM,200 NORTH MAIN STREET,BISHOPVILLE,29010,1416,LEE,8034845921,CE,2970,R_19,0,2600,R_19,52,R_19,2019,5,0,0,0,-80.2474,34.21895,45,61,6310,16828,32,9203.02,2045,4505,-4,N,A
SC,SC0027,2,Y,SC0027-002,LEXINGTON COUNTY PUBLIC LIBRARY SYSTEM,5440 AUGUSTA ROAD,LEXINGTON,29072,3892,LEXINGTON,8037852600,CE,48000,R_19,0,3484,R_19,52,R_19,2019,5,0,0,0,-81.2197,33.97453,45,63,41335,298750,21,210.3,1020,4502,17900,0,A
SC,SC0027,3,Y,SC0027-003,CAYCE-WEST COLUMBIA BRANCH LIBRARY,1500 AUGUSTA ROAD,WEST COLUMBIA,29169,6129,LEXINGTON,8037946791,BR,20000,R_19,0,3484,R_19,52,R_19,2019,5,0,0,0,-81.0778,33.98635,45,63,75850,298750,21,205.05,2050,4502,17900,0,A
SC,SC0027,4,Y,SC0027-004,BATESBURG-LEESVILLE BRANCH LIBRARY,203 ARMORY STREET,BATESBURG,29006,1435,LEXINGTON,8035329223,BR,7900,R_19,0,2964,R_19,52,R_19,2019,5,0,0,0,-81.5346,33.91777,45,63,4300,298750,41,214.02,3007,4502,17900,0,A
SC,SC0027,5,Y,SC0027-005,IRMO BRANCH LIBRARY,6251 ST. ANDREWS ROAD,COLUMBIA,29212,3152,LEXINGTON,8037987880,BR,25000,R_19,0,3484,R_19,52,R_19,2019,5,0,0,0,-81.1628,34.05939,45,63,65207,298750,21,211.11,1034,4502,17900,0,A
SC,SC0027,6,Y,SC0027-006,PELION BRANCH LIBRARY,206 PINE STREET,PELION,29123,9807,LEXINGTON,8037853272,BR,6000,R_19,0,2080,R_19,52,R_19,2019,5,0,0,0,-81.2427,33.76918,45,63,55420,298750,42,209.03,1061,4502,17900,0,A
SC,SC0027,7,Y,SC0027-007,CHAPIN BRANCH LIBRARY,129 N.W. COLUMBIA AVENUE,CHAPIN,29036,M,LEXINGTON,8033455479,BR,6500,R_19,0,2288,R_19,52,R_19,2019,5,0,0,0,-81.3587,34.17108,45,63,13150,298750,41,212.04,2049,4502,17900,0,A
SC,SC0027,8,Y,SC0027-008,GASTON BRANCH LIBRARY,214 S. MAIN,GASTON,29053,9116,LEXINGTON,8037913208,BR,4000,R_19,0,1716,R_19,52,R_19,2019,5,0,0,0,-81.1022,33.81449,45,63,28780,298750,21,208.02,1014,4502,17900,0,A
SC,SC0027,9,Y,SC0027-009,SWANSEA BRANCH LIBRARY,199 N. LAWRENCE AVENUE,SWANSEA,29160,9406,LEXINGTON,8037853519,BR,4000,R_19,0,1716,R_19,52,R_19,2019,5,0,0,0,-81.0974,33.73875,45,63,70675,298750,41,208.02,1084,4502,17900,0,A
SC,SC0027,10,Y,SC0027-010,GILBERT BRANCH LIBRARY,405 BROAD STREET,GILBERT,29054,8451,LEXINGTON,8037855387,BR,4000,R_19,0,1716,R_19,52,R_19,2019,5,0,0,0,-81.4047,33.91971,45,63,29050,298750,41,213.05,1060,4502,17900,0,A
SC,SC0027,11,Y,SC0027-011,LEXINGTON COUNTY PUBLIC LIBRARY BOOKMOBILE,5440 AUGUSTA ROAD,LEXINGTON,29072,3892,LEXINGTON,8037852649,BS,-4,N_19,1,1500,R_19,50,R_19,2019,5,0,0,0,-81.2197,33.97453,45,63,41335,298750,21,210.3,1020,4502,17900,0,A
SC,SC0027,12,Y,SC0027-012,SOUTH CONGAREE - PINE RIDGE BRANCH,200 SUNSET DRIVE,WEST COLUMBIA,29172,2101,LEXINGTON,8037853050,BR,4000,R_19,0,1716,R_19,52,R_19,2019,5,0,0,0,-81.1318,33.91148,45,63,67705,298750,21,207.03,1004,4502,17900,0,A
SC,SC0028,2,Y,SC0028-002,MCCORMICK COUNTY LIBRARY,201 RAILROAD AVE.,MCCORMICK,29835,8576,MCCORMICK,8648522821,CE,8400,R_19,0,2288,R_19,51,R_19,2019,5,0,0,0,-82.2966,33.91439,45,65,43720,9463,42,9202,4018,4503,-4,N,A
SC,SC0029,2,Y,SC0029-002,MARION COUNTY LIBRARY,101 EAST COURT STREET,MARION,29571,3631,MARION,8434238300,CE,6930,R_19,0,2574,R_19,52,R_19,2019,5,0,0,0,-79.3997,34.17822,45,67,44575,30657,32,9506,4006,4507,-4,N,A
SC,SC0029,3,Y,SC0029-003,MULLINS LIBRARY,210 NORTH MAIN STREET,MULLINS,29574,2708,MARION,8434649621,BR,3400,R_19,0,1950,R_19,52,R_19,2019,5,0,0,0,-79.2548,34.20691,45,67,48805,30657,32,9504,4016,4507,-4,N,A
SC,SC0029,4,Y,SC0029-004,NICHOLS LIBRARY,208 FLOYD STREET,NICHOLS,29581,M,MARION,8435262641,BR,1146,R_19,0,144,R_19,12,R_19,2019,5,0,0,0,-79.1496,34.23499,45,67,50110,30657,42,9504,1050,4507,-4,N,A
SC,SC0029,5,Y,SC0029-005,MARION COUNTY LIBRARY BOOKMOBILE,101 E. COURT STREET,MARION,29571,3631,MARION,8434238300,BS,-4,N_19,1,504,R_19,24,R_19,2019,5,0,0,0,-79.3997,34.17822,45,67,44575,30657,32,9506,4006,4507,-4,N,A
SC,SC0030,2,Y,SC0030-002,MARLBORO COUNTY LIBRARY SYSTEM,203 FAYETTEVILLE AVENUE,BENNETTSVILLE,29512,4021,MARLBORO,8434795630,CE,13000,R_19,0,2652,R_19,52,R_19,2019,5,0,0,0,-79.6822,34.61429,45,69,5680,26118,32,9603.01,2025,4507,13500,1,A
SC,SC0030,3,Y,SC0030-003,MARLBORO COUNTY LIBRARY BOOKMOBILE,203 FAYETTEVILLE AVENUE,BENNETTSVILLE,29512,4021,MARLBORO,8434795630,BS,-4,N_19,1,150,R_19,50,R_19,2019,5,0,0,0,-79.6822,34.61429,45,69,5680,26118,32,9603.01,2025,4507,13500,1,A
SC,SC0032,2,Y,SC0032-002,OCONEE COUNTY PUBLIC LIBRARY,501 W S BROAD ST,WALHALLA,29691,M,OCONEE,8646384133,CE,22500,R_19,0,2781,R_19,51,R_19,2019,5,0,0,0,-83.0723,34.76479,45,73,74095,79546,31,304.01,2004,4503,42860,1,A
SC,SC0032,3,Y,SC0032-003,SENECA BRANCH LIBRARY,300 EAST SOUTH SECOND STREET,SENECA,29678,3438,OCONEE,8648824855,BR,9000,R_19,0,2922,R_19,51,R_19,2019,5,0,0,0,-82.951,34.68239,45,73,65095,79546,31,307.01,1024,4503,42860,1,A
SC,SC0032,4,Y,SC0032-004,WESTMINSTER BRANCH LIBRARY,112 WEST NORTH AVENUE,WESTMINSTER,29693,1446,OCONEE,8643645760,BR,5050,R_19,0,2182,R_19,51,R_19,2019,5,0,0,0,-83.0969,34.66685,45,73,76165,79546,42,310,5050,4503,42860,1,A
SC,SC0032,5,Y,SC0032-005,SALEM BRANCH LIBRARY,5 PARK AVENUE,SALEM,29676,3304,OCONEE,8649440912,BR,1025,R_19,0,1809,R_19,51,R_19,2019,5,0,0,0,-82.9756,34.89127,45,73,62980,79546,42,302,2018,4503,42860,1,A
SC,SC0032,6,Y,SC0032-006,OCONEE COUNTY PUBLIC LIBRARY BOOKMOBILE,501 W. SOUTH BROAD ST.,WALHALLA,29691,2105,OCONEE,8646384133,BS,-4,N_19,1,386,R_19,42,R_19,2019,5,0,0,0,-83.0723,34.76479,45,73,74095,79546,31,304.01,2004,4503,42860,1,A
SC,SC0033,2,Y,SC0033-002,ORANGEBURG COUNTY LIBRARY COMMISSION,510 LOUIS STREET,ORANGEBURG,29115,5030,ORANGEBURG,8035314636,CE,13000,R_19,0,2647,R_19,52,R_19,2019,5,0,0,0,-80.8623,33.49564,45,75,53080,86175,32,114,4009,4506,36700,1,A
SC,SC0033,3,Y,SC0033-003,MENTOR BRANCH LIBRARY,2621 CLEVELAND STREET,ELLOREE,29047,M,ORANGEBURG,8038972162,BR,700,R_19,0,696,R_19,52,R_19,2019,5,0,0,0,-80.571,33.53156,45,75,23470,86175,42,104,1082,4506,36700,1,A
SC,SC0033,4,Y,SC0033-004,HOLLY HILL BRANCH LIBRARY,"8423 SUITE 3, OLD STATE ROAD",HOLLY HILL,29059,M,ORANGEBURG,8034967177,BR,1800,R_19,0,1644,R_19,52,R_19,2019,5,0,0,0,-80.416,33.32528,45,75,34360,86175,42,102,1043,4506,36700,1,A
SC,SC0033,5,Y,SC0033-005,NORTH BRANCH LIBRARY,9316 NORTH ROAD,NORTH,29112,M,ORANGEBURG,8032475880,BR,1600,R_19,0,696,R_19,52,R_19,2019,5,0,0,0,-81.1039,33.61552,45,75,50560,86175,42,120,1067,4502,36700,1,A
