X,Y,OBJECTID,NAME,STREET,CITY,STATE,ZIP,COUNTY,MAIL_PHONE,WEBSITE,OPEN_JAN,OPEN_FEB,OPEN_MAR,OPEN_APR,OPEN_MAY,OPEN_JUN,OPEN_JUL,OPEN_AUG,OPEN_SEP,OPEN_OCT,OPEN_NOV,OPEN_DEC,CASH,CHECK_,CREDIT,DEBIT,OTHER_PAY,WIC,SENIOR,SNAP_EBT,SNAP_TRANS,H_BUCKS,lat,long,geo_method
-9227813.807,4104919.567,9761,Carolina Belle,8831 Hwy 24,Townville,SC,29689,ANDERSON,,,NO,NO,NO,YES,YES,YES,YES,YES,YES,YES,NO,NO,YES,YES,YES,YES,NO,NO,NO,YES,HANDLED BY INDIVIDUAL VENDOR,,34.564594,-82.89642,census
-9182078.236,4106230.133,9762,Callaham Orchards,559 Crawford Rd.,Belton,SC,29627,ANDERSON,864-338-0810,http://agriculture.sc.gov/agritourism-farms/callaham-orchards/,NO,NO,NO,YES,YES,YES,YES,YES,YES,YES,NO,NO,YES,YES,YES,NO,NO,NO,NO,NO,,,34.576492,-82.48326,census
-9210252.197,4092969.433,9763,Berry Acres,230 Strawberry Rd.,Anderson,SC,29626,ANDERSON,864-224-5441,,NO,NO,NO,YES,YES,YES,YES,YES,YES,YES,YES,NO,YES,YES,YES,YES,NO,NO,NO,NO,,,34.47677,-82.737274,census
-9183402.13,4120827.539,9764,Hurricane Creek Farms,208 Concord Rd,Anderson,SC,29621,ANDERSON,8642453910,,NO,NO,NO,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,NO,NO,NO,NO,,,34.5335,-82.66277,census
-9167523.013,4111484.799,9765,Happy Cow Creamery,332 Mckelvey Rd.,Pelzer,SC,29669,GREENVILLE,864-243-9699,http://www.happycowcreamery.com,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,NO,NO,NO,NO,,,34.614132,-82.354904,census
-9171547.712,4088798.866,9767,Mccall's Produce Market,306 East Greer St.,Honea Path,SC,29654,ANDERSON,,,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,NO,NO,NO,NO,N/A,,34.44586,-82.389946,census
-9168331.274,4110343.47,9768,Pinebreeze Farm,10059 Augusta Rd.,Pelzer,SC,29669,GREENVILLE,,,NO,NO,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,NO,NO,NO,NO,NO,NO,,,34.604786,-82.36183,census
-9197965.535,4115820.336,9770,Walker Century Farms Market,110 Walker Rd.,Anderson,SC,29621,ANDERSON,864-226-2668,http://www.walkercenturyfarms.com,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,NO,NO,NO,YES,HANDLED BY INDIVIDUAL VENDOR,,34.645054,-82.627625,census
-9181618.794,4112037.048,9771,Palmetto Farmers' Market,121 W. Main St.,Williamston,SC,29697,ANDERSON,,,NO,NO,NO,NO,YES,YES,YES,YES,YES,NO,NO,NO,YES,YES,YES,YES,NO,YES,YES,YES,HANDLED BY INDIVIDUAL VENDOR,,34.61794233,-82.4798001,osm
-9187566.622,4119623.165,9772,White Plains Produce,1706 Easley Hwy.,Pelzer,SC,29669,ANDERSON,,,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,NO,NO,NO,YES,HANDLED BY INDIVIDUAL VENDOR,,34.67348,-82.53323,census
-9210889.269,4098283.773,9773,Whitehall Produce,2606 Whitehall Rd.,Anderson,SC,29625,ANDERSON,8647720045,,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,NO,YES,YES,NO,NO,NO,NO,,,34.515984,-82.742294,census
-9055052.74,3912206.695,9774,Chappell Farms,1371 Kings Ave.,Kline,SC,29812,BARNWELL,8035842565,http://www.chappellfarms.com,NO,NO,NO,NO,YES,YES,YES,YES,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,,,33.125602,-81.342418,osm
-9052749.874,3930307.739,9775,Sandy Acre Farm,3046 Hwy 70,Barnwell,SC,29812,BARNWELL,8033000251,,NO,NO,NO,NO,YES,YES,YES,YES,YES,NO,NO,NO,YES,YES,NO,NO,NO,NO,NO,NO,,,33.26335,-81.322296,census
-9057858.612,3927894.095,9776,City Of Barnwell Farmers Market,9987 Dunbarton Blvd.,Barnwell,SC,29812,BARNWELL,8032593317,http://www.cityofbarnwell.com,NO,NO,NO,NO,YES,YES,YES,YES,YES,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,,,33.24511765,-81.36804511,osm
-9088961.023,4174308.15,9781,Gaffney Station Farmers Market,210 W. Frederick St.,Gaffney,SC,29341,CHEROKEE,8644876244,http://www.getintogaffney.com,YES,NO,YES,NO,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,NO,NO,NO,NO,NO,NO,,,35.0767211,-81.6487039,osm
-9044322.911,4138446.957,9782,The Market At Cotton Hills Farm,2575 Lowrys Hwy,Chester,SC,29706,CHESTER,8035814545,http://www.cottonhillsfarm.com,NO,NO,NO,YES,YES,YES,YES,YES,YES,YES,NO,NO,YES,YES,YES,YES,NO,YES,YES,YES,HANDLED BY INDIVIDUAL VENDOR,,34.7690879,-81.244448,osm
-9040485.892,4123661.815,9783,The Chester Market Of Cotton Hills Farm,125 Church St. Unit B,Chester,SC,29706,CHESTER,8033854545,http://www.cottonhillsfarm.com,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,NO,NO,NO,YES,HANDLED BY INDIVIDUAL VENDOR,YES,34.70325,-81.21171,census
-9040661.297,4123727.315,9784,Chester Farmers And Artisan Market,111 Columbia St.,Chester,SC,29706,CHESTER,864-760-7082,http://www.catawbafarmandfood.org,NO,NO,NO,NO,YES,YES,YES,YES,YES,NO,NO,NO,YES,YES,NO,NO,NO,NO,NO,NO,N/A,NO,34.704487,-81.21376,census
-8933017.175,4094619.676,9789,McLeod Farms Market,29247 HWY 151,Mcbee,SC,29101,CHESTERFIELD,843-335-8611,http://www.macspride.com,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,NO,YES,YES,YES,HANDLED BY INDIVIDUAL VENDOR,NO,34.4672468,-80.2515827,osm
-8927070.898,4087556.107,9790,Mcleod Farms Roadside Market,29247 Hwy 151,Mcbee,SC,29101,CHESTERFIELD,1-877-789-9252 or 843-335-8335,http://www.macspride.com,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,NO,YES,YES,YES,HANDLED BY INDIVIDUAL VENDOR,NO,34.4672468,-80.2515827,osm
-8951500.557,4137946.135,9791,Pageland Farmers Market,3062 Hwy 601 N,Pageland,SC,29728,CHESTERFIELD,803-672-5257,,NO,NO,NO,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,NO,NO,NO,NO,,NO,34.7695939,-80.4005003,osm
-8913056.409,4081900.054,9792,Byrd's Little Market,1221 North 5Th St.,Hartsville,SC,29550,DARLINGTON,(843)332-0262,,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,NO,NO,NO,NO,,NO,34.39558964,-80.06531986,osm
-8942840.283,4132364.654,9794,Ricks Produce,26706 Hwy 9,Pageland,SC,29728,CHESTERFIELD,843-672-7307,,NO,NO,NO,NO,NO,YES,YES,YES,YES,YES,YES,NO,YES,YES,NO,NO,NO,YES,YES,NO,N/A,NO,34.768116,-80.33274,census
-9113939.038,3994682.581,9798,Cook's Farm,1236 Augusta Rd.,Trenton,SC,29847,EDGEFIELD,8032752970,http://www.cooksfarm.com,NO,NO,NO,YES,YES,YES,YES,YES,YES,YES,NO,NO,YES,YES,YES,YES,NO,NO,NO,YES,HANDLED BY INDIVIDUAL VENDOR,,33.74585,-81.871956,census
-9114105.734,3985671.648,9799,Jackies Market,2669 Edgefield Rd.,Trenton,SC,29847,EDGEFIELD,8032751608,,NO,NO,NO,NO,YES,YES,YES,YES,NO,NO,NO,NO,YES,YES,NO,NO,NO,NO,NO,YES,HANDLED BY INDIVIDUAL VENDOR,,33.679592,-81.873055,census
-9026491.126,4080043.625,9802,Fairfield Farmers And Artisan Market,117 E Washington St,Winnsboro,SC,29180,FAIRFIELD,,,NO,NO,NO,NO,YES,YES,YES,YES,YES,NO,NO,NO,YES,YES,YES,YES,NO,NO,YES,YES,HANDLED BY INDIVIDUAL VENDOR,,34.380736,-81.085275,osm
-8888218.608,4017078.927,9804,Mckenzie Farms & Nursery,2115 Olanta Hwy,Scranton,SC,29591,FLORENCE,8433894831,http://www.mckenzie-farms.com,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,NO,YES,YES,YES,HANDLED BY INDIVIDUAL VENDOR,,33.91152,-79.84076,census
-8884474.476,4061229.438,9805,Pee Dee State Farmers Market,2513 West Lucas St.,Florence,SC,29501,FLORENCE,8436655154,,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,NO,YES,YES,YES,HANDLED BY INDIVIDUAL VENDOR,NO,34.241528,-79.81426,census
-8878168.535,4011484.631,9806,Lake City Farmer's Market,111 Henry St.,Lake City,SC,29560,FLORENCE,8433741500,www.thebeanmarket.com/lake-city-sc-farmers-market,NO,NO,NO,NO,NO,YES,YES,YES,YES,YES,YES,NO,YES,NO,NO,YES,NO,YES,YES,YES,HANDLED BY INDIVIDUAL VENDOR,NO,33.87131,-79.75438,census
-8880191.91,4055043.416,9809,Florence City Center FM,200 Sanborn Street,Florence,SC,29501,FLORENCE,8436652047 x 1083,http://florencedowntown.com/citycenterfarmersmarket,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,NO,YES,YES,YES,HANDLED THROUGH OUTLET-WIDE PROGRAM,YES,34.19914,-79.77416,census
-8825554.823,3944000.984,9811,Georgetown Farmers Market,122 Screven St.,Georgetown,SC,29440,GEORGETOWN,843-839-4488,http://www.waccamawmarkets.org,NO,NO,NO,NO,YES,YES,YES,YES,YES,YES,NO,NO,YES,YES,YES,YES,NO,YES,YES,YES,HANDLED BY INDIVIDUAL VENDOR,NO,33.365974,-79.28203,census
-9150423.745,4122180.566,9812,Fountain Inn Farmers' Market,110 Depot St.,Fountain Inn,SC,29644,GREENVILLE,864-862-4421,http://www.fountaininnevents.com/farmers-market,NO,NO,NO,YES,YES,YES,YES,YES,NO,NO,NO,NO,YES,YES,YES,YES,NO,NO,NO,NO,,,34.692986,-82.199974,census
-9157451.264,4156728.953,9814,Fisher's Historical Taylors Shed,1001 Locust Hill Rd.,Greer,SC,29651,GREENVILLE,864-877-0443,http://www.fishersorchard.com,NO,NO,NO,YES,YES,YES,YES,YES,YES,NO,NO,NO,YES,YES,YES,YES,NO,YES,YES,NO,,,34.94799,-82.263054,census
-9156099.13,4154430.447,9815,Fisher's Orchard at Dillard,504 S. Buncombe Rd.,Greer,SC,29651,GREENVILLE,864-877-2010,http://www.fishersorchard.com,NO,NO,NO,YES,YES,YES,YES,YES,YES,NO,NO,NO,YES,YES,YES,YES,NO,YES,YES,NO,,,34.9310214,-82.2498922,osm
-9182653.858,4167226.225,9816,Beechwood Farms,204 Bates Bridge Rd.,Travelers Rest,SC,29690,GREENVILLE,864-836-6075,http://www.mybeechwoodfarms.com,NO,NO,NO,YES,YES,YES,YES,YES,YES,YES,NO,NO,YES,YES,YES,YES,NO,YES,YES,YES,HANDLED BY INDIVIDUAL VENDOR,,34.97016315,-82.43721198,osm
-9176284.789,4149846.788,9817,Tomato Vine,4120 Old Buncombe Rd.,Greenville,SC,29617,GREENVILLE,864-246-4062,,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,NO,NO,NO,YES,HANDLED BY INDIVIDUAL VENDOR,,34.89634,-82.43233,census
-9174527.122,4114115.537,9818,Little Eddie's Produce Stand,748 Hwy 8,Pelzer,SC,29669,GREENVILLE,,,NO,NO,NO,NO,YES,YES,YES,YES,YES,YES,YES,YES,YES,NO,NO,NO,NO,NO,NO,NO,,,34.634087,-82.41248,census
-9170026.96,4178318.585,9819,"Perdeaux Fruit Farm, Llc",2400 Hwy 11,Travelers Rest,SC,29690,GREENVILLE,(864) 895-0303,http://www.carolinafarmers.com/perdue,NO,NO,NO,NO,NO,YES,YES,YES,YES,YES,YES,NO,YES,YES,YES,YES,NO,NO,NO,NO,,,35.105854,-82.37578,census
-9175178.158,4146215.064,9820,Slow Food Upstate,205 Cedar Lane Rd.,Greenville,SC,29611,GREENVILLE,,http://www.handsongreenville.org/agency/detail/?agency_id=33096,NO,NO,NO,NO,YES,YES,YES,YES,YES,YES,YES,NO,YES,YES,YES,YES,NO,NO,NO,YES,HANDLED THROUGH OUTLET-WIDE PROGRAM,,34.87056,-82.42151,census
-9143159.63,4057157.672,9821,Greenwood County Farmers Market,215 Wilbanks Cir.,Greenwood,SC,29649,GREENWOOD,8642236305,,NO,NO,NO,NO,NO,YES,YES,YES,YES,YES,NO,NO,YES,YES,YES,YES,NO,YES,YES,YES,HANDLED BY INDIVIDUAL VENDOR,,34.210182,-82.13422,census
-9148236.185,4053768.395,9823,Uptown Market,220 Maxwell Ave.,Greenwood,SC,29646,GREENWOOD,8649428421,http://www.uptowngreenwood.com/uptown-market,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,NO,YES,YES,None,YES,YES,YES,HANDLED THROUGH OUTLET-WIDE PROGRAM,YES,34.190247,-82.16301,census
-8779578.795,4021671.244,9825,Mount Vernon Farm Market,4008 Hwy 366,Loris,SC,29569,HORRY,8437560104,,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,NO,YES,YES,YES,HANDLED BY INDIVIDUAL VENDOR,NO,33.947235,-78.86625,census
-8813209.527,4006695.79,9827,Tylers Produce,4800 Hwy 378,Conway,SC,29527,HORRY,8433976362,,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,NO,YES,YES,NO,N/A,NO,33.835175,-79.17022,census
-8799473.522,4006568.881,9831,Conway Farmers Market,"217 LAUREL ST., DOWNTOWN CONWAY",Conway,SC,29526,HORRY,843-839-4488,http://waccamawmarkets.org,NO,NO,NO,NO,YES,YES,YES,YES,YES,YES,NO,NO,YES,YES,YES,YES,NO,YES,YES,YES,HANDLED BY INDIVIDUAL VENDOR,NO,33.834408,-79.046936,census
-8750941.433,4011621.738,9835,Little River Farmers Market,4460 Mineola Ave,Little River,SC,29566,HORRY,(843) 839-4488,http://www.waccamawmarkets.org,NO,NO,NO,NO,YES,YES,YES,YES,YES,YES,NO,NO,YES,YES,YES,YES,NO,YES,YES,YES,HANDLED BY INDIVIDUAL VENDOR,,33.871815,-78.61051,census
-8972996.511,4060246.166,9836,Kershaw County Farmers Market,906 Broad St.,Camden,SC,29020,KERSHAW,8032204160,http://www.kershawcountyfarmersmarket.com,NO,NO,NO,YES,YES,YES,YES,YES,YES,YES,YES,NO,YES,YES,YES,YES,NO,YES,YES,YES,HANDLED THROUGH OUTLET-WIDE PROGRAM,YES,34.24323,-80.60676,census
-8972122.13,4074913.599,9837,521 Bait And Tackle,1460 Kershaw Hwy,Camden,SC,29020,KERSHAW,,,NO,NO,NO,YES,YES,YES,YES,YES,YES,YES,YES,NO,YES,YES,NO,NO,NO,NO,NO,NO,,,34.342705,-80.598,census
-8986185.681,4126257.119,9838,Lancaster County Farmers Market,1920 South Pageland Hwy.,Lancaster,SC,29720,LANCASTER,803-285-5545,,NO,NO,NO,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,NO,YES,NO,YES,YES,NO,,,34.722206,-80.72224,census
-9129762.612,4096100.558,9839,Main St. Laurens Downtown Farmers Market,200 Courthouse Square,Laurens,SC,29360,LAURENS,864-984-2119,http://www.mainstreetlaurens.org,NO,NO,NO,NO,NO,YES,YES,YES,NO,NO,NO,NO,YES,YES,YES,YES,NO,NO,NO,NO,,,34.49932215,-82.01448821,osm
-9129774.734,4114737.216,9840,Stewart Farms,6600 Hwy 92,Enoree,SC,29335,LAURENS,864-969-7270,http://www.stewartfarms.net,NO,NO,NO,YES,YES,NO,NO,NO,YES,YES,NO,NO,YES,YES,YES,YES,NO,NO,NO,NO,,,34.63653,-82.011856,census
-8781126.024,3988172.857,9842,Myrtle's Market,605 Mr. Joe White Avenue,Myrtle Beach,SC,29577,HORRY,843-918-4906,http://www.cityofmyrtlebeach.com/i_want_to/find/city_farmers_market.php,NO,NO,NO,NO,YES,YES,YES,YES,YES,YES,NO,NO,YES,YES,NO,NO,NO,NO,NO,YES,,NO,33.7078857,-78.8960955,osm
-9043414.683,4026393.136,9845,Market at Icehouse,107 West Main Street,Lexington,SC,29072,LEXINGTON,803-358-7275,http://www.lexsfarmersmarket.com,NO,NO,NO,NO,YES,YES,YES,YES,YES,NO,NO,NO,YES,YES,YES,YES,NO,YES,YES,YES,HANDLED BY INDIVIDUAL VENDOR,,33.98239,-81.23793,census
-9063667.076,4022371.903,9846,Wayne Taylor Family Farms,4809 Augusta Hwy,Leesville,SC,29070,LEXINGTON,8038922040,,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,NO,NO,NO,YES,YES,YES,HANDLED BY INDIVIDUAL VENDOR,,33.9524,-81.4203,census
-9036807.427,4041212.808,9848,Irmo Farmers Market,6671 St Andrews Rd,Columbia,SC,29212,RICHLAND,860-839-1023,http://www.irmofarmersmarket.com,NO,NO,NO,YES,YES,YES,YES,YES,YES,NO,NO,NO,YES,YES,NO,NO,Paypal,YES,YES,NO,,,34.050555,-81.1025904,osm
-9051143.793,4027899.315,9851,James R Sease Farms 2,861 Hwy 378,Lexington,SC,29072,LEXINGTON,8033593276,,NO,NO,NO,YES,YES,NO,NO,NO,NO,NO,NO,NO,YES,YES,NO,NO,NO,NO,NO,NO,,,33.9932852,-81.3078267,osm
-9059835.637,4024401.976,9852,James R Sease Farms 1,3967 Augusta Hwy,Gilbert,SC,29054,LEXINGTON,8033593276,,NO,NO,NO,YES,YES,NO,NO,NO,NO,NO,NO,NO,YES,YES,NO,NO,NO,NO,NO,NO,,,33.96861,-81.38394,census
-9025629.933,4022275.232,9853,Cayce Farmer's Market,2329 Charleston Hwy,Cayce,SC,29033,LEXINGTON,8037911009,,YES,NO,NO,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,NO,NO,NO,YES,HANDLED THROUGH OUTLET-WIDE PROGRAM,,33.950283,-81.078575,census
-9041699.871,4031389.965,9854,Wingard's Market,1403 N.Lake Dr.,Lexington,SC,29072,LEXINGTON,8033599091,http://www.wingardsmarket.com,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,NO,NO,NO,NO,,,34.018997,-81.222305,census
-9028136.467,3996206.982,9855,Livingston Farms The Shack,1424 Southbound Rd.,Swansea,SC,29160,LEXINGTON,803-568-0401,,NO,NO,YES,YES,YES,YES,YES,YES,YES,YES,YES,NO,YES,YES,YES,YES,NO,YES,YES,NO,N/A,,33.766716,-81.10556,census
-9075975.192,4017194.134,9856,"Randall's Produce & Lands, LLC",122 West Church St.,Batesburg,SC,29006,LEXINGTON,8033176500,,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,NO,NO,NO,YES,HANDLED BY INDIVIDUAL VENDOR,,33.912346,-81.53492,census
-8836700.078,4050054.578,9857,L & W Roadside Stand,830 Foxboro Rd.,Marion,SC,29571,MARION,8432455999,,NO,NO,NO,YES,YES,YES,NO,NO,NO,YES,YES,YES,YES,NO,NO,NO,NO,YES,NO,NO,,,34.15855,-79.38172,census
-9024135.423,4015924.754,9858,Columbia State Farmers Market,3483 Charleston Hwy.,West Columbia,SC,29172,LEXINGTON,8037374664,http://www.agriculture.sc.gov,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,NO,YES,NO,NO,NO,NO,NO,,,33.904755,-81.065414,census
-8822820.765,4057446.625,9859,Rabon Produce,521 North Main St.,Mullins,SC,29574,MARION,8432695852,,NO,NO,NO,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,NO,YES,NO,NO,NO,NO,N/A,NO,34.21179,-79.25604,census
-8890354.686,4126308.499,9860,The Produce Barn,4264 Delta Height Rd.,Wallace,SC,29596,MARLBORO,843-287-4225,,NO,NO,YES,YES,YES,YES,YES,YES,YES,YES,YES,NO,YES,YES,NO,NO,NO,YES,YES,YES,HANDLED THROUGH OUTLET-WIDE PROGRAM,YES,34.722034,-79.86511,census
-8867347.809,4102707.096,9862,Mcarthur Farms,1708 Hwy 38 S.,Bennettsville,SC,29512,MARLBORO,843-479-3839,http://www.mcarthurfarms.com,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,NO,NO,NO,NO,,NO,34.6060187,-79.6851173,osm
-8870016.855,4111069.909,9863,Marlboro County Farmers Market,500 Broad St.,Bennettsville,SC,29512,MARLBORO,843-627-7113,,NO,NO,NO,NO,NO,YES,YES,YES,YES,YES,YES,NO,YES,YES,NO,YES,NO,YES,YES,YES,HANDLED BY INDIVIDUAL VENDOR,,34.610863,-79.6809,census
-9160803.841,4017001.903,9864,Mccormick County Farmers' Market,206 N.Main St.,Mccormick,SC,29835,MCCORMICK,805-201-5150,mccormickscchamber.org,NO,NO,NO,NO,YES,YES,YES,YES,YES,NO,NO,NO,YES,NO,YES,YES,NO,YES,YES,YES,HANDLED BY INDIVIDUAL VENDOR,NO,33.91289014,-82.2969623,osm
-9084676.839,4068799.537,9865,Mike's Produce,2114 Wilson Rd.,Newberry,SC,29108,NEWBERRY,8032760125,,NO,NO,YES,YES,YES,YES,YES,YES,YES,YES,YES,NO,YES,YES,YES,YES,NO,NO,NO,YES,HANDLED BY INDIVIDUAL VENDOR,NO,34.297672,-81.60963,census
-9083988.329,4067772.272,9866,Chappells Nursery & Garden Center,92 Dipner Road,Chappells,SC,29037,NEWBERRY,8032713006,,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,NO,NO,NO,NO,,,34.177418,-81.86969,census
-9066951.966,4044722.819,9867,Lever Farms Dreher Island Produce,2811 Dreher Island Rd.,Prosperity,SC,29127,NEWBERRY,8039240493,leverfarms.com,NO,NO,NO,NO,NO,YES,YES,YES,YES,NO,NO,NO,NO,YES,YES,YES,NO,NO,NO,NO,,,34.118343,-81.44845,census
-9085950.692,4065680.44,9868,Grow Newberry Farmers Market,1201 Mckibben St,Newberry,SC,29108,NEWBERRY,8032764274,http://www.grownewberry.com,NO,NO,NO,NO,NO,YES,YES,YES,NO,NO,NO,NO,YES,YES,NO,NO,NO,YES,NO,NO,HANDLED BY INDIVIDUAL VENDOR,,34.274525,-81.62054,census
-9250224.347,4118525.282,9870,Westminster Farmers Market,135 East Main St.,Westminster,SC,29678,OCONEE,(864) 647-5316,,NO,NO,NO,NO,NO,YES,YES,YES,YES,NO,NO,NO,YES,NO,NO,NO,NO,YES,YES,NO,,,34.66618782,-83.09693456,osm
-9242315.01,4133340.476,9872,Mr.T's,111 Scenic Heights Rd.,West Union,SC,29696,OCONEE,,,NO,NO,NO,NO,NO,YES,YES,YES,NO,NO,NO,NO,YES,YES,NO,NO,NO,NO,NO,NO,,,34.774685,-83.02498,census
-9219380.98,4137306.241,9874,Six Mile Farmers Depot,102 S. Main St.,Six Mile,SC,29671,PICKENS,8646505078,http://www.sixmilesc.org,NO,NO,NO,NO,YES,YES,YES,YES,YES,NO,NO,NO,YES,YES,NO,NO,NO,NO,NO,NO,,,34.80361417,-82.81827828,osm
-9246728.705,4132192.623,9877,Walhalla Farmers Market,101 East North Broad Street,Walhalla,SC,29691,OCONEE,864-638-5889 x111,,NO,NO,NO,NO,NO,YES,YES,YES,YES,NO,NO,NO,YES,YES,NO,NO,NO,YES,YES,NO,,,34.766464,-83.06517,census
-9195568.204,4140943.59,9878,Easley Farmers Market,205 North 1St St.,Easley,SC,29641,PICKENS,8648557900,http://www.cityofeasley.com/around_the_city/farmers_market/index.php,NO,NO,NO,YES,YES,YES,YES,YES,YES,YES,NO,NO,YES,YES,YES,YES,NO,NO,YES,YES,HANDLED THROUGH OUTLET-WIDE PROGRAM,,34.83132533,-82.60516837,osm
-9215844.926,4120967.894,9880,Clemson Farmers Market,578 Issaqueena Trail,Clemson,SC,29631,PICKENS,8646543918,http://www.clemsonfarmersmarket.org,NO,NO,NO,NO,YES,YES,YES,YES,YES,NO,NO,NO,YES,YES,YES,YES,NO,NO,NO,NO,,,34.686493,-82.78774,census
-9020799.959,4029513.825,9882,Soda City,1300-1600 Main St.,Columbia,SC,29201,RICHLAND,,http://www.sodacitysc.com,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,NO,YES,YES,NO,NO,NO,NO,,,34.00273,-81.03414,census
-9017186.498,4025732.23,9884,City Roots,1005 Airport Blvd.,Columbia,SC,29205,RICHLAND,8032542302,http://www.cityroots.org,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,NO,NO,NO,YES,HANDLED BY INDIVIDUAL VENDOR,,33.97795,-81.001434,census
-8992271.069,4021009.526,9885,Ringo's Produce Market,10545 Garners Ferry Rd.,Eastover,SC,29044,RICHLAND,8037830108,,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,NO,YES,YES,NO,NO,NO,NO,N/A,,33.94205,-80.779366,census
-9015804.199,4031089.719,9886,Forest Acres Farmer's Market,3400 Forest Dr. (Corner Of Chateau Drive And Beltline Blvd,Columbia,SC,29204,RICHLAND,8037829475,http://www.farmersintheforest.org,NO,NO,NO,YES,YES,YES,YES,YES,YES,YES,YES,NO,YES,YES,NO,YES,NO,YES,YES,YES,HANDLED BY INDIVIDUAL VENDOR,YES,34.01841,-80.99197,census
-9005616.543,4052869.255,9887,Lake Carolina Farmers Market,5 Lake Carolina Way,Columbia,SC,29229,RICHLAND,8038738337,,NO,NO,NO,YES,YES,YES,YES,YES,YES,YES,NO,NO,YES,YES,NO,YES,NO,YES,YES,NO,,,33.9928298,-81.02685166,osm
-9090412.497,4008008.136,9889,Ridge Spring Farmers Market,100 Town Square,Ridge Spring,SC,29129,SALUDA,8036456056,http://www.ridgespringsc.com,NO,NO,NO,NO,NO,YES,YES,NO,NO,NO,NO,NO,YES,YES,NO,NO,NO,YES,YES,NO,VENDOR,,32.482946,-80.984196,osm
-9083095.959,4011200.457,9890,Peaches N' Such I,3771 Hwy 23,Monetta,SC,29105,SALUDA,803-685-7035,http://www.watsoniafarms.com,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,NO,NO,NO,NO,NO,,,33.86932,-81.593925,census
-9149248.3,4187716.051,9891,Landrum Farmers' Market,111 N. Trade Ave.,Landrum,SC,29356,SPARTANBURG,864 457 6585,,NO,NO,NO,NO,YES,YES,YES,YES,YES,YES,NO,NO,YES,YES,NO,NO,NO,NO,NO,NO,,,35.175163,-82.189092,osm
-9121787.778,4157936.717,9894,Hub City Farmers Market,498 Howard St.,Spartanburg,SC,29303,SPARTANBURG,8645850905,http://www.hubcityfm.org,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,NO,YES,YES,YES,OUTLET-WIDE,YES,34.95639,-81.94221,census
