Site Name,EPA ID,City,County,State,ZIP Code,Site Location,Latitude,Longitude,Region,NPL Status,Superfund Alternative Agreement,Federal Facility,Operable Unit Number,Sequence ID,Decision Document Type,Actual Completion Date,Fiscal Year,Media,Contaminant Name,latitude,longitude,geo_method,Latitude,Longitude,Accuracy Score,Accuracy Type,Number,Street,Unit Type,Unit Number,City,State,County,Zip,Country,Source
KALAMA SPECIALTY CHEMICALS,SCD094995503,BEAUFORT,BEAUFORT,SC,29902,3090 Trask Parkway,32.4734,-80.7401,4,Currently on the Final NPL,N,N,1,1,Record of Decision,9/28/93,1993,Soil,ETHYLBENZENE,32.4315813,-80.6698286,osm,32.431557,-80.670102,1,rooftop,210,Carteret St,,,Beaufort,SC,Beaufort County,29902,US,Beaufort
KALAMA SPECIALTY CHEMICALS,SCD094995503,BEAUFORT,BEAUFORT,SC,29902,3090 Trask Parkway,32.4734,-80.7401,4,Currently on the Final NPL,N,N,1,1,Record of Decision,9/28/93,1993,Sediment,LEAD,32.4315813,-80.6698286,osm,32.431557,-80.670102,1,rooftop,210,Carteret St,,,Beaufort,SC,Beaufort County,29902,US,Beaufort
KALAMA SPECIALTY CHEMICALS,SCD094995503,BEAUFORT,BEAUFORT,SC,29902,3090 Trask Parkway,32.4734,-80.7401,4,Currently on the Final NPL,N,N,1,1,Record of Decision,9/28/93,1993,Soil,LEAD,32.4315813,-80.6698286,osm,32.431557,-80.670102,1,rooftop,210,Carteret St,,,Beaufort,SC,Beaufort County,29902,US,Beaufort
KALAMA SPECIALTY CHEMICALS,SCD094995503,BEAUFORT,BEAUFORT,SC,29902,3090 Trask Parkway,32.4734,-80.7401,4,Currently on the Final NPL,N,N,1,1,Record of Decision,9/28/93,1993,Sediment,MERCURY,32.4315813,-80.6698286,osm,32.431557,-80.670102,1,rooftop,210,Carteret St,,,Beaufort,SC,Beaufort County,29902,US,Beaufort
KALAMA SPECIALTY CHEMICALS,SCD094995503,BEAUFORT,BEAUFORT,SC,29902,3090 Trask Parkway,32.4734,-80.7401,4,Currently on the Final NPL,N,N,1,1,Record of Decision,9/28/93,1993,Soil,MERCURY,32.4315813,-80.6698286,osm,32.431557,-80.670102,1,rooftop,210,Carteret St,,,Beaufort,SC,Beaufort County,29902,US,Beaufort
KALAMA SPECIALTY CHEMICALS,SCD094995503,BEAUFORT,BEAUFORT,SC,29902,3090 Trask Parkway,32.4734,-80.7401,4,Currently on the Final NPL,N,N,1,1,Record of Decision,9/28/93,1993,Sediment,NICKEL,32.4315813,-80.6698286,osm,32.431557,-80.670102,1,rooftop,210,Carteret St,,,Beaufort,SC,Beaufort County,29902,US,Beaufort
KALAMA SPECIALTY CHEMICALS,SCD094995503,BEAUFORT,BEAUFORT,SC,29902,3090 Trask Parkway,32.4734,-80.7401,4,Currently on the Final NPL,N,N,1,1,Record of Decision,9/28/93,1993,Soil,NICKEL,32.4315813,-80.6698286,osm,32.431557,-80.670102,1,rooftop,210,Carteret St,,,Beaufort,SC,Beaufort County,29902,US,Beaufort
KALAMA SPECIALTY CHEMICALS,SCD094995503,BEAUFORT,BEAUFORT,SC,29902,3090 Trask Parkway,32.4734,-80.7401,4,Currently on the Final NPL,N,N,1,1,Record of Decision,9/28/93,1993,Sediment,TOLUENE,32.4315813,-80.6698286,osm,32.431557,-80.670102,1,rooftop,210,Carteret St,,,Beaufort,SC,Beaufort County,29902,US,Beaufort
KALAMA SPECIALTY CHEMICALS,SCD094995503,BEAUFORT,BEAUFORT,SC,29902,3090 Trask Parkway,32.4734,-80.7401,4,Currently on the Final NPL,N,N,1,1,Record of Decision,9/28/93,1993,Soil,TOLUENE,32.4315813,-80.6698286,osm,32.431557,-80.670102,1,rooftop,210,Carteret St,,,Beaufort,SC,Beaufort County,29902,US,Beaufort
KALAMA SPECIALTY CHEMICALS,SCD094995503,BEAUFORT,BEAUFORT,SC,29902,3090 Trask Parkway,32.4734,-80.7401,4,Currently on the Final NPL,N,N,1,1,Record of Decision,9/28/93,1993,Groundwater,XYLENE (MIXED ISOMERS),32.4315813,-80.6698286,osm,32.431557,-80.670102,1,rooftop,210,Carteret St,,,Beaufort,SC,Beaufort County,29902,US,Beaufort
KALAMA SPECIALTY CHEMICALS,SCD094995503,BEAUFORT,BEAUFORT,SC,29902,3090 Trask Parkway,32.4734,-80.7401,4,Currently on the Final NPL,N,N,1,1,Record of Decision,9/28/93,1993,Sediment,XYLENE (MIXED ISOMERS),32.4315813,-80.6698286,osm,32.431557,-80.670102,1,rooftop,210,Carteret St,,,Beaufort,SC,Beaufort County,29902,US,Beaufort
KALAMA SPECIALTY CHEMICALS,SCD094995503,BEAUFORT,BEAUFORT,SC,29902,3090 Trask Parkway,32.4734,-80.7401,4,Currently on the Final NPL,N,N,1,1,Record of Decision,9/28/93,1993,Soil,XYLENE (MIXED ISOMERS),32.4315813,-80.6698286,osm,32.431557,-80.670102,1,rooftop,210,Carteret St,,,Beaufort,SC,Beaufort County,29902,US,Beaufort
"KOPPERS CO., INC. (CHARLESTON PLANT)",SCD980310239,CHARLESTON,CHARLESTON,SC,29405,40 Warren Street,32.822083,-79.958333,4,Currently on the Final NPL,N,N,1,1,Record of Decision,3/29/95,1995,Sediment,ARSENIC,32.7876012,-79.9402728,osm,32.787552,-79.940289,1,rooftop,44,Warren St,,,Charleston,SC,Charleston County,29403,US,City of Charleston
"KOPPERS CO., INC. (CHARLESTON PLANT)",SCD980310239,CHARLESTON,CHARLESTON,SC,29405,40 Warren Street,32.822083,-79.958333,4,Currently on the Final NPL,N,N,1,1,Record of Decision,3/29/95,1995,Surface Water,ARSENIC,32.7876012,-79.9402728,osm,32.787552,-79.940289,1,rooftop,44,Warren St,,,Charleston,SC,Charleston County,29403,US,City of Charleston
"KOPPERS CO., INC. (CHARLESTON PLANT)",SCD980310239,CHARLESTON,CHARLESTON,SC,29405,40 Warren Street,32.822083,-79.958333,4,Currently on the Final NPL,N,N,1,1,Record of Decision,3/29/95,1995,Sediment,BENZO[A]PYRENE,32.7876012,-79.9402728,osm,32.787552,-79.940289,1,rooftop,44,Warren St,,,Charleston,SC,Charleston County,29403,US,City of Charleston
"KOPPERS CO., INC. (CHARLESTON PLANT)",SCD980310239,CHARLESTON,CHARLESTON,SC,29405,40 Warren Street,32.822083,-79.958333,4,Currently on the Final NPL,N,N,1,1,Record of Decision,3/29/95,1995,Surface Water,BENZO[A]PYRENE,32.7876012,-79.9402728,osm,32.787552,-79.940289,1,rooftop,44,Warren St,,,Charleston,SC,Charleston County,29403,US,City of Charleston
"KOPPERS CO., INC. (CHARLESTON PLANT)",SCD980310239,CHARLESTON,CHARLESTON,SC,29405,40 Warren Street,32.822083,-79.958333,4,Currently on the Final NPL,N,N,1,1,Record of Decision,3/29/95,1995,Free-phase NAPL,CREOSOTE,32.7876012,-79.9402728,osm,32.787552,-79.940289,1,rooftop,44,Warren St,,,Charleston,SC,Charleston County,29403,US,City of Charleston
"KOPPERS CO., INC. (CHARLESTON PLANT)",SCD980310239,CHARLESTON,CHARLESTON,SC,29405,40 Warren Street,32.822083,-79.958333,4,Currently on the Final NPL,N,N,1,1,Record of Decision,3/29/95,1995,Sediment,DIELDRIN,32.7876012,-79.9402728,osm,32.787552,-79.940289,1,rooftop,44,Warren St,,,Charleston,SC,Charleston County,29403,US,City of Charleston
"KOPPERS CO., INC. (CHARLESTON PLANT)",SCD980310239,CHARLESTON,CHARLESTON,SC,29405,40 Warren Street,32.822083,-79.958333,4,Currently on the Final NPL,N,N,1,1,Record of Decision,3/29/95,1995,Surface Water,DIELDRIN,32.7876012,-79.9402728,osm,32.787552,-79.940289,1,rooftop,44,Warren St,,,Charleston,SC,Charleston County,29403,US,City of Charleston
"KOPPERS CO., INC. (CHARLESTON PLANT)",SCD980310239,CHARLESTON,CHARLESTON,SC,29405,40 Warren Street,32.822083,-79.958333,4,Currently on the Final NPL,N,N,1,1,Record of Decision,3/29/95,1995,Sediment,DIOXINS AND DIBENZOFURANS,32.7876012,-79.9402728,osm,32.787552,-79.940289,1,rooftop,44,Warren St,,,Charleston,SC,Charleston County,29403,US,City of Charleston
"KOPPERS CO., INC. (CHARLESTON PLANT)",SCD980310239,CHARLESTON,CHARLESTON,SC,29405,40 Warren Street,32.822083,-79.958333,4,Currently on the Final NPL,N,N,1,1,Record of Decision,3/29/95,1995,Surface Water,DIOXINS AND DIBENZOFURANS,32.7876012,-79.9402728,osm,32.787552,-79.940289,1,rooftop,44,Warren St,,,Charleston,SC,Charleston County,29403,US,City of Charleston
"KOPPERS CO., INC. (CHARLESTON PLANT)",SCD980310239,CHARLESTON,CHARLESTON,SC,29405,40 Warren Street,32.822083,-79.958333,4,Currently on the Final NPL,N,N,1,1,Record of Decision,3/29/95,1995,Sediment,LEAD,32.7876012,-79.9402728,osm,32.787552,-79.940289,1,rooftop,44,Warren St,,,Charleston,SC,Charleston County,29403,US,City of Charleston
"KOPPERS CO., INC. (CHARLESTON PLANT)",SCD980310239,CHARLESTON,CHARLESTON,SC,29405,40 Warren Street,32.822083,-79.958333,4,Currently on the Final NPL,N,N,1,1,Record of Decision,3/29/95,1995,Surface Water,LEAD,32.7876012,-79.9402728,osm,32.787552,-79.940289,1,rooftop,44,Warren St,,,Charleston,SC,Charleston County,29403,US,City of Charleston
"KOPPERS CO., INC. (CHARLESTON PLANT)",SCD980310239,CHARLESTON,CHARLESTON,SC,29405,40 Warren Street,32.822083,-79.958333,4,Currently on the Final NPL,N,N,1,1,Record of Decision,3/29/95,1995,Groundwater,POLYCYCLIC AROMATIC HYDROCARBONS (PAHS),32.7876012,-79.9402728,osm,32.787552,-79.940289,1,rooftop,44,Warren St,,,Charleston,SC,Charleston County,29403,US,City of Charleston
"KOPPERS CO., INC. (CHARLESTON PLANT)",SCD980310239,CHARLESTON,CHARLESTON,SC,29405,40 Warren Street,32.822083,-79.958333,4,Currently on the Final NPL,N,N,1,2,Record of Decision,4/29/98,1998,Sediment,ARSENIC,32.7876012,-79.9402728,osm,32.787552,-79.940289,1,rooftop,44,Warren St,,,Charleston,SC,Charleston County,29403,US,City of Charleston
"KOPPERS CO., INC. (CHARLESTON PLANT)",SCD980310239,CHARLESTON,CHARLESTON,SC,29405,40 Warren Street,32.822083,-79.958333,4,Currently on the Final NPL,N,N,1,2,Record of Decision,4/29/98,1998,Soil,ARSENIC,32.7876012,-79.9402728,osm,32.787552,-79.940289,1,rooftop,44,Warren St,,,Charleston,SC,Charleston County,29403,US,City of Charleston
"KOPPERS CO., INC. (CHARLESTON PLANT)",SCD980310239,CHARLESTON,CHARLESTON,SC,29405,40 Warren Street,32.822083,-79.958333,4,Currently on the Final NPL,N,N,1,2,Record of Decision,4/29/98,1998,Surface Water,ARSENIC,32.7876012,-79.9402728,osm,32.787552,-79.940289,1,rooftop,44,Warren St,,,Charleston,SC,Charleston County,29403,US,City of Charleston
"KOPPERS CO., INC. (CHARLESTON PLANT)",SCD980310239,CHARLESTON,CHARLESTON,SC,29405,40 Warren Street,32.822083,-79.958333,4,Currently on the Final NPL,N,N,1,2,Record of Decision,4/29/98,1998,Sediment,BENZO[A]PYRENE,32.7876012,-79.9402728,osm,32.787552,-79.940289,1,rooftop,44,Warren St,,,Charleston,SC,Charleston County,29403,US,City of Charleston
"KOPPERS CO., INC. (CHARLESTON PLANT)",SCD980310239,CHARLESTON,CHARLESTON,SC,29405,40 Warren Street,32.822083,-79.958333,4,Currently on the Final NPL,N,N,1,2,Record of Decision,4/29/98,1998,Soil,BENZO[A]PYRENE,32.7876012,-79.9402728,osm,32.787552,-79.940289,1,rooftop,44,Warren St,,,Charleston,SC,Charleston County,29403,US,City of Charleston
"KOPPERS CO., INC. (CHARLESTON PLANT)",SCD980310239,CHARLESTON,CHARLESTON,SC,29405,40 Warren Street,32.822083,-79.958333,4,Currently on the Final NPL,N,N,1,2,Record of Decision,4/29/98,1998,Sediment,CHROMIUM,32.7876012,-79.9402728,osm,32.787552,-79.940289,1,rooftop,44,Warren St,,,Charleston,SC,Charleston County,29403,US,City of Charleston
"KOPPERS CO., INC. (CHARLESTON PLANT)",SCD980310239,CHARLESTON,CHARLESTON,SC,29405,40 Warren Street,32.822083,-79.958333,4,Currently on the Final NPL,N,N,1,2,Record of Decision,4/29/98,1998,Sediment,COPPER,32.7876012,-79.9402728,osm,32.787552,-79.940289,1,rooftop,44,Warren St,,,Charleston,SC,Charleston County,29403,US,City of Charleston
"KOPPERS CO., INC. (CHARLESTON PLANT)",SCD980310239,CHARLESTON,CHARLESTON,SC,29405,40 Warren Street,32.822083,-79.958333,4,Currently on the Final NPL,N,N,1,2,Record of Decision,4/29/98,1998,Sediment,DIOXINS (CHLORINATED DIBENZODIOXINS),32.7876012,-79.9402728,osm,32.787552,-79.940289,1,rooftop,44,Warren St,,,Charleston,SC,Charleston County,29403,US,City of Charleston
"KOPPERS CO., INC. (CHARLESTON PLANT)",SCD980310239,CHARLESTON,CHARLESTON,SC,29405,40 Warren Street,32.822083,-79.958333,4,Currently on the Final NPL,N,N,1,2,Record of Decision,4/29/98,1998,Soil,DIOXINS (CHLORINATED DIBENZODIOXINS),32.7876012,-79.9402728,osm,32.787552,-79.940289,1,rooftop,44,Warren St,,,Charleston,SC,Charleston County,29403,US,City of Charleston
"KOPPERS CO., INC. (CHARLESTON PLANT)",SCD980310239,CHARLESTON,CHARLESTON,SC,29405,40 Warren Street,32.822083,-79.958333,4,Currently on the Final NPL,N,N,1,2,Record of Decision,4/29/98,1998,Surface Water,DIOXINS (CHLORINATED DIBENZODIOXINS),32.7876012,-79.9402728,osm,32.787552,-79.940289,1,rooftop,44,Warren St,,,Charleston,SC,Charleston County,29403,US,City of Charleston
"KOPPERS CO., INC. (CHARLESTON PLANT)",SCD980310239,CHARLESTON,CHARLESTON,SC,29405,40 Warren Street,32.822083,-79.958333,4,Currently on the Final NPL,N,N,1,2,Record of Decision,4/29/98,1998,Sediment,LEAD,32.7876012,-79.9402728,osm,32.787552,-79.940289,1,rooftop,44,Warren St,,,Charleston,SC,Charleston County,29403,US,City of Charleston
"KOPPERS CO., INC. (CHARLESTON PLANT)",SCD980310239,CHARLESTON,CHARLESTON,SC,29405,40 Warren Street,32.822083,-79.958333,4,Currently on the Final NPL,N,N,1,2,Record of Decision,4/29/98,1998,Soil,LEAD,32.7876012,-79.9402728,osm,32.787552,-79.940289,1,rooftop,44,Warren St,,,Charleston,SC,Charleston County,29403,US,City of Charleston
"KOPPERS CO., INC. (CHARLESTON PLANT)",SCD980310239,CHARLESTON,CHARLESTON,SC,29405,40 Warren Street,32.822083,-79.958333,4,Currently on the Final NPL,N,N,1,2,Record of Decision,4/29/98,1998,Sediment,PENTACHLOROPHENOL,32.7876012,-79.9402728,osm,32.787552,-79.940289,1,rooftop,44,Warren St,,,Charleston,SC,Charleston County,29403,US,City of Charleston
"KOPPERS CO., INC. (CHARLESTON PLANT)",SCD980310239,CHARLESTON,CHARLESTON,SC,29405,40 Warren Street,32.822083,-79.958333,4,Currently on the Final NPL,N,N,1,2,Record of Decision,4/29/98,1998,Soil,PENTACHLOROPHENOL,32.7876012,-79.9402728,osm,32.787552,-79.940289,1,rooftop,44,Warren St,,,Charleston,SC,Charleston County,29403,US,City of Charleston
"KOPPERS CO., INC. (CHARLESTON PLANT)",SCD980310239,CHARLESTON,CHARLESTON,SC,29405,40 Warren Street,32.822083,-79.958333,4,Currently on the Final NPL,N,N,1,2,Record of Decision,4/29/98,1998,Sediment,POLYCYCLIC AROMATIC HYDROCARBONS (PAHS),32.7876012,-79.9402728,osm,32.787552,-79.940289,1,rooftop,44,Warren St,,,Charleston,SC,Charleston County,29403,US,City of Charleston
"KOPPERS CO., INC. (CHARLESTON PLANT)",SCD980310239,CHARLESTON,CHARLESTON,SC,29405,40 Warren Street,32.822083,-79.958333,4,Currently on the Final NPL,N,N,1,2,Record of Decision,4/29/98,1998,Soil,POLYCYCLIC AROMATIC HYDROCARBONS (PAHS),32.7876012,-79.9402728,osm,32.787552,-79.940289,1,rooftop,44,Warren St,,,Charleston,SC,Charleston County,29403,US,City of Charleston
"KOPPERS CO., INC. (CHARLESTON PLANT)",SCD980310239,CHARLESTON,CHARLESTON,SC,29405,40 Warren Street,32.822083,-79.958333,4,Currently on the Final NPL,N,N,1,2,Record of Decision,4/29/98,1998,Surface Water,POLYCYCLIC AROMATIC HYDROCARBONS (PAHS),32.7876012,-79.9402728,osm,32.787552,-79.940289,1,rooftop,44,Warren St,,,Charleston,SC,Charleston County,29403,US,City of Charleston
"LEONARD CHEMICAL CO., INC.",SCD991279324,ROCK HILL,YORK,SC,29704,5080 Cureton Ferry Road,34.851669,-80.904169,4,Currently on the Final NPL,N,N,1,1,Explanation of Significant Differences,2/13/03,2003,Groundwater,"1,1,2-TRICHLOROETHANE",34.9248667,-81.0250784,osm,34.924852,-81.024966,1,rooftop,337,Oakland Ave S,,,Rock Hill,SC,York County,29730,US,York
"LEONARD CHEMICAL CO., INC.",SCD991279324,ROCK HILL,YORK,SC,29704,5080 Cureton Ferry Road,34.851669,-80.904169,4,Currently on the Final NPL,N,N,1,1,Explanation of Significant Differences,2/13/03,2003,Soil,"1,1,2-TRICHLOROETHANE",34.9248667,-81.0250784,osm,34.924852,-81.024966,1,rooftop,337,Oakland Ave S,,,Rock Hill,SC,York County,29730,US,York
"LEONARD CHEMICAL CO., INC.",SCD991279324,ROCK HILL,YORK,SC,29704,5080 Cureton Ferry Road,34.851669,-80.904169,4,Currently on the Final NPL,N,N,1,1,Explanation of Significant Differences,2/13/03,2003,Groundwater,"1,2-DICHLOROETHANE",34.9248667,-81.0250784,osm,34.924852,-81.024966,1,rooftop,337,Oakland Ave S,,,Rock Hill,SC,York County,29730,US,York
"LEONARD CHEMICAL CO., INC.",SCD991279324,ROCK HILL,YORK,SC,29704,5080 Cureton Ferry Road,34.851669,-80.904169,4,Currently on the Final NPL,N,N,1,1,Explanation of Significant Differences,2/13/03,2003,Soil,"1,2-DICHLOROETHANE",34.9248667,-81.0250784,osm,34.924852,-81.024966,1,rooftop,337,Oakland Ave S,,,Rock Hill,SC,York County,29730,US,York
"LEONARD CHEMICAL CO., INC.",SCD991279324,ROCK HILL,YORK,SC,29704,5080 Cureton Ferry Road,34.851669,-80.904169,4,Currently on the Final NPL,N,N,1,1,Explanation of Significant Differences,2/13/03,2003,Groundwater,"1,2-DICHLOROETHENE (CIS AND TRANS MIXTURE)",34.9248667,-81.0250784,osm,34.924852,-81.024966,1,rooftop,337,Oakland Ave S,,,Rock Hill,SC,York County,29730,US,York
"LEONARD CHEMICAL CO., INC.",SCD991279324,ROCK HILL,YORK,SC,29704,5080 Cureton Ferry Road,34.851669,-80.904169,4,Currently on the Final NPL,N,N,1,1,Explanation of Significant Differences,2/13/03,2003,Soil,"1,2-DICHLOROETHENE (CIS AND TRANS MIXTURE)",34.9248667,-81.0250784,osm,34.924852,-81.024966,1,rooftop,337,Oakland Ave S,,,Rock Hill,SC,York County,29730,US,York
"LEONARD CHEMICAL CO., INC.",SCD991279324,ROCK HILL,YORK,SC,29704,5080 Cureton Ferry Road,34.851669,-80.904169,4,Currently on the Final NPL,N,N,1,1,Explanation of Significant Differences,2/13/03,2003,Groundwater,2-BUTANONE (METHYL ETHYL KETONE),34.9248667,-81.0250784,osm,34.924852,-81.024966,1,rooftop,337,Oakland Ave S,,,Rock Hill,SC,York County,29730,US,York
"LEONARD CHEMICAL CO., INC.",SCD991279324,ROCK HILL,YORK,SC,29704,5080 Cureton Ferry Road,34.851669,-80.904169,4,Currently on the Final NPL,N,N,1,1,Explanation of Significant Differences,2/13/03,2003,Soil,2-BUTANONE (METHYL ETHYL KETONE),34.9248667,-81.0250784,osm,34.924852,-81.024966,1,rooftop,337,Oakland Ave S,,,Rock Hill,SC,York County,29730,US,York
"LEONARD CHEMICAL CO., INC.",SCD991279324,ROCK HILL,YORK,SC,29704,5080 Cureton Ferry Road,34.851669,-80.904169,4,Currently on the Final NPL,N,N,1,1,Explanation of Significant Differences,2/13/03,2003,Groundwater,4-METHYL-2-PENTANONE (METHYL ISOBUTYL KETONE),34.9248667,-81.0250784,osm,34.924852,-81.024966,1,rooftop,337,Oakland Ave S,,,Rock Hill,SC,York County,29730,US,York
"LEONARD CHEMICAL CO., INC.",SCD991279324,ROCK HILL,YORK,SC,29704,5080 Cureton Ferry Road,34.851669,-80.904169,4,Currently on the Final NPL,N,N,1,1,Explanation of Significant Differences,2/13/03,2003,Soil,4-METHYL-2-PENTANONE (METHYL ISOBUTYL KETONE),34.9248667,-81.0250784,osm,34.924852,-81.024966,1,rooftop,337,Oakland Ave S,,,Rock Hill,SC,York County,29730,US,York
"LEONARD CHEMICAL CO., INC.",SCD991279324,ROCK HILL,YORK,SC,29704,5080 Cureton Ferry Road,34.851669,-80.904169,4,Currently on the Final NPL,N,N,1,1,Explanation of Significant Differences,2/13/03,2003,Groundwater,ACETONE,34.9248667,-81.0250784,osm,34.924852,-81.024966,1,rooftop,337,Oakland Ave S,,,Rock Hill,SC,York County,29730,US,York
"LEONARD CHEMICAL CO., INC.",SCD991279324,ROCK HILL,YORK,SC,29704,5080 Cureton Ferry Road,34.851669,-80.904169,4,Currently on the Final NPL,N,N,1,1,Explanation of Significant Differences,2/13/03,2003,Soil,ACETONE,34.9248667,-81.0250784,osm,34.924852,-81.024966,1,rooftop,337,Oakland Ave S,,,Rock Hill,SC,York County,29730,US,York
"LEONARD CHEMICAL CO., INC.",SCD991279324,ROCK HILL,YORK,SC,29704,5080 Cureton Ferry Road,34.851669,-80.904169,4,Currently on the Final NPL,N,N,1,1,Explanation of Significant Differences,2/13/03,2003,Soil,ANTIMONY,34.9248667,-81.0250784,osm,34.924852,-81.024966,1,rooftop,337,Oakland Ave S,,,Rock Hill,SC,York County,29730,US,York
"LEONARD CHEMICAL CO., INC.",SCD991279324,ROCK HILL,YORK,SC,29704,5080 Cureton Ferry Road,34.851669,-80.904169,4,Currently on the Final NPL,N,N,1,1,Explanation of Significant Differences,2/13/03,2003,Soil,ARSENIC,34.9248667,-81.0250784,osm,34.924852,-81.024966,1,rooftop,337,Oakland Ave S,,,Rock Hill,SC,York County,29730,US,York
"LEONARD CHEMICAL CO., INC.",SCD991279324,ROCK HILL,YORK,SC,29704,5080 Cureton Ferry Road,34.851669,-80.904169,4,Currently on the Final NPL,N,N,1,1,Explanation of Significant Differences,2/13/03,2003,Soil,BIS(2-ETHYLHEXYL)PHTHALATE,34.9248667,-81.0250784,osm,34.924852,-81.024966,1,rooftop,337,Oakland Ave S,,,Rock Hill,SC,York County,29730,US,York
"LEONARD CHEMICAL CO., INC.",SCD991279324,ROCK HILL,YORK,SC,29704,5080 Cureton Ferry Road,34.851669,-80.904169,4,Currently on the Final NPL,N,N,1,1,Explanation of Significant Differences,2/13/03,2003,Soil,CADMIUM,34.9248667,-81.0250784,osm,34.924852,-81.024966,1,rooftop,337,Oakland Ave S,,,Rock Hill,SC,York County,29730,US,York
"LEONARD CHEMICAL CO., INC.",SCD991279324,ROCK HILL,YORK,SC,29704,5080 Cureton Ferry Road,34.851669,-80.904169,4,Currently on the Final NPL,N,N,1,1,Explanation of Significant Differences,2/13/03,2003,Groundwater,CHLOROETHENE (VINYL CHLORIDE),34.9248667,-81.0250784,osm,34.924852,-81.024966,1,rooftop,337,Oakland Ave S,,,Rock Hill,SC,York County,29730,US,York
"LEONARD CHEMICAL CO., INC.",SCD991279324,ROCK HILL,YORK,SC,29704,5080 Cureton Ferry Road,34.851669,-80.904169,4,Currently on the Final NPL,N,N,1,1,Explanation of Significant Differences,2/13/03,2003,Soil,COPPER,34.9248667,-81.0250784,osm,34.924852,-81.024966,1,rooftop,337,Oakland Ave S,,,Rock Hill,SC,York County,29730,US,York
"LEONARD CHEMICAL CO., INC.",SCD991279324,ROCK HILL,YORK,SC,29704,5080 Cureton Ferry Road,34.851669,-80.904169,4,Currently on the Final NPL,N,N,1,1,Explanation of Significant Differences,2/13/03,2003,Groundwater,DICHLOROMETHANE (METHYLENE CHLORIDE),34.9248667,-81.0250784,osm,34.924852,-81.024966,1,rooftop,337,Oakland Ave S,,,Rock Hill,SC,York County,29730,US,York
"LEONARD CHEMICAL CO., INC.",SCD991279324,ROCK HILL,YORK,SC,29704,5080 Cureton Ferry Road,34.851669,-80.904169,4,Currently on the Final NPL,N,N,1,1,Explanation of Significant Differences,2/13/03,2003,Soil,DICHLOROMETHANE (METHYLENE CHLORIDE),34.9248667,-81.0250784,osm,34.924852,-81.024966,1,rooftop,337,Oakland Ave S,,,Rock Hill,SC,York County,29730,US,York
"LEONARD CHEMICAL CO., INC.",SCD991279324,ROCK HILL,YORK,SC,29704,5080 Cureton Ferry Road,34.851669,-80.904169,4,Currently on the Final NPL,N,N,1,1,Explanation of Significant Differences,2/13/03,2003,Soil,LEAD,34.9248667,-81.0250784,osm,34.924852,-81.024966,1,rooftop,337,Oakland Ave S,,,Rock Hill,SC,York County,29730,US,York
"LEONARD CHEMICAL CO., INC.",SCD991279324,ROCK HILL,YORK,SC,29704,5080 Cureton Ferry Road,34.851669,-80.904169,4,Currently on the Final NPL,N,N,1,1,Explanation of Significant Differences,2/13/03,2003,Groundwater,TETRACHLOROETHENE,34.9248667,-81.0250784,osm,34.924852,-81.024966,1,rooftop,337,Oakland Ave S,,,Rock Hill,SC,York County,29730,US,York
"LEONARD CHEMICAL CO., INC.",SCD991279324,ROCK HILL,YORK,SC,29704,5080 Cureton Ferry Road,34.851669,-80.904169,4,Currently on the Final NPL,N,N,1,1,Explanation of Significant Differences,2/13/03,2003,Soil,TETRACHLOROETHENE,34.9248667,-81.0250784,osm,34.924852,-81.024966,1,rooftop,337,Oakland Ave S,,,Rock Hill,SC,York County,29730,US,York
"LEONARD CHEMICAL CO., INC.",SCD991279324,ROCK HILL,YORK,SC,29704,5080 Cureton Ferry Road,34.851669,-80.904169,4,Currently on the Final NPL,N,N,1,1,Explanation of Significant Differences,2/13/03,2003,Groundwater,TOLUENE,34.9248667,-81.0250784,osm,34.924852,-81.024966,1,rooftop,337,Oakland Ave S,,,Rock Hill,SC,York County,29730,US,York
"LEONARD CHEMICAL CO., INC.",SCD991279324,ROCK HILL,YORK,SC,29704,5080 Cureton Ferry Road,34.851669,-80.904169,4,Currently on the Final NPL,N,N,1,1,Explanation of Significant Differences,2/13/03,2003,Soil,TOLUENE,34.9248667,-81.0250784,osm,34.924852,-81.024966,1,rooftop,337,Oakland Ave S,,,Rock Hill,SC,York County,29730,US,York
"LEONARD CHEMICAL CO., INC.",SCD991279324,ROCK HILL,YORK,SC,29704,5080 Cureton Ferry Road,34.851669,-80.904169,4,Currently on the Final NPL,N,N,1,1,Explanation of Significant Differences,2/13/03,2003,Groundwater,TRICHLOROETHENE,34.9248667,-81.0250784,osm,34.924852,-81.024966,1,rooftop,337,Oakland Ave S,,,Rock Hill,SC,York County,29730,US,York
"LEONARD CHEMICAL CO., INC.",SCD991279324,ROCK HILL,YORK,SC,29704,5080 Cureton Ferry Road,34.851669,-80.904169,4,Currently on the Final NPL,N,N,1,1,Explanation of Significant Differences,2/13/03,2003,Soil,TRICHLOROETHENE,34.9248667,-81.0250784,osm,34.924852,-81.024966,1,rooftop,337,Oakland Ave S,,,Rock Hill,SC,York County,29730,US,York
"LEONARD CHEMICAL CO., INC.",SCD991279324,ROCK HILL,YORK,SC,29704,5080 Cureton Ferry Road,34.851669,-80.904169,4,Currently on the Final NPL,N,N,1,1,Record of Decision,8/20/01,2001,Groundwater,"1,1,2-TRICHLOROETHANE",34.9248667,-81.0250784,osm,34.924852,-81.024966,1,rooftop,337,Oakland Ave S,,,Rock Hill,SC,York County,29730,US,York
