npi,basic_organization_name,NPI,Hours of Operation,MEDICAID ID,SPOKEN LANGUAGES,e-Rx,Delivery,Compound,Drive- Thru,Vaccines,Handicap Access,Cultural Comp- Training,Accepting New Customers,Website,basic_organizational_subpart,basic_enumeration_date,basic_last_updated,basic_status,basic_authorized_official_credential,basic_authorized_official_first_name,basic_authorized_official_last_name,basic_authorized_official_telephone_number,basic_authorized_official_title_or_position,basic_name,basic_parent_organization_ein,basic_parent_organization_legal_business_name,basic_authorized_official_middle_name,basic_authorized_official_name_prefix,basic_authorized_official_name_suffix,basic_certification_date,basic_name_prefix,basic_first_name,basic_last_name,basic_middle_name,basic_credential,basic_sole_proprietor,basic_gender,addresses_country_code,addresses_country_name,addresses_address_purpose,addresses_address_type,addresses_address_1,addresses_address_2,addresses_city,addresses_state,addresses_postal_code,addresses_telephone_number,addresses_fax_number,lat...37,long...38,geo_method,Latitude,Longitude,Accuracy Score,Accuracy Type,Number,Street,Unit Type,Unit Number,City,State,County,Zip,Country,Source
1225484074,M6 ENTERPRISES INC,1225484074,,716675,ENG,Y,Y,Y,N,N,Y,Y,Y,thegreenhillpharmacy.com,NO,5/11/16,12/8/16,A,,AMANDA,MARTINCIC,864-520-1550,PRESIDENT,M6 ENTERPRISES INC,,,,,,,,,,,,,,US,United States,LOCATION,DOM,2531 WOODRUFF RD STE 107,,SIMPSONVILLE,SC,296815465,864-520-1550,864-520-1505,34.808662,-82.23628,census,34.808856,-82.23591,1,rooftop,100,Woodruff Place Cir,,,Simpsonville,SC,Greenville County,29681,US,Greenville
1225551211,WALGREEN CO,1225551211,,717736,ENG,Y,N,N,Y,Y,Y,Y,Y,https://www.riteaid.com/pharmacy,YES,7/21/17,3/12/19,A,,ALYSSA,SWEETEN,217-709-2386,MANAGER,WALGREEN CO,<UNAVAIL>,WALGREENS BOOTS ALLIANCE INC,,,,,,,,,,,,US,United States,LOCATION,DOM,7800 N KINGS HWY,,MYRTLE BEACH,SC,295723053,843-497-9995,843-497-9592,33.74940033,-78.81605928,Google Maps,33.749649,-78.816301,1,rooftop,7901,N Kings Hwy,,,Myrtle Beach,SC,Horry County,29572,US,Horry
1225552995,WALGREEN CO,1225552995,,71770D,ENG,Y,N,N,Y,Y,Y,Y,Y,https://www.riteaid.com/pharmacy,YES,8/3/17,1/21/19,A,,ALYSSA,SWEETEN,217-709-2386,MANAGER,WALGREEN CO,<UNAVAIL>,WALGREENS BOOTS ALLIANCE INC,,MR.,,,,,,,,,,US,United States,LOCATION,DOM,201 E MAIN ST,,WILLIAMSTON,SC,296971910,864-847-9071,864-847-9656,34.6219002,-82.47345418,Google Maps,34.621771,-82.473325,1,rooftop,117,Pelzer Ave,,,Williamston,SC,Anderson County,29697,US,Anderson
1235232000,SOUTH CAROLINA CVS PHARMACY LLC,1235232000,,745092,ENG,Y,N,Y,N,Y,Y,Y,Y,https://www.cvs.com/pharmacy/#/pharmacy,NO,9/7/06,2/8/12,A,,SUSAN,COLBERT,401-770-2751,"DIRECTOR, PAYER RELATIONS",SOUTH CAROLINA CVS PHARMACY LLC,,,,,,,,,,,,,,US,United States,LOCATION,DOM,1210 WILSON RD,,NEWBERRY,SC,291084008,803-276-6350,,34.282898,-81.59618,census,34.282906,-81.595707,1,rooftop,1210,Wilson Rd,,,Newberry,SC,Newberry County,29108,US,Newberry
1235232703,SPARTANBURG REGIONAL HEALTHCARE SYSTEM OUTPATIENT PHARMACY,1235232703,,702355,ENG,Y,N,Y,N,N,Y,Y,Y,www.spartanburgregional.com/care-treatment/retail-pharmacies,YES,9/7/06,2/23/09,A,,INGO,ANGERMEIER,864-560-6000,PRESIDENT/CEO,SPARTANBURG REGIONAL HEALTHCARE SYSTEM OUTPATIENT PHARMACY,<UNAVAIL>,"SPARTANBURG REGIONAL HEALTH SERVICES DISTRICT, INC.",,MR.,,,,,,,,,,US,United States,LOCATION,DOM,101 E WOOD ST,,SPARTANBURG,SC,293033040,864-560-6772,864-560-7026,34.96823601,-81.93928065,Google Maps,34.968136,-81.940386,0.99,rooftop,100,E Wood St,,,Spartanburg,SC,Spartanburg County,29303,US,City of Spartanburg
1235232901,SOUTH CAROLINA CVS PHARMACY LLC,1235232901,,742692,ENG,Y,N,Y,N,Y,Y,Y,Y,https://www.cvs.com/pharmacy/#/pharmacy,NO,9/7/06,3/1/12,A,,SUSAN,COLBERT,401-770-2751,"DIRECTOR, PAYER RELATIONS",SOUTH CAROLINA CVS PHARMACY LLC,,,,,,,,,,,,,,US,United States,LOCATION,DOM,1751 E MAIN ST,,SPARTANBURG,SC,293072230,864-573-5313,,34.96677961,-81.89604885,Google Maps,34.966908,-81.896389,1,rooftop,110,Fernwood Dr,,,Spartanburg,SC,Spartanburg County,29307,US,City of Spartanburg
1235240706,"HARRIS TEETER, LLC",1235240706,,715191,ENG,Y,N,Y,Y,Y,Y,Y,Y,www.harristeeter.com/pharmacy-services,NO,8/31/06,8/27/19,A,,JESSIE,WARMAN,513-762-1090,MANAGER RX LICENSING,"HARRIS TEETER, LLC",,,,,,,,,,,,,,US,United States,LOCATION,DOM,2750 CELANESE RD,,ROCK HILL,SC,297328440,803-329-6262,704-844-6556,34.975613,-81.0437,census,34.975195,-81.043474,1,rooftop,3217,Celanese Rd,,,Rock Hill,SC,York County,29732,US,York
1235289562,MEDICAL ARTS PHARMACY OF HARTSVILLE,1235289562,,720445,ENG,Y,Y,Y,N,N,Y,Y,Y,,NO,1/11/07,4/19/16,A,,PAUL,RAST,843-332-7529,SECRE AND TRES,MEDICAL ARTS PHARMACY OF HARTSVILLE,,,,,,,,,,,,,,US,United States,LOCATION,DOM,212 W CAROLINA AVE,,HARTSVILLE,SC,295504520,843-332-7529,843-332-2589,34.37483615,-80.076669,Google Maps,34.374778,-80.077031,1,rooftop,213,Home Ave,,,Hartsville,SC,Darlington County,29550,US,Darlington
1235290149,"RURAL HEALTH SERVICES, INC.",1235290149,,730581,ENG,Y,N,Y,N,Y,Y,Y,Y,https://www.state.sc.us/dmh,NO,12/13/06,8/22/20,A,,JAMES,COLEMAN,803-593-9283,CEO,"RURAL HEALTH SERVICES, INC.",,,L.,DR.,JR.,,,,,,,,,US,United States,LOCATION,DOM,4645 AUGUSTA ROAD,,CLEARWATER,SC,29822,803-593-9283,803-593-0607,33.49421808,-81.89800516,osm,33.493918,-81.897943,1,rooftop,4665,Augusta Rd,,,Beech Island,SC,Aiken County,29842,US,Aiken
1235386012,WALGREEN CO,1235386012,,715724,ENG,Y,N,Y,Y,N/A,Y,Y,Y,https://www.walgreens.com/pharmacy/,YES,8/22/08,9/1/16,A,,ALAN,NIELSEN,847-315-3523,TREASURER,WALGREEN CO,<UNAVAIL>,WALGREENS BOOTS ALLIANCE INC,T.,MR.,,,,,,,,,,US,United States,LOCATION,DOM,1412 E GREENVILLE ST,,ANDERSON,SC,296212003,864-224-8873,,34.526253,-82.63859,census,34.526836,-82.638836,1,rooftop,1403,E Greenville St,,,Anderson,SC,Anderson County,29621,US,Anderson
1235445222,WAL-MART STORES EAST LP,1235445222,,711157,ENG,Y,N,Y,N,Y,Y,Y,Y,https://www.walmart.com/cp/pharmacy/5431,NO,8/27/10,2/16/17,A,,SARAH,LITTLE,479-277-2500,DIRECTOR OF HEALTHCARE CONTRACTING,WAL-MART STORES EAST LP,,,,,,,,,,,,,,US,United States,LOCATION,DOM,545 GARDEN CITY CONNECTOR,,MURRELLS INLET,SC,295767847,843-357-6588,,33.59017774,-79.01143665,Google Maps,33.590262,-79.011383,1,rooftop,402,Richway Dr,,,Murrells Inlet,SC,Horry County,29576,US,Horry
1235586884,WAL-MART STORES EAST LP,1235586884,,716691,ENG,Y,N,Y,N,Y,Y,Y,Y,https://www.walmart.com/cp/pharmacy/5431,NO,5/24/16,4/4/17,A,,SARAH,LITTLE,479-277-2500,DIRECTOR OF HEALTHCARE CONTRACTING,WAL-MART STORES EAST LP,,,,,,,,,,,,,,US,United States,LOCATION,DOM,3915 N KINGS HWY,,MYRTLE BEACH,SC,295772742,843-353-5589,843-353-5588,33.716293,-78.85548,census,33.716386,-78.855799,1,rooftop,3901,N Kings Hwy,,,Myrtle Beach,SC,Horry County,29577,US,Horry
1235743295,KP AND RD LLC,1235743295,,7Z1110,ENG,Y,Y,N,N,Y,Y,Y,Y,,NO,9/6/20,10/29/20,A,,JAYSHRIBEN,PATEL,864-906-6108,PARTNER,KP AND RD LLC,,,A,,,10/29/20,,,,,,,,US,United States,LOCATION,DOM,721 N GREENWOOD AVENUE,,WARE SHOALS,SC,29692,864-606-0088,864-301-8466,34.401133,-82.249811,osm,34.401133,-82.249811,1,nearest_street,31,State Hwy 252,,,Ware Shoals,SC,Greenwood County,29692,US,TIGER/Line® dataset from the US Census Bureau
1245252998,SOUTH CAROLINA CVS PHARMACY LLC,1245252998,,716314,ENG,Y,N,Y,N,Y,Y,Y,Y,https://www.cvs.com/pharmacy/#/pharmacy,NO,7/24/06,11/30/16,A,,SUSAN,COLBERT,401-770-2751,"SR. DIRECTOR, PAYER RELATIONS",SOUTH CAROLINA CVS PHARMACY LLC,,,,,,,,,,,,,,US,United States,LOCATION,DOM,450 AZALEA SQUARE BLVD,,SUMMERVILLE,SC,294837321,843-871-6935,843-486-7049,33.038616,-80.15935,census,33.038836,-80.159011,1,rooftop,320,Azalea Square Blvd,,,Summerville,SC,Berkeley County,29483,US,City of Summerville
1245321363,"WALL DRUGS OF JOHNSONVILLE, INC.",1245321363,,767338,ENG,Y,Y,Y,N,Y,Y,Y,Y,https://www.facebook.com/WallDrugsOfJohnsonville/,NO,9/27/06,2/12/21,A,RPH,DERRICK,WALL,843-386-6135,OWNER RPH,"WALL DRUGS OF JOHNSONVILLE, INC.",,,ALLAN,MR.,,2/12/21,,,,,,,,US,United States,LOCATION,DOM,239 STUCKEY STREET,,JOHNSONVILLE,SC,29555,843-386-6135,843-380-1025,33.81068,-79.445887,osm,33.811468,-79.446366,0.99,rooftop,330,S Hampton Ave,,,Johnsonville,SC,Florence County,29555,US,Florence
1245333913,SOUTH CAROLINA CVS PHARMACY LLC,1245333913,,745877,ENG,Y,N,Y,N,Y,Y,Y,Y,https://www.cvs.com/pharmacy/#/pharmacy,NO,9/7/06,2/8/12,A,,SUSAN,COLBERT,401-770-2751,"DIRECTOR, PAYER RELATIONS",SOUTH CAROLINA CVS PHARMACY LLC,,,,,,,,,,,,,,US,United States,LOCATION,DOM,9712 TWO NOTCH RD,,COLUMBIA,SC,292234379,803-788-8582,,34.10468926,-80.90249825,Google Maps,34.105904,-80.903065,0.97,nearest_street,9796,US Hwy 1,,,Columbia,SC,Richland County,29223,US,TIGER/Line® dataset from the US Census Bureau
1245333921,SOUTH CAROLINA CVS PHARMACY LLC,1245333921,,744543,ENG,Y,N,Y,N,Y,Y,Y,Y,https://www.cvs.com/pharmacy/#/pharmacy,NO,9/7/06,3/1/12,A,,SUSAN,COLBERT,401-770-2751,"DIRECTOR, PAYER RELATIONS",SOUTH CAROLINA CVS PHARMACY LLC,,,,,,,,,,,,,,US,United States,LOCATION,DOM,2401 SUNSET BLVD,,WEST COLUMBIA,SC,291694717,803-796-8126,,34.00259,-81.10577,census,34.002264,-81.106115,1,rooftop,2401,Sunset Blvd,,,West Columbia,SC,Lexington County,29169,US,Lexington
1245390707,"TARRYTOWN EXPOCARE SC, INC.",1245390707,,715046,ENG,Y,Y,Y,N,N,Y,Y,Y,https://longsrx.com/,NO,12/12/06,1/14/21,A,,MARK,NEWBERRY,803-254-8775,CEO,"TARRYTOWN EXPOCARE SC, INC.",,,,,,1/14/21,,,,,,,,US,United States,LOCATION,DOM,111 EXECUTIVE CENTER DR STE 222,,COLUMBIA,SC,292108425,803-217-1088,803-239-2104,34.034714,-81.120735,census,34.035084,-81.121212,1,rooftop,121,Executive Center Dr,,,Columbia,SC,Lexington County,29210,US,Lexington
1245755909,WALGREEN CO,1245755909,,717705,ENG,Y,N,N,Y,Y,Y,Y,Y,https://www.riteaid.com/pharmacy,YES,8/3/17,7/6/18,A,,ALYSSA,SWEETEN,217-709-2386,AUTHORIZED OFFICIAL,WALGREEN CO,<UNAVAIL>,WALGREENS BOOTS ALLIANCE INC,,,,,,,,,,,,US,United States,LOCATION,DOM,6118 SAINT ANDREWS RD,,COLUMBIA,SC,29210,803-798-4010,803-798-3327,34.050555,-81.1025904,osm,34.050551,-81.102676,0.99,nearest_street,1436,St Andrews Rd,,,Columbia,SC,Richland County,29210,US,TIGER/Line® dataset from the US Census Bureau
1255358404,WAL-MART STORES EAST LP,1255358404,,724022,ENG,Y,N,Y,N,Y,Y,Y,Y,https://www.walmart.com/cp/pharmacy/5431,NO,7/16/06,2/16/17,A,,SARAH,LITTLE,479-277-2500,DIRECTOR OF HEALTHCARE CONTRACTING,WAL-MART STORES EAST LP,,,,,,,,,,,,,,US,United States,LOCATION,DOM,3027 WADE HAMPTON BLVD,,TAYLORS,SC,296872789,864-292-2014,,34.906067,-82.33067,census,34.906381,-82.331035,1,rooftop,3023,K Wade Hampton Blvd,,,Taylors,SC,Greenville County,29687,US,Greenville
1255358412,WAL-MART STORES EAST LP,1255358412,,724710,ENG,Y,N,Y,N,Y,Y,Y,Y,https://www.walmart.com/cp/pharmacy/5431,NO,7/16/06,2/16/17,A,,SARAH,LITTLE,479-277-2500,DIRECTOR OF HEALTHCARE CONTRACTING,WAL-MART STORES EAST LP,,,,,,,,,,,,,,US,United States,LOCATION,DOM,7400 RIVERS AVE,,NORTH CHARLESTON,SC,294064644,843-572-9616,,32.93556,-80.038536,census,32.935555,-80.038544,1,nearest_street,7412,US Hwy 78,,,Charleston,SC,Charleston County,29406,US,TIGER/Line® dataset from the US Census Bureau
1255390993,"INTRAMED PLUS, INC",1255390993,,726043,ENG,N,Y,Y,N,N,Y,Y,Y,https://www.intrAedplus.com,NO,3/21/06,8/20/12,A,,SHELLEY,COOLEY,803-794-0200,REIMBURSEMENT DIRECTOR,"INTRAMED PLUS, INC",,,Y,,,,,,,,,,,US,United States,LOCATION,DOM,112 SALUDA RIDGE CT,SUITE 100,WEST COLUMBIA,SC,291693455,803-794-0200,803-794-1302,34.010765,-81.129326,census,34.010909,-81.129617,1,rooftop,100,Saluda Ridge Ct,,,West Columbia,SC,Lexington County,29169,US,Lexington
1255416616,PLANTATION PHARMACY AT ELLIS OAKS,1255416616,,780107,ENG,Y,N,N,N,Y,Y,Y,Y,www.plantationpharmacy.com,NO,10/26/06,1/3/11,A,R.PH.,DEBORAH,DAPORE,843-795-9554,OWNER,PLANTATION PHARMACY AT ELLIS OAKS,,,,MS.,,,,,,,,,,US,United States,LOCATION,DOM,776 DANIEL ELLIS DR,2C,CHARLESTON,SC,294123094,843-795-9554,843-795-2660,32.749825,-79.96922,census,32.749772,-79.969264,0.99,nearest_street,761,Daniel Ellis Dr,,,Charleston,SC,Charleston County,29412,US,TIGER/Line® dataset from the US Census Bureau
1255434791,SOUTH CAROLINA CVS PHARMACY LLC,1255434791,,71138D,ENG,Y,N,Y,N,Y,Y,Y,Y,https://www.cvs.com/pharmacy/#/pharmacy,NO,9/7/06,2/8/12,A,,SUSAN,COLBERT,401-770-2751,"DIRECTOR, PAYER RELATIONS",SOUTH CAROLINA CVS PHARMACY LLC,,,,,,,,,,,,,,US,United States,LOCATION,DOM,1010 HIGHWAY 17 N,,NORTH MYRTLE BEACH,SC,295822806,843-249-1451,,33.83928585,-78.66710243,Google Maps,33.839402,-78.667231,1,rooftop,1204,Marina Bay Dr,,,North Myrtle Beach,SC,Horry County,29582,US,Horry
1255434932,SOUTH CAROLINA CVS PHARMACY LLC,1255434932,,743492,ENG,Y,N,Y,N,Y,Y,Y,Y,https://www.cvs.com/pharmacy/#/pharmacy,NO,9/7/06,2/8/12,A,,SUSAN,COLBERT,401-770-2751,"DIRECTOR, PAYER RELATIONS",SOUTH CAROLINA CVS PHARMACY LLC,,,,,,,,,,,,,,US,United States,LOCATION,DOM,1370 HIGHWAY 17,,LITTLE RIVER,SC,295669219,843-249-7618,,33.8746,-78.61925,census,33.874851,-78.619357,1,rooftop,1465,Hwy 17,,,Little River,SC,Horry County,29566,US,Horry
1255472627,M & S INVESTMENTS LLC,1255472627,,792207,ENG,Y,N,N,Y,Y,Y,Y,Y,https://www.facebook.com/pagelandfAilypharmacy,NO,2/9/07,12/1/16,A,RPH,KARLA,MILHORN,843-675-2323,PHRM MANG,M & S INVESTMENTS LLC,,,,,,,,,,,,,,US,United States,LOCATION,DOM,214 SOUTH VAN LINGLE MUNGO BLVD,,PAGELAND,SC,29728,843-675-2323,843-675-2025,34.77412639,-80.38259916,osm,34.774125,-80.382361,1,nearest_street,,US 601,,,Pageland,SC,Chesterfield County,29728,US,TIGER/Line® dataset from the US Census Bureau
1255490314,SOUTH CAROLINA CVS PHARMACY LLC,1255490314,,745490,ENG,Y,N,Y,N,Y,Y,Y,Y,https://www.cvs.com/pharmacy/#/pharmacy,NO,12/6/06,3/1/12,A,,SUSAN,COLBERT,401-770-2751,"DIRECTOR, PAYER RELATIONS",SOUTH CAROLINA CVS PHARMACY LLC,,,,,,,,,,,,,,US,United States,LOCATION,DOM,8523 OLD STATE RD,,HOLLY HILL,SC,29059,803-496-3954,,33.322857,-80.4136,census,33.322844,-80.413119,1,rooftop,8527,Old State Rd,,,Holly Hill,SC,Orangeburg County,29059,US,Orangeburg
1255634069,FAMILY PHARMACY AT GMH,1255634069,,711276,ENG,Y,N,N,N,N,Y,Y,Y,www.tidelandshealth.org/care-treatment/fAily-pharmacy,YES,12/16/10,5/1/20,A,,GAYLE,RESETAR,843-652-1002,CHEIF OPERATIONS OFFICER,FAMILY PHARMACY AT GMH,<UNAVAIL>,GEORGETOWN MEMORIAL HOSPITAL,,MRS.,,5/1/20,,,,,,,,US,United States,LOCATION,DOM,606 BLACK RIVER RD,,GEORGETOWN,SC,294403304,843-520-8550,,33.379955,-79.28571,census,33.379655,-79.285808,1,rooftop,1211,Richmond Dr,,,Georgetown,SC,Georgetown County,29440,US,Georgetown
1255731097,PUBLIX SUPER MARKETS INC,1255731097,,715338,ENG,Y,N,Y,N,Y,Y,Y,Y,www.publix.com/Pharmacy,NO,8/29/14,11/18/19,A,,DAIN,RUSK,863-688-1188,VP PHARMACY,PUBLIX SUPER MARKETS INC,,,,,,,,,,,,,,US,United States,LOCATION,DOM,479 BYPASS 72 NW STE 100,,GREENWOOD,SC,296491405,864-223-8909,864-538-6489,34.20923535,-82.18697023,Google Maps,34.209758,-82.187628,0.99,rooftop,1220,Mathis Rd,,,Greenwood,SC,Greenwood County,29649,US,Greenwood
1255857108,WALGREEN CO,1255857108,,717678,ENG,Y,N,N,Y,Y,Y,Y,Y,https://www.riteaid.com/pharmacy,YES,8/22/17,11/30/18,A,,ALYSSA,SWEETEN,217-709-2386,MANAGER,WALGREEN CO,<UNAVAIL>,WALGREENS BOOTS ALLIANCE INC,,,,,,,,,,,,US,United States,LOCATION,DOM,515 S HAMPTON ST,,KERSHAW,SC,290671834,803-475-7370,803-475-5531,34.537872,-80.582825,census,34.537948,-80.583209,1,rooftop,608,S Hampton St,,,Kershaw,SC,Lancaster County,29067,US,Lancaster County G
1255860243,"PUBLIX SUPER MARKETS, INC.",1255860243,,717476,ENG,Y,N,Y,N,Y,Y,Y,Y,www.publix.com/Pharmacy,NO,6/5/17,11/18/19,A,,DAIN,RUSK,863-688-1188,VP PHARMACY,"PUBLIX SUPER MARKETS, INC.",,,,,,,,,,,,,,US,United States,LOCATION,DOM,704 FAIRVIEW RD.,,SIMPSONVILLE,SC,29680,863-688-1188,,34.70411,-82.25771,census,34.70445,-82.257309,1,rooftop,375,C Harrison Bridge Rd,,,Simpsonville,SC,Greenville County,29680,US,Greenville
1255872107,SHRI AARNA INC,1255872107,,717140,ENG,Y,Y,N,N,N,Y,Y,Y,vistara-pharmacy.business.site,NO,3/12/17,4/5/17,A,,THITA,BORSANIA,843-713-1575,PHARMACIST IN CHARGE,SHRI AARNA INC,,,,,,,,,,,,,,US,United States,LOCATION,DOM,817 S CASHUA DR STE C,,FLORENCE,SC,295016398,843-713-1575,877-839-0075,34.17623615,-79.81327513,Google Maps,34.176332,-79.813366,1,rooftop,2407,Hyde Cir,,,Florence,SC,Florence County,29501,US,Florence
1265045322,PTVP,1265045322,,7Z1111,ENG,N,N,N,N,Y,Y,Y,Y,https://buylowrx.business.site,NO,8/28/20,11/4/20,A,,PAYAL,THADANI,864-572-5727,PHARMACIST IN CHARGE,PTVP,,,,MRS.,,11/4/20,,,,,,,,US,United States,LOCATION,DOM,8007 WARREN H ABERNATHY HWY,,SPARTANBURG,SC,293012449,864-572-5727,864-572-5728,34.93659987,-82.0040553,Google Maps,34.936619,-82.004634,1,rooftop,8002,Warren H Abernathy Hwy 8002,,,Spartanburg,SC,Spartanburg County,29301,US,Spartanburg County G
1265417927,GREENVILLE HEALTH CORPORATION,1265417927,,747056,ENG,Y,N,Y,N,Y,Y,Y,Y,https://www.ghs.org/healthcareservices/upstate-pharmacy,NO,12/14/05,4/14/21,A,,POLLY,MILLER,864-522-2286,VP PAYOR STATEGIES & ALIGNMENT,GREENVILLE HEALTH CORPORATION,,,H.,,,4/14/21,,,,,,,,US,United States,LOCATION,DOM,200 PATEWOOD DR,SUITE B-150,GREENVILLE,SC,296153593,864-454-2369,,34.853878,-82.32632,census,34.853903,-82.326313,1,nearest_street,92,Patewood Dr,,,Greenville,SC,Greenville County,29615,US,TIGER/Line® dataset from the US Census Bureau
1265459416,WAL-MART STORES EAST LP,1265459416,,722934,ENG,Y,N,Y,N,Y,Y,Y,Y,https://www.walmart.com/cp/pharmacy/5431,NO,7/16/06,2/16/17,A,,SARAH,LITTLE,479-277-2500,DIRECTOR OF HEALTHCARE CONTRACTING,WAL-MART STORES EAST LP,,,,,,,,,,,,,,US,United States,LOCATION,DOM,230 N BELTLINE DR,,FLORENCE,SC,295017403,843-664-0909,,34.19537168,-79.82136453,Google Maps,34.194517,-79.822118,0.99,rooftop,260,N Beltline Dr,,,Florence,SC,Florence County,29501,US,Florence
1265462659,PALMETTO INFUSION SERVICES LLC,1265462659,,711512,ENG,N,Y,Y,N,N,Y,Y,Y,https://www.palmettoinfusion.com,NO,7/3/06,6/5/17,A,,CONNIE,HARTLEY,803-227-5447,VICE PRESIDENT REIMBURSEMENT,PALMETTO INFUSION SERVICES LLC,,,C,,,,,,,,,,,US,United States,LOCATION,DOM,3105 SUNSET BLVD,,WEST COLUMBIA,SC,291693425,800-809-1265,803-772-7782,34.007088,-81.12412,census,34.006732,-81.123959,1,rooftop,3101,Sunset Blvd,,,West Columbia,SC,Lexington County,29169,US,Lexington
1265535942,SOUTH CAROLINA CVS PHARMACY LLC,1265535942,,711398,ENG,Y,N,Y,N,Y,Y,Y,Y,https://www.cvs.com/pharmacy/#/pharmacy,NO,9/7/06,9/10/15,A,,SUSAN,COLBERT,401-770-2751,"DIRECTOR, PAYER RELATIONS",SOUTH CAROLINA CVS PHARMACY LLC,,,,,,,,,,,,,,US,United States,LOCATION,DOM,118 W MAIN ST,,LIBERTY,SC,296571141,864-843-2726,,34.78924766,-82.69547842,Google Maps,34.789202,-82.695379,1,rooftop,102,N Palmetto St,,,Liberty,SC,Pickens County,29657,US,Pickens
1265819205,KARMA HEALTHCARE LLC,1265819205,,715934,ENG,Y,Y,N,N,Y,Y,Y,Y,https://www.medicineshoppe.com,NO,4/29/15,7/19/18,A,,SURYAKANT,PATEL,864-761-4566,OWNER,KARMA HEALTHCARE LLC,,,,,,,,,,,,,,US,United States,LOCATION,DOM,301 W CHEROKEE ST STE B,,BLACKSBURG,SC,297021558,864-761-4566,864-761-0003,35.11961,-81.5192,census,35.119382,-81.519305,1,rooftop,305,W Cherokee St,,,Blacksburg,SC,Cherokee County,29702,US,Cherokee County G
1265953251,RPVR CORPORATION,1265953251,,717324,ENG,Y,Y,N,N,Y,N,Y,Y,myfleetwoodpharmacy.com,YES,6/29/17,6/29/17,A,,BHAVESH,PATEL,864-416-4927,OWNER,RPVR CORPORATION,<UNAVAIL>,RPVR CORPORATION,,,,,,,,,,,,US,United States,LOCATION,DOM,100D FLEMING ST,,LAURENS,SC,293601902,864-416-4927,864-416-4928,34.50587497,-82.01000783,Google Maps,34.506032,-82.010051,1,rooftop,507,N Harper St,,,Laurens,SC,Laurens County,29360,US,Laurens
1265957047,WALGREEN CO,1265957047,,717695,ENG,Y,N,N,Y,Y,Y,Y,Y,https://www.riteaid.com/pharmacy,YES,8/14/17,2/25/19,A,,ALYSSA,SWEETEN,217-709-2386,MANAGER,WALGREEN CO,<UNAVAIL>,WALGREENS BOOTS ALLIANCE INC,,,,,,,,,,,,US,United States,LOCATION,DOM,501 N HARPER ST,,LAURENS,SC,293602337,864-984-3026,864-984-9257,34.50663623,-82.01001501,Google Maps,34.506298,-82.009887,1,rooftop,507,N Harper St,,,Laurens,SC,Laurens County,29360,US,Laurens
1275025942,PREFERRED PHARMACY LLC,1275025942,,717999,"ENG, SPA",Y,N,N,N,Y,Y,Y,Y,,NO,5/30/18,4/26/19,A,PHARMD,JEREMY,SIMMONS,843-729-5583,OWNER,PREFERRED PHARMACY LLC,,,MICHAEL,,,,,,,,,,,US,United States,LOCATION,DOM,101 COMMERCE PL W STE H,,OKATIE,SC,299094678,843-227-3501,843-705-4444,32.298515,-80.93639,census,32.298417,-80.936656,1,rooftop,103W,Commerce Pl W,,,Okatie,SC,Beaufort County,29909,US,Beaufort
1275030645,LONGS DRUGSTORES OF SC INC,1275030645,,717812,ENG,Y,Y,N,N,N,Y,Y,Y,https://avitapharmacy.com,NO,4/11/18,6/27/18,A,,ASHLEY,ELLIS,704-641-7967,CORPORATE COUNSEL/AO,LONGS DRUGSTORES OF SC INC,,,,,,,,,,,,,,US,United States,LOCATION,DOM,455 LAKESHORE PKWY,,ROCK HILL,SC,297304205,803-992-3263,844-641-3263,34.93088,-81.00164,census,34.930636,-81.001011,1,rooftop,492,Lakeshore Pkwy,,,Rock Hill,SC,York County,29730,US,York
1275150815,HEALTH CARE PARTNERS PHARMACY,1275150815,,7Z1104,Spanish,Y,N,N,Y,N,Y,Y,Y,hcpsc.org,YES,6/30/20,6/30/20,A,,JIM,EUBANKS,843-488-6363,CEO,HEALTH CARE PARTNERS PHARMACY,<UNAVAIL>,"HEALTH CARE PARTNERS OF SOUTH CAROLINA, INC.",,,,6/30/20,,,,,,,,US,United States,LOCATION,DOM,145 PALMETTO POINTE RD,,MARION,SC,295716721,843-488-6341,843-488-6346,34.18617138,-79.37072304,Google Maps,34.186003,-79.370615,0.99,nearest_street,1707,Palmetto Pointe Rd,,,Marion,SC,Marion County,29571,US,TIGER/Line® dataset from the US Census Bureau
1275548349,WALGREEN CO,1275548349,,715806,ENG,Y,N,Y,Y,N/A,Y,Y,Y,https://www.walgreens.com/pharmacy/,YES,7/29/06,8/26/16,A,,ALAN,NIELSEN,847-315-3523,TREASURER,WALGREEN CO,<UNAVAIL>,WALGREENS BOOTS ALLIANCE INC,T.,MR.,,,,,,,,,,US,United States,LOCATION,DOM,4779 HIGHWAY 501,,MYRTLE BEACH,SC,295799444,843-903-5695,,33.75535,-78.96531,census,33.755233,-78.965104,1,nearest_street,,US 501,,,Myrtle Beach,SC,Horry County,29579,US,TIGER/Line® dataset from the US Census Bureau
