npi,basic_organization_name,hours_of_operation,medicaid_id,addresses_telephone_number,geoid,tract_latitude,tract_longitude,lat,lon
1225394760,BEAUFORT PHARMACY AND COMPOUNDING LLC,,715492,803-914-0318,45049920200,+32.8590563,-081.0106074,32.872967,-81.11642
1225484074,M6 ENTERPRISES INC,,716675,864-520-1550,45045002813,+34.8349676,-082.2413415,34.808662,-82.23628
1225551211,WALGREEN CO,,717736,843-497-9995,45051050303,+33.7568838,-078.8111818,33.74940033,-78.81605928
1225552995,WALGREEN CO,,71770D,864-847-9071,45007010401,+34.6216670,-082.4858460,34.6219002,-82.47345418
1235232000,SOUTH CAROLINA CVS PHARMACY LLC,,745092,803-276-6350,45071950202,+34.2795093,-081.5635938,34.282898,-81.59618
1235232703,SPARTANBURG REGIONAL HEALTHCARE SYSTEM OUTPATIENT PHARMACY,,702355,864-560-6772,45083020301,+34.9629269,-081.9384470,34.96823601,-81.93928065
1235232901,SOUTH CAROLINA CVS PHARMACY LLC,,742692,864-573-5313,45083021301,+34.9739544,-081.8915896,34.96677961,-81.89604885
1235240706,"HARRIS TEETER, LLC",,715191,803-329-6262,45091060907,+34.9949457,-081.0157575,34.975613,-81.0437
1235289562,MEDICAL ARTS PHARMACY OF HARTSVILLE,,720445,843-332-7529,45031010500,+34.3693401,-080.0874346,34.37483615,-80.076669
1235290149,"RURAL HEALTH SERVICES, INC.",,730581,803-593-9283,45003021002,+33.5044854,-081.9155699,33.49421808,-81.89800516
1235386012,WALGREEN CO,,715724,864-224-8873,45007000300,+34.5294088,-082.6282596,34.526253,-82.63859
1235445222,WAL-MART STORES EAST LP,,711157,843-357-6588,45051051406,+33.5912971,-079.0183643,33.59017774,-79.01143665
1235586884,WAL-MART STORES EAST LP,,716691,843-353-5589,45051050500,+33.7168113,-078.8665665,33.716293,-78.85548
1235743295,KP AND RD LLC,,7Z1110,864-606-0088,45047970102,+34.3181322,-082.2696150,34.401133,-82.249811
1245252998,SOUTH CAROLINA CVS PHARMACY LLC,,716314,843-871-6935,45015020710,+33.0923660,-080.1901804,33.038616,-80.15935
1245321363,"WALL DRUGS OF JOHNSONVILLE, INC.",,767338,843-386-6135,45041001900,+33.8455832,-079.4838564,33.81068,-79.445887
1245333913,SOUTH CAROLINA CVS PHARMACY LLC,,745877,803-788-8582,45079011412,+34.0874725,-080.9065740,34.10468926,-80.90249825
1245333921,SOUTH CAROLINA CVS PHARMACY LLC,,744543,803-796-8126,45063020505,+33.9923387,-081.0921352,34.00259,-81.10577
1245390707,"TARRYTOWN EXPOCARE SC, INC.",,715046,803-217-1088,45063020510,+34.0357070,-081.1257529,34.034714,-81.120735
1245755909,WALGREEN CO,,717705,803-798-4010,45079010407,+34.0504530,-081.0900867,34.050555,-81.1025904
1255358404,WAL-MART STORES EAST LP,,724022,864-292-2014,45045001700,+34.8964300,-082.3498565,34.906067,-82.33067
1255358412,WAL-MART STORES EAST LP,,724710,843-572-9616,45019003104,+32.9290256,-080.0392057,32.93556,-80.038536
1255390993,"INTRAMED PLUS, INC",,726043,803-794-0200,45063020506,+34.0140354,-081.1321082,34.010765,-81.129326
1255416616,PLANTATION PHARMACY AT ELLIS OAKS,,780107,843-795-9554,45019001902,+32.7627874,-079.9653762,32.749825,-79.96922
1255434791,SOUTH CAROLINA CVS PHARMACY LLC,,71138D,843-249-1451,45051040300,+33.8340470,-078.6677196,33.83928585,-78.66710243
1255434932,SOUTH CAROLINA CVS PHARMACY LLC,,743492,843-249-7618,45051040105,+33.8685828,-078.6258172,33.8746,-78.61925
1255472627,M & S INVESTMENTS LLC,,792207,843-675-2323,45025950102,+34.7764444,-080.3532142,34.77412639,-80.38259916
1255490314,SOUTH CAROLINA CVS PHARMACY LLC,,745490,803-496-3954,45075010200,+33.3204311,-080.3922399,33.322857,-80.4136
1255634069,FAMILY PHARMACY AT GMH,,711276,843-520-8550,45043920302,+33.3895567,-079.2722447,33.379955,-79.28571
1255731097,PUBLIX SUPER MARKETS INC,,715338,864-223-8909,45047970302,+34.2103000,-082.2139248,34.20923535,-82.18697023
1255857108,WALGREEN CO,,717678,803-475-7370,45057010200,+34.5820726,-080.5578749,34.537872,-80.582825
1255860243,"PUBLIX SUPER MARKETS, INC.",,717476,863-688-1188,45045003013,+34.6976980,-082.2623275,34.70411,-82.25771
1255872107,SHRI AARNA INC,,717140,843-713-1575,45041000202,+34.1653321,-079.8327347,34.17623615,-79.81327513
1265045322,PTVP,,7Z1111,864-572-5727,45083021902,+34.9240100,-082.0181976,34.93659987,-82.0040553
1265417927,GREENVILLE HEALTH CORPORATION,,747056,864-454-2369,45045001808,+34.8451301,-082.3292341,34.853878,-82.32632
1265459416,WAL-MART STORES EAST LP,,722934,843-664-0909,45041000201,+34.1991944,-079.8244682,34.19537168,-79.82136453
1265462659,PALMETTO INFUSION SERVICES LLC,,711512,800-809-1265,45063020506,+34.0140354,-081.1321082,34.007088,-81.12412
1265535942,SOUTH CAROLINA CVS PHARMACY LLC,,711398,864-843-2726,45077011002,+34.7760173,-082.6984761,34.78924766,-82.69547842
1265819205,KARMA HEALTHCARE LLC,,715934,864-761-4566,45021970402,+35.0931953,-081.4721855,35.11961,-81.5192
1265953251,RPVR CORPORATION,,717324,864-416-4927,45059920502,+34.5452035,-082.0223328,34.50587497,-82.01000783
1265957047,WALGREEN CO,,717695,864-984-3026,45059920502,+34.5452035,-082.0223328,34.50663623,-82.01001501
1275025942,PREFERRED PHARMACY LLC,,717999,843-227-3501,45013002104,+32.2879651,-080.9713390,32.298515,-80.93639
1275030645,LONGS DRUGSTORES OF SC INC,,717812,803-992-3263,45091060200,+34.9282234,-081.0056196,34.93088,-81.00164
1275150815,HEALTH CARE PARTNERS PHARMACY,,7Z1104,843-488-6341,45067950200,+34.2489777,-079.3850692,34.18617138,-79.37072304
1275548349,WALGREEN CO,,715806,843-903-5695,45051060203,+33.7255263,-078.9848479,33.75535,-78.96531
1275548364,WALGREEN CO,,715733,843-815-9953,45013002107,+32.2608068,-080.8659839,32.266293,-80.85913
1275596249,DELTA PHARMACY INC,,719914,843-761-5255,45015020506,+33.1834737,-079.9987130,33.1947477,-80.00478916
1275596876,"MULLINS DISCOUNT DRUG, INC",,763717,843-464-1757,45067950400,+34.2456525,-079.2054743,34.20384107,-79.25386348
1275671851,BHP LAX LLC,,728680,803-286-8444,45057010900,+34.7385541,-080.7834700,34.71763927,-80.79555339
1275686628,HUSAM BADR,,734167,864-233-9532,45045004200,+34.8345704,-082.3904774,34.827625,-82.39823
1275929218,DELTA OF ISLE OF PALMS LLC,,715854,843-885-8008,45019004901,+32.7868965,-079.7864097,32.788822,-79.78692
1275937104,WAL-MART STORES EAST LP,,715586,803-324-1260,45091060803,+34.9607591,-081.0222741,34.95243,-81.01658
1285027391,RON GROUP,,715688,843-352-7662,45019004614,+32.8596872,-079.8708533,32.83916785,-79.86458501
1285162305,RICHBURG DISCOUNT PHARMACY LLC,,717278,803-500-2998,45023020700,+34.7364624,-081.0291076,34.744724,-81.032234
1285181891,THE PHARMACY,,716744,843-773-2821,45041000201,+34.1991944,-079.8244682,34.19834,-79.82035
1285649350,WALGREEN CO,,715759,843-357-3985,45051051406,+33.5912971,-079.0183643,33.58874437,-79.0126711
1285649368,WALGREEN CO,,715801,864-268-7123,45045001803,+34.9002092,-082.3255295,34.897636,-82.33975
1285649376,WALGREEN CO,,715799,864-295-0243,45045003705,+34.8515148,-082.4672029,34.850163,-82.4493
1285651448,WAL-MART STORES EAST LP,,733106,803-782-8428,45079002400,+34.0016746,-080.9684233,34.023045,-80.954735
1285674622,PUBLIX SUPER MARKETS INC,,769760,864-231-5246,45007000300,+34.5294088,-082.6282596,34.52936,-82.63473
1285731786,SOUTH CAROLINA CVS PHARMACY LLC,,71150D,803-254-6871,45079011101,+34.0379947,-080.9878696,34.04068,-80.99742
1285746602,"TRIANGLE PHARMACY AND HOME MEDICAL EQUIPMENT, INC.",,710709,803-794-4840,45063020300,+33.9896272,-081.0628508,33.984257,-81.07225
1285826974,INGLES MARKETS INC,,795564,864-226-2398,45007012001,+34.5165948,-082.7136730,34.508366,-82.74508
1285912170,"COLONIAL FAMILY PRACTICE, LLC",,713551,803-773-5227,45085002000,+33.9296368,-080.3508768,33.934315,-80.35517
1295038438,CORAM ALTERNATE SITE SERVICES INC,,715275,843-744-4183,45019003105,+32.9118630,-080.0314105,32.901787,-80.02644
1295258358,WALGREEN CO,,71767D,803-597-3202,45071950202,+34.2795093,-081.5635938,34.283287,-81.59654
1295289742,WATERWAY PHARMACY LLC,,716793,843-734-0612,45051040103,+33.8802992,-078.6541160,33.87512135,-78.6736182
1295359818,SCOTLAND MEMORIAL HOSPITAL INC,,7Z1105,843-456-7735,45069960200,+34.5638971,-079.7572819,34.631104,-79.69584
1295740140,INGLES MARKETS INC,,757157,864-235-7183,45045002304,+34.8877798,-082.3940491,34.8886782,-82.40385291
1295752459,WAL-MART STORES EAST LP,,724771,864-229-6722,45047970302,+34.2103000,-082.2139248,34.21013985,-82.19286283
1295838050,SOUTH CAROLINA CVS PHARMACY LLC,,741345,803-772-0403,45063020510,+34.0357070,-081.1257529,34.032715,-81.12437
1295838068,SOUTH CAROLINA CVS PHARMACY LLC,,742475,864-646-7553,45007010700,+34.6422416,-082.7791119,34.633045,-82.783394
1295840148,MEDICAL UNIVERSITY OF SC,,708630,843-876-2969,45019001902,+32.7627874,-079.9653762,32.746605,-79.96937
1306002167,PUBLIX SUPER MARKETS INC,,710090,843-815-6435,45013002105,+32.2787090,-080.9215404,32.271492,-80.916336
1306004478,WALGREEN CO,,715772,803-732-1975,45063021113,+34.0905147,-081.2005491,34.083397,-81.19005
1306149950,PUBLIX SUPER MARKETS INC,,711280,803-996-6171,45063021022,+34.0017338,-081.3138256,33.99273992,-81.3067589
1306164413,PUBLIX SUPER MARKETS INC,,710995,843-208-3605,45053950201,+32.3984799,-080.9415727,32.30715,-80.9727
1306187653,WAL-MART STORES EAST LP,,714470,864-605-6617,45077010403,+34.8488264,-082.7112797,34.869747,-82.690475
1306369335,WALGREEN CO,,717759,217-709-2386,45015020707,+33.0619117,-080.0440881,33.008327,-80.04535
1306467766,LAMAR FAMILY PHARMACY,,7Z1098,843-326-5231,45031011600,+34.1546333,-080.0807553,34.16971,-80.06545
1306829668,PROFESSIONAL PHARMACY AT MT VIEW IN,,714316,864-877-4281,45045002507,+34.9637370,-082.2399111,34.95324578,-82.23744034
1306863576,SAMS EAST INC,,769508,803-790-7284,45079002400,+34.0016746,-080.9684233,34.023045,-80.95474
1306864111,WAL-MART STORES EAST LP,,727812,843-871-2550,45035010816,+32.9515227,-080.1346558,32.95136216,-80.15515791
1306916481,MEDICINE CABINET OF LAKE CITY,,714915,843-374-2825,45041002201,+33.8669969,-079.7884800,33.879574,-79.760124
1306940119,"SOUTH CAROLINA CVS PHARMACY, L.L.C.",,710758,803-418-0919,45085002000,+33.9296368,-080.3508768,33.92560877,-80.33767451
1306949177,SOUTH CAROLINA CVS PHARMACY LLC,,743548,803-524-5440,45013000800,+32.3847275,-080.6965888,32.394424,-80.68583
1306950381,COLE-MCGILL ENTERPRISES INC,,744007,864-843-9207,45077011002,+34.7760173,-082.6984761,34.78834461,-82.69445447
1306953096,F & L DRUG STORE INC,,743776,843-396-4431,45041002400,+33.9317418,-079.8698900,33.93924781,-79.93380163
1316020589,OCEAN LAKES PHARMACY INC,,747216,843-238-5159,45051051201,+33.6145803,-078.9706701,33.62398937,-78.9691859
1316040181,SOUTH CAROLINA CVS PHARMACY LLC,,741846,864-223-1892,45047970302,+34.2103000,-082.2139248,34.191437,-82.21691
1316121262,"SOUTH CAROLINA CVS PHARMACY, L.L.C.",,71074D,843-818-1190,45019003106,+33.0022955,-080.1401076,32.989204,-80.10001
1316135999,SELF REGIONAL HEALTHCARE,,746553,864-725-2768,45047970800,+34.1118770,-082.1861034,34.17453,-82.15704
1316155823,SOUTH CAROLINA CVS PHARMACY LLC,,71630D,803-520-2859,45063021014,+34.0271617,-081.1847195,34.007797,-81.19577
1316188105,WALGREEN CO,,715735,864-653-7962,45077011205,+34.6834674,-082.8345660,34.690853,-82.83353
1316326887,WAL-MART STORES EAST LP,,716092,843-879-5288,45019003107,+32.9600374,-080.1009931,32.98088,-80.12791
1316339906,SENECA PHARMACY,,715645,864-985-1359,45073030800,+34.6414943,-082.9517476,34.689865,-82.992424
1316374507,AIDS HEALTHCARE FOUNDATION,,714826,803-509-5676,45079000500,+34.0325295,-081.0314226,34.02871,-81.02615
1316415755,BABAJI LLC,,718290,864-921-8366,45083021902,+34.9240100,-082.0181976,34.91375,-82.01125
1326013517,GILDER & WEEKS INC,,705781,864-697-6580,45059920900,+34.3961678,-081.8367798,34.41749478,-81.81137542
1326141094,SOUTH CAROLINA CVS PHARMACY LLC,,743144,803-254-2376,45079001100,+34.0228440,-081.0031652,34.013424,-81.01086
1326250952,WALGREEN CO,,715749,864-953-2251,45047970400,+34.1698568,-082.2054546,34.178116,-82.15237
1326366493,WAL-MART STORES EAST LP,,711102,803-831-5078,45091061707,+35.1328855,-081.0658123,35.12317822,-81.08453023
1336161082,SOUTH CAROLINA CVS PHARMACY LLC,,716307,843-388-8769,45019004611,+32.7918747,-079.8300457,32.82537826,-79.81876167
1336215581,SARATHIRX LLC,,718431,864-224-3581,45007000900,+34.5201103,-082.6661004,34.51595,-82.654045
1336217132,GEORGE PARKS PHARMACY INC,,720296,803-279-7450,45003020802,+33.4918418,-081.9708285,33.49466769,-81.97097674
1336242007,SOUTH CAROLINA CVS PHARMACY LLC,,71137D,803-377-4137,45023020602,+34.7136872,-081.1207622,34.70752002,-81.19003698
1336242015,SOUTH CAROLINA CVS PHARMACY LLC,,742384,864-599-0920,45083022406,+35.0323381,-081.9747638,35.018364,-81.96199
1336409846,SOUTH CAROLINA CVS PHARMACY LLC,,716308,843-294-2727,45051051502,+33.6708235,-078.9839079,33.65535253,-78.9803331
1336424167,LAKE WYLIE HEALTH INVESTORS INC,,713665,803-831-2044,45091061707,+35.1328855,-081.0658123,35.12101664,-81.08007786
1336504695,WALGREEN CO .,,716416,803-799-6270,45041000600,+34.1546745,-079.7528863,34.15738,-79.75248
1336506427,CARESOUTH CAROLINA INC,,716297,843-627-6261,45033970600,+34.3374526,-079.4823899,34.33152,-79.42715
1336512623,PUBLIX SUPER MARKETS INC,,716255,803-255-6101,45079001600,+34.0035118,-081.0483875,33.997814,-81.04478
1336745561,SOCASTEE PHARMACY,,7Z1129,843-691-0402,45051051501,+33.6916274,-078.9850450,33.68634,-78.97862
1346267598,WAL-MART STORES EAST LP,,723723,843-899-5755,45015020504,+33.2060781,-080.0069274,33.21219118,-79.9856321
1346343027,SOUTH CAROLINA CVS PHARMACY LLC,,742418,864-878-7954,45077010502,+34.9029715,-082.6597995,34.88319,-82.70327
1346343787,SOUTH CAROLINA CVS PHARMACY LLC,,742806,864-244-8893,45045002608,+34.8937479,-082.2644685,34.893986,-82.29004
1346343886,SOUTH CAROLINA CVS PHARMACY LLC,,742670,864-223-7679,45047970301,+34.2232322,-082.1807949,34.226273,-82.19527
1346412939,INGLES MARKETS INC,,798660,864-855-6856,45077010901,+34.7835273,-082.6116798,34.80294214,-82.60071197
1346571460,PALMETTO FAMILY PHARMACY,,710788,803-980-7272,45091060700,+34.9606397,-081.0380086,34.943985,-81.0315
1346723004,"EAU CLAIRE COOPERTIVE HEALTH CENTER, INC.",,718604,803-722-1352,45063020505,+33.9923387,-081.0921352,33.989178,-81.08065
1346760592,HARLEYVILLE DRUG LLC,,717297,843-462-7646,45035010300,+33.1819144,-080.4332330,33.21616731,-80.44860087
1356368500,WAL-MART STORES EAST LP,,722978,864-885-0119,45073030601,+34.7033834,-082.9775697,34.684364,-83.004234
1356377402,WALGREEN CO,,715748,843-545-1732,45043920302,+33.3895567,-079.2722447,33.388214,-79.288994
1356393771,BRIDGERS DRUG STORE & GIFTS LLC,,715086,843-423-2682,45067950600,+34.1309919,-079.3264614,34.18226834,-79.4009656
1356444038,SOUTH CAROLINA CVS PHARMACY LLC,,745354,803-786-1106,45079000200,+34.0408728,-081.0377278,34.04546,-81.03396
1356445159,"SOUTH CAROLINA CVS PHARMACY, L.L.C.",,710773,864-962-8991,45045003013,+34.6976980,-082.2623275,34.705006,-82.257904
1356487607,SOUTH CAROLINA DEPT OF MENTAL HEALTH ACCOUNTING OFFICE,,713792,803-935-7154,45079010806,+34.0911355,-080.9836596,34.082233,-80.99518
1356490148,THE FINKLIN CORPORATION,,786638,803-735-0525,45079000200,+34.0408728,-081.0377278,34.03539,-81.04179
1356510820,WALGREEN CO,,71577E,803-356-1001,45063020908,+33.8863124,-081.1832129,33.90725,-81.22313
1356674378,"SOUTH CAROLINA CVS PHARMACY, L.L.C.",,710629,401-765-1500,45051050303,+33.7568838,-078.8111818,33.760963,-78.81668
1356726798,DELTA OF HOLLYWOOD LLC,,716078,843-564-5720,45019002502,+32.7290527,-080.2269830,32.73573456,-80.23753237
1356767461,INGLES MARKETS INC,,715100,864-332-0552,45007000200,+34.5217065,-082.6449925,34.52091,-82.65605
1356906903,PHV LLV,,7Z1034,803-581-1095,45023020100,+34.7072992,-081.1976304,34.696335,-81.19268
1366065468,LEXINGTON PHARMACY LLC,,7Z1101,803-490-0022,45063021022,+34.0017338,-081.3138256,33.980938,-81.298965
1366457434,WALGREEN CO,,715777,803-791-3676,45063020505,+33.9923387,-081.0921352,33.983627,-81.09574
1366457459,WALGREEN CO,,715734,803-424-2510,45055970500,+34.2954753,-080.6158639,34.270855,-80.609406
1366459323,WALGREEN CO,,715727,864-296-5208,45007000700,+34.4939131,-082.6616905,34.47610008,-82.65286669
1366469520,WAL-MART STORES EAST LP,,756277,843-553-3185,45015020719,+33.0289587,-080.0728450,33.027145,-80.056816
1366546160,"SOUTH CAROLINA CVS PHARMACY, L.L.C.",,7N0453,864-234-1282,45045002903,+34.7787267,-082.2934095,34.782475,-82.299614
1366597270,MOON'S DRUG STORE,,722422,864-647-5941,45073031000,+34.6292891,-083.0946501,34.66728118,-83.09705213
1366640955,"SOUTH CAROLINA CVS PHARMACY, L.L.C.",,795702,843-720-8523,45019000400,+32.7825377,-079.9353260,32.78379,-79.936035
1366642209,WAL-MART STORES EAST LP,,796091,803-957-1321,45063021009,+33.9061845,-081.2781687,33.913975,-81.22681
1366774408,HEROLDS PHARMACY LLC,,710956,843-637-3037,45019002613,+32.8200495,-080.0433739,32.815628,-80.04339
1366830408,WALGREEN CO,,715647,843-773-3021,45041001000,+34.1911403,-079.7695503,34.18596859,-79.76696793
1376057570,"GOLDEN TOWN PHARMACY, LLC",,717613,843-992-6243,45051080102,+34.0039385,-079.2072429,33.99358023,-79.20218716
1376550327,WALGREEN CO,,715815,843-979-1079,45043920505,+33.3344415,-079.2103675,33.438587,-79.12721
1376558445,WALGREEN CO,,715753,843-342-7451,45013010400,+32.1985315,-080.7550507,32.212624,-80.72322
1376558452,WALGREEN CO,,715741,843-629-8427,45041001400,+34.1570461,-079.7798661,34.16703432,-79.76433983
1376558460,WALGREEN CO,,715794,843-851-7716,45019003109,+32.8942569,-080.0794055,32.905384,-80.08902
1376560532,WAL-MART STORES EAST LP,,731676,843-762-9047,45019002003,+32.6854321,-079.9526678,32.72156702,-79.96791604
1376583716,PUBLIX SUPER MARKETS INC,,770028,864-370-8215,45045001809,+34.8671767,-082.3392350,34.86533,-82.346245
1376614594,"PHARMACY ASSOCIATES OF ANDERSON, INC",,745707,864-225-3119,45007000700,+34.4939131,-082.6616905,34.48055,-82.64793
1376646067,SOUTH CAROLINA CVS PHARMACY LLC,,742624,864-653-6724,45077011205,+34.6834674,-082.8345660,34.689617,-82.82693
1376669184,CLEMSON UNIVERSITY,,717152,864-656-3562,45077011202,+34.6464820,-082.8300268,34.675953,-82.8354
1386066132,"DILLON COMMUNITY PHARMACY, INC.",,715101,843-774-4749,45033970300,+34.4536751,-079.4414521,34.42074162,-79.37230756
1386277846,CAROLINA PHARMACY INC.,,7Z1102,843-933-7298,45067950600,+34.1309919,-079.3264614,34.18455,-79.365326
1386603025,"INTRAMED PLUS, INC",,769133,864-281-1553,45045002805,+34.8495102,-082.2900591,34.830875,-82.30588
1386659233,INGLES MARKETS INC,,783761,864-814-3643,45083022404,+35.0884832,-081.9881342,35.062485,-81.9986
1386661544,WAL-MART STORES EAST LP,,726681,843-394-8125,45041002201,+33.8669969,-079.7884800,33.84728,-79.76425
1386747079,"SOUTH CAROLINA CVS PHARMACY, L.L.C.",,710835,803-222-1383,45091061802,+35.0920972,-081.2223217,35.10919,-81.21688
1386855377,WALGREEN CO,,715774,803-769-3392,45063020202,+33.9592231,-081.0781384,33.972187,-81.07703
1386872604,"SOUTH CAROLINA CVS PHARMACY, L.L.C.",,710531,401-765-1500,45051051604,+33.5900710,-079.0642326,33.58615,-79.05178
1396166633,"HEROLD'S NORTH, LLC",,715074,843-628-3330,45019003115,+32.9798853,-080.0611887,32.9748,-80.06052
1396701447,"OPTUM INFUSION SERVICES 200, INC.",,763934,800-334-3464,45019003105,+32.9118630,-080.0314105,32.901825,-80.026115
1396796769,KENS THRIFTEE PHARMACY INC,,784743,864-638-9553,45073030401,+34.7713029,-083.0642802,34.76652449,-83.06535557
1396842233,CARE PHARMACY LLC,,767497,843-545-9292,45043920302,+33.3895567,-079.2722447,33.38063,-79.28752
1396848156,SOUTH CAROLINA CVS PHARMACY LLC,,742464,864-224-3562,45007001100,+34.5418110,-082.6594195,34.53158,-82.66312
1396848164,SOUTH CAROLINA CVS PHARMACY LLC,,745252,803-776-6605,45079011607,+33.9539740,-080.9388575,33.956547,-80.93132
1396848883,SOUTH CAROLINA CVS PHARMACY LLC,,741905,864-269-0314,45007010102,+34.7312026,-082.5183665,34.788486,-82.48181
1396890638,WALGREEN CO,,715738,843-774-2707,45033970300,+34.4536751,-079.4414521,34.42925905,-79.36264136
1396962395,WAL-MART STORES EAST LP,,792878,803-750-3284,45063020510,+34.0357070,-081.1257529,34.031204,-81.108215
1396988291,WAL-MART STORES EAST LP,,710410,843-234-1420,45051060406,+33.7513210,-079.0028446,33.77917007,-78.98909184
1407189921,WALGREEN CO,,715830,864-486-1779,45083023403,+34.8840778,-082.0792475,34.888687,-82.07131
1407204613,WAL-MART STORES EAST LP,,716919,843-879-5202,45035010503,+32.9937687,-080.2777418,33.01390108,-80.24048823
1407959174,SOUTH CAROLINA CVS PHARMACY LLC,,741950,864-223-7956,45047970800,+34.1118770,-082.1861034,34.17608,-82.149536
1417184334,WAL-MART STORES EAST LP,,710533,803-323-2091,45091060904,+34.9770039,-081.1018961,34.98029183,-81.08926516
1417356320,HOLLY STREET DRUGS LLC,,715323,803-496-0007,45075010200,+33.3204311,-080.3922399,33.325775,-80.41757
1417385899,FIVE POINTS COOPERATIVE PHARMACY,,714345,803-748-0482,45079001300,+34.0080154,-081.0131624,34.006893,-81.01946
1417952425,"ORANGE CUT RATE DRUG STORE, INC.",,726828,803-534-5931,45075011300,+33.4824862,-080.8596624,33.4883011,-80.8649232
1427069095,SAVITZ DRUG STORE INC,,798809,864-366-2165,45001950500,+34.1266067,-082.3805235,34.16280472,-82.3825469
1427070176,SOUTH CAROLINA CVS PHARMACY LLC,,716300,843-766-2130,45019002701,+32.7976991,-080.0287926,32.792465,-80.0304
1427146059,BARNWELL HEALTH INVESTORS,,714329,803-259-1234,45011970300,+33.2731810,-081.3721662,33.25484,-81.36128
1427151109,SOUTH CAROLINA CVS PHARMACY LLC,,743834,843-354-5565,45089970600,+33.6990298,-079.8814089,33.66627805,-79.83270476
1427151190,SOUTH CAROLINA CVS PHARMACY LLC,,711327,864-585-1610,45083021100,+34.9269747,-081.9077608,34.93052,-81.89492
1427572106,WALGREEN CO,,717698,,45063021204,+34.1597134,-081.3343000,34.167503,-81.35752
1437176682,WAL-MART STORES EAST LP,,723687,843-365-0301,45051070400,+33.8403088,-079.0952981,33.85968,-79.08906
1437252111,SOUTH CAROLINA CVS PHARMACY LLC,,711332,864-439-1040,45083023102,+34.9459973,-082.1019723,34.95514,-82.12796
1437252871,SOUTH CAROLINA CVS PHARMACY LLC,,743468,803-399-1726,45051040101,+33.8980755,-078.6953749,33.88516437,-78.68804377
1437252970,SOUTH CAROLINA CVS PHARMACY LLC,,711349,864-288-3672,45045002803,+34.8679018,-082.2744454,34.859665,-82.26418
1437565843,WAL-MART STORES EAST LP,,715401,803-613-3085,45003020500,+33.5803686,-081.9174472,33.577053,-81.93919
1437586294,EHRHARDT PHARMACY LLC,,714840,803-267-2121,45009960400,+33.1236266,-080.9867065,33.103497,-81.01387
1437769494,"PUBLIX SUPER MARKETS, INC",,7Z1127,864-757-7099,45045003014,+34.7342749,-082.3008749,34.72381,-82.2939
1447277694,WAL-MART STORES EAST LP,,722898,803-276-2211,45071950202,+34.2795093,-081.5635938,34.282547,-81.59355
1447284161,THE KROGER CO,,717505,803-732-0426,45063021113,+34.0905147,-081.2005491,34.08709,-81.184235
1447353123,SOUTH CAROLINA CVS PHARMACY LLC,,711370,803-637-3135,45037970202,+33.8472526,-081.9454445,33.79824,-81.89099
1447354246,"SOUTH CAROLINA CVS PHARMACY, L.L.C.",,710744,843-769-6560,45019002611,+32.8348212,-080.0393762,32.83519063,-80.04462484
1447398375,HARTSVILLE DRUG CO INC,,71131D,843-332-6581,45031010500,+34.3693401,-080.0874346,34.37549827,-80.07516173
1447408331,WALGREEN CO,,715751,843-332-4523,45031010300,+34.4025818,-080.0722686,34.39215,-80.073715
1447756762,"ASSOCIATED MEDICAL SPECIALISTS, PA",,7Z1124,843-692-5000,45051050303,+33.7568838,-078.8111818,33.75598,-78.818474
1447793161,PUBLIX SUPER MARKETS INC,,717184,843-353-5614,45051051604,+33.5900710,-079.0642326,33.582333,-79.046394
1457366528,WALGREEN CO,,715782,843-388-2575,45019004612,+32.8352937,-079.8334709,32.8308885,-79.83501758
1457366544,WALGREEN CO,,715824,843-549-6781,45029970402,+32.9671267,-080.6527418,32.92254017,-80.66525266
1457378614,SAMS EAST INC,,749740,843-529-9908,45019003111,+32.8740625,-080.0295600,32.87873113,-80.01813487
1457436628,HEALTH CARE PARTNERS PHARMACY,,758617,843-488-6341,45051070200,+33.8580120,-079.0476531,33.850075,-79.05608
1457450389,HARSEYS PHARMACY,,790050,843-537-9991,45025950600,+34.5951251,-079.8967144,34.68961009,-79.89863216
1457455255,"SOUTH CAROLINA CVS PHARMACY, L.L.C.",,710749,803-739-5181,45063020601,+33.9745750,-081.0894477,33.97738,-81.07543
1457560328,WALGREEN CO,,715785,864-234-6462,45045002805,+34.8495102,-082.2900591,34.855053,-82.320404
1457625428,INGLES MARKETS INC,,713667,864-599-0668,45083022406,+35.0323381,-081.9747638,35.023666,-81.96362
1467000588,OCONEE NEIGHBORHOOD PHARMACY LLC,,7Z1043,864-886-1096,45073030800,+34.6414943,-082.9517476,34.68745,-82.988335
1467002816,BLACK RIVER PHARMACY LLC,,7Z1051,843-355-5656,45089970600,+33.6990298,-079.8814089,33.68471,-79.822624
1467467530,WALGREEN CO,,715819,803-980-1350,45091060700,+34.9606397,-081.0380086,34.943573,-81.03128
1467467548,WALGREEN CO,,715730,843-522-6819,45013000902,+32.4453561,-080.6342550,32.413067,-80.64851
1467467555,WALGREEN CO,,715802,864-233-9401,45045001203,+34.8709485,-082.3647461,34.86784,-82.35996
1467469411,WALGREEN CO,,715821,803-934-0847,45085001704,+33.8928584,-080.3795257,33.90434,-80.3789
1467479626,WAL-MART STORES EAST LP,,730978,864-963-0272,45045003013,+34.6976980,-082.2623275,34.71439,-82.25083
1467492801,PUBLIX SUPER MARKETS INC,,768047,864-850-2276,45077010803,+34.8134035,-082.6260189,34.803043,-82.62521
